tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
34001000100,83.27,82.10,57.57,83.47,73.42,2.25,65.60,61.16,32.94,98.61,95.68,69.28,96.19,74.63,51.92,23.95,78.77,66.81,84.68
34001000200,70.04,63.93,70.34,13.55,89.53,1.03,91.65,52.07,65.85,88.36,43.44,9.36,61.76,79.63,91.80,75.64,1.49,97.35,42.48
34001000300,97.40,25.47,82.00,69.28,97.20,0.63,44.30,51.62,95.63,99.62,2.25,19.31,30.16,26.53,1.24,56.61,2.40,89.83,89.78
34001000400,79.28,68.43,67.31,10.12,91.80,0.58,93.41,42.38,27.69,98.41,29.71,71.00,94.17,17.64,11.59,0.48,92.00,99.07,80.19
34001000500,97.80,23.14,94.17,86.95,82.66,0.08,84.78,11.33,65.04,99.37,12.70,12.09,46.11,95.48,1.34,99.17,21.28,11.23,53.08
34001001100,89.83,99.47,5.28,31.78,80.89,20.47,84.93,90.48,90.28,81.65,91.90,11.89,95.03,99.22,85.64,98.61,1.19,8.35,89.37
34001001200,85.39,98.97,7.90,58.03,79.33,25.27,36.02,71.91,56.41,79.23,91.54,7.45,96.69,87.15,90.33,61.56,47.78,36.27,92.20
34001001300,79.03,98.61,2.30,51.92,86.14,26.02,8.91,12.49,45.81,78.02,57.82,5.83,97.45,0.08,47.63,10.37,83.17,12.80,83.77
34001001400,96.29,99.32,9.41,85.49,71.96,25.06,43.99,89.27,61.81,99.27,79.43,98.26,99.82,87.51,88.57,37.73,2.60,95.33,89.63
34001001500,88.06,99.22,5.83,48.44,90.33,33.14,23.04,82.46,85.49,90.08,88.57,5.58,79.88,98.41,97.20,95.99,5.28,94.27,74.58
34001001900,89.63,81.04,66.15,41.37,73.37,2.85,96.64,95.89,78.22,96.29,58.78,67.57,97.80,27.79,65.14,18.65,55.75,4.42,95.99
34001002300,96.09,37.43,95.48,90.99,86.04,0.03,94.17,47.27,2.65,99.17,55.50,86.80,98.61,90.48,10.07,47.43,0.73,98.61,95.03
34001002400,85.18,91.14,66.86,30.72,91.04,2.35,96.90,98.41,19.36,72.72,98.31,33.75,99.02,99.57,30.21,61.76,8.96,73.52,92.15
34001002500,78.98,95.63,16.13,10.27,85.94,4.32,93.21,76.80,42.88,80.39,77.46,6.23,94.12,97.45,16.43,18.35,44.09,83.01,48.33
34001010101,10.12,79.18,67.21,5.53,70.49,24.10,61.11,69.89,55.05,86.95,63.73,5.12,81.40,46.37,71.45,48.79,48.28,65.30,24.81
34001010102,36.77,90.38,62.27,3.31,74.18,20.67,82.21,82.16,39.60,97.45,48.28,36.02,83.42,53.53,35.56,31.83,15.77,18.65,26.53
34001010104,31.02,79.48,83.32,2.70,86.95,16.28,80.99,93.31,47.63,74.63,71.45,4.22,85.39,56.16,14.26,28.34,43.19,6.08,36.72
34001010105,49.14,68.32,73.02,5.78,82.51,4.01,52.47,13.96,57.02,70.95,93.97,0.73,87.76,84.93,5.12,3.15,29.35,37.43,93.16
34001010200,37.58,83.47,77.46,15.27,49.55,23.90,45.05,65.55,44.09,96.09,22.79,27.18,77.31,21.38,89.53,79.38,10.68,67.01,37.08
34001010300,71.00,79.93,48.99,56.92,87.56,3.76,58.83,63.48,5.12,94.07,28.04,25.92,74.94,9.57,79.68,83.32,39.85,74.43,9.57
34001010401,36.17,77.21,81.35,58.28,43.99,18.15,66.71,92.81,35.21,92.91,39.35,31.88,58.53,6.79,62.97,78.98,58.28,35.61,55.10
34001010403,69.38,57.77,66.66,93.01,81.40,1.29,26.33,16.33,15.02,95.84,78.77,10.32,48.64,33.19,40.76,45.86,26.07,5.93,41.01
34001010501,28.95,85.08,54.64,5.98,65.14,25.32,43.69,36.82,36.77,91.85,52.47,10.22,70.80,15.57,63.68,17.69,58.53,38.44,34.60
34001010503,69.84,84.78,29.81,85.59,65.04,20.82,29.76,79.23,75.29,94.02,84.63,45.20,86.50,0.38,92.81,23.14,64.99,23.95,70.70
34001010505,48.79,73.12,84.23,21.28,59.09,11.28,40.86,41.07,17.95,89.88,61.91,3.05,60.65,13.05,7.34,83.01,98.11,5.02,81.75
34001010506,61.96,76.80,75.90,63.83,65.85,11.23,52.07,80.69,12.14,98.31,13.15,44.25,76.55,7.24,50.00,84.88,43.44,14.46,13.20
34001010600,78.47,77.16,89.78,77.26,28.09,8.76,68.43,87.10,16.13,85.29,47.38,64.13,93.21,6.69,84.58,67.31,89.32,14.11,7.80
34001010700,51.06,89.48,92.35,70.29,72.61,75.04,94.37,50.81,43.94,92.15,13.00,58.23,87.15,23.25,86.80,86.40,86.24,65.75,34.50
34001010800,60.35,96.64,98.26,63.88,97.30,98.31,99.47,0.18,59.39,64.64,66.91,5.63,78.37,33.90,10.12,57.93,33.39,5.38,22.79
34001010900,55.20,94.78,98.11,89.98,95.84,98.91,99.27,0.28,82.61,76.55,81.30,11.79,77.26,16.73,87.61,32.99,46.67,85.44,33.29
34001011000,55.05,93.31,98.71,95.89,97.00,98.86,99.62,1.14,54.19,95.08,14.16,32.74,81.25,5.83,50.71,19.66,73.88,68.78,60.80
34001011100,64.13,94.42,99.02,94.78,97.85,99.12,98.46,0.53,86.04,85.03,72.31,17.64,92.76,54.14,23.09,36.32,93.36,60.30,65.24
34001011201,46.01,87.20,85.08,63.73,25.21,22.74,32.74,79.93,43.39,85.99,32.33,57.52,34.55,48.69,81.85,71.61,60.60,63.38,39.70
34001011202,66.30,96.04,90.28,83.67,72.56,53.74,92.60,29.45,52.57,95.89,23.40,88.87,83.37,10.78,46.06,74.13,95.33,59.39,35.41
34001011300,71.40,93.36,89.88,37.78,58.23,9.62,75.19,92.35,29.00,83.77,5.28,97.75,86.60,11.84,98.66,51.92,19.46,4.72,7.65
34001011401,34.25,82.96,78.87,21.78,62.37,18.20,39.55,67.77,60.25,75.90,35.82,34.70,70.29,10.63,68.43,25.92,71.91,55.00,56.61
34001011403,66.00,81.85,26.63,81.25,88.47,7.45,24.51,63.68,29.86,77.92,47.48,11.33,77.46,7.04,71.81,24.05,97.15,28.45,12.75
34001011404,63.48,89.07,48.49,64.29,59.79,7.50,59.24,66.25,56.21,90.64,71.50,54.69,79.38,18.75,84.73,22.24,53.43,44.19,15.72
34001011500,49.34,74.84,91.34,81.70,78.12,14.46,22.99,95.68,39.85,72.56,54.90,19.66,38.84,30.57,81.40,56.06,49.50,74.68,76.96
34001011600,37.48,95.53,91.44,43.24,82.21,56.36,92.15,23.60,50.25,90.59,39.90,20.37,55.10,35.92,58.58,67.11,71.66,52.57,65.95
34001011701,74.13,68.37,52.68,89.32,72.36,1.24,24.26,4.16,17.24,96.64,56.21,22.03,81.45,37.63,46.57,64.08,33.70,18.00,9.46
34001011702,76.91,84.02,51.87,66.10,87.15,8.35,13.96,49.75,19.86,92.25,60.45,40.56,90.28,12.75,93.01,37.48,67.57,12.44,14.77
34001011802,51.56,74.03,71.20,71.91,77.21,18.45,3.96,36.88,42.13,97.55,15.98,17.54,72.92,12.19,82.16,39.75,14.82,47.98,68.12
34001011803,58.38,86.29,48.69,22.08,68.27,7.90,35.31,18.30,66.20,90.38,68.48,23.65,83.92,26.22,94.32,7.55,98.97,80.94,14.41
34001011804,45.15,83.52,85.23,64.99,23.50,17.64,19.31,62.32,38.79,98.56,34.96,30.11,42.28,18.96,87.46,69.33,70.95,79.88,12.85
34001011805,47.88,90.79,89.37,78.37,75.04,59.39,84.53,16.94,66.15,95.33,72.51,12.44,79.83,86.19,31.27,9.97,93.51,80.44,6.64
34001011900,83.72,94.47,26.53,79.38,55.45,19.71,19.46,54.04,32.69,86.19,34.35,13.45,95.78,13.50,96.34,54.19,5.48,31.63,52.32
34001012000,81.20,76.86,80.34,63.63,64.64,4.77,48.44,55.65,10.37,83.37,53.03,11.48,93.97,28.14,89.98,11.43,75.34,93.11,92.76
34001012100,87.35,66.10,97.30,47.02,47.48,2.95,42.58,44.60,23.80,65.50,76.10,7.14,98.51,85.99,81.50,43.19,11.53,72.36,95.89
34001012200,82.96,88.16,53.08,46.26,59.34,9.11,23.60,22.19,36.27,35.76,78.27,0.48,94.98,64.54,74.13,67.16,51.11,53.08,98.36
34001012302,36.32,65.19,83.87,74.13,39.90,11.33,18.15,46.26,77.86,95.28,56.06,13.05,80.89,17.49,79.48,50.86,35.61,87.25,82.81
34001012401,56.81,80.89,80.69,29.00,54.54,10.12,32.23,36.98,48.94,95.94,73.62,13.96,65.55,65.09,22.79,66.05,44.55,34.30,30.01
34001012402,34.40,77.97,74.08,17.34,61.71,12.70,36.22,40.71,84.78,85.84,80.24,8.76,82.96,24.05,19.11,41.57,74.99,61.41,23.25
34001012501,26.22,71.91,86.95,21.38,56.41,14.16,35.82,60.50,78.37,70.65,61.06,1.39,67.36,30.26,73.37,73.93,39.45,4.27,57.98
34001012502,15.67,74.73,71.86,28.50,76.96,15.57,15.37,51.31,74.73,89.78,47.78,5.88,67.52,14.31,54.85,67.01,69.94,66.30,62.62
34001012602,5.38,76.65,81.60,37.53,50.91,21.18,56.26,91.70,51.82,94.88,21.93,5.38,58.93,31.57,64.69,5.48,13.96,63.88,34.45
