county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
33001,10.42,46.16,67.33,35.63,25.19,70.35,79.84,91.20,33.08,25.57,87.44,92.70,77.48,84.96,73.98,88.27,63.19
33003,7.97,29.84,55.20,48.14,57.81,36.84,80.60,95.21,29.55,25.80,96.93,95.72,91.96,71.69,59.82,87.19,70.64
33005,14.72,43.49,69.27,36.71,22.26,77.01,76.59,62.68,61.41,24.14,90.44,84.04,70.99,21.47,59.98,75.32,64.31
33007,27.29,14.78,19.97,64.18,92.44,69.91,92.35,80.86,32.32,12.68,93.20,91.90,62.17,35.38,47.60,55.43,61.98
33009,14.18,56.76,75.45,39.51,46.07,67.01,88.27,59.66,75.95,28.98,93.30,88.65,85.06,46.42,59.02,94.89,41.52
33011,12.94,80.63,81.52,13.42,55.36,88.81,88.21,77.32,36.30,24.01,81.72,85.25,36.71,76.97,50.14,71.02,42.63
33013,6.25,64.24,77.23,26.24,31.84,87.89,74.36,78.12,29.65,24.90,85.22,82.70,67.65,78.56,47.88,83.05,66.50
33015,0.88,74.17,82.64,16.69,43.87,91.10,69.56,92.95,9.98,30.82,80.98,83.85,25.51,89.58,68.89,76.81,58.77
33017,17.43,67.23,80.28,32.42,22.77,90.95,82.03,29.30,71.18,31.52,91.45,91.20,66.37,12.21,27.20,93.78,55.65
33019,12.11,41.61,60.55,30.82,34.52,81.62,80.54,92.54,43.17,18.22,68.32,81.52,59.21,63.35,77.80,75.89,59.91
