county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
47001,74.21,8.95,47.89,13.16,66.84,56.32,19.47,46.84,45.79,46.84,46.84,86.84,46.84,76.32,48.95,13.16,90.00
47003,84.74,87.89,97.37,98.42,46.84,82.63,94.21,38.42,3.68,18.42,58.42,36.32,65.79,77.37,24.74,30.00,86.84
47005,17.37,63.68,61.58,21.58,28.95,70.00,59.47,59.47,60.53,99.47,57.37,79.47,44.74,81.58,28.95,74.21,52.11
47007,12.11,85.79,39.47,99.47,96.32,51.05,5.79,15.26,72.11,32.11,11.05,76.32,2.63,42.63,27.89,2.63,45.79
47009,81.58,4.74,38.42,45.79,34.21,78.42,21.58,35.26,41.58,23.68,39.47,16.32,32.11,59.47,22.63,23.68,33.16
47011,79.47,64.74,90.00,73.16,12.11,68.95,3.68,64.74,30.00,36.32,83.68,38.42,64.74,13.16,14.21,6.84,3.68
47013,11.05,26.84,66.84,41.58,61.58,21.58,74.21,74.21,81.58,20.53,27.89,88.95,88.95,23.68,87.89,31.05,14.21
47015,46.84,37.37,33.16,71.05,38.42,50.00,32.11,75.26,58.42,79.47,56.32,32.11,92.11,86.84,43.68,91.05,71.05
47017,38.42,68.95,20.53,32.11,52.11,64.74,90.00,43.68,44.74,70.00,74.21,83.68,73.16,80.53,94.21,12.11,44.74
47019,15.26,15.26,84.74,14.21,76.32,73.16,41.58,48.95,93.16,12.11,37.37,15.26,14.21,15.26,58.42,72.11,12.11
47021,82.63,19.47,10.00,67.89,48.95,3.68,68.95,31.05,61.58,65.79,40.53,7.89,41.58,14.21,64.74,40.53,68.95
47023,75.26,83.68,31.05,52.11,2.63,7.89,20.53,83.68,85.79,64.74,95.26,31.05,78.42,84.74,57.37,16.32,36.32
47025,19.47,18.42,56.32,10.00,82.63,24.74,64.74,79.47,34.21,5.79,71.05,96.32,87.89,62.63,59.47,17.37,83.68
47027,6.84,41.58,79.47,59.47,87.89,94.21,86.84,80.53,84.74,90.00,14.21,98.42,42.63,94.21,16.32,35.26,15.26
47029,5.79,48.95,80.53,46.84,54.21,88.95,47.89,93.16,87.89,21.58,35.26,44.74,15.26,26.84,54.21,99.47,35.26
47031,76.32,32.11,51.05,74.21,44.74,91.05,48.95,41.58,74.21,45.79,93.16,28.95,66.84,72.11,80.53,68.95,91.05
47033,73.16,91.05,92.11,90.00,13.16,30.00,98.42,20.53,21.58,59.47,30.00,47.89,40.53,24.74,99.47,45.79,22.63
47035,37.37,7.89,46.84,38.42,36.32,98.42,53.16,37.37,31.05,96.32,4.74,23.68,37.37,45.79,90.00,27.89,23.68
47037,98.42,93.16,99.47,6.84,90.00,96.32,33.16,36.32,73.16,95.26,43.68,95.26,98.42,6.84,2.63,28.95,96.32
47039,40.53,46.84,41.58,18.42,5.79,52.11,67.89,10.00,18.42,85.79,87.89,78.42,10.00,54.21,51.05,97.37,64.74
