county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
39001,98.30,13.07,81.25,77.84,85.80,88.07,6.25,13.07,84.66,26.70,94.89,16.48,92.61,64.20,66.48,74.43,34.66
39003,38.07,30.11,88.07,53.98,74.43,90.34,78.98,34.66,15.34,98.30,16.48,58.52,90.34,21.02,6.25,94.89,43.75
39005,64.20,84.66,51.70,35.80,26.70,1.70,81.25,71.02,5.11,30.11,49.43,57.39,76.70,26.70,80.11,2.84,73.30
39007,74.43,31.25,72.16,1.70,43.75,41.48,52.84,96.02,74.43,65.34,82.39,8.52,93.75,76.70,19.89,52.84,18.75
39009,69.89,3.98,94.89,98.30,84.66,18.75,21.02,99.43,0.57,18.75,39.20,61.93,84.66,6.25,39.20,13.07,56.25
39011,27.84,86.93,5.11,59.66,66.48,73.30,24.43,22.16,2.84,73.30,38.07,51.70,57.39,49.43,77.84,9.66,65.34
39013,65.34,10.80,27.84,32.39,8.52,89.20,14.20,78.98,39.20,51.70,40.34,94.89,1.70,52.84,36.93,83.52,23.30
39015,83.52,51.70,36.93,91.48,65.34,47.16,63.07,7.39,58.52,31.25,34.66,38.07,22.16,74.43,32.39,63.07,16.48
39017,18.75,83.52,91.48,93.75,75.57,77.84,36.93,48.30,75.57,15.34,28.98,36.93,25.57,1.70,24.43,14.20,72.16
39019,76.70,63.07,16.48,23.30,7.39,26.70,42.61,43.75,69.89,46.02,47.16,13.07,40.34,51.70,5.11,89.20,30.11
39021,47.16,64.20,14.20,63.07,58.52,63.07,75.57,14.20,52.84,84.66,60.80,48.30,9.66,42.61,72.16,28.98,92.61
39023,46.02,15.34,83.52,57.39,73.30,44.89,43.75,3.98,63.07,53.98,51.70,82.39,61.93,28.98,74.43,42.61,94.89
39025,31.25,89.20,35.80,96.02,59.66,72.16,16.48,16.48,71.02,33.52,8.52,93.75,65.34,71.02,75.57,59.66,41.48
39027,56.25,56.25,38.07,85.80,68.75,43.75,64.20,26.70,34.66,47.16,6.25,72.16,58.52,63.07,50.57,82.39,55.11
39029,75.57,27.84,28.98,19.89,14.20,30.11,69.89,86.93,61.93,68.75,65.34,49.43,14.20,60.80,33.52,86.93,42.61
39031,82.39,73.30,59.66,27.84,36.93,49.43,28.98,53.98,14.20,42.61,48.30,44.89,0.57,40.34,48.30,49.43,52.84
39033,63.07,41.48,10.80,39.20,47.16,2.84,88.07,28.98,28.98,58.52,93.75,43.75,72.16,25.57,76.70,53.98,49.43
39035,3.98,0.57,97.16,3.98,18.75,74.43,66.48,2.84,57.39,86.93,61.93,2.84,36.93,11.93,88.07,10.80,3.98
39037,52.84,59.66,13.07,58.52,90.34,78.98,10.80,6.25,13.07,71.02,76.70,41.48,21.02,16.48,68.75,18.75,14.20
39039,28.98,52.84,58.52,11.93,99.43,93.75,19.89,74.43,88.07,14.20,63.07,65.34,13.07,91.48,2.84,90.34,63.07
39041,0.57,98.30,69.89,97.16,2.84,57.39,18.75,92.61,97.16,22.16,96.02,6.25,91.48,90.34,8.52,24.43,59.66
39043,25.57,14.20,64.20,6.25,67.61,91.48,1.70,17.61,60.80,93.75,92.61,81.25,30.11,66.48,25.57,78.98,93.75
39045,22.16,77.84,61.93,80.11,19.89,61.93,53.98,58.52,83.52,83.52,1.70,75.57,24.43,15.34,31.25,61.93,68.75
39047,72.16,42.61,44.89,65.34,64.20,21.02,61.93,15.34,23.30,6.25,53.98,10.80,38.07,84.66,16.48,16.48,89.20
39049,1.70,44.89,98.30,66.48,22.16,83.52,77.84,64.20,30.11,0.57,42.61,7.39,19.89,92.61,18.75,58.52,78.98
39051,21.02,80.11,17.61,21.02,98.30,52.84,90.34,81.25,93.75,39.20,24.43,33.52,75.57,7.39,57.39,50.57,71.02
39053,91.48,40.34,85.80,73.30,57.39,59.66,7.39,32.39,66.48,10.80,11.93,14.20,89.20,57.39,96.02,98.30,2.84
39055,24.43,97.16,19.89,13.07,1.70,13.07,27.84,49.43,86.93,88.07,44.89,99.43,98.30,65.34,14.20,17.61,38.07
39057,6.25,55.11,82.39,94.89,28.98,34.66,60.80,57.39,33.52,13.07,89.20,98.30,46.02,58.52,92.61,73.30,85.80
39059,84.66,17.61,53.98,42.61,30.11,25.57,30.11,72.16,77.84,60.80,77.84,55.11,52.84,86.93,93.75,33.52,67.61
39061,5.11,6.25,96.02,92.61,35.80,69.89,96.02,0.57,11.93,28.98,5.11,68.75,59.66,88.07,64.20,48.30,1.70
39063,16.48,58.52,39.20,47.16,76.70,15.34,73.30,89.20,19.89,7.39,86.93,80.11,67.61,93.75,69.89,85.80,50.57
39065,67.61,57.39,63.07,67.61,82.39,23.30,82.39,93.75,7.39,97.16,81.25,27.84,5.11,75.57,3.98,91.48,8.52
39067,77.84,46.02,21.02,16.48,6.25,38.07,15.34,21.02,26.70,3.98,18.75,1.70,99.43,35.80,46.02,19.89,75.57
39069,19.89,81.25,7.39,17.61,93.75,40.34,80.11,38.07,81.25,16.48,33.52,31.25,50.57,82.39,38.07,56.25,66.48
39071,89.20,32.39,73.30,88.07,72.16,17.61,76.70,25.57,67.61,49.43,72.16,66.48,71.02,22.16,22.16,64.20,46.02
39073,80.11,33.52,24.43,68.75,25.57,9.66,86.93,31.25,64.20,34.66,59.66,90.34,6.25,32.39,1.70,88.07,5.11
39075,99.43,99.43,99.43,0.57,56.25,65.34,67.61,18.75,36.93,40.34,68.75,91.48,51.70,36.93,47.16,43.75,64.20
39077,49.43,78.98,47.16,15.34,83.52,32.39,83.52,84.66,82.39,27.84,19.89,18.75,3.98,55.11,58.52,36.93,28.98
39079,93.75,16.48,71.02,89.20,55.11,0.57,92.61,50.57,91.48,44.89,66.48,78.98,42.61,77.84,65.34,1.70,44.89
39081,57.39,7.39,40.34,22.16,10.80,11.93,22.16,51.70,50.57,57.39,30.11,67.61,11.93,23.30,56.25,25.57,86.93
39083,59.66,61.93,42.61,52.84,51.70,5.11,46.02,83.52,9.66,61.93,15.34,85.80,68.75,68.75,13.07,93.75,25.57
39085,11.93,74.43,23.30,8.52,15.34,10.80,47.16,69.89,51.70,36.93,88.07,84.66,32.39,85.80,98.30,32.39,47.16
39087,81.25,43.75,50.57,90.34,32.39,24.43,38.07,27.84,85.80,17.61,2.84,53.98,53.98,0.57,35.80,69.89,35.80
39089,39.20,67.61,46.02,64.20,23.30,16.48,41.48,66.48,68.75,76.70,17.61,69.89,41.48,44.89,28.98,80.11,76.70
39091,51.70,66.48,30.11,56.25,61.93,33.52,65.34,9.66,1.70,24.43,85.80,25.57,28.98,98.30,10.80,26.70,81.25
39093,17.61,39.20,86.93,5.11,89.20,81.25,34.66,85.80,99.43,19.89,31.25,89.20,17.61,33.52,71.02,30.11,22.16
39095,8.52,2.84,93.75,14.20,91.48,76.70,74.43,41.48,65.34,89.20,57.39,42.61,96.02,69.89,17.61,60.80,83.52
39097,48.30,75.57,43.75,60.80,34.66,98.30,44.89,73.30,56.25,82.39,56.25,46.02,39.20,99.43,49.43,65.34,9.66
39099,30.11,1.70,89.20,2.84,24.43,64.20,31.25,46.02,80.11,38.07,10.80,60.80,7.39,18.75,43.75,3.98,10.80
39101,68.75,23.30,57.39,40.34,63.07,96.02,85.80,90.34,21.02,66.48,73.30,63.07,88.07,41.48,60.80,51.70,69.89
39103,13.07,91.48,9.66,38.07,13.07,51.70,13.07,80.11,73.30,92.61,23.30,88.07,80.11,56.25,59.66,46.02,21.02
39105,94.89,8.52,60.80,74.43,38.07,7.39,58.52,35.80,94.89,43.75,78.98,76.70,48.30,46.02,15.34,27.84,0.57
39107,34.66,88.07,2.84,69.89,71.02,55.11,93.75,19.89,3.98,74.43,27.84,30.11,26.70,43.75,89.20,22.16,26.70
39109,35.80,69.89,31.25,78.98,53.98,39.20,50.57,10.80,42.61,50.57,91.48,86.93,69.89,13.07,82.39,92.61,60.80
39111,86.93,25.57,11.93,33.52,11.93,50.57,17.61,40.34,32.39,1.70,43.75,19.89,49.43,27.84,9.66,8.52,58.52
