tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
30001000100,22.12,15.06,39.96,48.51,22.86,90.89,7.62,6.88,88.29,66.36,34.01,83.46,72.30,94.24,64.13,41.82,77.88,20.63,41.45
30001000200,28.81,73.79,31.41,9.85,6.13,29.93,45.54,46.28,67.10,86.80,6.88,98.33,58.18,39.22,70.82,94.61,15.80,27.32,16.91
30001000300,72.68,81.23,26.95,37.36,11.71,57.43,2.04,77.88,94.24,39.22,39.22,12.45,63.01,7.25,21.75,9.48,68.59,0.56,2.42
30003000100,93.49,35.13,91.26,89.41,30.30,39.22,17.29,57.43,72.68,32.53,18.40,77.88,12.83,81.23,77.14,2.79,53.35,44.05,50.74
30003940400,97.96,52.60,99.07,40.33,32.16,16.17,3.90,25.09,94.98,86.06,21.00,75.65,10.22,2.04,24.35,63.38,77.51,56.32,38.10
30003940500,96.47,93.49,94.61,58.92,0.56,94.24,0.93,89.78,0.56,52.23,99.07,6.51,92.38,97.21,34.76,65.61,78.25,5.76,70.82
30003940600,99.81,76.77,99.81,35.87,4.28,77.88,3.16,65.61,2.04,15.06,77.14,48.88,98.70,58.18,0.19,98.70,79.37,99.81,38.48
30003940700,97.21,44.05,98.70,7.25,11.34,18.03,34.39,0.93,54.46,94.98,38.10,83.83,9.85,25.46,56.32,51.86,37.73,36.25,48.51
30005000100,92.01,47.77,74.91,20.63,48.14,19.89,93.49,86.43,78.62,68.59,98.70,16.54,77.14,79.74,63.38,14.31,47.77,9.48,26.21
30005000200,73.05,7.99,21.38,61.90,42.57,64.87,84.94,54.46,51.86,75.28,86.43,48.14,17.29,40.71,25.84,40.71,64.50,64.87,55.95
30005940100,99.44,53.35,96.84,6.13,89.78,54.83,83.83,35.13,89.41,77.51,66.73,26.21,11.71,28.81,90.15,89.41,14.31,97.96,8.36
30005940200,99.07,32.53,96.10,1.67,77.88,44.42,81.60,5.76,51.49,92.01,41.45,10.59,0.93,3.53,40.71,35.50,10.59,44.80,71.56
30007000100,61.90,49.26,34.01,36.99,25.46,12.45,54.83,98.33,66.36,97.96,0.19,96.47,48.51,10.97,51.49,18.03,89.03,13.57,41.82
30007000200,24.72,28.44,38.48,34.01,17.66,76.39,70.45,2.04,50.37,37.36,83.83,93.87,60.78,26.21,30.67,38.85,22.12,15.43,83.09
30009000100,17.66,58.18,82.34,56.69,20.63,59.67,12.08,33.64,36.25,37.73,52.23,5.39,39.59,83.83,9.85,68.59,19.52,49.63,24.72
30009000200,43.31,38.10,68.96,79.00,39.22,21.38,6.13,39.96,42.94,48.88,5.76,16.17,52.23,38.48,5.76,89.03,6.88,73.79,13.94
30009000300,31.78,39.59,58.92,59.67,16.17,23.61,10.59,55.95,99.44,84.20,71.93,21.38,81.60,87.92,83.46,50.00,61.52,80.48,80.11
30009000400,4.28,15.80,66.36,28.81,3.90,95.72,46.65,7.99,60.41,80.11,27.32,43.31,41.45,55.20,85.69,71.93,1.30,63.75,18.77
