county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
36001,79.84,8.87,8.87,71.77,20.16,83.06,65.32,37.90,79.84,63.71,31.45,16.94,4.03,54.03,91.13,7.26,33.06
36003,34.68,84.68,21.77,8.87,83.06,58.87,79.84,84.68,8.87,29.84,91.13,28.23,28.23,41.13,18.55,76.61,41.13
36005,99.19,99.19,37.90,31.45,0.81,0.81,5.65,16.94,18.55,55.65,4.03,44.35,84.68,2.42,52.42,31.45,2.42
36007,63.71,47.58,13.71,21.77,28.23,62.10,66.94,49.19,63.71,13.71,86.29,23.39,41.13,44.35,49.19,63.71,28.23
36009,37.90,89.52,20.16,83.06,95.97,12.10,42.74,4.03,28.23,7.26,76.61,78.23,8.87,57.26,28.23,37.90,16.94
36011,21.77,52.42,52.42,65.32,66.94,41.13,31.45,87.90,39.52,83.06,37.90,39.52,63.71,52.42,0.81,42.74,31.45
36013,52.42,81.45,10.48,2.42,84.68,7.26,39.52,42.74,23.39,39.52,94.35,58.87,92.74,39.52,62.10,91.13,92.74
36015,54.03,39.52,18.55,28.23,71.77,28.23,26.61,73.39,57.26,18.55,29.84,20.16,44.35,79.84,94.35,13.71,7.26
36017,25.00,63.71,58.87,16.94,52.42,44.35,10.48,63.71,68.55,8.87,42.74,65.32,54.03,71.77,12.10,36.29,44.35
36019,20.16,66.94,42.74,92.74,2.42,91.13,68.55,92.74,94.35,57.26,0.81,83.06,86.29,73.39,31.45,55.65,86.29
36021,55.65,21.77,76.61,57.26,42.74,68.55,2.42,68.55,89.52,25.00,25.00,10.48,87.90,84.68,84.68,73.39,5.65
36023,50.81,36.29,16.94,13.71,54.03,45.97,91.13,75.00,31.45,0.81,5.65,55.65,13.71,20.16,4.03,50.81,34.68
36025,36.29,78.23,75.00,12.10,39.52,66.94,4.03,45.97,60.48,21.77,89.52,21.77,49.19,36.29,55.65,81.45,54.03
36027,81.45,18.55,73.39,79.84,29.84,52.42,36.29,44.35,25.00,70.16,75.00,8.87,5.65,10.48,5.65,10.48,78.23
36029,65.32,31.45,2.42,26.61,70.16,4.03,41.13,39.52,86.29,94.35,57.26,26.61,33.06,65.32,70.16,41.13,57.26
36031,0.81,50.81,91.13,95.97,12.10,84.68,13.71,81.45,87.90,92.74,55.65,25.00,75.00,5.65,75.00,97.58,26.61
36033,29.84,97.58,36.29,99.19,94.35,49.19,55.65,0.81,71.77,15.32,52.42,33.06,58.87,62.10,47.58,54.03,70.16
36035,47.58,79.84,63.71,41.13,31.45,89.52,18.55,31.45,55.65,28.23,33.06,70.16,66.94,91.13,26.61,18.55,60.48
36037,4.03,37.90,26.61,54.03,91.13,10.48,45.97,50.81,75.00,54.03,23.39,62.10,70.16,12.10,86.29,71.77,20.16
36039,57.26,65.32,94.35,76.61,25.00,33.06,7.26,94.35,70.16,31.45,65.32,12.10,31.45,75.00,13.71,23.39,89.52
36041,39.52,70.16,99.19,18.55,47.58,2.42,99.19,5.65,97.58,71.77,73.39,7.26,97.58,94.35,50.81,2.42,36.29
