tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
13001950100,55.41,1.87,97.97,87.21,48.74,74.38,32.33,88.95,94.28,83.56,9.05,97.31,68.59,62.85,58.85,2.03,93.26,85.87,72.28
13001950200,82.90,24.79,86.44,90.38,27.10,93.82,43.31,75.72,85.21,93.87,11.97,51.72,41.87,66.49,23.46,31.62,28.74,70.79,87.72
13001950300,67.46,6.03,92.33,86.54,66.23,76.33,3.77,67.97,46.90,45.77,54.28,86.69,50.95,16.33,82.74,41.56,50.13,34.28,10.64
13001950400,65.21,2.69,86.23,85.82,37.87,28.08,34.90,73.87,34.38,38.08,45.62,48.23,80.90,41.67,62.74,23.77,26.59,55.87,76.03
13001950500,58.18,20.59,95.36,89.41,31.56,72.23,18.95,14.64,71.97,86.90,49.00,69.56,60.33,45.41,38.59,3.62,6.44,37.62,98.44
13003960100,90.33,69.82,98.95,82.33,9.82,12.95,22.08,50.64,13.31,93.21,59.92,59.67,89.05,13.92,40.33,69.87,25.72,99.21,4.49
13003960200,86.23,29.31,98.85,87.26,37.36,46.23,3.51,74.38,46.08,99.10,17.31,96.33,39.92,38.33,40.69,29.56,15.10,43.36,89.97
13003960300,74.28,65.62,98.59,97.00,46.33,99.10,97.92,52.03,95.05,93.41,66.08,38.18,97.15,12.64,11.51,88.54,93.41,41.67,89.15
13005970100,55.00,15.26,97.56,91.36,30.64,45.00,9.00,49.56,62.79,95.05,17.87,77.21,63.51,78.33,31.97,51.31,65.21,85.92,40.74
13005970201,56.44,12.74,78.13,83.46,16.59,79.72,12.18,27.72,61.00,90.23,45.21,41.31,78.38,39.31,70.79,38.74,65.46,13.46,7.51
13005970202,62.79,10.74,91.41,88.13,28.03,13.67,46.49,56.54,66.18,66.44,64.49,59.51,65.92,47.56,88.85,8.38,45.05,33.82,90.38
13007960100,65.92,22.44,69.00,59.36,46.08,41.21,39.46,70.90,2.59,92.95,94.69,7.36,97.46,59.82,7.46,44.64,18.33,77.00,61.05
13007960200,30.69,12.08,72.74,66.03,86.79,96.08,62.18,76.03,0.18,78.59,97.72,27.77,85.82,65.21,97.15,46.49,1.92,1.36,95.92
13009970100,49.87,16.13,73.21,61.92,46.28,49.77,24.74,56.64,53.05,78.03,11.46,24.90,54.85,63.87,19.26,67.05,28.38,31.15,24.95
13009970200,50.44,11.97,48.18,68.18,79.97,69.05,12.85,39.56,62.64,54.74,35.05,12.28,43.21,16.38,36.74,92.28,28.85,14.28,58.49
13009970300,34.64,38.08,45.21,63.67,24.74,95.72,80.74,87.05,87.67,77.56,16.54,46.08,31.31,11.51,86.49,9.92,51.51,92.28,45.87
13009970400,72.74,24.13,27.46,66.79,59.26,68.64,13.92,11.97,97.77,67.51,39.10,47.00,41.56,11.56,76.69,34.85,70.54,37.05,57.87
13009970500,83.15,25.00,48.79,72.49,53.46,12.74,37.77,4.49,99.26,86.08,58.13,3.67,28.64,3.41,35.10,91.62,72.79,18.69,58.90
13009970600,82.79,14.08,55.87,62.18,75.67,30.74,39.21,69.77,49.87,65.51,20.03,1.97,90.64,7.56,4.64,48.44,73.41,82.90,13.97
13009970701,90.44,28.38,51.82,56.54,20.74,5.97,88.64,69.31,96.69,71.67,9.56,31.92,93.46,19.92,12.49,79.72,57.21,48.44,28.38
13009970702,78.18,23.77,61.56,72.90,63.46,2.64,88.33,91.05,35.10,58.33,9.87,12.79,19.82,92.90,15.46,82.74,25.26,21.62,83.15
13009970800,62.59,16.54,86.03,63.05,36.95,3.97,92.08,90.54,69.67,79.26,5.97,10.03,91.41,32.90,33.10,61.82,50.49,25.31,71.87
13011970100,50.69,54.28,91.77,34.08,59.62,6.38,73.62,24.59,81.31,6.03,36.59,25.36,33.82,58.69,51.82,20.18,76.54,17.26,79.31
13011970200,46.59,16.28,97.77,44.79,86.23,59.26,5.77,88.85,96.18,79.51,1.46,56.79,58.28,90.44,18.85,15.41,38.59,56.13,38.54
13011970300,33.82,30.08,88.79,23.41,68.74,55.05,24.13,21.36,65.67,12.64,27.51,12.18,84.74,57.97,53.92,10.59,68.18,35.77,62.33
13011970400,70.18,25.56,99.05,19.97,67.15,88.08,50.79,88.64,96.85,35.41,2.33,96.08,85.26,34.49,36.28,3.87,15.46,57.97,31.87
13013180103,16.03,69.77,67.41,27.62,12.90,62.28,31.41,43.31,69.87,24.23,48.33,29.67,73.41,65.77,51.36,67.62,80.74,49.72,25.21
13013180104,53.15,62.90,65.72,27.36,24.64,35.10,56.79,3.15,87.10,38.49,46.33,28.64,63.10,77.72,3.31,74.79,32.33,22.18,3.87
13013180105,45.36,90.59,84.74,71.15,44.90,99.36,99.46,98.23,98.54,13.41,51.26,22.38,74.69,55.00,32.79,32.03,6.38,41.87,83.67
13013180106,46.23,62.49,70.59,24.08,25.97,44.95,51.72,6.49,70.79,30.23,43.05,28.28,50.18,92.59,26.69,52.08,22.03,27.97,21.05
13013180107,63.21,80.95,94.18,37.62,29.92,4.08,68.54,70.54,80.74,7.87,72.23,10.33,79.26,95.56,12.13,3.15,51.26,59.21,38.49
13013180108,46.49,56.69,66.69,23.10,24.49,65.87,85.00,25.46,90.95,8.90,63.87,75.56,17.56,98.13,34.49,62.95,39.41,9.72,55.21
