tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
04001942600,AZ,Apache County,,,2,75.2,1534,2.60574146424325,3.91,23.6,30.7,48.0,0.0,0.0,99.1,0.0,0.0,0.0,0.9,0.0,31.6,46.2,22.2,14537.0,39.5,0,0
04001942700,AZ,Apache County,,,8,69.6,4663,4663,3.82,19.7,36.1,52.0,0.9,0.0,98.6,0.1,0.0,0.0,0.3,1.1,31.9,36.8,31.3,16604.0,36.8,0,0
04001944000,AZ,Apache County,35.9314709,-109.1364535,5,64.0,6186,20.2222948676038,4.06,10.3,33.4,48.2,3.8,2.4,91.0,0.1,0.0,0.4,2.4,0.8,16.9,46.0,37.2,20474.0,43.8,7,1.13158745554478
04001944100,AZ,Apache County,,,10,82.2,5915,8.36752015843825,4.58,28.0,24.9,47.0,4.8,0.6,92.1,0.9,0.0,0.3,1.4,1.5,27.6,31.4,40.9,14477.0,46.1,0,0
04001944201,AZ,Apache County,36.17066037,-109.642125,2,72.1,4524,23.343653250774,3.98,10.6,21.6,48.9,8.3,0.4,86.4,0.0,0.0,0.0,4.9,2.1,23.1,27.4,49.6,17230.0,43.4,8,1.7683465959328
04001944202,AZ,Apache County,,,8,75.5,4592,27.6960193003619,4.3,24.9,27.0,48.4,2.3,0.4,95.1,0.6,0.0,0.6,1.1,2.7,21.5,37.0,41.5,15231.0,51.7,0,0
04001944300,AZ,Apache County,,,10,70.6,7307,7307,3.79,24.5,28.5,49.1,1.0,0.1,97.8,0.0,0.6,0.1,0.4,0.2,26.2,37.0,36.7,12818.0,43.2,0,0
04001944901,AZ,Apache County,,,10,72.3,3948,6.84822202948829,4.03,12.8,33.7,53.0,4.2,0.5,92.8,0.5,0.3,0.1,1.7,1.7,27.9,33.9,38.2,13902.0,39.5,0,0
04001944902,AZ,Apache County,35.62443891,-109.714354,10,72.9,4816,4816,3.76,20.3,35.1,47.9,1.5,0.2,96.1,0.0,0.0,0.4,1.8,1.5,30.4,34.2,35.4,13170.0,50.6,5,1.03820598006645
04001945001,AZ,Apache County,,,8,74.2,5082,120.141843971631,3.97,13.9,37.9,50.7,2.9,0.2,94.2,1.1,0.0,1.0,0.5,1.5,18.8,37.6,43.6,17246.0,32.7,0,0
04001945002,AZ,Apache County,,,10,74.2,3950,8.78949710725412,3.98,16.3,34.4,46.6,1.4,0.2,95.2,0.0,0.0,0.0,3.2,2.1,23.3,39.8,36.8,17432.0,35.2,0,0
04001945100,AZ,Apache County,,,10,77.0,2433,3.90153944836434,4.21,7.4,28.2,48.7,3.1,0.4,90.3,2.6,0.0,2.4,1.2,4.0,34.0,29.5,36.6,15340.0,41.3,0,0
04001970200,AZ,Apache County,34.51282069,-109.3841925,10,94.6,4511,4511,2.61,9.8,50.7,48.4,86.2,0.4,3.9,0.6,0.0,1.4,7.4,18.3,9.5,29.8,60.8,25747.0,10.8,1,0.221680336954112
04001970300,AZ,Apache County,,,7,90.2,3959,7.43893273205562,3.16,5.7,43.6,57.1,80.3,0.7,3.6,0.1,0.4,7.1,7.8,30.1,20.6,21.1,58.3,15484.0,20.1,0,0
04001970501,AZ,Apache County,34.10910862,-109.2850474,7,83.2,5067,817.258064516129,3.2,9.2,32.1,47.9,86.7,0.5,8.3,0.0,0.0,1.7,2.9,20.0,13.6,24.6,61.9,26613.0,15.1,1,0.197355437142293
04001970502,AZ,Apache County,,,9,84.6,3859,3859,2.54,15.3,50.8,49.8,83.3,0.3,15.1,0.0,0.3,0.3,0.8,11.5,8.4,25.8,65.9,24945.0,17.9,0,0
04003000100,AZ,Cochise County,,,10,82.9,1483,1483,2.03,7.4,57.7,49.9,83.3,0.5,1.0,0.3,0.0,5.8,9.2,27.2,19.3,33.2,47.5,18156.0,18.1,0,0
04003000201,AZ,Cochise County,,,8,75.2,3238,9.74420704182967,2.48,8.6,39.1,48.5,80.1,0.0,1.1,0.3,0.0,16.7,1.8,47.1,23.8,32.0,44.2,23033.0,11.4,0,0
04003000202,AZ,Cochise County,32.26100882,-109.8414516,7,90.8,3972,76.9767441860465,2.54,7.7,37.8,47.0,85.5,0.6,0.0,0.0,0.0,9.3,4.5,58.9,17.8,34.7,47.5,20119.0,19.3,2,0.503524672708963
04003000203,AZ,Cochise County,32.0540157,-109.9454748,10,82.8,2701,9.17770981991166,1.97,10.4,59.0,49.4,85.6,0.0,4.0,0.9,0.0,1.1,8.4,21.9,14.2,26.3,59.5,21701.0,17.8,1,0.370233246945576
