tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
46003973600,45.43,50.91,17.12,81.51,30.37,45.43,15.75,40.41,57.31,70.09,81.96,35.39,44.52,33.11,3.88,81.96,34.93,93.84,13.47
46005956600,53.65,36.30,20.32,46.80,68.72,29.00,50.46,53.20,34.02,48.63,11.64,75.57,2.97,37.67,97.95,18.49,67.81,34.93,34.47
46005956700,42.69,23.52,23.06,85.16,31.28,71.00,67.35,50.00,78.77,30.37,73.29,50.91,23.97,79.22,3.42,86.53,96.58,10.27,68.72
46005956800,71.46,80.59,12.56,52.74,70.55,77.40,2.05,3.42,68.72,17.12,29.91,35.84,36.76,34.47,44.98,52.74,21.69,76.03,98.86
46005956900,90.18,97.49,1.60,28.08,97.03,91.10,7.99,90.64,90.18,1.14,97.95,73.29,6.62,3.42,96.58,91.10,74.66,18.95,5.71
46005957000,82.42,93.38,2.51,24.89,98.40,90.64,0.68,79.22,83.79,22.15,70.09,53.65,13.93,18.04,69.18,43.61,94.75,10.73,2.51
46005957100,79.68,96.12,10.73,19.41,99.77,99.32,2.97,99.77,10.27,5.25,90.64,63.70,10.73,85.16,19.86,1.14,47.26,3.88,52.28
46007941000,93.38,13.93,65.07,34.47,52.74,16.21,2.51,59.59,24.43,95.21,75.11,44.52,81.96,1.60,6.62,11.19,59.59,85.62,99.77
46007941200,97.03,22.60,90.64,70.09,63.70,21.23,9.36,29.91,40.87,88.81,98.86,48.63,0.23,74.20,82.42,84.70,26.26,9.36,99.32
46009967600,36.76,35.39,18.04,55.48,74.66,2.51,7.53,87.90,29.00,76.03,75.57,38.13,18.04,29.00,16.67,21.69,50.46,41.78,60.96
46009967700,71.00,61.42,4.34,99.32,1.14,59.13,78.31,97.49,32.19,4.34,79.22,65.07,60.05,48.17,53.20,8.45,9.82,99.77,40.87
46011958600,51.37,70.55,46.80,92.47,35.84,83.33,49.54,39.50,92.47,13.47,32.65,25.34,83.33,69.63,65.07,76.94,82.88,47.72,85.16
46011958700,18.49,42.69,63.70,66.89,72.83,61.87,58.68,34.02,73.29,54.57,24.43,38.58,61.87,86.99,50.46,45.43,39.50,23.06,55.48
46011958802,69.18,74.66,54.11,44.98,36.30,63.24,93.38,97.95,98.40,29.00,4.79,18.49,45.43,75.57,73.74,49.54,89.73,89.27,49.54
46011958803,19.86,74.20,92.01,51.83,97.49,81.51,60.96,85.62,86.07,58.68,73.74,32.19,64.16,50.91,49.09,54.11,13.01,6.62,66.89
46011958900,78.77,84.70,58.22,37.21,43.15,69.18,94.29,99.32,98.86,38.58,16.67,21.69,31.74,20.78,99.32,48.17,14.84,77.40,59.13
46011959000,17.58,83.33,76.48,56.85,83.33,71.92,85.62,74.20,75.57,82.42,16.21,29.00,73.29,9.82,7.08,95.21,27.17,68.26,26.71
46013951300,15.75,37.21,43.61,18.04,92.01,76.03,65.98,15.30,79.68,70.55,15.30,69.18,36.30,15.30,90.64,41.78,56.39,57.76,47.72
46013951400,27.17,69.63,49.54,33.56,87.90,89.27,92.92,26.26,44.98,94.29,6.62,51.37,23.06,20.32,13.47,18.95,49.54,2.97,51.83
46013951500,85.62,95.21,1.14,9.82,98.86,97.49,65.53,77.40,55.48,0.23,92.92,97.03,97.49,43.15,51.37,60.50,55.02,91.10,17.12
46013951600,77.40,90.18,56.39,3.88,94.75,86.99,97.95,95.21,92.01,6.16,93.84,71.92,93.38,40.87,34.47,23.52,2.97,69.63,18.95
46013951700,67.35,65.98,59.13,27.63,85.16,89.73,51.37,7.53,97.95,78.31,14.38,13.01,92.47,89.73,91.10,97.49,95.66,65.53,52.74
46013951800,34.02,41.32,40.41,15.75,91.10,55.02,85.16,10.73,78.31,90.64,3.88,74.20,8.90,25.80,59.13,80.59,65.53,71.00,43.15
46013951900,9.82,35.84,44.98,49.09,69.63,88.81,55.48,3.88,82.42,52.28,32.19,39.50,28.54,58.68,18.04,7.99,83.79,48.63,20.78
46013952000,8.90,45.43,44.06,20.78,47.26,72.83,98.40,1.60,39.95,6.62,90.18,43.15,60.50,44.52,68.72,6.16,81.96,38.13,72.37
46015973100,76.03,20.32,18.95,57.31,79.22,6.16,13.47,58.22,55.94,86.07,88.36,97.95,10.27,0.68,95.21,99.77,53.20,7.99,56.85
46015973200,60.96,26.71,52.28,60.50,35.39,50.00,34.02,78.77,60.05,61.87,63.70,6.62,85.62,28.08,5.71,69.18,29.45,96.12,35.84
46017940200,98.86,1.14,83.79,89.27,93.38,29.45,39.04,22.15,23.97,79.68,85.62,98.40,99.77,39.95,97.49,15.30,28.08,3.42,17.58
46019967600,70.55,8.90,22.60,13.93,20.78,70.55,61.87,27.63,18.04,79.22,95.21,84.25,69.18,59.59,76.94,80.14,23.97,6.16,91.10
46019967700,63.70,22.15,36.76,11.64,13.47,79.22,26.71,48.63,69.18,91.55,61.42,89.73,94.29,87.44,41.32,84.25,23.52,11.19,12.10
46021964100,29.91,3.42,12.10,16.21,89.73,73.74,76.03,13.47,47.26,89.27,60.50,54.57,22.60,45.89,57.76,25.34,62.79,71.92,61.42
46023940200,93.84,9.82,72.83,95.21,55.94,22.15,38.58,89.73,30.82,50.00,77.85,66.89,96.12,18.95,55.48,29.00,93.84,40.87,30.82
46023940300,91.10,28.08,57.76,75.57,52.28,12.56,3.88,60.05,61.87,66.44,72.37,34.93,98.86,26.26,18.95,33.56,7.08,26.71,35.39
46023970100,21.23,14.38,25.80,58.22,45.89,11.19,30.37,85.16,22.15,81.05,82.88,49.54,54.11,94.29,24.43,20.32,57.31,89.73,18.04
46025955800,61.42,33.56,11.19,60.05,70.09,50.91,76.48,54.11,76.03,75.11,37.67,34.47,54.57,65.07,58.22,83.79,66.44,46.35,61.87
46027965700,69.63,79.68,77.85,67.35,31.74,27.63,39.95,98.40,92.92,39.04,7.99,10.73,90.18,47.72,57.31,56.85,22.15,26.26,75.11
46027965800,11.64,43.15,60.96,81.96,37.21,13.47,24.89,84.25,29.45,33.11,34.02,62.79,86.99,62.33,70.09,44.06,22.60,62.79,28.08
46027965900,84.70,89.27,84.70,6.62,18.04,0.68,88.36,98.86,99.32,43.15,56.85,0.23,3.88,39.04,93.84,90.18,60.96,15.30,50.46
46029954100,40.41,45.89,34.47,96.12,38.58,82.42,88.81,21.69,80.14,15.30,25.34,90.18,6.16,29.45,46.35,76.03,87.44,71.46,92.47
46029954301,56.85,48.17,39.50,25.80,82.42,31.28,89.73,44.52,96.12,29.91,24.89,91.55,73.74,86.07,40.87,38.13,63.70,25.34,78.77
46029954302,3.42,40.87,71.92,24.43,93.84,50.46,73.74,11.64,85.62,77.85,50.91,31.28,38.58,55.02,75.57,15.75,55.48,84.25,20.32
46029954400,75.11,63.70,8.90,29.00,32.65,17.12,93.84,6.16,95.66,4.79,47.26,88.81,15.30,55.48,15.75,4.34,94.29,36.30,53.20
46029954501,59.13,41.78,45.43,43.15,84.25,46.35,69.63,23.06,93.84,61.42,12.10,95.21,82.88,92.92,53.65,50.00,33.11,19.86,73.29
46029954502,34.47,55.48,56.85,48.63,81.96,77.85,62.79,31.28,89.27,23.97,13.93,50.46,57.31,34.93,34.93,68.26,10.73,41.32,71.00
46029954600,14.84,39.50,41.32,81.05,79.68,87.90,86.99,44.98,61.42,18.04,44.52,92.47,20.78,72.83,11.64,13.93,87.90,16.21,85.62
46031941000,95.66,1.60,60.50,39.50,61.87,82.88,97.03,45.43,35.84,10.73,41.78,21.23,1.14,77.40,77.85,97.03,88.81,7.53,50.91
46031941100,97.95,0.23,84.25,45.43,92.47,84.25,95.66,38.58,46.80,40.87,2.05,1.60,0.68,95.66,34.02,91.55,15.75,70.09,44.52
46033965100,39.95,72.83,59.59,1.14,7.99,24.89,46.35,14.84,0.68,3.42,89.73,18.95,56.39,62.79,70.55,40.87,64.16,44.98,9.82
46033965200,36.30,7.53,29.91,17.12,9.36,56.85,20.32,91.10,2.05,62.79,45.43,3.88,62.79,64.16,45.43,81.51,44.06,31.28,58.68
46035962600,16.21,37.67,65.98,40.41,77.85,25.34,17.58,57.31,62.79,84.25,50.00,47.26,27.63,56.85,84.25,31.74,74.20,66.89,41.32
46035962700,12.56,53.20,70.09,37.67,49.54,33.56,34.93,73.29,84.25,67.81,8.90,18.04,14.38,21.69,17.58,79.22,32.65,90.64,11.64
46035962800,54.57,62.33,61.87,59.59,23.97,26.26,77.85,76.03,58.22,11.64,21.23,59.13,40.41,36.76,50.00,97.95,67.35,65.98,65.98
46035962900,73.29,66.44,26.71,56.39,23.52,20.78,18.95,61.87,86.53,26.71,8.45,88.36,53.65,31.74,64.16,88.36,2.51,97.03,29.00
46037952700,35.39,5.71,3.88,53.20,50.91,64.16,86.07,41.78,71.46,42.24,31.74,22.60,64.61,49.54,86.07,5.71,65.98,25.80,81.05
46037952800,65.53,27.17,4.79,26.71,86.53,44.52,74.66,72.37,95.21,66.89,22.15,33.11,65.53,13.93,79.68,73.74,40.87,49.09,60.50
46037952900,80.59,5.25,7.99,61.42,64.61,61.42,76.94,17.58,41.32,22.60,18.95,17.58,87.90,4.79,81.96,2.51,78.77,8.90,70.55
46039953600,30.82,16.21,19.86,84.25,60.50,52.28,80.14,52.28,77.40,40.41,65.07,34.02,35.84,68.72,43.15,47.26,90.18,22.60,67.35
46039953700,23.52,10.73,22.15,59.13,92.92,32.19,72.37,25.80,66.44,67.35,53.65,56.39,30.82,37.21,15.30,70.55,44.52,48.17,69.18
46041941500,98.40,0.68,99.32,50.46,94.29,80.14,82.88,9.36,7.53,28.54,2.51,16.67,17.12,99.77,1.14,49.09,8.45,83.79,1.60
46041941700,94.75,2.51,72.37,49.54,66.44,76.48,90.64,10.27,15.30,25.34,54.57,68.72,95.21,36.30,5.25,72.37,1.60,91.55,16.21
46043969600,47.72,16.67,14.84,60.96,61.42,4.34,16.21,66.44,19.86,74.20,74.20,81.05,79.68,41.78,55.02,66.44,17.12,61.87,32.19
46045962100,24.89,21.69,36.30,44.06,56.85,83.79,81.51,20.78,54.11,31.28,10.73,69.63,19.86,13.01,78.77,66.89,75.11,45.89,54.11
46045962200,58.68,13.47,7.53,22.15,90.64,63.70,60.05,37.21,80.59,92.01,71.92,74.66,23.52,60.05,93.38,58.22,6.16,86.53,57.31
46047964100,47.26,31.74,55.48,8.90,10.73,19.86,29.45,86.53,5.71,60.96,94.29,23.52,59.59,47.26,60.96,78.31,79.22,12.56,48.63
46047964200,55.94,49.54,21.69,18.95,11.19,70.09,5.71,95.66,2.51,60.50,36.76,4.34,39.95,50.00,39.04,2.05,88.36,63.70,19.41
46049961100,40.87,7.08,14.38,30.37,48.17,58.22,64.61,63.70,70.09,73.74,34.93,11.64,79.22,24.43,88.36,14.84,16.21,60.50,27.17
