county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
22001,47.66,17.97,71.09,57.03,42.97,35.16,2.34,16.41,19.53,22.66,44.53,27.34,16.41,69.53,49.22,82.03,88.28
22003,36.72,7.03,69.53,83.59,96.09,8.59,91.41,71.09,35.16,13.28,27.34,64.84,22.66,71.09,22.66,3.91,64.84
22005,2.34,61.72,19.53,13.28,85.16,75.78,11.72,66.41,83.59,64.84,47.66,10.16,52.34,0.78,47.66,0.78,75.78
22007,49.22,21.09,85.16,11.72,30.47,41.41,55.47,13.28,38.28,55.47,57.03,25.78,21.09,33.59,11.72,91.41,16.41
22009,72.66,22.66,75.78,50.78,27.34,30.47,67.97,10.16,50.78,41.41,49.22,52.34,25.78,21.09,2.34,67.97,5.47
22011,32.03,16.41,22.66,80.47,69.53,52.34,21.09,61.72,47.66,32.03,7.03,49.22,58.59,96.09,99.22,24.22,74.22
22013,82.03,53.91,5.47,28.91,7.03,58.59,86.72,78.91,8.59,38.28,77.34,19.53,60.16,41.41,42.97,44.53,91.41
22015,17.97,69.53,0.78,94.53,50.78,16.41,61.72,69.53,53.91,77.34,46.09,28.91,33.59,3.91,0.78,78.91,30.47
22017,53.91,88.28,2.34,75.78,39.84,64.84,77.34,30.47,10.16,83.59,8.59,61.72,19.53,19.53,24.22,64.84,66.41
22019,24.22,58.59,14.84,71.09,25.78,38.28,42.97,32.03,41.41,0.78,10.16,42.97,50.78,80.47,82.03,55.47,47.66
22021,77.34,5.47,67.97,85.16,61.72,25.78,28.91,92.97,58.59,50.78,60.16,88.28,67.97,46.09,64.84,61.72,2.34
22023,7.03,3.91,3.91,17.97,2.34,13.28,60.16,52.34,52.34,3.91,36.72,2.34,69.53,13.28,89.84,72.66,27.34
22025,83.59,27.34,50.78,33.59,49.22,17.97,38.28,77.34,96.09,27.34,0.78,82.03,35.16,86.72,5.47,75.78,38.28
22027,94.53,49.22,38.28,55.47,97.66,14.84,92.97,91.41,7.03,17.97,83.59,47.66,88.28,14.84,61.72,57.03,89.84
22029,92.97,63.28,60.16,49.22,13.28,42.97,33.59,67.97,94.53,21.09,2.34,46.09,39.84,72.66,97.66,30.47,42.97
22031,67.97,46.09,13.28,67.97,55.47,78.91,69.53,41.41,3.91,80.47,63.28,17.97,82.03,2.34,88.28,28.91,13.28
22033,16.41,97.66,30.47,52.34,57.03,55.47,75.78,33.59,61.72,11.72,42.97,96.09,64.84,50.78,35.16,14.84,41.41
22035,99.22,94.53,74.22,78.91,92.97,0.78,83.59,2.34,99.22,46.09,89.84,5.47,86.72,10.16,77.34,25.78,58.59
22037,63.28,42.97,27.34,2.34,80.47,11.72,96.09,47.66,80.47,28.91,64.84,72.66,77.34,99.22,8.59,41.41,21.09
22039,66.41,33.59,96.09,88.28,67.97,5.47,24.22,5.47,2.34,44.53,82.03,24.22,0.78,8.59,60.16,19.53,85.16
22041,91.41,39.84,58.59,42.97,14.84,46.09,13.28,39.84,64.84,63.28,85.16,74.22,78.91,17.97,69.53,80.47,53.91
22043,38.28,8.59,57.03,91.41,91.41,3.91,80.47,82.03,55.47,61.72,88.28,16.41,17.97,94.53,16.41,16.41,63.28
22045,33.59,75.78,86.72,63.28,64.84,50.78,25.78,44.53,0.78,19.53,3.91,91.41,97.66,7.03,39.84,33.59,69.53
22047,61.72,57.03,53.91,3.91,83.59,47.66,71.09,8.59,49.22,72.66,21.09,13.28,72.66,49.22,27.34,99.22,22.66
22049,69.53,30.47,17.97,39.84,21.09,7.03,72.66,24.22,63.28,89.84,78.91,86.72,85.16,47.66,74.22,11.72,36.72
22051,0.78,92.97,97.66,89.84,0.78,2.34,97.66,97.66,33.59,91.41,25.78,36.72,5.47,58.59,75.78,63.28,10.16
22053,42.97,11.72,46.09,47.66,53.91,63.28,22.66,19.53,16.41,14.84,69.53,39.84,89.84,89.84,86.72,96.09,33.59
22055,13.28,80.47,24.22,61.72,28.91,21.09,41.41,25.78,74.22,5.47,24.22,55.47,3.91,44.53,67.97,35.16,46.09
