county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
16001,17.05,5.68,89.77,5.68,89.77,10.23,55.68,26.14,44.32,10.23,21.59,32.95,35.23,39.77,87.50,57.95,85.23
16003,23.86,92.05,28.41,57.95,73.86,87.50,60.23,1.14,30.68,64.77,23.86,14.77,64.77,44.32,17.05,82.95,67.05
16005,46.59,19.32,87.50,64.77,17.05,67.05,69.32,44.32,94.32,67.05,60.23,12.50,78.41,21.59,28.41,23.86,32.95
16007,37.50,14.77,32.95,53.41,32.95,57.95,98.86,96.59,64.77,87.50,62.50,51.14,62.50,60.23,71.59,92.05,35.23
16009,35.23,98.86,92.05,19.32,5.68,80.68,21.59,73.86,76.14,62.50,3.41,1.14,57.95,37.50,92.05,21.59,19.32
16011,78.41,37.50,85.23,14.77,1.14,73.86,35.23,57.95,71.59,55.68,44.32,19.32,14.77,51.14,60.23,32.95,39.77
16013,53.41,21.59,26.14,1.14,85.23,1.14,26.14,12.50,96.59,60.23,78.41,35.23,30.68,26.14,73.86,48.86,23.86
16015,3.41,64.77,37.50,26.14,76.14,82.95,46.59,5.68,80.68,44.32,28.41,53.41,5.68,92.05,19.32,69.32,64.77
16017,7.95,76.14,46.59,60.23,55.68,5.68,23.86,76.14,7.95,78.41,73.86,85.23,21.59,67.05,57.95,12.50,69.32
16019,57.95,3.41,57.95,35.23,19.32,44.32,42.05,48.86,48.86,73.86,80.68,71.59,28.41,1.14,23.86,60.23,37.50
16021,39.77,85.23,44.32,55.68,60.23,7.95,10.23,98.86,12.50,69.32,17.05,92.05,71.59,3.41,30.68,87.50,5.68
16023,28.41,39.77,23.86,62.50,92.05,96.59,82.95,55.68,28.41,92.05,5.68,67.05,69.32,87.50,32.95,26.14,17.05
16025,64.77,48.86,7.95,82.95,80.68,42.05,32.95,46.59,89.77,14.77,12.50,76.14,98.86,7.95,26.14,35.23,89.77
16027,80.68,57.95,82.95,67.05,44.32,30.68,64.77,10.23,14.77,39.77,69.32,94.32,82.95,94.32,67.05,78.41,3.41
16029,42.05,7.95,1.14,30.68,21.59,64.77,76.14,89.77,35.23,37.50,82.95,44.32,85.23,76.14,89.77,76.14,76.14
16031,82.95,32.95,42.05,46.59,57.95,51.14,48.86,39.77,39.77,12.50,53.41,23.86,76.14,96.59,35.23,14.77,1.14
16033,98.86,73.86,39.77,94.32,94.32,21.59,14.77,94.32,78.41,94.32,26.14,5.68,19.32,64.77,94.32,85.23,78.41
16035,5.68,87.50,12.50,17.05,96.59,98.86,5.68,78.41,37.50,1.14,96.59,28.41,53.41,19.32,85.23,42.05,7.95
16037,21.59,46.59,5.68,87.50,62.50,35.23,80.68,80.68,98.86,35.23,64.77,89.77,26.14,89.77,82.95,28.41,60.23
16039,55.68,23.86,98.86,7.95,98.86,94.32,85.23,87.50,23.86,80.68,10.23,87.50,23.86,23.86,48.86,64.77,87.50
16041,62.50,10.23,10.23,71.59,23.86,71.59,62.50,60.23,17.05,26.14,14.77,39.77,92.05,53.41,69.32,10.23,44.32
16043,69.32,30.68,14.77,42.05,35.23,85.23,39.77,64.77,21.59,85.23,76.14,30.68,46.59,17.05,42.05,44.32,21.59
16045,51.14,80.68,69.32,96.59,28.41,14.77,96.59,19.32,55.68,32.95,42.05,62.50,51.14,10.23,98.86,67.05,42.05
16047,85.23,67.05,51.14,21.59,78.41,62.50,44.32,69.32,57.95,3.41,92.05,57.95,44.32,62.50,53.41,53.41,98.86
16049,30.68,78.41,48.86,51.14,37.50,76.14,51.14,82.95,51.14,30.68,67.05,73.86,17.05,82.95,80.68,51.14,94.32
16051,76.14,17.05,35.23,44.32,7.95,60.23,17.05,42.05,1.14,42.05,35.23,82.95,42.05,12.50,62.50,5.68,96.59
16053,96.59,60.23,53.41,48.86,69.32,39.77,57.95,51.14,42.05,28.41,71.59,7.95,60.23,85.23,10.23,3.41,51.14
16055,10.23,53.41,64.77,32.95,39.77,3.41,19.32,32.95,3.41,89.77,39.77,42.05,73.86,78.41,39.77,39.77,46.59
