% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
40.5,2.34,,,19.6,15.8,17.0,0.8,36.0,20.0,26.2,0.8,16.0,72.4,39.3,20438.0,3.5,15.4,1.7,0,0,3084,02013000100,5.8,22.3
2.3,2.35,,,12.3,3.5,8.4,3.3,34.2,11.8,42.2,3.1,5.0,64.8,41.6,30034.0,6.8,51.3,2.2,0,0,1331,02016000100,7.5,30.9
32.3,2.44,,,11.5,7.6,7.9,3.0,30.1,23.8,35.3,2.2,13.8,66.4,41.5,22169.0,6.0,5.7,6.7,0,0,4157,02016000200,3.1,39.5
0.5,3.11,61.42489,-149.47194,1.7,0.3,18.7,11.1,31.1,4.1,35.0,0.0,6.1,49.5,36.6,42694.0,4.5,7.1,0.8,1,0.173822353554667,5753,02020000101,7.2,86.7
0.5,2.46,,,1.6,0.0,19.0,11.7,19.3,8.6,41.4,0.0,11.7,48.9,42.2,37566.0,5.6,7.3,0.9,0,0,4359,02020000102,6.7,85.7
2.6,2.57,61.3305975285714,-149.570038085714,3.3,1.6,18.3,11.2,27.4,5.8,37.3,1.7,2.4,50.7,32.1,39832.0,4.4,3.0,0.9,7,1.71821305841924,4074,02020000201,3.7,85.7
1.9,2.64,61.328582,-149.564640769231,7.7,0.4,18.2,17.2,23.0,5.5,36.0,0.2,6.1,51.4,36.8,35566.0,6.0,5.2,1.3,26,4.56140350877193,5700,02020000202,7.1,84.9
2.9,3.26,61.309384,-149.515985466667,1.4,5.2,29.0,14.9,11.9,2.4,41.8,0.0,8.1,50.0,34.0,47105.0,7.2,0.3,0.6,3,0.266975171309068,11237,02020000203,3.5,83.8
2.3,2.86,61.19705071,-149.2466391,2.8,1.0,34.1,14.0,15.1,3.5,33.3,0.2,3.3,51.4,40.4,50451.0,9.3,5.2,0.9,1,0.275482093663912,3630,02020000204,4.9,81.0
3.0,3.66,61.239711583,-149.71999728,4.5,12.5,15.0,2.9,20.7,5.0,56.5,0.2,12.2,57.8,21.7,27380.0,9.3,1.6,3.6,20,2.43279406398248,8221,02020000300,11.3,69.6
4.0,3.63,61.2575774833333,-149.812687583333,6.6,12.5,14.0,9.4,15.6,1.0,60.0,0.0,15.3,52.7,20.9,27873.0,4.0,0.7,4.1,6,1.13357264311355,5293,02020000400,14.3,74.6
17.3,2.07,,,8.4,17.3,10.6,9.1,18.1,18.9,43.3,0.0,24.0,55.8,29.4,27725.0,11.4,4.1,8.6,0,0,2068,02020000500,3.6,41.3
15.7,2.84,,,25.6,12.8,7.5,0.5,30.2,28.4,33.4,9.9,7.8,52.9,25.5,18787.0,18.3,8.7,6.1,0,0,6503,02020000600,14.5,28.6
5.7,2.71,61.222923,-149.76067,8.6,10.7,15.7,6.9,27.0,12.7,37.7,0.0,13.4,49.4,30.0,30329.0,20.6,11.8,2.8,1,0.177273533061514,5641,02020000701,6.9,48.5
7.6,2.81,61.2172496666667,-149.74766,16.4,19.0,12.3,4.3,34.9,8.8,39.7,2.1,4.2,47.4,26.2,30060.0,7.4,3.1,0.4,3,0.575043128234618,5217,02020000702,7.4,60.3
10.0,2.45,61.2152095125,-149.7292905625,16.7,9.6,9.4,2.3,29.4,17.8,41.0,5.1,7.6,50.7,32.7,22943.0,12.7,8.1,1.0,8,1.58572844400396,5045,02020000703,15.0,53.5
21.8,3.07,61.21236205,-149.80360925,18.9,10.1,12.5,2.3,37.0,12.5,35.7,2.2,12.5,45.5,26.3,24041.0,10.0,10.0,3.9,2,0.272405339144647,7342,02020000801,11.7,42.0
8.5,2.42,61.2007485,-149.79676,20.5,11.4,10.5,7.9,21.9,8.1,51.7,6.4,5.4,49.4,27.7,26875.0,13.2,3.2,1.2,2,0.435824798431031,4589,02020000802,16.3,56.2
13.9,2.94,61.2098491,-149.828612944444,21.9,7.3,5.7,4.6,37.1,22.2,30.3,3.1,11.9,56.8,31.9,20438.0,19.6,21.8,1.6,9,1.52801358234295,5890,02020000901,12.5,32.6
14.9,2.09,61.20555,-149.86487,11.6,11.7,16.4,17.0,10.6,11.4,44.6,7.4,12.5,47.4,38.4,27083.0,10.6,3.4,0.0,1,0.351246926589392,2847,02020000902,15.9,51.9
