tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
10001040100,DE,Kent County,39.29661,-75.711075,2,87.7,6498,134.813278008299,2.69,14.7,41.5,44.9,88.8,7.5,0.4,0.6,0.1,0.9,1.8,3.7,19.5,47.6,33.0,28487.0,11.7,1,0.15389350569406
10001040201,DE,Kent County,39.304166,-75.61681,1,92.9,5143,1353.42105263158,2.66,9.7,36.4,52.6,70.8,20.9,0.3,1.8,0.2,0.8,5.3,6.4,12.1,38.7,49.3,29725.0,12.0,2,0.388878086719813
10001040202,DE,Kent County,39.29814555,-75.60386625,1,93.8,14552,1183.08943089431,2.73,4.2,40.1,49.8,65.6,27.8,1.0,1.9,0.0,1.2,2.5,4.1,11.5,33.7,54.8,32788.0,6.2,4,0.274876305662452
10001040203,DE,Kent County,39.291947125,-75.585611075,1,94.5,6019,262.838427947598,3.02,4.4,36.2,46.6,62.9,35.9,0.0,0.2,0.0,0.0,1.0,2.5,11.7,36.5,51.7,27766.0,10.9,4,0.664562219637814
10001040501,DE,Kent County,,,1,93.3,4424,1106.0,2.32,9.8,40.7,45.0,53.1,37.2,0.1,1.4,0.0,6.5,1.7,11.3,10.4,27.6,61.9,30189.0,16.1,0,0
10001040502,DE,Kent County,39.193455,-75.515915,1,88.3,2173,192.300884955752,2.45,6.2,48.2,46.8,69.6,22.1,0.0,3.9,0.0,1.4,3.0,8.1,21.1,38.1,40.8,27275.0,12.0,1,0.460193281178095
10001040700,DE,Kent County,39.1726612666667,-75.55367104,1,97.3,4680,2034.78260869565,2.45,6.6,45.0,46.0,48.4,41.5,0.8,4.3,0.0,0.0,5.1,8.6,10.4,21.8,67.8,31953.0,8.1,15,3.20512820512821
10001040900,DE,Kent County,39.16363,-75.526505,1,93.4,2935,5870.0,1.7,3.9,25.4,42.7,57.4,35.2,0.2,3.5,0.0,1.0,2.7,3.4,17.9,24.4,57.7,12384.0,20.7,1,0.340715502555366
10001041000,DE,Kent County,39.1571990675,-75.4823278125,1,87.7,6490,612.264150943396,2.43,9.3,31.9,49.4,48.1,41.8,0.1,1.6,0.0,0.0,8.4,12.7,13.1,28.9,58.0,24317.0,13.7,4,0.61633281972265
10001041100,DE,Kent County,39.12162965,-75.4776275166667,1,99.7,3757,605.967741935484,2.91,14.2,23.5,55.5,79.5,8.9,0.8,1.5,0.3,4.8,4.2,13.7,2.8,13.9,83.4,26466.0,9.9,6,1.59701889805696
10001041200,DE,Kent County,,,1,91.4,4808,1657.93103448276,2.85,9.7,35.1,45.5,51.2,31.5,0.0,8.3,0.3,0.2,8.5,9.4,18.8,27.2,54.0,25531.0,20.3,0,0
10001041300,DE,Kent County,39.1479202258333,-75.5236321841667,1,91.6,2169,2410.0,2.23,8.4,30.7,51.4,43.2,45.9,0.4,2.0,0.0,6.4,2.2,9.8,16.2,33.2,50.7,20877.0,34.4,24,11.0650069156293
10001041400,DE,Kent County,39.1548401111111,-75.5448155555555,1,89.5,3739,1438.07692307692,2.56,11.8,28.6,52.1,43.5,42.4,0.0,0.0,1.4,6.8,6.0,13.1,10.8,32.2,57.0,23037.0,25.4,9,2.40706071142017
10001041500,DE,Kent County,39.135582,-75.529305,1,93.7,4485,3737.5,2.97,9.5,31.5,47.1,57.8,33.0,0.3,4.6,0.0,1.0,3.3,4.0,8.4,30.4,61.2,25167.0,24.8,1,0.222965440356745
10001041600,DE,Kent County,39.1306479,-75.5301713,1,97.2,2060,1872.72727272727,2.49,11.0,46.4,48.4,75.4,12.8,0.6,2.8,0.0,1.6,6.7,4.1,6.4,29.8,63.7,31034.0,7.2,1,0.485436893203883
10001041701,DE,Kent County,39.115676,-75.5409225,1,90.8,5926,1445.36585365854,2.64,5.4,37.4,47.6,70.6,18.4,0.0,3.9,0.0,1.5,5.7,4.3,6.5,27.2,66.4,28874.0,7.2,8,1.34998312521093
10001041702,DE,Kent County,,,1,93.8,4698,2237.14285714286,2.91,7.0,42.1,52.1,64.0,27.2,0.6,3.3,0.0,0.5,4.4,4.1,5.4,27.1,67.5,39745.0,7.5,0,0
10001041801,DE,Kent County,39.22628,-75.57915,1,89.2,9776,599.754601226994,2.61,6.7,36.0,46.6,63.3,26.8,2.3,3.3,0.0,0.4,4.0,4.6,15.2,35.0,49.8,27258.0,12.9,1,0.102291325695581
10001041802,DE,Kent County,,,1,88.0,5428,408.12030075188,3.0,7.1,35.0,48.4,63.2,25.6,1.6,5.8,0.0,0.6,3.2,8.8,18.0,23.9,58.1,35218.0,15.1,0,0
10001041900,DE,Kent County,,,2,81.9,5386,167.788161993769,2.79,10.3,42.0,49.6,85.9,8.7,1.1,0.1,0.0,0.3,3.9,5.8,21.6,35.6,42.9,26583.0,12.0,0,0
10001042000,DE,Kent County,,,2,87.3,3021,87.3121387283237,2.77,5.2,42.8,52.0,92.9,2.4,3.1,1.0,0.0,0.3,0.3,1.8,19.1,37.9,43.0,30430.0,14.2,0,0
10001042100,DE,Kent County,39.07067683,-75.57003555,1,91.4,3918,191.121951219512,2.7,7.0,43.5,49.8,84.9,11.4,0.0,0.4,0.0,1.9,1.3,6.7,18.1,37.5,44.4,27468.0,15.6,1,0.255232261357836
10001042201,DE,Kent County,39.103215,-75.5115855,1,94.6,11271,853.863636363636,2.94,6.8,35.0,49.4,62.4,24.8,0.6,2.3,0.0,2.3,7.6,8.1,6.5,31.3,62.2,26326.0,14.5,2,0.177446544228551
10001042202,DE,Kent County,,,1,95.8,9618,677.323943661972,3.03,7.9,37.3,48.2,75.5,14.7,1.8,1.0,0.0,0.2,6.8,5.4,11.0,33.5,55.5,32140.0,10.7,0,0
10001042500,DE,Kent County,38.931087,-75.41817,4,92.8,3768,1256.0,2.67,9.7,33.9,48.2,55.8,30.7,0.0,0.3,0.0,8.6,4.6,31.0,26.9,32.9,40.1,25664.0,20.6,1,0.265392781316348
10001042800,DE,Kent County,38.98887,-75.5542,1,95.5,6903,120.893169877408,2.43,9.4,41.5,48.4,83.7,12.3,0.3,0.7,0.0,1.3,1.8,5.4,12.0,40.2,47.8,34107.0,12.9,5,0.724322758221063
10001042900,DE,Kent County,,,2,90.9,4855,180.483271375465,2.77,9.3,45.5,51.0,85.6,8.3,0.0,1.8,0.0,1.3,3.0,3.7,12.5,37.3,50.3,27285.0,8.9,0,0
10001043000,DE,Kent County,,,2,92.7,5583,357.884615384615,2.81,7.8,33.7,42.6,67.7,26.0,0.3,0.0,0.0,0.0,6.0,1.6,11.4,40.6,47.9,25607.0,16.7,0,0
10001043100,DE,Kent County,,,2,95.9,2871,48.2521008403361,2.94,6.8,42.8,49.1,93.6,4.3,0.0,0.7,0.0,1.0,0.5,2.4,17.1,47.8,35.2,22171.0,12.5,0,0
10001043202,DE,Kent County,,,2,92.5,3839,33.6164623467601,2.38,11.7,44.6,48.2,84.9,9.9,0.9,1.0,0.0,0.6,2.7,3.8,17.8,40.6,41.6,27773.0,8.7,0,0
10001043300,DE,Kent County,39.1671921455555,-75.5398364722222,1,93.7,6163,2054.33333333333,2.4,9.6,21.5,42.2,34.3,57.1,0.1,0.8,0.0,1.0,6.7,4.4,11.7,24.4,63.9,9878.0,21.2,18,2.9206555249067
10001043400,DE,Kent County,38.9300805483333,-75.4482413783333,4,92.6,4518,177.176470588235,2.41,3.7,45.5,49.1,75.2,19.7,0.0,0.2,0.4,2.6,2.0,7.6,13.7,42.7,43.5,28956.0,11.4,6,1.32802124833997
10001990000,DE,Kent County,,,10,,0,,,,,,,,,,,,,,,,0,,,0,0
10003000200,DE,New Castle County,,,1,97.1,6327,9038.57142857143,2.81,7.9,36.5,51.9,20.4,71.7,0.0,1.1,0.0,5.4,1.5,9.0,14.5,38.1,47.4,28029.0,20.2,0,0
10003000300,DE,New Castle County,39.7622855,-75.5407074,1,94.3,2912,14560.0,2.44,13.8,37.0,40.9,14.7,78.3,0.4,0.0,0.0,2.6,4.0,4.6,12.5,37.1,50.4,26479.0,20.1,1,0.343406593406593
10003000400,DE,New Castle County,39.76068525,-75.55346,1,93.1,3018,7545.0,1.95,15.1,45.3,47.2,44.6,51.7,1.1,0.4,0.0,0.0,2.2,4.6,14.8,37.0,48.2,20378.0,24.2,4,1.32538104705103
10003000500,DE,New Castle County,,,1,89.0,3159,15795.0,2.66,9.2,38.5,43.8,11.6,86.4,0.0,0.0,0.0,0.2,1.7,0.6,14.5,43.8,41.8,19674.0,25.1,0,0
10003000601,DE,New Castle County,39.753475,-75.53253,1,96.7,3052,10173.3333333333,3.03,9.1,31.9,44.5,5.7,88.4,0.2,0.0,0.0,3.1,2.7,4.4,16.1,38.5,45.5,22310.0,22.7,1,0.327653997378768
10003000602,DE,New Castle County,39.74849,-75.53918,1,92.9,3503,17515.0,2.58,16.0,36.1,46.0,7.2,89.9,0.5,2.3,0.0,0.0,0.0,0.2,33.5,41.3,25.1,17289.0,38.0,1,0.285469597487868
10003000900,DE,New Castle County,,,1,92.8,2050,10250.0,2.74,15.3,31.3,46.0,3.7,92.7,0.0,0.2,0.0,0.2,3.1,5.1,22.3,36.9,40.8,16887.0,23.6,0,0
10003001100,DE,New Castle County,39.75513652,-75.5586881,1,96.4,3248,16240.0,1.51,2.4,40.2,44.9,75.2,18.6,0.0,1.9,0.0,2.5,1.7,5.4,6.8,13.4,79.8,40216.0,13.7,10,3.07881773399015
10003001200,DE,New Castle County,39.75748,-75.56106,1,95.8,1643,8215.0,1.95,1.7,32.8,48.5,90.1,4.8,0.0,1.6,0.0,2.0,1.5,9.6,6.6,12.1,81.2,50181.0,7.3,2,1.21728545343883
