county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
27001,0.57,78.74,36.21,91.38,97.13,82.18,25.86,5.17,50.00,5.17,22.41,17.82,20.11,20.11,58.05,31.61,83.33
27003,91.38,17.82,22.41,22.41,60.34,68.39,17.82,14.37,45.40,67.24,90.23,55.75,62.64,74.14,76.44,24.71,62.64
27005,44.25,81.03,16.67,47.70,7.47,55.75,15.52,93.68,47.70,90.23,55.75,25.86,48.85,78.74,71.84,8.62,74.14
27007,70.69,97.13,1.72,41.95,16.67,9.77,75.29,41.95,4.02,21.26,39.66,7.47,17.82,7.47,8.62,67.24,2.87
27009,68.39,52.30,29.31,53.45,55.75,46.55,94.83,70.69,25.86,75.29,92.53,47.70,84.48,22.41,39.66,63.79,51.15
27011,4.02,41.95,92.53,90.23,8.62,50.00,44.25,12.07,63.79,83.33,54.60,85.63,95.98,92.53,81.03,9.77,29.31
27013,81.03,59.20,13.22,76.44,59.20,33.91,99.43,94.83,89.08,40.80,52.30,28.16,50.00,16.67,86.78,60.34,76.44
27015,36.21,23.56,83.33,68.39,37.36,25.86,53.45,37.36,71.84,55.75,46.55,89.08,15.52,21.26,7.47,1.72,50.00
27017,51.15,56.90,5.17,14.37,90.23,76.44,77.59,89.08,92.53,43.10,51.15,93.68,53.45,77.59,95.98,5.17,44.25
27019,90.23,0.57,20.11,12.07,18.97,22.41,8.62,68.39,30.46,33.91,5.17,14.37,59.20,79.89,21.26,84.48,28.16
27021,10.92,92.53,6.32,77.59,70.69,64.94,12.07,59.20,79.89,10.92,13.22,24.71,55.75,48.85,64.94,71.84,14.37
27023,53.45,64.94,87.93,59.20,17.82,32.76,20.11,85.63,60.34,85.63,56.90,67.24,40.80,81.03,56.90,23.56,94.83
27025,64.94,16.67,14.37,1.72,89.08,44.25,33.91,24.71,55.75,52.30,85.63,16.67,18.97,18.97,47.70,32.76,46.55
27027,71.84,28.16,28.16,48.85,1.72,75.29,91.38,97.13,8.62,41.95,69.54,52.30,31.61,23.56,54.60,30.46,81.03
27029,29.31,95.98,21.26,23.56,52.30,59.20,66.09,16.67,18.97,91.38,59.20,20.11,70.69,86.78,25.86,72.99,71.84
27031,20.11,40.80,2.87,98.28,95.98,58.05,0.57,99.43,40.80,66.09,9.77,94.83,21.26,84.48,2.87,22.41,67.24
27033,67.24,79.89,79.89,93.68,36.21,27.01,87.93,20.11,70.69,29.31,0.57,60.34,28.16,69.54,94.83,95.98,99.43
27035,33.91,31.61,23.56,60.34,58.05,53.45,56.90,75.29,14.37,77.59,38.51,30.46,6.32,76.44,38.51,35.06,15.52
27037,93.68,7.47,27.01,69.54,47.70,52.30,7.47,44.25,31.61,28.16,64.94,36.21,44.25,62.64,60.34,61.49,92.53
27039,74.14,6.32,54.60,10.92,62.64,4.02,35.06,72.99,46.55,61.49,29.31,74.14,61.49,24.71,85.63,46.55,16.67
27041,31.61,12.07,32.76,64.94,24.71,60.34,54.60,60.34,36.21,12.07,37.36,4.02,4.02,50.00,50.00,13.22,36.21
27043,23.56,55.75,94.83,82.18,77.59,21.26,52.30,71.84,91.38,30.46,28.16,72.99,76.44,33.91,83.33,54.60,18.97
27045,54.60,50.00,66.09,54.60,91.38,6.32,39.66,90.23,66.09,98.28,71.84,10.92,97.13,90.23,9.77,2.87,53.45
27047,62.64,74.14,91.38,71.84,85.63,15.52,46.55,51.15,59.20,25.86,43.10,68.39,12.07,31.61,59.20,98.28,0.57
27049,61.49,27.01,43.10,58.05,81.03,12.07,31.61,64.94,41.95,46.55,63.79,15.52,93.68,53.45,78.74,50.00,38.51
27051,13.22,36.21,51.15,66.09,25.86,62.64,68.39,33.91,38.51,22.41,15.52,1.72,33.91,61.49,82.18,25.86,70.69
27053,98.28,44.25,17.82,97.13,61.49,94.83,16.67,36.21,77.59,31.61,99.43,22.41,77.59,87.93,51.15,75.29,39.66
27055,43.10,10.92,40.80,72.99,94.83,5.17,48.85,53.45,75.29,51.15,27.01,69.54,81.03,85.63,37.36,51.15,75.29
27057,16.67,63.79,38.51,75.29,46.55,74.14,21.26,66.09,15.52,81.03,30.46,18.97,7.47,95.98,77.59,62.64,20.11
27059,60.34,35.06,37.36,6.32,76.44,20.11,62.64,4.02,12.07,78.74,81.03,51.15,37.36,12.07,20.11,70.69,77.59
27061,21.26,75.29,7.47,70.69,78.74,67.24,43.10,76.44,6.32,64.94,24.71,5.17,14.37,56.90,74.14,48.85,56.90
27063,52.30,18.97,69.54,50.00,50.00,43.10,67.24,31.61,97.13,27.01,7.47,23.56,8.62,10.92,15.52,69.54,48.85
27065,22.41,86.78,45.40,27.01,92.53,31.61,89.08,0.57,13.22,68.39,21.26,54.60,71.84,75.29,48.85,82.18,43.10
27067,82.18,77.59,86.78,39.66,40.80,72.99,59.20,91.38,29.31,2.87,94.83,62.64,10.92,99.43,23.56,92.53,78.74
27069,2.87,43.10,55.75,51.15,15.52,95.98,18.97,77.59,28.16,76.44,47.70,44.25,74.14,51.15,84.48,74.14,4.02
27071,8.62,87.93,9.77,92.53,82.18,81.03,71.84,8.62,2.87,32.76,14.37,31.61,98.28,54.60,89.08,58.05,35.06
27073,5.17,21.26,75.29,83.33,29.31,69.54,37.36,13.22,90.23,17.82,78.74,40.80,1.72,55.75,91.38,7.47,8.62
27075,7.47,14.37,12.07,85.63,98.28,86.78,5.17,86.78,37.36,4.02,23.56,76.44,99.43,15.52,67.24,64.94,52.30
27077,1.72,70.69,47.70,7.47,75.29,97.13,13.22,15.52,61.49,93.68,25.86,95.98,0.57,91.38,70.69,56.90,95.98
27079,63.79,29.31,71.84,15.52,74.14,24.71,47.70,27.01,67.24,20.11,60.34,53.45,67.24,41.95,46.55,78.74,41.95
27081,6.32,46.55,77.59,61.49,28.16,40.80,69.54,40.80,93.68,70.69,79.89,6.32,38.51,30.46,90.23,37.36,45.40
