county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
45001,59.78,7.61,83.70,61.96,40.22,31.52,88.04,85.87,33.70,61.96,64.13,3.26,22.83,70.65,77.17,20.65,64.13
45003,29.35,35.87,57.61,31.52,57.61,51.09,29.35,68.48,29.35,3.26,29.35,22.83,38.04,53.26,27.17,85.87,59.78
45005,98.91,83.70,55.43,9.78,88.04,3.26,9.78,64.13,1.09,55.43,31.52,96.74,75.00,77.17,18.48,29.35,46.74
45007,25.00,11.96,72.83,72.83,35.87,35.87,48.91,83.70,31.52,31.52,79.35,70.65,77.17,40.22,61.96,18.48,18.48
45009,85.87,53.26,22.83,16.30,20.65,11.96,35.87,96.74,98.91,75.00,51.09,88.04,35.87,98.91,92.39,44.57,51.09
45011,75.00,66.30,35.87,44.57,31.52,14.13,77.17,90.22,40.22,18.48,57.61,14.13,3.26,57.61,16.30,96.74,81.52
45013,1.09,88.04,42.39,3.26,59.78,90.22,38.04,61.96,59.78,20.65,46.74,7.61,1.09,11.96,9.78,1.09,14.13
45015,11.96,92.39,14.13,59.78,85.87,66.30,75.00,51.09,5.43,88.04,70.65,25.00,83.70,96.74,11.96,16.30,98.91
45017,57.61,14.13,44.57,11.96,7.61,88.04,72.83,59.78,88.04,27.17,68.48,85.87,96.74,55.43,1.09,7.61,20.65
45019,14.13,59.78,3.26,14.13,68.48,77.17,40.22,88.04,66.30,66.30,3.26,98.91,9.78,42.39,88.04,90.22,29.35
45021,46.74,38.04,88.04,94.57,27.17,22.83,85.87,48.91,16.30,83.70,55.43,77.17,11.96,51.09,46.74,5.43,79.35
45023,70.65,16.30,59.78,85.87,46.74,42.39,81.52,35.87,14.13,40.22,81.52,92.39,20.65,35.87,66.30,75.00,22.83
45025,66.30,51.09,75.00,83.70,22.83,83.70,44.57,33.70,70.65,92.39,5.43,79.35,81.52,94.57,5.43,70.65,72.83
45027,88.04,33.70,31.52,27.17,44.57,64.13,14.13,25.00,7.61,44.57,16.30,38.04,27.17,66.30,35.87,51.09,40.22
