% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.6,2.56,41.422527,-105.607196,18.6,0.0,24.9,13.8,18.1,11.6,31.6,0.0,10.0,55.1,31.4,30568.0,1.4,3.0,5.5,1,0.277161862527716,3608,56001962700,0.7,89.4
0.5,2.71,,,18.5,0.0,19.9,9.3,24.4,9.7,36.8,0.0,23.0,51.7,26.6,26117.0,5.1,0.9,10.4,0,0,3469,56001962800,3.5,83.0
1.9,1.85,,,13.5,0.0,18.5,12.9,20.6,4.8,43.3,0.0,19.7,54.3,32.9,26582.0,7.0,0.0,7.8,0,0,1699,56001962900,3.8,83.3
2.1,1.95,41.324910914,-105.59101918,32.7,0.0,18.6,13.2,22.6,9.8,35.8,0.0,15.7,60.1,24.0,17684.0,3.8,2.4,10.8,5,2.38891543239369,2093,56001963000,6.3,80.8
3.8,2.42,41.3226368622222,-105.575347888889,21.2,0.4,34.8,26.7,11.6,1.9,25.1,0.2,6.5,50.8,28.1,25622.0,2.9,0.0,2.7,9,1.38482843514387,6499,56001963100,5.0,90.0
4.4,1.96,41.309519718,-105.59320988,40.1,2.0,29.0,20.3,17.6,1.8,31.4,0.0,3.6,55.5,24.4,14221.0,2.5,0.0,3.4,5,1.27746550843127,3914,56001963400,6.2,87.7
5.7,1.97,,,79.4,0.6,38.4,15.4,10.6,0.0,35.6,0.3,3.5,55.3,19.5,4051.0,1.3,0.9,1.0,0,0,2903,56001963500,8.9,90.2
1.4,2.05,41.306633,-105.57357,13.8,1.9,33.6,28.0,13.1,2.5,22.8,0.0,5.5,48.5,30.8,27158.0,1.6,0.0,2.2,1,0.234852043212776,4258,56001963600,0.7,92.8
4.4,2.3,41.307094358,-105.54888752,29.0,4.1,31.9,21.2,13.0,3.9,30.0,0.2,5.6,45.3,28.0,18591.0,1.4,0.2,1.0,5,0.996810207336523,5016,56001963700,8.3,88.6
0.0,2.23,,,2.5,1.1,17.9,22.1,16.1,5.6,38.3,0.0,4.1,58.8,53.4,33902.0,4.0,0.5,2.0,0,0,2056,56001963900,1.5,92.3
0.0,2.26,44.380875,-108.037476,4.6,0.1,11.9,7.5,32.0,11.8,36.9,0.0,6.5,47.6,47.0,25321.0,1.5,2.0,0.9,1,0.434593654932638,2301,56003962600,8.9,95.5
0.0,2.37,,,13.0,0.0,17.7,4.7,31.1,12.8,33.7,0.1,13.9,52.8,43.6,29074.0,2.8,4.9,0.3,0,0,3492,56003962700,3.7,91.9
0.7,2.63,44.825813,-108.3904,8.6,0.0,10.8,5.8,32.0,8.3,43.2,0.0,4.9,50.0,38.3,27010.0,0.9,1.0,2.0,1,0.173611111111111,5760,56003962800,5.0,95.5
2.6,2.81,44.240273,-105.67576,4.9,0.2,13.8,6.0,36.1,7.1,36.9,0.0,7.0,52.5,35.6,46188.0,2.4,1.3,1.8,1,0.132520540683806,7546,56005000100,1.8,91.8
0.0,2.79,44.26870995,-105.50578645,8.9,0.7,14.6,3.3,35.4,13.5,33.2,0.4,7.0,55.5,31.1,39127.0,1.0,0.4,3.1,2,0.320975766329642,6231,56005000200,3.0,94.4
0.0,2.59,44.2767388,-105.5083403,10.2,0.7,14.3,4.2,30.4,9.1,42.1,0.3,7.2,50.3,32.4,32857.0,0.9,3.0,4.2,1,0.186671644577189,5357,56005000300,0.7,90.9
1.3,2.42,,,6.1,0.1,10.6,7.1,41.1,8.8,32.5,0.0,16.1,52.4,37.5,34543.0,0.0,0.0,12.0,0,0,4576,56005000400,6.9,86.7
0.1,3.0,,,3.2,0.2,14.1,8.9,33.3,4.8,38.9,0.0,4.3,51.4,30.1,41034.0,1.7,0.7,1.4,0,0,6625,56005000500,1.7,95.9
