% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.0,2.06,,,8.6,0.0,17.5,3.9,38.8,10.1,29.7,0.0,1.1,48.1,49.5,23611.0,1.5,1.1,0.0,0,0,2337,38001965600,2.8,97.3
0.0,2.35,,,4.4,0.0,14.5,4.9,37.9,9.6,33.1,0.0,0.0,54.8,48.5,29894.0,0.0,1.9,0.0,0,0,1684,38003967900,2.9,98.1
0.0,2.53,,,6.8,0.4,12.5,4.8,39.1,7.0,36.6,0.0,0.1,51.0,46.1,31500.0,0.0,1.4,0.1,0,0,2714,38003968000,2.6,98.2
3.2,2.03,,,10.4,0.0,24.8,8.0,36.8,9.1,21.3,0.0,2.3,46.7,34.4,18886.0,1.1,0.2,0.8,0,0,3033,38003968200,1.3,94.7
1.6,2.05,,,15.7,0.1,23.3,11.4,23.0,15.0,27.4,0.0,1.4,48.4,47.4,22438.0,1.2,0.5,0.5,0,0,3617,38003968300,1.2,96.1
1.0,3.38,,,57.1,0.4,5.7,1.1,34.6,25.4,33.1,0.0,2.8,48.8,21.8,11443.0,1.6,77.7,1.3,0,0,2449,38005940100,20.9,18.0
0.0,3.59,,,33.2,0.0,10.3,1.5,28.0,26.0,34.2,0.0,0.0,50.4,27.9,17414.0,1.7,79.4,0.0,0,0,2029,38005940200,8.2,18.9
0.5,2.14,,,12.6,0.0,11.2,1.4,37.6,9.7,40.1,0.0,1.2,52.5,48.2,22171.0,0.8,0.5,0.0,0,0,1198,38005956500,3.3,98.2
0.0,2.13,,,20.3,0.5,9.4,2.7,33.9,12.0,42.0,0.0,0.9,52.3,51.0,20000.0,0.6,0.0,0.3,0,0,989,38005956600,2.3,98.6
2.4,2.36,,,8.8,0.0,17.9,3.8,35.7,9.0,33.6,0.0,0.0,53.5,48.1,26250.0,0.0,0.0,0.0,0,0,890,38007963100,4.8,97.6
0.0,2.02,,,11.0,0.0,19.4,6.6,24.0,14.8,35.3,0.2,1.6,48.1,41.1,21027.0,3.3,4.5,0.0,0,0,2418,38009952300,4.3,92.0
0.0,2.02,,,15.0,0.0,15.3,5.2,27.8,13.7,38.0,0.0,0.2,56.1,54.0,24899.0,1.0,2.8,2.2,0,0,2115,38009952400,4.4,93.9
