tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
35001000107,NM,Bernalillo County,35.11714,-106.49297,1,96.4,2514,2095.0,2.13,7.5,54.6,50.6,91.3,5.1,0.0,0.7,0.0,2.8,0.0,18.6,0.9,16.3,82.7,39554.0,7.5,1,0.397772474144789
35001000108,NM,Bernalillo County,35.1258355333333,-106.515495933333,1,88.3,3122,6244.0,2.51,1.7,39.8,42.5,71.8,0.9,11.7,0.0,0.0,10.0,5.6,22.2,2.4,21.3,76.2,30064.0,13.1,3,0.960922485586163
35001000109,NM,Bernalillo County,35.1288176666667,-106.525272,1,91.5,2580,5160.0,2.62,10.5,38.8,50.9,75.7,0.6,7.9,1.0,0.0,10.2,4.5,29.6,5.0,27.5,67.5,31628.0,9.1,3,1.16279069767442
35001000110,NM,Bernalillo County,,,1,82.9,3906,7812.0,2.37,4.1,35.8,47.7,77.1,1.7,4.4,0.0,0.4,10.7,5.7,31.3,4.1,28.4,67.3,22986.0,26.1,0,0
35001000111,NM,Bernalillo County,,,1,93.9,2864,5728.0,2.68,5.6,43.8,46.2,81.0,2.7,0.4,3.7,0.0,8.9,3.3,23.9,5.1,25.1,69.9,33421.0,8.1,0,0
35001000112,NM,Bernalillo County,,,1,92.8,2066,2295.55555555556,2.27,5.9,47.6,52.9,86.4,2.3,1.0,2.0,0.0,0.6,7.7,20.2,2.7,13.4,83.9,44316.0,6.4,0,0
35001000113,NM,Bernalillo County,,,1,89.6,3555,7110.0,2.63,8.3,32.6,49.3,72.2,6.3,7.4,0.9,0.0,9.4,3.8,25.3,2.5,22.2,75.3,27368.0,15.9,0,0
35001000114,NM,Bernalillo County,35.113797,-106.52137,1,90.6,3213,6426.0,2.58,6.8,40.4,50.9,66.2,7.2,3.2,0.9,0.4,15.5,6.6,45.0,8.8,29.1,62.0,25101.0,20.0,2,0.622471210706505
35001000115,NM,Bernalillo County,,,1,89.7,3194,6388.0,2.22,9.0,34.6,51.8,64.2,10.1,4.9,1.8,0.0,11.7,7.3,33.2,8.3,22.9,68.7,17325.0,34.2,0,0
35001000116,NM,Bernalillo County,35.1078063,-106.49960235,1,89.9,3249,6498.0,2.65,6.1,39.3,46.5,88.4,1.7,3.7,0.3,0.0,3.0,2.9,29.8,11.6,21.2,67.2,29800.0,11.5,2,0.615574022776239
35001000117,NM,Bernalillo County,35.12870525,-106.538174175,1,95.3,2385,4770.0,2.54,6.6,42.3,44.9,80.0,0.8,2.9,3.6,0.0,11.5,1.3,30.0,3.3,21.0,75.6,31031.0,6.0,4,1.67714884696017
35001000118,NM,Bernalillo County,35.12838675,-106.5596985,1,84.1,2502,5004.0,2.37,2.4,44.0,53.5,76.9,0.9,14.1,0.8,0.0,7.2,0.2,23.4,4.6,22.4,73.0,28064.0,11.8,4,1.59872102318145
35001000119,NM,Bernalillo County,,,1,93.3,1841,3682.0,2.3,4.9,49.9,43.8,89.4,2.0,0.8,1.1,0.0,2.0,4.7,28.0,4.2,16.5,79.3,35901.0,4.7,0,0
35001000120,NM,Bernalillo County,35.117313,-106.54379,1,92.5,2605,5210.0,2.52,6.2,35.4,48.2,72.4,4.1,6.4,0.4,0.0,13.2,3.5,35.0,8.1,14.5,77.4,29956.0,12.2,1,0.383877159309021
35001000121,NM,Bernalillo County,35.10924,-106.549093333333,1,91.5,5913,5913.0,2.19,10.5,42.7,47.3,77.0,7.1,2.0,3.6,0.0,5.7,4.6,33.5,12.3,23.9,63.9,22927.0,19.2,3,0.507356671740233
35001000122,NM,Bernalillo County,35.108086185,-106.56377414,1,88.0,4318,4318.0,2.15,3.4,43.9,48.9,85.1,1.6,2.7,6.1,0.0,1.9,2.6,36.8,0.6,17.4,82.0,34589.0,12.0,10,2.31588698471515
35001000123,NM,Bernalillo County,35.10048538,-106.54023657,1,93.8,4082,4082.0,2.15,2.7,44.7,48.4,78.3,1.3,5.6,0.6,0.0,10.4,3.8,42.8,1.7,22.2,76.1,32154.0,10.8,20,4.89955903968643
35001000124,NM,Bernalillo County,35.0947875956757,-106.555387610811,1,84.7,3687,5267.14285714286,1.89,4.8,39.8,50.4,59.1,7.0,10.7,2.7,4.2,11.2,5.1,35.6,4.6,21.5,73.9,23253.0,19.3,37,10.035259018172
35001000125,NM,Bernalillo County,,,1,95.3,3763,4181.11111111111,2.2,3.6,53.2,49.2,84.3,1.3,0.7,6.5,0.0,3.8,3.4,23.4,4.5,12.0,83.5,44280.0,4.7,0,0
35001000126,NM,Bernalillo County,35.096447,-106.50173,1,90.2,2754,5508.0,2.19,5.2,46.6,51.5,79.8,2.8,7.8,0.3,0.0,4.5,4.8,28.2,7.3,24.7,67.9,26050.0,17.0,1,0.363108206245461
35001000127,NM,Bernalillo County,35.1009002685714,-106.516431085714,1,81.9,2924,5848.0,2.58,16.2,40.1,53.5,76.1,0.8,4.5,0.8,0.5,13.5,3.8,39.2,8.9,28.7,62.5,25524.0,9.4,7,2.39398084815321
35001000128,NM,Bernalillo County,35.0913454,-106.52987592,1,90.1,3328,6656.0,2.77,5.3,34.0,43.8,69.9,3.3,7.0,2.2,0.0,16.0,1.6,40.6,5.6,33.2,61.3,21723.0,35.4,5,1.50240384615385
35001000129,NM,Bernalillo County,,,1,92.4,4405,8810.0,2.1,11.1,38.6,45.6,66.4,8.6,6.0,7.1,0.0,7.7,4.1,40.3,11.7,17.7,70.5,23977.0,24.6,0,0
35001000203,NM,Bernalillo County,35.1291451133333,-106.5785879,1,83.5,1853,3706.0,1.99,4.6,40.8,40.7,68.7,3.7,10.1,1.7,1.1,9.9,4.7,27.6,3.2,23.1,73.7,25570.0,24.9,3,1.61899622234215
35001000204,NM,Bernalillo County,35.129622548,-106.60117576,1,91.3,3100,6200.0,2.33,3.6,35.7,45.6,69.8,1.5,6.2,2.7,0.0,11.8,8.0,36.7,8.4,20.9,70.7,25800.0,18.3,5,1.61290322580645
35001000205,NM,Bernalillo County,35.118225,-106.6041,1,86.9,3061,6122.0,2.18,4.6,35.0,47.5,84.0,1.4,2.0,0.2,0.0,7.6,4.8,60.6,13.9,29.2,57.0,21513.0,19.1,4,1.30676249591637
35001000206,NM,Bernalillo County,35.116512,-106.56892,1,90.9,3008,6016.0,2.64,5.2,42.6,45.7,82.5,6.0,0.0,0.8,0.0,6.6,4.1,36.1,6.4,25.3,68.3,24104.0,11.1,1,0.332446808510638
35001000207,NM,Bernalillo County,35.10676433875,-106.5800574125,1,91.7,3066,3066.0,2.28,4.9,47.3,46.9,78.6,2.0,5.2,1.7,0.0,9.5,3.1,41.5,9.5,27.2,63.4,26615.0,9.5,8,2.60926288323549
35001000208,NM,Bernalillo County,35.108983695,-106.59208935,1,86.9,2916,3645.0,2.47,6.0,38.9,54.2,73.1,0.4,3.3,0.5,0.0,19.0,3.7,59.8,6.4,34.4,59.2,27981.0,12.1,4,1.37174211248285
35001000300,NM,Bernalillo County,35.0992251722727,-106.616587813636,1,92.7,5525,3683.33333333333,2.0,6.4,38.4,49.0,81.5,1.6,3.7,6.8,0.0,1.4,4.9,16.8,6.1,8.5,85.3,32206.0,21.3,22,3.98190045248869
35001000401,NM,Bernalillo County,35.0957158220635,-106.603260560317,1,86.6,4548,5053.33333333333,2.22,2.3,45.0,45.6,81.4,0.4,2.8,11.0,0.0,1.1,3.2,30.2,2.2,18.4,79.5,35111.0,13.3,126,27.7044854881266
35001000402,NM,Bernalillo County,35.0913593742857,-106.590485571429,1,91.5,3446,4307.5,2.08,7.3,44.7,50.0,86.8,4.8,0.0,3.4,0.0,1.1,3.9,22.7,1.6,15.6,82.8,34050.0,7.5,7,2.031340684852
35001000501,NM,Bernalillo County,35.0773691428571,-106.582694285714,1,86.3,3105,6210.0,1.9,4.6,38.9,45.9,72.4,1.4,11.6,1.0,0.0,10.8,2.8,39.5,16.7,21.2,62.1,20523.0,31.9,7,2.25442834138486
