county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
34001,73.81,83.33,7.14,59.52,16.67,35.71,54.76,83.33,59.52,92.86,73.81,97.62,16.67,69.05,78.57,64.29,69.05
34003,50.00,2.38,35.71,78.57,35.71,40.48,69.05,88.10,35.71,30.95,45.24,35.71,88.10,35.71,59.52,88.10,78.57
34005,35.71,59.52,45.24,11.90,40.48,73.81,83.33,7.14,83.33,73.81,59.52,26.19,73.81,7.14,97.62,11.90,83.33
34007,69.05,64.29,11.90,16.67,45.24,26.19,30.95,30.95,21.43,2.38,69.05,21.43,2.38,30.95,30.95,92.86,97.62
34009,16.67,97.62,26.19,92.86,11.90,59.52,78.57,59.52,2.38,83.33,40.48,7.14,30.95,26.19,50.00,40.48,26.19
34011,97.62,92.86,97.62,30.95,30.95,69.05,92.86,69.05,64.29,40.48,50.00,45.24,64.29,64.29,40.48,50.00,45.24
34013,88.10,50.00,2.38,26.19,83.33,97.62,59.52,73.81,50.00,26.19,21.43,69.05,69.05,40.48,64.29,54.76,11.90
34015,40.48,78.57,54.76,7.14,69.05,7.14,26.19,16.67,73.81,45.24,97.62,73.81,54.76,50.00,35.71,73.81,2.38
34017,92.86,16.67,78.57,88.10,7.14,83.33,11.90,2.38,54.76,11.90,83.33,64.29,35.71,21.43,45.24,45.24,30.95
34019,2.38,40.48,92.86,45.24,50.00,92.86,50.00,11.90,7.14,54.76,11.90,88.10,50.00,78.57,69.05,97.62,21.43
34021,59.52,45.24,21.43,21.43,21.43,50.00,21.43,21.43,78.57,69.05,16.67,2.38,26.19,97.62,16.67,26.19,35.71
34023,64.29,11.90,59.52,35.71,2.38,11.90,40.48,92.86,88.10,78.57,26.19,30.95,83.33,54.76,54.76,83.33,54.76
34025,26.19,35.71,50.00,73.81,64.29,64.29,97.62,50.00,69.05,16.67,78.57,83.33,40.48,83.33,2.38,21.43,88.10
34027,11.90,21.43,73.81,50.00,59.52,45.24,35.71,45.24,40.48,59.52,64.29,92.86,59.52,92.86,83.33,2.38,92.86
34029,45.24,73.81,16.67,97.62,73.81,16.67,88.10,26.19,92.86,7.14,30.95,40.48,78.57,73.81,73.81,69.05,16.67
34031,83.33,26.19,83.33,83.33,97.62,2.38,45.24,54.76,30.95,64.29,2.38,59.52,21.43,45.24,88.10,30.95,40.48
34033,54.76,88.10,30.95,40.48,54.76,21.43,7.14,40.48,26.19,50.00,7.14,78.57,97.62,16.67,11.90,16.67,73.81
34035,21.43,7.14,64.29,2.38,26.19,30.95,73.81,78.57,11.90,35.71,54.76,50.00,7.14,11.90,26.19,7.14,7.14
34037,7.14,54.76,88.10,64.29,92.86,88.10,16.67,64.29,97.62,88.10,35.71,54.76,11.90,2.38,7.14,59.52,64.29
34039,78.57,30.95,40.48,54.76,88.10,54.76,64.29,35.71,16.67,97.62,92.86,16.67,92.86,59.52,21.43,78.57,59.52
34041,30.95,69.05,69.05,69.05,78.57,78.57,2.38,97.62,45.24,21.43,88.10,11.90,45.24,88.10,92.86,35.71,50.00
