tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
45001950100,60.99,15.84,3.55,40.58,34.49,69.58,74.65,80.93,91.74,40.49,70.41,48.89,22.39,64.31,14.08,26.36,89.34,78.35,83.43
45001950200,59.14,52.95,7.25,47.05,89.80,52.31,54.43,86.75,95.52,58.59,43.63,74.56,5.68,51.02,24.88,55.72,6.60,95.80,90.07
45001950300,46.95,23.78,3.74,23.31,10.57,64.77,87.21,38.92,51.75,70.59,41.41,23.96,3.46,54.52,19.99,25.72,84.44,77.89,20.36
45001950400,58.22,19.44,24.33,25.44,74.84,30.42,75.21,54.52,84.63,34.67,71.05,18.14,26.45,23.68,63.30,76.22,31.63,48.43,25.81
45001950500,71.14,7.16,22.39,32.46,34.03,47.05,93.21,82.59,39.75,15.56,43.91,20.54,15.37,61.73,46.86,75.48,42.06,13.80,34.30
45001950600,87.40,15.56,21.28,30.98,78.16,9.74,36.15,52.22,85.09,53.32,91.37,45.75,4.57,75.58,74.38,67.54,56.46,85.64,94.88
45003020100,71.70,42.98,34.49,61.63,31.07,68.28,25.72,47.14,61.91,43.26,90.35,75.39,20.54,8.63,56.74,63.85,89.70,19.90,7.53
45003020200,43.35,25.99,22.02,68.19,63.67,92.57,36.43,51.29,26.55,15.19,14.27,29.04,3.83,41.78,9.00,47.88,28.95,32.64,32.46
45003020301,58.40,62.83,10.11,58.40,39.20,28.95,74.56,22.39,61.63,79.36,44.55,8.63,5.59,53.69,23.50,7.80,55.91,91.55,56.65
45003020302,78.90,71.14,64.40,43.72,61.91,18.79,29.59,68.37,6.69,85.73,91.83,97.55,1.25,7.62,4.02,18.98,28.67,43.54,5.49
45003020400,67.82,91.09,25.25,66.44,68.47,6.69,34.40,11.31,48.61,51.39,72.53,8.17,19.99,38.92,53.42,12.60,0.32,93.95,3.92
45003020500,24.70,54.52,35.32,52.03,65.24,21.47,46.49,9.83,51.85,25.35,39.57,58.13,5.86,45.20,73.08,16.30,76.59,92.75,77.70
45003020601,8.26,44.09,57.48,41.41,89.43,8.36,37.90,41.60,28.58,12.23,52.22,17.59,22.30,27.01,60.43,9.93,14.45,40.67,44.83
45003020602,73.92,79.64,53.97,46.49,44.74,24.98,61.36,32.73,52.95,30.70,37.07,15.28,6.88,24.98,35.13,87.03,84.35,34.67,99.95
45003020701,50.55,51.39,51.29,36.24,26.18,50.74,71.79,24.79,39.47,54.25,91.09,16.76,9.56,57.11,35.60,16.76,61.08,72.07,84.07
45003020702,81.30,96.63,47.05,69.21,14.64,9.65,26.92,29.50,69.11,8.26,80.75,12.23,42.80,14.27,13.07,82.23,52.86,2.82,32.73
45003020801,3.83,42.43,47.97,47.88,56.56,42.43,72.35,50.92,33.01,13.71,68.56,39.66,14.17,53.23,71.33,64.04,35.69,34.58,19.71
45003020802,32.64,42.24,74.93,29.50,17.04,60.62,65.05,15.74,51.29,20.36,98.94,56.00,38.00,10.57,25.07,14.64,32.18,20.18,84.16
45003020901,47.88,46.68,34.86,60.16,50.65,35.69,89.34,33.01,50.18,34.03,63.30,83.98,5.22,5.40,31.07,58.59,22.58,3.55,60.99
45003020902,51.66,26.45,30.61,58.59,52.86,48.89,80.10,38.55,30.52,48.98,72.44,39.75,2.82,49.91,54.80,82.59,67.36,18.70,72.53
45003021001,68.28,66.53,21.10,64.50,50.28,90.72,84.90,16.30,24.98,46.21,65.60,8.73,5.49,25.62,57.11,11.96,86.93,13.99,80.01
45003021002,81.49,93.77,28.76,68.74,9.28,25.62,56.46,23.31,60.99,59.05,91.64,32.36,19.25,5.31,60.90,91.18,45.66,0.78,3.74
45003021101,87.77,21.56,28.21,29.13,12.51,89.52,85.36,1.99,33.10,98.29,99.58,0.32,11.31,23.50,23.96,0.78,5.22,4.94,40.58
45003021102,54.25,28.21,24.42,45.48,16.48,70.68,91.00,6.14,27.19,84.90,93.86,46.68,4.66,51.48,26.36,2.35,36.70,68.28,64.04
45003021201,9.93,38.73,56.93,41.78,46.03,41.04,77.79,62.56,21.10,55.08,93.67,27.01,21.47,32.83,39.84,86.75,40.03,53.69,28.76
45003021202,4.57,30.15,56.74,36.33,17.31,38.83,62.28,73.18,33.66,31.90,62.83,12.70,21.28,19.99,81.95,77.98,12.33,86.20,52.40
45003021203,6.60,54.16,56.37,39.66,13.53,34.12,35.96,90.63,20.45,72.53,75.30,9.19,8.08,43.54,18.42,95.71,53.05,70.13,40.21
45003021300,29.59,28.76,67.91,22.48,15.47,37.72,23.50,34.86,73.82,43.91,36.70,60.16,5.96,4.57,1.06,83.15,45.38,83.06,40.49
45003021400,93.21,28.39,81.02,32.73,32.09,46.95,82.96,39.01,6.51,23.04,84.81,6.51,16.76,78.25,71.24,92.84,68.28,19.34,46.49
45003021500,17.13,41.60,71.51,33.29,14.27,38.73,47.88,79.09,24.88,21.01,46.12,15.65,17.04,49.45,66.71,23.50,74.47,5.31,95.71
45003021601,85.09,77.15,43.81,59.14,78.25,21.19,84.16,30.89,17.04,33.93,18.05,13.16,8.45,27.56,81.67,58.96,46.31,65.33,78.72
