tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
6001400100,0.25,37.17,68.24,25.62,28.31,34.02,48.20,44.73,77.04,7.92,92.29,99.15,47.55,28.25,18.42,74.72,46.87,67.58,54.76
6001400200,2.20,47.09,66.02,26.27,15.15,13.90,16.70,89.94,71.28,59.97,81.79,92.45,53.79,53.42,23.93,61.50,51.81,49.56,39.30
6001400300,9.82,33.89,80.01,82.86,5.05,47.63,10.48,83.23,79.09,62.96,74.00,74.66,63.13,74.92,83.19,50.62,65.24,52.28,67.33
6001400400,10.38,36.82,78.81,75.69,10.34,27.63,13.42,95.02,80.86,83.85,56.82,46.30,51.35,60.94,77.45,35.79,65.88,14.98,6.89
6001400500,23.74,26.34,83.44,93.91,4.19,11.84,9.91,94.81,97.34,87.08,36.27,28.67,22.74,28.75,80.02,67.71,34.37,54.48,24.65
6001400600,31.51,21.05,93.00,98.28,5.48,37.93,29.09,88.93,96.87,79.98,70.84,21.66,15.51,44.49,75.44,63.76,40.01,26.24,13.45
6001400700,52.08,52.13,94.03,97.74,50.77,10.28,41.23,94.09,97.78,24.39,40.20,34.43,31.94,10.88,89.31,72.45,35.02,37.22,53.98
6001400800,34.10,25.23,92.59,97.22,13.46,30.24,39.49,67.22,95.44,48.07,49.51,57.14,13.60,58.97,90.06,68.12,41.81,30.79,14.47
6001400900,33.88,27.68,91.90,96.81,16.15,16.86,42.61,83.82,97.63,52.71,11.98,63.48,78.36,67.81,86.53,40.22,64.24,34.69,55.75
6001401000,51.12,41.87,94.48,97.45,44.52,2.64,63.47,55.34,96.58,33.34,31.52,46.63,86.11,58.19,30.06,68.11,49.51,28.28,59.39
6001401100,27.05,36.88,87.94,92.83,20.50,15.44,15.07,59.54,57.82,66.98,53.10,68.33,9.33,40.95,50.03,62.47,21.93,29.94,45.33
6001401200,18.57,56.31,82.67,90.86,8.73,37.74,32.33,87.44,55.83,64.46,80.41,62.69,19.65,93.02,81.71,86.32,62.16,20.74,8.59
6001401300,62.49,58.38,98.47,96.91,96.46,0.87,72.48,7.92,74.78,1.99,28.12,84.85,6.92,3.52,63.86,69.84,10.39,23.51,61.04
6001401400,70.60,60.53,98.96,98.52,61.87,17.41,35.16,83.74,91.15,20.27,6.88,82.57,84.63,8.02,52.87,89.24,8.05,33.68,78.08
6001401500,56.77,49.19,95.73,98.18,42.36,4.54,64.83,33.79,94.92,21.89,36.28,47.66,22.70,2.33,79.55,80.72,26.83,16.31,40.33
6001401600,57.83,32.49,94.86,95.35,43.71,4.39,65.61,76.72,95.34,67.86,2.78,74.69,65.73,12.27,91.89,98.16,42.62,57.17,39.00
6001401700,41.00,55.06,90.14,89.18,67.14,1.69,94.63,39.59,86.07,30.05,5.22,93.79,44.50,89.30,53.07,96.83,19.67,44.99,18.02
6001401800,67.65,45.41,98.70,99.14,3.82,13.64,23.56,63.71,89.35,83.69,29.45,60.72,55.17,3.98,41.96,92.62,35.34,8.67,28.38
6001402200,63.92,48.04,96.22,95.79,51.52,7.41,85.95,45.61,88.57,30.48,15.99,62.08,39.06,11.62,94.08,89.43,35.65,21.40,44.02
6001402400,60.40,10.13,99.38,99.18,30.44,10.92,19.05,72.91,99.44,48.68,60.13,11.41,69.01,15.98,99.05,52.43,35.30,60.23,13.95
6001402500,78.13,43.22,99.87,99.70,10.04,18.79,80.79,53.75,94.35,65.80,85.03,59.75,87.47,28.60,97.01,71.71,18.72,22.93,70.24
6001402600,65.67,9.77,99.74,96.65,58.68,89.62,10.74,3.28,17.53,5.66,4.10,90.59,86.02,50.43,98.72,79.88,44.40,68.94,97.95
6001402700,60.30,42.26,96.49,97.50,22.65,47.65,48.80,94.88,97.02,47.78,2.91,77.68,70.23,46.95,93.81,31.98,51.88,6.98,6.95
6001402800,61.68,34.13,99.67,98.57,95.58,1.16,46.88,6.80,82.94,2.66,21.06,78.41,92.66,53.45,93.25,85.82,13.01,20.95,0.89
6001402900,52.14,20.20,99.02,91.61,93.39,70.38,16.53,71.04,68.06,6.92,0.50,90.77,5.96,79.88,94.81,40.56,32.81,23.20,28.49
6001403000,67.26,0.37,99.91,27.72,95.83,98.66,1.15,1.77,10.58,1.15,21.48,31.86,99.68,96.17,99.44,0.99,85.57,33.76,33.32
6001403100,55.31,17.33,99.47,71.99,99.07,1.25,58.92,11.13,29.89,3.06,5.15,88.35,99.29,81.33,82.79,21.53,26.69,41.25,57.99
6001403300,58.47,9.53,99.54,78.36,86.05,77.78,26.24,3.35,2.66,7.29,14.34,81.23,49.65,91.74,98.56,71.36,83.10,29.32,67.95
6001403400,27.80,14.38,93.98,89.62,82.85,8.10,16.56,59.97,93.52,23.44,10.57,78.90,8.60,75.26,89.48,65.71,33.59,63.86,23.58
6001403501,42.91,19.47,96.90,94.38,74.02,22.60,11.17,67.24,89.32,26.32,2.26,73.62,68.90,78.66,90.43,91.89,50.68,46.94,10.28
6001403502,26.58,24.80,91.04,94.78,34.82,6.60,10.40,59.29,68.14,73.42,77.92,48.96,20.16,71.72,72.78,37.34,27.29,26.44,10.68
6001403600,29.76,13.55,93.73,96.85,39.34,9.27,11.46,88.09,96.83,70.69,79.60,28.15,26.71,93.08,94.18,68.16,59.70,75.99,30.33
6001403701,20.91,15.60,84.19,91.80,4.36,20.70,0.93,93.94,95.99,88.31,25.76,64.73,14.82,39.99,44.83,24.78,37.43,59.19,42.78
6001403702,7.53,16.43,79.83,64.56,20.25,13.30,5.03,88.12,91.43,76.94,55.12,54.44,55.49,94.23,48.64,35.44,67.94,45.25,10.44
6001403800,7.73,40.87,76.43,73.41,13.12,15.24,11.70,83.59,67.84,73.83,48.93,80.14,8.09,72.58,60.16,37.15,50.54,21.92,15.73
6001403900,17.54,18.82,88.96,90.83,31.13,19.39,6.49,66.24,84.86,54.23,70.40,58.19,34.61,82.07,90.83,40.59,64.06,55.46,45.62
6001404000,21.14,23.76,83.64,77.95,43.43,3.61,2.96,86.48,55.66,87.99,86.35,7.63,12.78,78.90,22.86,74.88,58.32,51.62,30.37
6001404101,5.57,33.08,77.79,75.05,12.01,23.32,6.29,90.47,51.74,81.88,84.81,85.63,25.42,75.58,36.19,38.16,61.48,33.91,33.62
6001404102,6.68,26.89,81.54,79.19,49.13,8.85,3.10,58.06,89.80,11.55,91.10,58.92,88.10,89.95,46.45,25.73,25.56,72.63,53.96
