county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
2013,67.24,94.83,98.28,94.83,94.83,74.14,74.14,32.76,60.34,18.97,36.21,63.79,43.10,63.79,70.69,46.55,29.31
2016,25.86,98.28,1.72,1.72,1.72,8.62,70.69,87.93,46.55,67.24,56.90,39.66,56.90,43.10,32.76,53.45,43.10
2020,12.07,81.03,8.62,63.79,98.28,25.86,15.52,77.59,43.10,46.55,12.07,53.45,18.97,74.14,56.90,60.34,81.03
2050,91.38,87.93,39.66,32.76,77.59,87.93,60.34,25.86,98.28,53.45,74.14,5.17,94.83,22.41,46.55,1.72,67.24
2060,32.76,29.31,67.24,81.03,8.62,70.69,1.72,15.52,29.31,5.17,77.59,70.69,8.62,15.52,36.21,32.76,32.76
2068,22.41,1.72,63.79,91.38,43.10,56.90,98.28,98.28,87.93,36.21,46.55,87.93,22.41,1.72,18.97,74.14,22.41
2070,77.59,53.45,50.00,29.31,50.00,94.83,29.31,91.38,39.66,15.52,70.69,1.72,25.86,32.76,91.38,94.83,8.62
2090,29.31,25.86,5.17,87.93,91.38,12.07,39.66,70.69,32.76,22.41,91.38,46.55,63.79,87.93,94.83,5.17,5.17
2100,8.62,12.07,94.83,67.24,12.07,46.55,87.93,74.14,77.59,12.07,81.03,36.21,60.34,94.83,98.28,50.00,84.48
2105,56.90,74.14,87.93,25.86,87.93,1.72,5.17,53.45,74.14,81.03,1.72,25.86,81.03,25.86,60.34,98.28,53.45
2110,5.17,22.41,15.52,46.55,56.90,91.38,18.97,60.34,63.79,63.79,22.41,84.48,91.38,8.62,84.48,56.90,46.55
2122,39.66,5.17,60.34,43.10,46.55,32.76,81.03,22.41,50.00,60.34,39.66,67.24,39.66,53.45,8.62,36.21,25.86
2130,36.21,36.21,56.90,8.62,32.76,84.48,43.10,36.21,84.48,50.00,50.00,94.83,53.45,81.03,53.45,8.62,36.21
2150,43.10,91.38,29.31,39.66,74.14,98.28,77.59,43.10,5.17,91.38,60.34,81.03,32.76,84.48,63.79,77.59,74.14
2158,98.28,70.69,12.07,22.41,53.45,43.10,67.24,12.07,53.45,8.62,8.62,98.28,46.55,70.69,81.03,84.48,15.52
2164,81.03,67.24,77.59,15.52,63.79,81.03,25.86,94.83,25.86,25.86,63.79,22.41,5.17,36.21,1.72,12.07,18.97
2170,60.34,8.62,18.97,50.00,70.69,36.21,91.38,29.31,36.21,32.76,18.97,18.97,12.07,91.38,12.07,39.66,60.34
2180,87.93,50.00,46.55,70.69,67.24,50.00,50.00,81.03,70.69,70.69,94.83,91.38,84.48,46.55,39.66,91.38,70.69
2185,74.14,84.48,22.41,98.28,5.17,60.34,8.62,18.97,67.24,77.59,32.76,50.00,50.00,39.66,43.10,63.79,56.90
2188,94.83,60.34,25.86,77.59,36.21,18.97,53.45,50.00,18.97,87.93,15.52,15.52,15.52,77.59,67.24,15.52,63.79
2195,15.52,77.59,43.10,18.97,84.48,22.41,36.21,1.72,15.52,29.31,98.28,29.31,36.21,18.97,25.86,87.93,39.66
2198,70.69,46.55,91.38,12.07,15.52,39.66,46.55,46.55,1.72,1.72,25.86,60.34,87.93,67.24,29.31,29.31,94.83
2220,18.97,63.79,53.45,36.21,81.03,77.59,22.41,63.79,56.90,56.90,29.31,74.14,29.31,5.17,50.00,18.97,98.28
2230,1.72,32.76,74.14,60.34,39.66,53.45,63.79,56.90,12.07,84.48,43.10,56.90,98.28,60.34,22.41,22.41,1.72
2240,63.79,56.90,32.76,84.48,60.34,15.52,94.83,5.17,81.03,43.10,67.24,12.07,70.69,12.07,15.52,67.24,91.38
2261,53.45,15.52,36.21,56.90,25.86,63.79,84.48,39.66,22.41,39.66,5.17,8.62,74.14,50.00,77.59,70.69,50.00
2275,46.55,18.97,84.48,5.17,18.97,29.31,32.76,8.62,91.38,94.83,53.45,43.10,1.72,56.90,87.93,43.10,12.07
2282,50.00,43.10,70.69,53.45,22.41,67.24,12.07,67.24,94.83,74.14,84.48,32.76,77.59,98.28,5.17,81.03,77.59
2290,84.48,39.66,81.03,74.14,29.31,5.17,56.90,84.48,8.62,98.28,87.93,77.59,67.24,29.31,74.14,25.86,87.93
