tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
4001942600,95.44,98.24,98.17,44.28,17.00,2.56,57.45,30.24,99.17,99.77,4.49,4.36,3.69,30.44,3.96,6.69,87.19,8.28,70.09
4001942700,96.64,99.10,98.30,37.96,48.14,26.18,34.23,0.70,49.14,99.30,92.85,2.03,39.75,75.68,4.76,58.78,67.23,20.66,27.25
4001944000,89.52,97.70,99.04,76.35,19.13,16.60,6.75,1.90,46.14,99.83,11.28,66.43,3.96,97.11,97.70,46.81,7.95,1.50,77.15
4001944100,95.91,99.83,99.30,77.28,9.41,27.11,27.38,17.93,33.23,20.99,32.17,4.76,76.01,2.96,10.15,92.65,41.55,42.88,57.58
4001944201,89.25,97.31,99.17,68.50,11.94,13.41,22.06,2.56,95.51,99.90,1.83,83.00,5.95,20.39,43.08,79.14,43.75,43.88,40.35
4001944202,95.58,99.43,99.10,76.81,20.13,23.25,37.89,13.27,60.98,84.53,19.86,25.25,69.36,13.47,47.07,95.84,16.27,2.36,77.35
4001944300,98.90,99.30,98.50,70.03,62.31,9.95,38.69,0.43,33.97,70.96,97.17,13.67,85.86,50.00,1.50,97.04,80.07,5.02,70.56
4001944901,92.85,99.17,97.90,76.48,29.51,85.20,16.80,2.30,8.28,98.44,88.79,56.72,6.62,64.44,71.69,85.00,47.87,56.85,21.06
4001944902,97.11,99.23,96.64,76.68,53.73,12.41,39.95,1.70,16.00,83.67,97.77,40.02,56.52,24.38,77.94,91.52,57.25,23.79,36.16
4001945001,86.59,99.04,98.90,78.14,30.17,49.07,13.54,3.16,29.17,98.10,70.83,52.79,1.63,89.25,77.48,18.33,3.09,28.64,5.36
4001945002,89.65,99.57,98.10,80.07,13.67,29.91,10.94,5.62,10.68,89.79,90.45,65.17,12.67,83.93,78.01,24.18,26.25,37.69,25.45
4001945100,91.12,98.44,98.70,79.81,8.28,65.50,20.92,2.36,3.56,97.57,91.38,82.60,1.10,18.00,95.18,40.95,81.07,96.64,8.55
4001970200,43.35,96.37,34.96,78.41,62.44,84.53,6.15,0.63,2.10,1.16,83.27,1.03,76.21,29.17,4.09,8.75,8.82,87.92,84.20
4001970300,66.37,94.38,35.96,79.94,55.72,98.84,11.41,1.83,5.02,40.55,11.61,1.96,10.61,7.95,4.36,75.75,9.81,98.50,80.21
4001970501,59.31,94.51,55.39,82.47,16.07,90.25,5.76,1.23,7.49,4.29,5.36,27.71,80.74,86.73,29.51,25.25,73.75,94.84,55.26
4001970502,54.19,96.77,35.56,81.80,81.74,82.34,13.94,1.63,8.08,1.90,75.95,7.02,92.65,91.92,43.41,58.05,14.07,66.23,29.91
4003000100,61.78,94.58,4.89,98.24,79.94,95.18,27.64,6.02,0.23,11.48,97.24,24.58,61.78,93.91,64.17,55.32,77.08,91.98,96.17
4003000201,73.29,89.99,11.61,96.91,18.73,95.58,40.09,15.40,1.76,23.99,86.66,67.96,91.78,99.57,8.68,33.63,96.51,86.19,95.18
4003000202,66.83,88.12,11.74,98.64,18.00,92.45,23.65,25.65,2.43,8.75,67.30,68.70,67.70,16.27,6.42,10.08,57.78,16.80,81.07
4003000203,50.53,95.44,7.09,97.97,81.40,94.31,42.22,21.26,0.96,5.36,95.84,47.74,85.00,97.90,87.59,66.83,41.62,91.85,65.90
4003000301,50.47,91.65,5.49,98.50,57.19,44.34,33.83,56.25,2.96,2.96,79.87,62.57,61.24,3.83,91.38,27.91,86.93,83.53,64.97
4003000302,18.06,82.00,17.73,95.91,77.41,97.17,39.89,28.64,32.30,79.47,67.63,62.11,2.16,76.35,71.62,87.13,87.06,63.77,58.72
4003000303,38.56,93.58,11.68,94.18,85.13,98.10,30.37,17.80,5.22,6.82,81.14,69.43,55.12,71.96,91.12,95.38,78.54,84.40,80.47
4003000400,44.15,94.31,5.56,98.37,79.01,93.85,25.18,12.21,0.30,5.69,93.78,90.65,78.01,84.73,93.11,98.24,42.22,62.51,88.39
4003000500,77.61,78.14,44.68,87.52,99.83,99.90,7.75,2.16,20.39,5.89,99.90,0.90,14.07,10.01,1.70,29.31,98.37,66.03,4.56
4003000600,86.79,83.53,7.42,99.70,72.29,98.37,88.19,87.46,79.21,7.15,23.79,0.96,90.85,89.19,0.96,31.44,79.74,94.64,14.74
4003000700,84.60,41.95,15.14,99.90,1.23,83.80,65.70,39.02,5.29,14.34,12.87,65.77,83.80,0.77,22.26,97.90,35.36,0.63,31.30
4003000800,79.01,47.87,23.12,99.77,15.34,83.60,94.44,51.86,1.63,62.57,45.74,61.04,37.36,34.10,2.89,16.87,53.66,27.91,59.51
4003000901,90.65,48.94,3.03,99.97,4.69,23.72,87.52,33.77,3.16,61.11,73.89,37.82,93.71,0.17,27.31,39.75,61.91,92.05,77.94
4003000902,85.33,70.23,4.29,99.83,14.01,39.16,84.33,55.39,6.02,43.15,61.44,44.08,91.85,12.21,3.43,55.46,41.02,93.25,24.78
4003001000,43.48,91.45,10.68,98.30,98.57,99.17,72.75,46.67,8.22,36.63,87.46,45.94,78.21,32.04,93.38,87.46,46.21,33.43,71.22
4003001100,63.44,88.52,4.49,99.63,51.46,81.80,48.40,26.58,1.70,30.97,84.20,88.66,80.61,50.80,95.97,76.48,19.19,11.28,91.25
4003001200,58.78,87.06,5.95,99.57,29.91,80.87,35.43,41.28,1.10,20.06,93.38,88.06,43.81,7.22,79.01,25.58,18.33,89.79,36.23
4003001300,50.33,73.22,23.59,98.04,59.71,41.28,37.29,59.18,14.27,80.27,18.33,92.18,30.77,89.85,92.58,79.74,89.32,76.35,94.44
4003001401,47.34,26.31,92.38,96.57,87.52,99.43,8.62,86.66,97.77,34.96,16.00,64.64,1.23,6.22,18.00,99.63,87.33,86.53,74.55
4003001402,29.11,25.12,95.71,99.10,6.62,68.03,73.15,95.51,56.25,2.50,19.66,59.91,48.80,63.24,17.40,79.21,33.63,91.92,82.93
4003001501,65.10,34.36,55.79,98.84,92.78,37.36,71.69,89.79,48.80,16.40,21.32,41.28,76.48,85.60,38.89,29.64,89.85,55.46,33.10
4003001502,69.56,45.28,46.14,98.90,79.54,39.49,45.41,69.69,72.02,27.05,34.83,81.27,53.06,64.64,40.29,60.05,76.35,29.71,91.98
4003001601,50.67,14.34,61.24,99.30,36.69,22.32,14.01,53.19,45.81,19.79,39.62,92.71,83.33,14.27,42.48,81.80,62.24,15.00,54.39
4003001602,54.06,51.60,41.42,99.43,92.71,13.94,23.52,94.05,14.74,52.99,25.65,52.00,35.56,4.82,70.23,35.56,87.13,46.41,46.01
4003001701,44.34,19.99,70.23,98.70,80.41,65.64,50.47,53.13,19.59,84.00,65.30,94.38,20.99,8.15,42.22,50.13,49.73,50.60,93.71
4003001702,51.13,50.07,47.60,98.97,67.30,51.06,42.35,85.06,21.26,81.87,24.25,72.62,48.60,39.22,84.86,38.82,73.62,72.62,96.71
4003001703,32.30,48.14,53.53,99.50,31.90,19.73,22.65,87.92,33.03,39.02,37.29,78.61,72.42,59.78,13.07,36.76,95.78,94.24,59.05
4003001800,14.27,37.62,54.26,98.17,65.90,53.33,39.09,81.80,31.44,75.68,90.12,14.54,43.88,43.35,63.64,80.47,72.16,66.63,29.77
4003001900,6.22,34.90,59.65,98.57,17.20,59.38,26.91,68.50,45.01,78.68,88.46,46.61,78.48,59.51,88.39,53.66,79.14,62.38,56.39
4003002001,48.07,72.62,17.66,99.37,64.17,53.19,66.43,68.83,77.48,41.22,14.01,75.75,37.03,46.14,85.46,89.99,36.56,11.14,94.24
4003002002,31.30,75.88,22.79,99.17,23.92,62.31,40.69,72.82,64.44,15.14,37.82,51.60,39.29,71.76,41.82,90.25,91.38,68.90,37.69
4003002100,31.64,76.15,9.15,98.77,50.73,64.64,61.11,65.24,42.81,81.20,75.02,39.35,62.71,94.05,40.62,99.30,90.85,25.38,68.23
4005000100,11.74,85.53,73.82,8.42,24.25,57.45,26.58,13.61,75.02,91.78,7.95,30.17,85.66,14.14,10.88,28.98,4.69,81.00,35.76
4005000200,33.70,84.40,63.97,9.55,53.66,53.93,34.10,5.82,49.00,97.50,1.23,90.79,85.13,45.28,4.69,24.32,6.29,60.25,7.88
4005000300,81.87,87.33,67.03,10.55,77.81,27.64,42.08,18.06,75.22,92.98,0.90,59.98,89.39,87.72,54.13,6.95,4.42,91.58,34.83
4005000400,52.93,84.46,81.67,10.41,28.84,19.26,10.28,2.76,82.73,73.15,7.82,78.41,31.57,30.31,7.82,39.95,4.56,58.12,28.04
4005000500,65.97,79.27,60.11,6.22,26.65,94.91,23.32,5.56,76.75,96.44,1.10,54.32,51.00,81.80,9.41,2.56,6.75,13.61,94.71
4005000600,18.46,86.06,78.68,10.75,36.29,38.62,36.69,19.73,50.07,95.58,2.36,60.25,94.58,45.68,7.75,14.01,36.36,70.36,19.13
4005000700,25.38,83.20,76.41,10.61,35.89,52.40,27.91,5.29,61.64,87.52,1.16,88.92,83.53,4.89,8.08,36.29,11.41,65.24,34.63
4005000800,76.28,87.46,79.41,6.95,96.11,96.71,22.26,7.15,90.98,95.04,0.23,93.71,14.94,2.36,84.26,67.03,12.67,86.73,20.79
4005000900,37.43,86.53,85.93,10.88,58.18,67.70,39.42,22.26,66.37,87.72,0.77,85.66,75.42,10.41,6.95,32.63,7.02,68.70,8.48
4005001000,76.08,79.81,71.76,45.14,96.64,0.03,49.27,2.63,56.79,1.03,0.03,96.31,96.64,0.03,91.58,99.04,0.50,74.42,42.35
4005001101,37.56,83.80,79.74,9.68,72.95,77.48,29.04,15.93,78.68,78.08,0.83,78.88,75.28,2.63,2.69,57.78,22.65,93.51,10.48
4005001102,62.38,78.68,86.59,9.21,82.20,37.09,90.85,4.56,12.74,96.64,0.50,94.31,61.44,24.52,5.62,52.06,18.66,22.19,35.63
4005001200,21.19,80.81,55.46,7.62,63.24,80.34,19.33,5.16,62.31,93.18,0.57,89.59,92.98,22.92,4.16,41.42,25.45,84.86,8.75
4005001301,26.25,87.72,57.32,6.42,12.61,77.68,14.14,8.88,80.67,96.71,5.42,21.06,52.00,69.23,19.39,2.36,55.59,96.51,15.60
4005001302,34.56,89.39,63.91,11.41,12.67,36.29,6.49,17.40,39.16,78.81,1.76,39.42,75.75,30.90,14.20,9.95,36.69,69.36,21.79
4005001500,23.39,90.65,25.78,30.90,67.43,20.86,20.06,6.55,36.63,89.06,4.96,46.07,58.32,76.81,21.12,65.83,3.63,83.93,37.16
4005001600,21.59,95.71,14.34,14.87,70.03,19.46,46.01,31.57,3.83,6.29,16.33,27.64,98.84,77.74,18.13,91.72,1.83,83.47,11.41
4005001700,53.79,93.85,27.38,4.56,44.88,81.40,12.48,12.94,3.36,20.53,12.67,83.80,89.92,24.32,47.14,21.26,8.68,37.36,92.45
4005002000,52.20,96.97,34.30,2.56,38.96,44.74,6.55,1.76,0.50,7.82,19.06,63.64,97.84,92.45,16.33,12.81,38.02,98.70,21.66
4005002100,68.96,97.17,91.85,3.23,29.04,86.39,10.81,4.89,21.92,60.71,14.07,49.67,73.22,50.73,0.63,3.96,6.15,81.74,40.09
4005002200,36.96,86.99,64.04,4.03,76.08,46.21,25.38,1.50,98.57,53.86,8.22,23.32,87.46,58.32,7.62,46.07,2.83,77.15,13.41
4005002300,45.21,96.51,25.32,2.63,89.72,95.51,18.53,2.83,0.63,32.24,78.28,83.60,93.98,77.41,37.82,69.89,3.23,30.71,77.54
4005942201,96.44,99.63,97.37,8.15,27.58,23.79,64.44,64.64,91.52,83.93,81.47,34.17,78.41,88.52,0.90,51.06,85.73,37.89,6.42
4005942202,99.10,99.37,97.64,9.48,20.66,5.82,60.05,23.52,85.46,66.50,89.45,11.94,66.23,10.88,3.16,33.30,95.91,78.74,11.01
4005944900,82.93,97.77,99.77,12.87,6.15,11.14,61.24,24.92,11.34,98.64,85.86,93.65,6.95,2.10,48.34,52.33,19.06,3.03,23.85
4005945000,95.24,98.64,96.57,6.89,14.74,6.62,22.52,3.76,6.29,93.65,99.10,93.85,14.20,7.62,22.59,64.11,98.44,43.95,15.74
4005945100,91.32,97.50,96.71,35.96,25.72,1.36,78.28,59.12,98.97,99.70,69.83,50.86,5.56,25.78,1.16,53.59,90.72,29.91,9.55
4005945200,82.00,97.64,99.43,9.41,7.29,30.90,9.55,3.49,22.65,99.63,95.31,98.44,4.16,11.14,43.68,71.09,14.60,2.43,13.94
4007000100,18.53,92.25,12.48,42.48,82.87,54.13,72.29,77.54,95.24,30.31,12.08,0.63,92.91,76.08,1.36,68.76,24.78,57.72,33.90
4007000200,31.50,93.38,13.34,52.99,75.22,74.48,30.71,22.65,30.57,32.10,5.76,12.87,63.77,81.27,36.09,76.41,23.25,35.36,77.81
4007000301,38.02,92.45,11.54,54.52,62.97,16.67,22.32,13.47,12.94,33.97,13.94,33.17,47.41,91.52,62.51,81.74,12.74,48.40,48.14
4007000302,29.71,91.38,11.08,52.73,49.27,46.07,20.26,21.72,9.15,50.73,13.27,40.49,16.67,27.05,73.29,47.94,81.27,62.11,92.12
4007000400,24.78,90.39,18.20,49.14,69.49,50.80,29.97,26.78,6.62,81.74,22.59,17.53,68.16,52.53,22.52,69.29,33.23,94.91,15.27
4007000500,43.08,93.18,16.53,50.53,76.41,82.40,35.56,31.30,24.25,57.12,14.20,21.72,24.98,87.26,8.82,67.23,64.97,97.97,42.02
4007000600,38.62,94.11,12.08,75.35,62.38,27.91,23.19,24.52,7.09,27.64,10.28,37.76,57.52,9.75,92.98,40.35,7.55,40.15,98.90
4007000700,30.90,96.11,6.29,51.86,92.51,98.50,18.40,3.89,1.16,17.00,84.66,39.95,73.09,96.91,96.44,93.11,35.43,76.15,64.11
4007000800,70.03,88.19,6.62,76.95,66.03,96.17,58.38,30.77,24.12,27.51,5.22,26.18,43.61,77.94,44.54,2.76,76.28,45.68,9.02
4007000900,66.77,85.86,18.13,79.08,35.23,86.26,65.24,38.36,13.01,13.87,7.88,32.17,36.83,35.43,44.48,0.37,48.87,74.22,18.13
4007001000,57.78,88.72,8.22,77.35,48.27,91.25,31.64,21.59,11.48,47.21,11.74,18.26,9.68,17.93,37.69,1.03,75.42,90.65,12.94
4007001100,61.11,88.92,21.39,79.47,58.85,76.55,37.09,32.63,13.14,31.44,8.35,65.37,48.74,83.40,30.64,6.42,22.72,9.08,4.36
4007001200,57.32,88.59,26.65,78.61,67.50,92.05,26.85,39.55,12.87,67.17,24.32,44.15,26.11,57.25,68.10,7.88,65.57,63.64,50.13
4007001300,68.63,94.98,4.56,80.41,51.73,97.50,52.73,50.33,2.76,0.83,86.26,15.27,98.04,79.41,7.42,15.14,0.83,4.82,2.50
4007940200,94.64,97.57,97.17,94.71,35.70,3.16,83.33,94.71,99.77,76.68,21.46,66.10,6.22,5.42,94.58,21.92,69.69,54.59,7.55
4007940400,96.04,97.37,97.84,88.06,71.09,11.21,91.38,72.49,99.37,12.94,96.97,44.48,16.00,47.54,92.38,34.23,90.39,90.72,16.33
4009940500,99.17,97.90,97.44,97.70,44.41,4.29,84.20,85.80,99.83,2.36,86.99,32.90,35.50,92.51,94.84,68.36,61.24,17.60,37.89
4009961100,50.80,87.86,36.29,93.91,14.54,89.65,15.87,15.60,33.10,7.62,5.49,49.53,53.39,61.24,71.76,12.87,82.93,68.16,85.26
4009961201,57.19,89.25,59.38,97.31,50.80,85.66,18.80,13.54,51.80,2.43,0.63,95.11,72.75,90.45,18.20,95.91,72.29,80.54,63.91
4009961202,45.61,84.00,26.18,93.65,40.35,97.97,21.39,12.34,33.37,24.45,15.40,30.04,47.54,14.60,63.97,0.57,73.55,30.97,34.96
4009961300,69.83,86.93,29.91,97.57,58.32,79.81,31.24,35.56,66.63,0.96,4.22,9.21,79.94,1.96,34.17,8.02,80.14,52.06,44.41
4009961400,46.61,77.88,43.15,97.17,15.87,76.81,19.53,7.88,18.13,5.16,18.80,54.39,74.35,46.74,9.35,4.42,34.83,15.07,13.74
4009961500,54.59,89.65,26.78,97.90,28.31,93.78,21.59,21.19,22.19,3.43,11.34,18.80,55.06,40.15,69.83,3.83,53.33,8.35,93.91
4009961600,73.35,70.96,69.23,78.08,99.37,99.83,28.31,30.11,35.10,97.11,95.97,1.76,0.83,1.03,0.77,78.48,55.39,4.16,92.71
4009961700,68.43,81.00,41.35,87.19,86.93,99.50,19.19,34.96,42.48,68.63,26.71,1.63,11.94,21.99,2.03,1.50,98.50,14.20,75.68
4011960100,71.16,90.32,28.31,85.93,85.86,99.04,12.41,3.63,11.01,8.88,43.61,5.62,73.49,96.44,0.70,0.10,11.01,4.42,4.29
4011960200,46.67,87.66,66.37,96.44,5.76,98.77,6.02,6.09,5.89,9.55,69.89,32.04,87.59,45.81,6.09,0.23,71.49,2.03,51.13
4011960300,61.71,95.64,14.01,98.44,59.51,96.51,13.47,7.22,2.16,0.50,24.85,23.45,86.53,59.85,90.32,13.74,77.94,26.91,89.52
4012020100,63.31,94.05,0.10,4.22,49.93,64.30,51.13,56.85,0.10,3.23,99.17,68.30,55.26,20.13,85.13,51.80,30.44,43.48,38.22
4012020201,48.40,93.98,2.43,2.83,75.88,90.05,49.67,67.83,3.76,4.76,83.53,95.18,54.59,29.84,97.31,77.48,79.47,59.05,50.00
4012020202,12.74,94.44,2.36,3.43,50.40,55.79,25.72,80.67,2.83,3.96,98.10,82.00,52.13,19.39,66.03,40.88,57.92,11.21,86.13
4012020501,57.05,93.11,0.96,3.36,78.88,98.44,68.83,83.87,3.29,43.81,99.30,55.19,4.49,4.96,70.16,48.80,65.24,93.71,97.37
4012020502,40.75,94.71,0.03,3.49,84.33,60.58,69.03,93.25,4.96,5.82,97.31,38.29,4.42,30.24,91.25,7.62,98.24,92.58,46.54
4012020602,66.23,82.40,4.96,3.29,70.96,96.04,96.57,98.17,53.13,6.49,89.25,62.64,60.98,94.78,40.95,0.63,98.64,96.57,1.03
4012940200,73.42,92.32,49.67,3.16,25.05,88.72,32.83,84.60,10.94,8.15,98.30,98.24,50.73,17.13,47.54,11.08,31.90,71.82,26.85
