tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
31001965400,7.10,54.07,67.52,29.45,43.84,86.84,41.95,80.40,79.45,39.30,47.44,51.61,64.87,72.63,17.52,90.62,43.66,44.22,61.27
31001965500,41.76,49.34,59.56,37.03,25.47,76.99,81.16,62.59,84.94,51.23,74.53,48.96,76.80,9.75,44.41,38.54,35.89,44.60,23.20
31001965600,67.71,51.42,28.12,13.54,71.69,77.75,80.59,82.67,80.59,62.59,97.82,30.40,31.72,0.09,80.97,54.45,22.44,84.75,36.65
31001965700,85.32,61.46,49.34,11.27,48.58,59.00,98.20,28.50,91.19,59.94,84.75,21.69,80.97,84.56,68.09,1.99,97.82,29.07,83.81
31001965800,69.22,60.51,57.10,13.16,64.49,78.12,74.15,41.38,77.18,51.80,7.86,62.41,47.25,8.24,23.77,3.50,39.49,9.56,97.44
31001965900,40.25,50.66,66.76,22.25,34.94,68.47,68.28,85.51,66.00,38.54,75.85,76.23,79.07,37.22,38.35,65.06,79.26,66.57,26.04
31001966000,74.15,71.69,45.55,12.22,54.07,92.33,67.71,63.35,77.56,72.25,79.45,48.77,7.86,34.19,29.45,5.59,14.11,17.52,90.06
31001966100,87.03,94.79,43.28,7.10,13.35,69.22,96.69,45.74,33.43,41.19,96.50,94.03,34.94,78.31,80.78,49.15,6.91,73.77,96.12
31001966200,25.66,63.92,59.94,18.47,32.29,94.03,49.53,80.78,62.41,28.31,55.40,53.88,26.61,11.84,26.80,47.63,19.03,16.57,31.72
31003979600,46.50,90.62,49.72,74.53,88.16,19.79,4.26,32.29,20.93,87.97,29.83,20.17,35.13,69.03,84.56,85.13,31.72,12.78,38.73
31003979700,29.45,85.32,14.30,73.20,54.26,12.59,23.20,23.96,16.95,81.53,72.06,8.43,82.10,87.97,43.28,57.67,47.63,81.91,51.61
31003979800,28.50,89.87,23.96,76.04,60.51,17.90,16.38,44.98,9.75,77.18,32.67,19.98,48.20,60.13,35.89,91.00,63.92,97.06,54.83
31005958300,19.60,87.78,18.28,71.69,61.27,14.87,54.45,75.09,93.28,53.31,52.75,10.51,50.47,31.72,87.97,88.54,7.67,78.50,87.97
31007954000,38.35,97.25,16.95,83.62,27.18,9.38,70.55,89.68,98.20,3.69,90.44,4.26,55.59,57.67,57.48,92.52,83.05,10.70,64.87
31009972400,35.70,91.19,21.12,57.10,94.22,29.45,10.13,51.80,74.72,56.34,12.78,25.09,2.18,96.31,99.53,79.07,41.95,4.07,29.07
31011960100,16.19,80.40,40.25,61.46,69.22,51.23,7.67,54.07,32.29,82.67,27.94,9.56,68.66,37.41,41.00,58.81,55.59,32.67,36.46
31011960200,15.25,88.35,22.82,69.22,18.84,16.19,48.96,48.01,6.53,67.52,28.69,28.50,50.66,26.80,68.47,68.28,52.75,61.46,43.28
31013951100,15.62,92.33,22.44,94.22,62.97,3.88,25.47,62.22,94.03,18.28,90.62,22.06,55.78,43.66,21.88,15.25,9.75,5.78,71.50
31013951200,17.90,84.94,51.61,78.31,87.41,6.72,6.91,59.56,94.79,24.53,78.69,80.97,88.73,62.22,33.43,1.23,52.94,39.87,63.35
31013951300,69.03,95.74,25.85,98.77,95.74,41.19,49.15,65.62,95.36,13.73,85.70,70.93,62.97,82.86,39.87,1.61,88.16,20.93,53.50
31015975800,24.72,97.44,12.59,91.19,89.11,6.34,3.13,14.49,6.72,59.38,40.62,29.07,15.06,81.16,50.47,89.87,65.81,18.84,47.63
31017975000,39.87,95.17,9.38,66.76,77.56,2.18,32.29,16.19,24.15,41.00,4.64,29.64,34.00,84.00,52.56,11.46,46.88,33.43,45.93
31019968900,22.82,75.85,48.58,40.06,44.22,72.63,38.54,88.35,70.74,67.33,33.81,6.16,88.16,45.36,44.60,74.15,59.75,60.13,75.09
31019969000,19.41,58.43,79.26,41.57,47.63,75.47,42.33,82.48,89.49,64.87,24.72,65.62,38.16,29.26,45.55,26.80,19.41,52.18,52.18
31019969100,73.58,71.50,86.65,39.49,27.94,69.98,60.70,83.62,84.19,81.72,41.19,77.56,59.75,42.33,60.32,67.33,28.69,42.33,97.63
31019969202,41.57,41.95,46.31,15.62,89.87,53.69,64.49,79.07,94.60,79.64,12.59,66.00,83.81,81.34,40.25,82.10,81.34,62.97,37.03
31019969203,2.94,47.82,60.51,38.16,28.50,55.78,70.74,74.34,85.32,48.20,62.22,84.00,91.57,66.95,37.22,49.53,29.83,53.88,53.88
31019969204,5.97,49.15,63.92,35.32,49.34,70.17,64.30,69.03,90.06,42.71,53.12,87.22,82.48,41.19,61.08,94.03,69.03,69.98,74.91
31019969300,67.52,60.70,57.48,16.38,63.16,76.23,69.79,67.14,93.47,96.88,73.01,53.69,75.28,17.14,6.72,13.73,50.85,56.34,79.83
31019969400,59.56,48.96,36.46,13.35,72.25,24.34,90.25,66.57,80.40,32.67,4.45,77.75,41.76,35.89,67.90,66.38,93.09,68.66,87.41
31019969500,72.63,54.64,16.38,5.97,81.72,55.97,90.81,22.25,97.06,89.68,15.62,47.25,70.74,88.35,30.97,83.24,49.15,26.99,6.91
