tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
37001020100,70.62,62.38,25.49,13.50,53.22,46.27,28.68,81.55,5.86,54.70,35.76,89.42,23.82,27.52,93.12,73.26,7.20,58.22,98.17
37001020200,92.62,70.07,58.68,4.00,48.17,51.32,84.65,11.46,27.80,65.02,7.01,52.99,92.62,11.64,17.66,34.84,1.13,29.10,95.95
37001020300,92.06,74.70,92.38,10.76,60.02,28.91,82.29,0.44,12.62,33.96,41.04,73.22,30.72,33.12,14.42,16.18,2.62,71.78,23.22
37001020400,93.82,74.42,37.48,16.97,68.12,51.69,81.18,2.06,19.24,43.82,73.40,11.04,22.94,54.51,96.92,89.24,34.79,17.57,99.70
37001020501,75.39,58.03,77.34,5.86,43.08,31.23,73.17,17.48,12.29,36.78,16.64,82.01,29.00,32.34,95.81,86.88,54.24,30.12,98.82
37001020502,91.69,72.01,90.02,32.52,84.19,43.03,54.88,27.29,9.98,28.63,55.02,68.77,36.27,9.56,17.99,32.25,57.48,80.67,97.62
37001020601,1.55,47.34,50.62,27.94,70.72,33.96,72.48,64.24,7.20,4.42,69.00,77.06,90.67,29.61,60.90,68.96,55.86,56.32,49.24
37001020602,9.05,59.19,25.12,3.87,43.50,27.71,81.23,54.33,7.15,20.49,49.05,54.79,73.68,16.64,80.39,6.13,21.60,82.48,40.25
37001020701,31.41,48.50,51.13,7.71,51.32,31.83,75.76,29.79,9.65,10.02,42.06,42.71,70.02,70.21,61.78,9.00,33.96,73.73,98.45
37001020702,63.82,69.42,46.18,11.55,59.84,27.01,61.97,89.61,17.34,19.56,28.82,72.01,1.64,24.19,42.20,39.24,80.62,23.82,17.57
37001020801,59.75,59.14,71.78,10.90,67.80,42.01,95.21,20.35,70.07,28.45,2.15,15.63,26.04,12.62,12.11,33.08,20.62,23.31,61.00
37001020802,91.37,65.25,61.55,8.96,58.73,47.25,47.62,52.48,6.69,49.14,34.51,44.47,93.73,38.08,41.46,57.48,7.75,48.22,71.64
37001020901,71.92,81.13,96.27,21.13,53.03,23.31,69.28,7.25,3.26,70.21,39.42,59.98,6.50,15.21,94.10,68.68,5.30,25.07,82.43
37001020902,48.63,51.32,79.05,23.08,54.42,40.86,60.49,4.56,13.31,39.79,22.80,73.59,42.71,90.02,90.49,47.29,24.24,23.03,87.11
37001021000,92.25,52.06,53.63,3.40,21.27,39.51,82.34,73.40,3.22,19.24,11.50,56.13,82.43,27.29,71.13,90.35,12.52,48.96,96.00
37001021101,53.22,48.87,37.85,34.10,77.38,46.13,44.19,67.06,16.97,11.37,50.12,65.76,13.63,76.18,93.22,37.20,76.92,24.70,46.69
37001021102,48.26,36.37,28.59,15.35,64.79,54.38,53.91,47.43,10.62,26.69,17.48,25.25,45.25,18.26,48.08,47.66,17.25,19.70,93.36
37001021201,76.27,53.96,85.21,26.04,74.47,35.21,66.83,18.12,6.46,20.25,47.94,18.59,10.25,37.99,94.98,73.68,6.74,7.38,95.07
37001021204,35.67,52.15,76.37,50.53,84.38,49.88,55.53,40.49,5.67,29.28,42.29,22.66,21.23,39.33,11.92,68.17,50.02,55.39,75.12
37001021205,29.42,63.54,15.72,42.38,81.23,67.34,54.42,43.36,15.76,60.90,42.01,46.74,17.38,63.45,24.65,44.38,84.65,28.03,66.55
37001021206,53.08,67.62,52.94,45.90,79.56,68.45,64.47,2.11,6.50,79.10,48.96,19.00,44.65,50.07,69.56,75.30,31.13,17.80,84.24
37001021207,28.96,39.88,34.98,25.21,71.13,63.03,58.12,20.39,7.66,49.28,16.23,42.75,57.43,22.34,58.36,19.19,16.09,57.34,20.16
37001021300,50.25,35.02,38.31,40.44,90.95,51.37,78.50,38.50,35.39,8.87,59.38,38.12,44.98,50.58,80.76,42.80,28.13,47.43,84.56
37001021400,50.44,9.61,43.36,12.52,73.68,58.82,51.09,51.04,39.47,28.87,1.87,91.83,60.81,80.39,35.39,58.36,43.26,10.62,75.21
37001021500,28.08,30.58,78.26,42.11,88.68,48.54,64.79,52.52,10.16,20.21,50.58,17.57,58.77,79.00,87.11,45.90,47.15,46.60,78.77
37001021600,54.51,56.23,42.52,42.34,81.92,90.81,32.43,35.16,7.11,93.50,2.48,13.73,4.33,92.29,1.00,33.73,88.77,96.27,35.12
37001021701,1.78,50.81,23.82,4.65,42.66,29.42,84.70,34.05,12.89,11.92,46.60,84.10,90.49,12.57,84.56,15.76,28.87,80.44,57.52
37001021702,18.68,75.25,36.50,41.41,74.24,77.01,30.95,78.45,1.83,93.77,31.23,21.78,59.42,10.95,79.05,26.09,79.61,55.95,21.18
37001021703,34.61,87.52,69.19,31.00,77.01,46.74,97.57,83.91,93.50,63.17,1.18,10.76,6.00,36.60,58.31,64.00,73.96,50.62,91.64
37001021801,19.75,25.81,64.47,52.20,80.62,57.01,49.47,70.95,9.93,35.02,32.29,25.49,55.90,61.97,49.47,57.25,60.76,41.41,54.10
37001021802,34.28,21.60,68.17,54.51,83.59,67.48,29.65,81.60,11.41,55.44,15.63,7.94,70.67,65.35,39.10,86.97,78.03,37.57,79.79
37001021803,40.58,20.39,68.59,27.01,57.85,46.23,61.60,22.89,23.96,34.19,14.75,22.25,66.64,70.76,67.85,51.13,11.78,42.34,91.23
37001021901,25.58,33.96,47.71,55.67,85.16,58.26,43.26,72.75,25.16,40.25,28.96,64.61,41.37,33.82,57.94,58.77,75.81,39.00,59.70
37001021902,35.25,29.28,79.24,66.50,86.74,44.42,22.20,86.41,11.23,20.76,45.12,31.97,20.62,84.70,50.02,47.80,23.36,66.18,51.00
37001022001,45.21,42.01,78.82,40.95,78.17,38.45,62.66,53.54,26.69,26.27,27.66,61.50,34.56,61.88,49.42,60.21,70.72,86.09,81.13
37001022002,40.02,39.79,63.59,28.03,61.64,38.59,81.64,6.04,15.63,32.48,31.50,51.23,39.93,35.72,13.40,62.20,10.76,78.77,44.14
37003040100,41.27,8.36,67.15,14.70,59.42,90.72,70.44,23.59,43.12,76.88,14.05,4.51,91.46,49.38,12.25,50.25,64.75,11.09,43.40
37003040200,30.49,9.84,81.97,44.65,84.56,91.83,27.06,82.34,42.20,19.00,36.00,44.65,78.63,39.38,23.96,7.66,51.55,32.85,37.75
37003040300,45.02,7.34,54.61,22.34,62.06,94.70,40.86,41.09,66.64,39.61,14.42,58.63,92.01,25.95,50.81,40.81,54.47,65.67,61.41
37003040400,52.15,16.09,52.25,27.43,69.75,95.58,52.15,24.88,66.60,46.04,21.46,42.52,79.79,42.29,24.33,2.48,17.11,11.92,41.37
37003040500,72.94,21.04,89.28,34.19,62.01,90.02,33.82,57.29,30.21,62.25,13.36,31.83,45.02,11.46,16.27,43.08,7.06,9.10,97.25
37003040600,50.72,26.83,95.30,82.57,97.29,88.59,24.00,98.82,69.61,5.07,46.41,9.33,56.27,39.88,6.97,22.25,19.28,6.87,55.76
