tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
55001950100,5.93,77.82,16.43,13.55,21.82,45.97,29.44,89.25,85.30,43.75,59.27,98.96,44.03,84.72,92.49,6.36,26.92,65.67,89.40
55001950201,42.24,90.12,17.94,24.26,22.68,39.94,24.26,78.90,62.08,93.64,90.19,98.09,78.11,40.58,85.30,26.49,68.91,71.28,81.92
55001950202,57.55,97.66,31.60,5.72,7.01,34.90,52.23,96.59,59.13,88.89,78.32,97.88,43.46,85.15,58.41,68.33,90.55,25.84,38.43
55001950400,68.12,93.35,22.47,26.13,20.60,24.48,27.28,72.93,18.80,91.27,86.88,94.72,71.35,47.84,40.15,64.02,93.21,14.63,42.31
55001950501,53.67,96.87,33.11,18.94,4.71,48.85,68.84,96.15,53.88,93.06,73.36,97.45,34.40,47.70,78.25,37.63,49.93,38.14,9.74
55001950502,71.71,96.80,82.42,25.49,50.58,27.57,99.17,97.38,49.35,91.91,66.18,69.77,47.56,4.28,52.88,1.47,55.46,55.18,72.72
55001950700,40.80,79.40,29.65,11.68,46.33,30.23,37.20,57.55,45.40,79.19,61.57,90.98,62.87,89.18,75.81,4.21,60.14,30.66,79.19
55003940000,81.56,99.75,5.36,95.58,99.75,99.68,70.78,60.57,33.47,13.77,33.39,98.45,1.19,8.52,2.55,77.39,44.82,80.41,34.18
55003950300,40.87,87.17,9.02,95.79,89.04,80.48,37.28,11.75,68.26,7.58,71.14,26.49,81.06,1.83,12.26,25.63,91.91,3.99,8.81
55003950400,22.54,91.34,7.30,91.84,55.46,84.72,3.92,20.24,88.39,8.73,70.13,56.83,52.80,11.61,73.72,39.72,66.68,58.55,17.72
55003950500,28.29,92.70,27.50,80.77,91.98,12.19,95.15,17.94,63.59,5.14,91.62,28.72,84.58,11.25,19.30,35.05,79.04,26.56,61.07
55003950600,33.32,97.52,11.04,77.39,48.35,38.93,36.27,54.82,77.46,22.03,89.68,72.14,80.77,16.57,36.99,50.14,57.19,18.66,20.88
55003950700,29.73,98.60,16.50,67.18,16.50,26.99,39.07,79.48,79.76,26.49,86.30,59.85,77.68,44.90,58.48,34.54,33.54,18.01,28.50
