county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
38001,27.36,76.42,91.51,19.81,97.17,29.25,89.62,63.21,97.17,83.96,6.60,80.19,97.17,8.49,51.89,31.13,19.81
38003,29.25,34.91,85.85,10.38,36.79,21.70,50.00,46.23,53.77,21.70,53.77,38.68,59.43,50.00,4.72,10.38,59.43
38005,95.28,17.92,53.77,40.57,23.58,87.74,10.38,61.32,44.34,27.36,0.94,2.83,72.64,4.72,82.08,82.08,46.23
38007,48.11,82.08,0.94,76.42,95.28,59.43,4.72,25.47,91.51,59.43,14.15,29.25,95.28,97.17,57.55,63.21,72.64
38009,36.79,59.43,23.58,14.15,29.25,89.62,42.45,78.30,82.08,85.85,46.23,42.45,16.04,72.64,95.28,2.83,29.25
38011,44.34,50.00,16.04,61.32,85.85,2.83,95.28,93.40,16.04,6.60,50.00,17.92,91.51,68.87,61.32,27.36,48.11
38013,70.75,83.96,4.72,87.74,21.70,91.51,65.09,8.49,23.58,70.75,48.11,0.94,48.11,87.74,53.77,21.70,0.94
38015,40.57,85.85,87.74,8.49,65.09,23.58,85.85,16.04,38.68,12.26,55.66,31.13,55.66,65.09,74.53,33.02,21.70
38017,68.87,97.17,99.06,74.53,59.43,63.21,46.23,27.36,61.32,40.57,65.09,66.98,66.98,74.53,16.04,51.89,33.02
38019,0.94,51.89,34.91,16.04,4.72,74.53,66.98,6.60,65.09,23.58,87.74,82.08,63.21,38.68,89.62,65.09,78.30
38021,50.00,36.79,89.62,63.21,74.53,16.04,21.70,70.75,4.72,46.23,51.89,57.55,31.13,93.40,72.64,83.96,12.26
38023,17.92,44.34,55.66,78.30,53.77,97.17,97.17,66.98,99.06,8.49,57.55,72.64,68.87,61.32,68.87,55.66,36.79
38025,89.62,78.30,21.70,89.62,78.30,70.75,80.19,10.38,36.79,97.17,61.32,68.87,6.60,14.15,2.83,57.55,91.51
38027,66.98,21.70,59.43,6.60,17.92,34.91,76.42,48.11,25.47,19.81,76.42,21.70,83.96,55.66,29.25,93.40,89.62
38029,61.32,2.83,93.40,95.28,87.74,66.98,61.32,57.55,93.40,55.66,16.04,61.32,12.26,70.75,65.09,91.51,87.74
38031,19.81,33.02,61.32,21.70,33.02,40.57,70.75,19.81,46.23,10.38,36.79,53.77,61.32,83.96,34.91,99.06,25.47
38033,76.42,57.55,36.79,0.94,91.51,38.68,99.06,72.64,2.83,99.06,17.92,48.11,23.58,99.06,42.45,70.75,95.28
38035,87.74,93.40,97.17,59.43,19.81,85.85,14.15,89.62,80.19,76.42,23.58,14.15,53.77,91.51,36.79,66.98,40.57
38037,42.45,10.38,65.09,57.55,93.40,42.45,74.53,65.09,68.87,80.19,59.43,36.79,87.74,27.36,25.47,53.77,23.58
38039,12.26,16.04,66.98,29.25,48.11,76.42,25.47,33.02,27.36,36.79,91.51,91.51,17.92,33.02,27.36,68.87,44.34
38041,59.43,12.26,51.89,65.09,83.96,19.81,93.40,95.28,14.15,48.11,89.62,44.34,50.00,19.81,66.98,19.81,70.75
