county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
21001,38.75,62.92,72.92,20.42,56.25,52.08,48.75,55.42,46.25,2.92,44.58,87.92,25.42,45.42,41.25,23.75,25.42
21003,48.75,64.58,61.25,1.25,77.92,30.42,49.58,74.58,2.08,26.25,11.25,73.75,42.08,8.75,87.92,20.42,30.42
21005,78.75,3.75,80.42,62.92,31.25,58.75,12.08,42.92,37.92,80.42,77.08,63.75,21.25,11.25,85.42,92.92,44.58
21007,72.08,42.92,94.58,64.58,89.58,82.08,42.08,50.42,11.25,37.08,29.58,43.75,59.58,43.75,0.42,66.25,23.75
21009,57.92,74.58,70.42,33.75,72.92,83.75,44.58,71.25,67.08,48.75,64.58,77.92,52.08,78.75,67.08,85.42,22.92
21011,29.58,26.25,12.08,27.08,58.75,37.92,25.42,26.25,67.92,35.42,16.25,34.58,71.25,57.92,43.75,19.58,38.75
21013,6.25,87.92,42.08,37.92,7.08,64.58,16.25,83.75,72.08,8.75,49.58,67.92,57.08,12.92,50.42,82.92,56.25
21015,97.92,4.58,8.75,74.58,37.08,82.92,65.42,86.25,17.08,62.08,2.08,13.75,32.08,22.92,12.08,48.75,9.58
21017,87.08,66.25,24.58,5.42,27.08,7.08,97.92,46.25,94.58,90.42,87.92,86.25,87.92,67.08,94.58,52.08,0.42
21019,61.25,13.75,57.08,86.25,6.25,62.08,82.92,12.92,21.25,65.42,76.25,96.25,88.75,97.08,65.42,40.42,81.25
21021,81.25,51.25,71.25,69.58,40.42,45.42,62.92,47.92,69.58,16.25,47.92,93.75,55.42,97.92,78.75,12.08,51.25
21023,44.58,5.42,52.92,76.25,20.42,24.58,64.58,40.42,68.75,58.75,92.92,9.58,22.92,25.42,57.92,88.75,53.75
21025,9.58,58.75,22.08,67.08,16.25,53.75,34.58,76.25,56.25,33.75,59.58,50.42,73.75,72.92,13.75,7.92,47.92
21027,41.25,28.75,63.75,19.58,70.42,16.25,17.08,53.75,34.58,78.75,2.92,3.75,79.58,83.75,57.08,22.92,62.92
21029,77.08,2.92,64.58,61.25,80.42,55.42,7.92,78.75,48.75,59.58,42.92,33.75,35.42,23.75,92.92,56.25,82.08
21031,47.08,63.75,75.42,21.25,88.75,40.42,93.75,92.08,78.75,11.25,87.08,37.92,42.92,2.92,66.25,97.92,40.42
21033,56.25,50.42,92.92,41.25,35.42,52.92,11.25,30.42,55.42,67.08,97.92,22.92,70.42,86.25,36.25,98.75,16.25
21035,84.58,93.75,76.25,56.25,32.92,97.92,47.92,98.75,0.42,5.42,98.75,6.25,54.58,91.25,15.42,37.92,54.58
21037,89.58,6.25,47.08,81.25,10.42,69.58,70.42,11.25,13.75,34.58,84.58,36.25,38.75,3.75,17.92,38.75,48.75
21039,52.92,71.25,93.75,34.58,87.08,91.25,83.75,41.25,6.25,88.75,82.08,52.92,17.08,42.92,2.08,1.25,15.42
21041,64.58,77.08,1.25,22.92,83.75,6.25,94.58,52.92,90.42,86.25,91.25,5.42,36.25,73.75,4.58,17.08,99.58
21043,30.42,18.75,29.58,35.42,24.58,43.75,71.25,10.42,22.08,75.42,52.08,47.08,14.58,79.58,90.42,3.75,17.08
21045,22.08,77.92,57.92,13.75,55.42,66.25,92.08,44.58,32.92,67.92,35.42,74.58,15.42,42.08,7.92,37.08,19.58
21047,93.75,98.75,2.08,93.75,99.58,25.42,1.25,4.58,29.58,70.42,89.58,90.42,1.25,66.25,21.25,60.42,10.42
21049,76.25,23.75,65.42,49.58,22.08,41.25,72.08,42.08,72.92,69.58,41.25,88.75,48.75,41.25,83.75,59.58,2.92
21051,2.92,92.92,7.08,89.58,81.25,9.58,47.08,82.92,84.58,7.08,65.42,71.25,49.58,0.42,7.08,47.08,59.58
21053,21.25,59.58,49.58,9.58,72.08,26.25,22.08,92.92,41.25,39.58,43.75,92.92,2.08,28.75,46.25,27.08,7.92
21055,50.42,68.75,87.08,2.92,74.58,14.58,97.08,67.92,1.25,9.58,27.08,0.42,99.58,1.25,86.25,57.08,58.75
21057,27.92,69.58,91.25,17.92,21.25,29.58,52.92,22.92,2.92,17.92,4.58,97.92,45.42,84.58,9.58,54.58,76.25
21059,87.92,41.25,79.58,59.58,29.58,71.25,39.58,82.08,35.42,43.75,78.75,7.92,37.92,48.75,29.58,68.75,31.25
21061,35.42,35.42,83.75,80.42,57.92,51.25,22.92,96.25,86.25,77.08,66.25,19.58,62.92,17.08,82.08,16.25,80.42
21063,12.08,32.08,18.75,95.42,77.08,2.08,77.08,52.08,24.58,0.42,21.25,55.42,86.25,89.58,18.75,92.08,5.42
21065,3.75,40.42,39.58,44.58,33.75,57.08,21.25,37.92,65.42,89.58,47.08,8.75,82.08,87.92,62.08,95.42,88.75
21067,99.58,96.25,3.75,82.08,1.25,78.75,95.42,90.42,49.58,31.25,7.08,32.92,32.92,76.25,38.75,70.42,37.92
21069,32.92,42.08,13.75,4.58,26.25,21.25,85.42,2.08,7.92,42.08,22.08,17.92,76.25,46.25,72.92,7.08,82.92
21071,13.75,48.75,28.75,45.42,8.75,70.42,56.25,37.08,25.42,41.25,62.08,76.25,75.42,72.08,35.42,58.75,45.42
21073,91.25,72.08,72.08,88.75,2.08,56.25,81.25,13.75,43.75,85.42,9.58,42.08,3.75,12.08,30.42,93.75,98.75
21075,70.42,99.58,95.42,90.42,13.75,4.58,0.42,0.42,96.25,47.08,32.92,25.42,93.75,6.25,72.08,4.58,34.58
21077,82.08,12.92,2.92,3.75,90.42,17.08,62.08,65.42,83.75,27.92,15.42,7.08,4.58,74.58,52.08,31.25,63.75
21079,43.75,25.42,67.92,32.08,44.58,48.75,57.08,48.75,54.58,79.58,51.25,85.42,28.75,36.25,44.58,72.92,79.58
21081,59.58,7.92,6.25,26.25,92.92,67.08,9.58,20.42,85.42,6.25,46.25,11.25,83.75,77.08,56.25,55.42,93.75
21083,79.58,88.75,73.75,7.08,92.08,37.08,69.58,97.92,73.75,92.92,88.75,47.92,84.58,52.08,27.08,33.75,52.92
21085,37.92,44.58,60.42,39.58,94.58,87.08,60.42,27.92,32.08,17.08,17.08,31.25,67.08,29.58,22.92,89.58,37.08
21087,36.25,38.75,87.92,30.42,30.42,32.92,42.92,77.92,75.42,28.75,26.25,32.08,8.75,47.92,92.08,65.42,86.25
21089,53.75,7.08,52.08,73.75,12.92,72.92,75.42,15.42,36.25,87.08,31.25,68.75,89.58,90.42,62.92,35.42,57.08
21091,62.92,8.75,78.75,71.25,84.58,8.75,13.75,84.58,38.75,20.42,77.92,10.42,95.42,87.08,70.42,82.08,62.08
