% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.0,2.38,,,15.4,0.0,12.0,5.3,36.9,11.6,34.2,0.0,2.0,47.8,43.3,24325.0,0.6,0.3,0.3,0,0,2095,20001952600,3.4,98.7
0.0,2.36,,,22.1,0.0,9.5,0.7,36.4,17.3,36.2,0.0,1.3,47.6,47.3,19688.0,3.8,0.2,0.0,0,0,2065,20001952700,10.4,96.0
0.9,2.43,37.9247427,-95.4035548,14.3,5.5,13.2,6.9,30.5,8.2,41.3,0.0,2.7,49.8,33.9,19226.0,3.4,1.1,0.6,6,1.49365197908887,4017,20001952800,5.0,88.4
0.5,2.14,,,18.5,0.8,12.0,7.2,34.7,12.9,33.3,0.0,1.4,49.1,39.4,22392.0,1.2,0.6,0.2,0,0,2426,20001952900,9.6,96.8
0.1,2.34,37.7977537,-95.43937783,9.1,0.0,9.2,5.1,44.4,6.2,35.0,0.0,6.3,47.9,42.9,22704.0,4.3,0.1,2.0,1,0.356125356125356,2808,20001953000,4.1,93.4
0.0,2.35,38.279747,-95.24607,15.0,0.4,10.3,3.2,40.8,16.3,29.4,0.0,0.2,48.5,44.6,21433.0,5.2,0.2,0.0,1,0.199362041467305,5016,20003953600,6.1,94.2
0.1,2.71,,,9.3,0.0,13.6,3.3,43.9,8.1,31.1,0.0,0.0,52.0,37.1,22032.0,0.8,0.2,0.0,0,0,3077,20003953700,7.9,98.9
0.2,2.64,,,10.1,0.9,12.6,3.3,50.2,9.5,24.3,0.0,5.1,52.5,40.9,24487.0,0.9,0.6,0.0,0,0,4323,20005081600,3.1,97.4
0.4,2.72,39.576516004,-95.115235244,9.5,7.9,15.6,10.6,36.1,12.0,25.7,0.0,1.9,44.3,30.3,19948.0,3.4,0.5,0.7,5,0.781372089388967,6399,20005081700,8.4,87.2
0.0,2.45,,,13.9,5.2,5.5,9.2,55.1,9.3,20.9,0.0,1.7,49.4,40.4,22111.0,0.1,0.0,0.4,0,0,2893,20005081800,8.7,94.3
0.0,2.41,39.5625661533333,-95.1175375433333,22.4,7.4,17.5,9.6,36.9,13.7,22.3,0.0,0.7,49.8,35.8,18066.0,3.3,0.0,0.0,3,0.922509225092251,3252,20005081900,11.4,89.3
0.4,2.1,,,11.3,0.6,11.9,4.5,32.0,8.2,43.4,0.0,0.4,49.7,45.4,21967.0,1.5,0.0,0.4,0,0,3056,20007968100,1.0,97.2
0.0,2.1,,,10.5,0.3,17.5,8.3,32.2,7.7,34.4,0.0,5.3,51.8,46.7,24449.0,3.7,0.6,0.6,0,0,1821,20007968200,1.3,94.7
0.7,2.29,,,13.0,0.4,11.8,5.4,31.8,9.4,41.5,0.2,3.0,49.0,45.6,24755.0,1.5,0.2,0.8,0,0,3627,20009971100,2.9,96.2
0.0,2.62,,,4.5,1.3,9.4,5.1,32.8,15.1,37.6,0.3,0.6,54.2,42.8,25815.0,0.9,0.0,0.4,0,0,1873,20009971200,9.8,97.2
0.7,2.46,,,14.3,0.2,10.6,7.2,43.3,10.8,28.1,0.0,9.2,50.6,35.5,24962.0,1.9,0.3,5.7,0,0,3241,20009971300,2.2,91.3
0.6,2.17,38.37078,-98.76396,13.6,5.4,21.1,3.2,36.1,5.4,34.2,0.0,7.9,49.9,40.6,24453.0,1.3,0.4,2.4,1,0.3933910306845,2542,20009971400,2.7,90.0
0.0,2.28,38.35285861,-98.79362307,10.8,1.1,16.8,5.2,26.6,12.1,39.3,0.0,3.6,48.9,43.0,25983.0,2.9,0.0,0.0,1,0.261985852763951,3817,20009971500,8.0,96.1
0.3,2.11,38.3610621,-98.7817633,11.6,2.1,12.3,7.2,33.8,15.3,31.6,0.0,12.9,48.1,46.6,25899.0,0.6,0.4,3.9,1,0.241545893719807,4140,20009971600,5.7,92.6
0.0,2.57,38.364616,-98.767914,15.8,3.0,16.7,2.3,26.6,24.0,30.4,0.0,31.8,46.3,33.2,21458.0,7.0,0.3,11.5,1,0.317863954227591,3146,20009971700,8.0,78.2
0.0,2.9,38.3650873916667,-98.8126299416667,14.5,0.6,14.3,6.2,26.3,21.1,32.1,0.0,24.3,50.0,34.9,19419.0,1.0,1.3,1.2,12,2.31392209795604,5186,20009971800,6.1,96.1
2.1,2.63,,,11.0,1.1,10.8,5.1,48.8,7.9,27.4,0.0,1.5,53.2,40.9,20293.0,1.7,0.3,0.2,0,0,2450,20011955600,4.1,94.7
0.4,2.68,,,10.8,0.2,15.7,5.5,24.1,5.5,49.2,0.0,0.1,50.2,39.9,21427.0,2.3,0.7,0.0,0,0,2476,20011955700,8.8,96.2
1.3,2.47,37.8322331,-94.71488744,14.9,4.7,20.3,11.2,23.6,13.4,31.6,0.0,0.2,47.3,42.3,18333.0,0.1,0.1,0.0,1,0.275254610514726,3633,20011955800,3.7,93.9
0.0,2.75,,,20.7,3.2,8.0,4.3,30.3,16.0,41.4,0.0,4.0,51.3,35.4,19522.0,6.5,1.2,0.0,0,0,3667,20011955900,5.3,89.1
0.1,2.39,37.839653,-94.70386,19.4,1.5,19.4,6.2,27.4,13.4,33.5,0.0,4.6,46.5,35.1,18974.0,3.0,0.0,0.0,2,0.69710700592541,2869,20011956000,4.2,95.4
0.0,2.48,,,19.7,0.9,14.3,4.3,42.5,5.8,33.2,0.0,1.6,50.2,40.3,22553.0,3.5,23.5,0.0,0,0,2835,20013480600,6.2,72.1
2.0,2.12,39.8550021011111,-95.5286829377778,23.6,1.9,9.9,5.2,38.7,13.5,32.8,0.0,3.7,48.8,43.8,19164.0,2.0,1.7,0.2,9,2.54524886877828,3536,20013480700,4.1,92.1
0.1,2.58,,,17.3,1.1,10.9,4.9,44.2,12.1,27.9,0.0,3.6,47.3,40.2,21536.0,1.6,5.2,0.2,0,0,3629,20013480800,5.9,91.8
0.2,2.6,,,6.8,5.0,9.7,4.0,33.0,14.3,39.1,0.0,3.9,57.4,38.5,24868.0,2.3,1.1,0.8,0,0,6021,20015020100,6.0,90.5
0.1,2.66,37.662434,-96.97275802,6.8,1.4,17.6,8.8,33.6,7.8,32.2,0.0,2.1,47.6,37.9,27104.0,2.7,0.1,1.0,4,0.583600817041144,6854,20015020201,6.1,94.7
0.0,2.73,37.71649665,-97.1368545,2.7,3.2,31.4,13.6,19.9,4.0,31.1,0.0,6.1,47.1,34.5,35417.0,2.7,0.0,0.5,6,0.725163161711385,8274,20015020202,3.9,93.7
2.5,2.78,,,2.2,0.0,24.0,13.9,24.8,5.6,31.7,0.0,4.3,49.5,39.4,38441.0,1.0,0.0,1.5,0,0,5409,20015020203,4.4,95.0
0.0,2.33,,,6.5,1.6,19.0,11.3,25.9,12.2,31.7,0.0,3.7,49.0,40.6,26188.0,4.2,1.2,0.9,0,0,3731,20015020300,10.0,92.3
0.0,2.14,37.81688546,-96.85060266,15.1,3.4,11.7,4.2,28.5,11.4,44.2,0.0,7.8,47.7,39.4,20948.0,2.6,0.0,2.9,5,1.87476565429321,2667,20015020400,8.7,91.0
0.7,2.53,37.8173793285714,-96.8817204,17.9,0.0,11.6,1.3,35.9,6.0,45.3,0.1,3.0,54.1,30.5,22153.0,1.3,1.7,2.8,7,1.26103404791929,5551,20015020500,5.5,93.4
0.0,2.77,,,5.6,1.0,13.8,6.9,32.4,7.0,39.9,0.0,1.4,51.8,42.1,30234.0,3.4,0.3,0.5,0,0,7626,20015020600,7.4,94.9
1.1,2.3,37.6978838,-96.9687571,13.7,0.0,15.4,3.5,30.8,11.6,38.6,0.0,4.5,47.5,34.9,26194.0,4.8,1.1,2.6,4,0.988142292490119,4048,20015020700,10.5,90.3
0.8,2.95,,,20.9,3.1,9.4,4.0,29.7,9.1,47.8,0.0,9.0,47.9,27.3,19504.0,9.7,1.1,4.2,0,0,3156,20015020800,10.4,81.1
1.4,2.65,,,3.9,0.0,19.5,9.9,29.9,3.6,37.2,0.0,4.0,53.5,44.8,35640.0,3.7,1.4,0.7,0,0,3944,20015020901,6.3,92.8
1.5,3.12,,,0.5,0.6,19.8,8.7,21.2,2.9,47.4,0.0,2.5,45.9,34.0,34963.0,2.5,0.6,0.2,0,0,4122,20015020902,4.0,94.6
