tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
35001000107,4.52,73.59,48.69,69.78,29.82,75.60,46.08,16.57,50.90,86.85,30.82,98.69,32.03,73.59,48.29,59.74,18.98,55.52,33.03
35001000108,21.79,76.20,81.43,12.95,39.06,17.37,4.32,50.90,97.09,84.04,55.52,17.57,43.88,89.46,43.88,81.43,87.85,67.17,85.44
35001000109,26.20,76.81,70.18,50.50,54.92,68.98,52.91,14.96,93.88,9.34,41.87,52.71,63.35,52.91,30.42,64.96,63.35,70.78,86.24
35001000110,36.85,53.92,89.46,32.63,30.22,78.82,5.12,58.94,98.29,65.96,44.48,3.71,16.16,62.75,54.32,75.00,31.83,83.43,84.04
35001000111,11.55,70.78,84.64,53.51,57.93,25.60,56.33,66.16,88.25,49.90,73.59,70.38,86.24,27.41,16.97,88.86,27.81,71.59,81.02
35001000112,5.12,79.62,48.29,66.57,73.19,64.96,72.59,22.79,64.76,58.73,17.17,82.83,17.17,72.79,53.11,27.21,26.81,36.45,73.39
35001000113,30.82,64.76,95.48,83.84,39.66,63.55,12.35,15.76,94.28,66.37,70.58,63.55,24.40,72.19,52.31,81.22,62.15,65.36,63.15
35001000114,36.24,42.27,92.07,79.82,46.89,85.84,10.74,31.22,82.03,84.84,82.03,88.45,80.42,53.92,76.20,58.73,16.37,65.56,64.16
35001000115,42.07,47.69,98.09,95.08,12.95,97.69,11.35,49.10,55.32,92.07,70.18,67.97,46.69,70.38,54.72,66.97,8.33,38.25,53.51
35001000116,28.01,51.71,79.22,30.22,44.68,42.07,19.18,25.60,97.29,48.09,64.36,48.90,41.27,47.69,8.13,75.80,43.88,16.97,45.88
35001000117,10.14,75.80,80.02,35.04,46.49,20.98,64.36,63.96,81.02,22.79,69.58,42.67,91.47,40.46,22.79,90.66,77.01,34.64,70.58
