tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
51001090100,VA,Accomack County,,,10,86.8,2919,405.416666666667,2.09,8.0,53.5,46.4,91.7,3.3,0.5,0.8,0.0,1.0,2.6,1.3,11.9,37.5,50.6,26021.0,11.0,0,0
51001090200,VA,Accomack County,37.924015,-75.54927,9,91.3,6407,88.3724137931035,2.39,2.3,46.0,49.3,68.8,30.6,0.0,0.0,0.0,0.5,0.1,4.3,16.8,42.6,40.6,23272.0,15.0,2,0.312158576556891
51001090300,VA,Accomack County,,,10,76.9,2456,49.5161290322581,2.28,10.3,40.4,50.8,75.0,19.7,0.7,0.9,0.0,1.7,2.0,6.4,24.2,49.9,26.0,16746.0,24.1,0,0
51001090400,VA,Accomack County,37.7206,-75.660576,10,71.2,6165,82.4197860962567,2.5,6.6,38.0,46.7,53.5,38.8,0.0,0.0,0.0,5.9,1.8,26.1,30.0,45.3,24.6,22979.0,28.0,1,0.16220600162206
51001090500,VA,Accomack County,37.780815,-75.65561,10,75.1,2574,100.941176470588,2.34,6.3,41.6,50.0,64.5,34.1,0.0,0.3,0.0,0.6,0.5,11.3,23.6,45.5,30.8,25045.0,24.1,2,0.777000777000777
51001090600,VA,Accomack County,,,10,85.4,3751,75.7777777777778,1.98,8.9,57.3,45.6,79.0,20.3,0.0,0.2,0.0,0.1,0.3,2.4,15.7,33.9,50.5,27656.0,27.7,0,0
51001090700,VA,Accomack County,37.60086745,-75.810412315,10,84.4,5126,84.7272727272727,2.54,8.8,42.2,53.8,61.0,35.4,1.8,0.0,0.0,0.0,1.8,5.0,13.3,33.0,53.7,25770.0,13.1,2,0.390167772142021
51001090800,VA,Accomack County,,,10,81.7,3662,45.3217821782178,2.22,8.6,46.2,47.3,65.3,32.3,0.0,0.0,0.0,0.1,2.4,5.3,20.5,39.3,40.1,21394.0,14.4,0,0
51001980100,VA,Accomack County,,,10,,0,0.0,,,,,,,,,,,,,,,0,,,0,0
51001980200,VA,Accomack County,,,10,,0,0.0,,,,,,,,,,,,,,,0,,,0,0
51001990100,VA,Accomack County,,,10,,0,,,,,,,,,,,,,,,,0,,,0,0
51001990200,VA,Accomack County,,,99,,0,,,,,,,,,,,,,,,,0,,,0,0
51003010100,VA,Albemarle County,,,2,91.5,5575,39.7930049964311,2.52,4.2,47.6,48.0,89.7,5.6,0.0,1.8,0.0,2.2,0.6,1.0,10.0,20.6,69.4,34583.0,8.0,0,0
51003010201,VA,Albemarle County,,,2,91.2,4713,174.555555555556,2.74,3.3,44.3,47.2,83.2,9.2,0.1,1.1,0.0,5.1,1.3,10.0,6.6,22.1,71.2,35790.0,4.9,0,0
51003010202,VA,Albemarle County,38.1306776666667,-78.49324,2,95.8,3251,145.133928571429,2.52,1.7,47.7,49.2,92.3,2.0,0.0,1.8,0.2,0.9,2.8,5.4,3.5,13.5,83.0,60497.0,6.4,3,0.922792986773301
51003010300,VA,Albemarle County,38.106404715,-78.43627554,1,91.5,8804,956.956521739131,2.63,2.3,37.3,46.8,81.6,4.6,0.0,8.4,0.0,1.8,3.5,4.7,12.4,9.8,77.8,40579.0,4.3,2,0.227169468423444
51003010401,VA,Albemarle County,38.0389653333333,-78.3689733333333,2,88.8,4390,47.6655808903366,2.38,6.1,50.6,50.2,88.7,7.7,1.1,0.2,0.0,0.0,2.3,0.0,9.1,21.2,69.6,37138.0,3.4,3,0.683371298405467
