tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
22001960100,LA,Acadia Parish,,,7,82.4,6305,346.428571428571,2.56,11.7,36.6,48.0,70.0,27.2,0.0,0.0,0.0,2.6,0.1,2.9,24.0,50.0,26.0,17437.0,32.1,0,0
22001960200,LA,Acadia Parish,,,6,85.8,5950,43.8790560471976,2.64,7.8,34.7,53.9,94.8,2.0,0.0,0.0,0.0,0.0,3.2,0.0,10.8,40.4,48.9,33461.0,5.0,0,0
22001960300,LA,Acadia Parish,30.33386945,-92.54982042,10,87.5,3661,40.5875831485588,2.49,2.8,38.6,46.4,95.2,1.2,0.0,0.0,0.0,1.9,1.7,2.2,20.0,51.8,28.2,25129.0,11.9,1,0.273149412728763
22001960400,LA,Acadia Parish,,,6,88.9,6819,53.3568075117371,2.78,5.0,35.7,48.6,95.9,2.1,0.2,0.3,0.0,0.2,1.3,0.4,14.3,45.4,40.3,26032.0,11.1,0,0
22001960500,LA,Acadia Parish,,,2,88.8,6580,88.5598923283984,2.81,6.5,38.1,51.6,91.4,5.0,0.0,0.0,0.0,0.2,3.3,1.2,23.4,38.2,38.4,22262.0,17.0,0,0
22001960600,LA,Acadia Parish,,,2,78.5,5965,451.893939393939,2.84,11.2,35.7,48.2,69.1,29.3,0.0,0.0,0.0,0.0,1.7,1.9,22.5,41.2,36.3,18777.0,14.2,0,0
22001960700,LA,Acadia Parish,,,2,83.4,4372,546.5,2.74,13.9,33.4,47.1,53.1,43.6,0.0,0.0,0.0,0.0,3.3,0.4,25.3,38.6,36.1,18739.0,29.1,0,0
22001960800,LA,Acadia Parish,30.2196132,-92.37099348,4,84.1,4881,400.081967213115,2.33,10.0,41.9,42.1,80.9,16.3,0.0,0.0,0.0,0.1,2.6,0.6,30.9,31.8,37.2,17781.0,30.9,2,0.409752099979512
22001960900,LA,Acadia Parish,30.20992,-92.384605,4,84.3,5007,894.107142857143,2.55,18.3,34.7,49.1,34.9,60.6,0.0,0.0,0.0,1.3,3.3,0.6,28.9,32.9,38.2,15542.0,32.4,1,0.199720391451967
22001961000,LA,Acadia Parish,,,4,77.7,5274,925.263157894737,2.89,11.5,32.7,46.7,74.2,19.4,0.0,0.6,0.3,5.5,0.0,13.0,41.6,30.9,27.5,13722.0,40.2,0,0
22001961100,LA,Acadia Parish,,,6,83.0,3856,47.5462392108508,3.03,4.5,31.8,52.3,93.7,4.3,0.1,0.0,0.0,0.0,1.9,2.9,27.3,41.2,31.6,21398.0,17.9,0,0
22001961200,LA,Acadia Parish,,,5,88.0,3702,44.5487364620939,2.96,5.5,38.4,46.7,95.1,4.0,0.3,0.2,0.0,0.2,0.2,0.1,33.0,41.3,25.7,20940.0,7.2,0,0
22003950100,LA,Allen Parish,,,2,83.0,5012,12.7208121827411,2.95,13.1,35.7,52.5,98.5,0.4,0.6,0.0,0.0,0.1,0.4,0.1,25.2,41.7,33.1,21199.0,17.6,0,0
22003950200,LA,Allen Parish,,,7,85.4,5523,206.082089552239,2.67,7.9,40.4,72.6,68.0,23.1,1.5,0.8,0.0,3.5,3.1,15.5,17.2,46.9,36.0,17096.0,24.2,0,0
22003950300,LA,Allen Parish,,,7,89.0,2619,727.5,2.17,9.0,49.4,47.5,63.0,28.5,0.9,2.0,0.0,0.0,5.7,3.9,22.7,37.6,39.7,15189.0,28.5,0,0
22003950400,LA,Allen Parish,,,3,86.1,4397,22.4795501022495,2.66,11.3,37.8,49.6,76.3,15.4,1.8,0.2,0.0,0.3,6.0,1.5,15.9,48.4,35.8,22931.0,12.3,0,0
22003950500,LA,Allen Parish,,,2,90.7,8068,56.8569415081043,2.81,6.1,36.4,58.8,63.2,28.9,3.7,1.3,0.0,0.1,2.8,0.8,23.2,39.5,37.4,28353.0,8.1,0,0
22005030101,LA,Ascension Parish,,,1,89.2,8077,690.34188034188,2.84,2.3,32.5,49.8,84.1,13.7,0.0,0.2,0.0,0.4,1.6,4.2,11.5,37.1,51.5,37399.0,17.0,0,0
22005030102,LA,Ascension Parish,,,1,90.1,5026,823.934426229508,2.52,2.2,38.8,45.2,94.4,5.2,0.0,0.0,0.0,0.0,0.4,3.1,12.7,44.5,42.8,31888.0,6.1,0,0
22005030103,LA,Ascension Parish,,,1,92.9,6459,422.156862745098,2.98,5.5,35.7,47.8,98.9,0.6,0.0,0.0,0.0,0.0,0.5,3.4,17.8,42.6,39.6,34253.0,7.5,0,0
22005030203,LA,Ascension Parish,30.3234244411765,-90.9772792647059,1,96.2,11329,1078.95238095238,2.86,3.6,36.4,49.0,85.0,7.9,0.0,4.1,0.0,0.3,2.7,1.6,5.1,23.1,71.8,46885.0,4.9,34,3.0011474975726
22005030204,LA,Ascension Parish,,,1,92.7,12115,1730.71428571429,3.11,6.7,32.0,50.2,81.9,12.4,0.0,0.0,0.0,0.7,5.1,4.0,7.3,24.4,68.2,41769.0,10.6,0,0
22005030205,LA,Ascension Parish,,,1,94.3,10697,1725.32258064516,2.94,2.7,35.2,48.0,77.3,16.1,0.1,1.5,0.0,0.8,4.2,5.8,6.0,29.3,64.7,38212.0,5.8,0,0
22005030206,LA,Ascension Parish,,,1,86.5,10206,1260.0,2.89,5.8,32.2,51.2,82.0,14.5,0.3,0.0,0.0,0.1,3.1,12.2,13.0,39.4,47.5,40060.0,7.0,0,0
22005030300,LA,Ascension Parish,,,1,89.0,14087,211.19940029985,2.85,6.6,35.3,51.8,69.6,26.7,0.0,1.6,0.0,0.0,2.2,5.8,7.6,29.3,63.1,43777.0,7.1,0,0
22005030401,LA,Ascension Parish,,,1,83.5,4771,808.64406779661,2.55,9.2,35.3,48.1,64.6,32.0,0.1,0.0,0.0,0.9,2.5,6.9,16.7,41.3,42.0,30013.0,15.7,0,0
22005030402,LA,Ascension Parish,30.2256048275,-90.9153328625,1,82.7,7697,1603.54166666667,2.64,6.6,37.1,49.7,43.8,47.2,0.0,0.6,0.0,2.2,6.2,8.7,10.8,38.8,50.3,27398.0,16.0,8,1.03936598674808
22005030500,LA,Ascension Parish,,,1,90.6,9434,134.771428571429,2.86,4.3,37.0,52.3,90.9,6.1,0.0,1.4,0.0,0.1,1.4,3.2,10.3,45.4,44.3,30121.0,11.2,0,0
22005030600,LA,Ascension Parish,30.208474554,-90.936755548,1,88.1,5516,210.534351145038,2.83,9.5,38.4,46.2,70.6,22.9,0.1,0.2,0.0,0.6,5.7,6.2,18.1,35.4,46.5,26129.0,20.1,5,0.906453952139231
22005030900,LA,Ascension Parish,,,4,82.1,4520,120.212765957447,3.09,18.8,34.5,48.6,39.0,60.7,0.0,0.0,0.0,0.2,0.1,4.6,37.9,35.4,26.6,20077.0,24.4,0,0
22005031000,LA,Ascension Parish,30.107271,-90.922775,4,87.2,7075,508.992805755396,2.83,7.6,36.2,51.1,27.9,71.4,0.2,0.0,0.0,0.4,0.1,0.6,16.8,42.2,41.0,19325.0,27.3,1,0.141342756183746
22007050100,LA,Assumption Parish,,,4,86.8,3855,72.8733459357278,2.94,11.6,34.6,47.3,43.7,54.9,0.0,0.0,0.0,0.5,0.9,3.7,30.8,38.4,30.9,17007.0,14.9,0,0
22007050200,LA,Assumption Parish,,,2,85.9,5146,121.082352941176,2.2,0.6,49.2,47.0,98.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,29.4,46.1,24.4,25396.0,15.8,0,0
22007050300,LA,Assumption Parish,,,4,81.9,3571,64.5750452079566,2.63,5.1,43.2,49.3,52.0,47.6,0.1,0.0,0.0,0.0,0.3,0.9,27.7,42.5,29.9,19765.0,14.5,0,0
22007050400,LA,Assumption Parish,29.90625256,-90.98955213,1,87.4,3255,61.7647058823529,2.69,8.6,39.0,46.6,66.3,33.0,0.2,0.0,0.0,0.0,0.5,0.3,20.5,34.9,44.6,25275.0,12.3,1,0.307219662058372
22007050500,LA,Assumption Parish,,,1,85.0,2915,37.2762148337596,2.86,9.8,31.0,50.5,42.8,53.3,0.5,0.0,0.0,2.2,1.2,4.3,34.2,36.7,29.1,16817.0,32.7,0,0
