tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
55001950100,WI,Adams County,,,5,96.5,2935,32.5027685492802,2.24,9.7,61.3,51.2,97.2,0.0,0.2,0.0,0.0,0.0,2.6,0.4,5.1,40.8,54.1,28459.0,6.3,0,0
55001950201,WI,Adams County,,,10,93.0,1343,31.6,2.34,10.0,55.8,50.3,96.6,0.0,0.8,0.0,0.0,0.1,2.5,1.8,10.5,38.1,51.5,23354.0,15.6,0,0
55001950202,WI,Adams County,,,10,91.4,2581,14.2912513842746,2.26,11.0,57.7,54.8,98.0,0.2,0.3,0.0,0.0,0.3,1.2,2.8,19.1,47.2,33.7,21077.0,15.0,0,0
55001950400,WI,Adams County,,,10,91.3,4529,49.7692307692308,2.44,10.3,48.3,49.9,95.4,0.9,0.4,1.0,0.0,0.8,1.6,4.4,17.4,40.2,42.4,19600.0,18.8,0,0
55001950501,WI,Adams County,,,10,92.2,1511,34.2630385487528,2.18,9.6,56.0,55.7,97.2,2.3,0.5,0.0,0.0,0.0,0.0,4.6,14.6,47.4,38.0,19620.0,17.4,0,0
55001950502,WI,Adams County,,,10,90.7,3877,40.2596053997923,2.68,8.3,42.9,64.6,78.4,14.0,1.8,0.2,0.4,2.5,2.7,8.0,13.3,45.7,41.1,17665.0,11.9,0,0
55001950700,WI,Adams County,,,6,91.9,3518,34.8662041625372,2.54,8.4,51.1,49.9,96.7,0.6,0.2,0.0,0.0,0.4,2.0,2.5,8.2,41.5,50.3,25465.0,6.3,0,0
55003940000,WI,Ashland County,,,8,91.0,1807,8.33487084870849,2.69,13.3,35.1,51.3,42.9,0.4,51.9,0.3,0.0,0.8,3.7,5.9,12.3,39.9,47.7,19898.0,28.7,0,0
55003950300,WI,Ashland County,46.5888421,-90.8887236,7,94.1,2835,1288.63636363636,2.23,5.0,33.8,48.4,87.1,0.1,7.8,2.5,0.0,0.0,2.4,5.1,7.1,22.1,70.9,21151.0,15.1,1,0.352733686067019
55003950400,WI,Ashland County,46.5668975033333,-90.8901327083333,7,93.5,2204,667.878787878788,1.97,5.3,47.7,45.5,91.0,1.6,6.3,0.0,0.0,0.0,1.1,1.5,6.6,31.7,61.6,21913.0,16.2,6,2.72232304900181
55003950500,WI,Ashland County,,,8,94.0,2215,16.8185269552012,2.81,4.9,37.3,53.6,94.8,0.1,2.7,0.1,0.0,0.5,1.9,0.9,8.0,34.7,57.4,25926.0,10.1,0,0
55003950600,WI,Ashland County,,,10,92.8,1463,7.29675810473816,2.28,7.5,47.6,50.8,95.1,0.7,3.1,0.0,0.0,0.3,0.8,2.1,10.3,39.8,49.9,22031.0,15.4,0,0
55003950700,WI,Ashland County,,,10,91.0,2189,5.41429631461786,2.2,7.0,51.4,52.4,98.0,0.0,0.7,0.1,0.0,0.0,1.1,1.7,10.7,46.0,43.3,21225.0,13.5,0,0
55003950800,WI,Ashland County,46.597374,-90.869255,7,86.4,3223,37.3897911832947,2.19,8.6,39.3,50.3,82.1,0.5,9.6,0.2,0.0,0.0,7.6,0.6,6.2,34.1,59.6,22386.0,12.3,1,0.310269934843314
55003990000,WI,Ashland County,,,99,,0,,,,,,,,,,,,,,,,0,,,0,0
55005000100,WI,Barron County,,,8,94.2,4013,30.8692307692308,2.3,3.4,49.9,50.8,97.6,0.0,0.4,0.9,0.0,0.6,0.5,2.0,8.2,37.1,54.7,28363.0,7.2,0,0
55005000200,WI,Barron County,45.5343014,-92.0318337,10,91.8,3978,56.4255319148936,2.24,6.7,46.4,47.5,92.6,0.0,4.1,0.0,0.0,1.8,1.5,4.4,8.4,39.8,51.7,24344.0,14.7,4,1.00553041729512
55005000300,WI,Barron County,,,10,89.9,4041,41.1088504577823,2.39,5.8,41.8,51.4,93.0,1.1,2.1,0.6,0.0,2.3,0.9,4.3,12.6,41.6,45.8,24871.0,12.4,0,0
55005000400,WI,Barron County,45.4000252,-91.8545483,7,95.4,5108,61.0274790919952,2.53,5.7,40.2,53.1,89.7,8.8,0.0,1.2,0.0,0.0,0.3,2.2,17.5,35.1,47.5,22423.0,10.8,1,0.195771339075959
55005000500,WI,Barron County,45.5066833,-91.7597751,7,94.5,4530,573.417721518987,2.23,7.0,40.7,48.5,93.9,0.0,0.7,0.0,0.0,0.5,4.9,1.2,7.8,36.5,55.8,22733.0,10.9,1,0.22075055187638
55005000600,WI,Barron County,45.49951,-91.73378285,7,90.9,5913,832.816901408451,2.07,7.5,41.4,48.6,98.3,0.1,0.4,1.1,0.0,0.0,0.1,1.1,6.5,39.5,54.0,22472.0,21.1,2,0.338237781160156
55005000800,WI,Barron County,,,8,94.0,5561,52.861216730038,2.57,3.7,40.1,50.6,96.9,0.2,0.5,1.0,0.0,0.0,1.4,0.8,7.2,37.2,55.6,26853.0,9.2,0,0
55005000900,WI,Barron County,,,10,90.4,5054,23.247470101196,2.62,5.0,43.5,50.7,96.8,0.4,0.4,0.3,0.0,1.2,1.0,3.2,11.2,45.4,43.4,27118.0,8.5,0,0
