tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
49001100100,UT,Beaver County,,,7,85.0,3517,6.72981247608113,2.71,3.4,32.9,50.6,99.6,0.3,0.1,0.0,0.0,0.0,0.0,7.8,8.4,38.4,53.1,23533.0,11.5,0,0
49001100200,UT,Beaver County,,,10,84.7,2920,1460,2.94,4.1,33.2,51.8,93.0,0.0,0.0,0.5,0.0,6.0,0.5,14.4,9.0,35.7,55.3,24932.0,11.9,0,0
49003960100,UT,Box Elder County,,,10,91.0,2879,575.8,3.09,5.4,33.9,51.6,97.5,0.9,0.0,0.8,0.0,0.8,0.0,2.3,6.2,39.7,54.1,28942.0,10.4,0,0
49003960200,UT,Box Elder County,,,7,95.5,7167,71.5269461077844,3.17,7.3,31.5,52.8,96.3,0.1,1.8,1.0,0.1,0.3,0.4,9.6,6.1,33.9,60.0,26962.0,9.3,0,0
49003960300,UT,Box Elder County,41.724042,-112.1671222,7,93.5,8905,645.289855072464,3.42,8.2,24.5,52.0,90.3,0.0,0.2,2.0,0.0,6.6,0.9,14.7,13.0,25.9,61.1,23326.0,18.2,1,0.112296462661426
49003960400,UT,Box Elder County,,,2,90.2,4628,18.2204724409449,3.05,4.8,35.6,52.1,97.3,0.0,0.1,0.8,0.0,0.4,1.3,4.1,2.9,36.7,60.5,31438.0,5.1,0,0
49003960500,UT,Box Elder County,,,1,88.7,5077,80.9728867623604,2.86,2.3,33.1,50.6,90.2,1.2,1.8,0.4,0.0,2.5,3.9,7.6,6.3,35.6,58.0,24477.0,7.2,0,0
49003960601,UT,Box Elder County,,,1,88.9,3570,4462.5,2.59,11.0,37.0,51.5,93.4,1.9,0.0,0.0,0.0,4.7,0.0,11.7,10.6,33.9,55.5,22500.0,4.2,0,0
49003960602,UT,Box Elder County,,,1,93.7,2427,202.25,2.81,2.5,39.5,48.0,91.7,0.0,2.4,0.0,0.0,3.4,2.5,5.2,3.4,25.7,70.9,31982.0,9.9,0,0
49003960701,UT,Box Elder County,41.491779634,-112.0245037,1,91.0,5216,3477.33333333333,3.08,7.2,29.3,44.9,94.6,0.0,0.8,0.3,0.1,0.6,3.5,15.5,10.1,32.7,57.2,20008.0,9.7,5,0.958588957055215
49003960702,UT,Box Elder County,,,1,89.1,2663,2219.16666666667,2.78,7.9,32.6,51.3,89.7,0.0,3.6,0.3,0.8,2.3,3.3,8.7,5.9,39.6,54.5,21415.0,18.4,0,0
49003960801,UT,Box Elder County,,,1,89.0,4461,63.3664772727273,3.12,5.2,36.3,46.4,92.9,0.4,2.4,1.3,0.1,1.0,1.8,6.3,5.0,33.1,61.9,27923.0,9.3,0,0
49003960802,UT,Box Elder County,41.455555,-112.04705,1,93.6,4535,1007.77777777778,3.27,1.9,34.6,50.2,94.5,0.2,0.0,1.2,0.0,0.9,3.2,2.7,2.7,21.7,75.6,32422.0,6.7,1,0.220507166482911
49005000101,UT,Cache County,41.909073,-111.80951,2,88.9,5062,84.6488294314381,3.27,5.4,31.3,50.2,95.2,0.2,0.2,0.5,0.7,1.6,1.6,6.5,5.8,30.9,63.3,22740.0,9.8,1,0.197550375345713
49005000102,UT,Cache County,,,2,90.3,1653,19.8201438848921,3.31,5.1,31.1,50.8,96.3,0.0,0.2,0.1,0.0,1.3,2.1,13.1,8.7,34.6,56.6,22759.0,10.3,0,0
49005000201,UT,Cache County,,,1,91.3,3465,220.700636942675,3.34,6.1,29.7,45.7,97.9,0.0,0.0,1.1,0.0,0.0,1.0,9.7,6.8,31.2,61.9,27697.0,9.7,0,0
49005000202,UT,Cache County,,,1,93.6,7621,604.84126984127,3.46,4.9,26.6,48.2,95.4,0.0,1.7,1.5,0.0,0.7,0.7,2.2,5.7,18.2,76.0,28280.0,4.9,0,0
49005000300,UT,Cache County,41.77992,-111.9179561,1,91.3,7747,78.3316481294237,3.55,3.6,26.3,51.5,91.3,1.2,0.3,0.0,0.1,5.0,2.1,17.7,9.8,27.8,62.3,21520.0,16.1,1,0.129082225377566
49005000401,UT,Cache County,41.7651845,-111.8196125,1,89.2,4264,1938.18181818182,2.93,6.3,24.0,46.2,90.9,0.3,0.0,3.1,0.0,4.8,0.9,6.5,8.7,20.2,71.1,21393.0,18.4,4,0.938086303939962
49005000402,UT,Cache County,,,1,92.0,3420,560.655737704918,3.35,5.5,34.9,55.2,95.1,0.4,0.2,2.3,0.0,0.3,1.7,1.3,1.0,11.0,88.1,28971.0,3.8,0,0
