% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
31.2,2.88,19.87399,-155.11192,17.8,0.6,21.3,3.5,31.4,12.9,30.9,13.4,11.1,51.4,43.1,19810.0,24.6,0.2,1.0,1,0.178316690442225,5608,15001020100,10.5,29.0
26.3,2.99,,,9.3,1.7,12.7,10.7,28.8,14.1,33.6,9.9,8.8,58.5,44.0,20140.0,25.2,0.0,7.5,0,0,2312,15001020202,4.0,29.3
24.9,2.28,19.7238199762963,-155.091839562963,43.3,1.1,25.4,15.1,24.6,9.4,25.5,9.1,11.6,50.8,31.9,14810.0,29.1,0.0,1.1,27,6.11690077027639,4414,15001020300,17.5,34.6
24.2,2.74,19.7173800858824,-155.078568470588,29.3,1.1,18.2,7.3,33.6,13.1,27.8,12.1,28.8,44.0,36.3,22692.0,38.8,0.8,0.3,17,4.16871015203531,4078,15001020400,8.4,22.8
31.4,2.31,19.7117903022727,-155.074213081818,31.1,1.1,16.0,2.5,29.4,9.2,43.0,18.3,11.6,52.5,27.6,14607.0,29.0,0.2,0.0,22,3.39610991046619,6478,15001020500,6.6,20.0
17.6,3.17,19.721153638,-155.0446378,9.8,0.9,14.6,6.5,35.9,6.8,36.2,31.2,5.5,47.8,40.2,23167.0,36.1,0.1,0.4,5,0.90269001624842,5539,15001020600,16.2,13.7
52.6,2.59,19.69336,-155.07552,11.4,0.0,16.6,12.1,26.6,7.4,37.4,9.5,9.6,48.8,46.4,31225.0,27.1,0.0,0.6,1,0.219058050383352,4565,15001020701,7.2,10.2
53.0,3.02,19.67812329,-155.0847462,2.9,0.2,24.0,11.6,22.6,6.3,35.4,9.9,2.3,47.1,49.3,30263.0,25.2,0.0,0.3,1,0.193236714975845,5175,15001020702,5.2,11.4
35.2,2.81,,,3.5,0.0,20.4,13.9,26.6,10.5,28.6,18.8,4.0,50.4,47.8,27379.0,23.5,0.0,0.3,0,0,4377,15001020801,8.5,22.2
40.3,2.67,19.705770255,-155.109591,14.1,0.0,23.4,11.8,26.6,10.8,27.3,7.1,7.2,48.5,47.6,24931.0,28.9,0.0,0.2,2,0.307644977695739,6501,15001020802,10.6,23.5
