tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
23001010100,ME,Androscoggin County,44.0975272771429,-70.2303923171429,1,85.5,1716,5720.0,1.87,14.3,37.5,47.9,81.7,5.3,0.1,0.0,0.0,1.1,11.8,3.2,29.6,33.1,37.3,13962.0,42.8,7,4.07925407925408
23001010200,ME,Androscoggin County,44.1324963933333,-70.2256343533333,1,94.6,4684,275.529411764706,2.21,4.2,38.4,47.4,94.0,0.1,0.4,3.4,0.0,0.0,2.1,0.5,7.9,37.6,54.5,27434.0,11.9,3,0.640478223740393
23001010300,ME,Androscoggin County,44.09821337,-70.23256299,1,84.9,2129,4258.0,2.05,7.5,39.1,46.9,84.6,0.8,0.0,3.0,0.0,0.0,11.6,0.9,12.9,33.6,53.5,24742.0,15.0,2,0.939408172851104
23001010400,ME,Androscoggin County,44.08514287,-70.24928675,1,94.5,2408,2675.55555555556,2.67,3.8,39.8,46.0,95.1,0.4,0.0,0.0,0.0,0.0,4.5,3.1,14.0,34.1,51.9,27344.0,13.0,1,0.415282392026578
23001010500,ME,Androscoggin County,,,1,80.9,2010,6700.0,2.31,6.6,34.8,52.7,85.0,1.8,0.0,1.4,0.0,0.0,11.8,4.3,11.4,47.9,40.7,19150.0,32.0,0,0
23001010600,ME,Androscoggin County,44.04479921,-70.22417805,1,90.6,2892,123.589743589744,2.35,7.5,39.9,52.7,96.9,0.0,0.0,0.0,0.1,0.0,3.0,0.5,8.1,36.7,55.3,29159.0,10.0,2,0.691562932226833
23001010700,ME,Androscoggin County,44.0807123733333,-70.2617513833333,1,93.3,3140,277.87610619469,2.51,3.6,37.9,48.7,90.8,0.0,0.3,1.1,0.0,1.9,6.0,1.9,7.2,39.6,53.2,31045.0,11.1,3,0.955414012738854
23001010800,ME,Androscoggin County,44.11825,-70.28221,1,94.9,3964,695.438596491228,2.29,3.2,44.0,46.2,93.1,1.8,0.4,1.7,0.0,0.0,3.1,0.0,3.4,21.7,74.9,33031.0,5.9,1,0.252270433905146
23001020100,ME,Androscoggin County,,,1,88.5,1309,4363.33333333333,1.69,23.1,31.7,49.0,83.1,12.1,0.4,0.8,0.0,0.0,3.6,3.3,27.6,39.5,33.0,11551.0,50.1,0,0
23001020200,ME,Androscoggin County,44.1042967427273,-70.21307072,1,93.0,1192,2980.0,2.35,15.1,31.8,48.1,83.3,2.1,0.0,0.0,0.0,0.0,14.6,0.4,13.9,45.4,40.7,21705.0,32.4,11,9.22818791946309
