tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
33001965100,NH,Belknap County,,,6,91.6,3280,65.6,2.5,4.2,47.3,48.8,91.7,1.7,0.2,2.9,0.0,0.0,3.5,0.9,4.7,25.2,70.1,32821.0,8.4,0,0
33001965200,NH,Belknap County,,,10,92.6,3196,233.284671532847,2.42,6.5,41.6,48.1,95.4,0.0,0.0,0.5,0.0,0.0,4.1,4.1,6.8,21.9,71.3,30979.0,18.0,0,0
33001965300,NH,Belknap County,,,5,92.5,3158,120.534351145038,2.28,2.6,51.4,48.9,98.5,1.0,0.0,0.2,0.0,0.0,0.2,1.1,7.0,18.8,74.1,33750.0,5.8,0,0
33001965400,NH,Belknap County,43.483826,-71.60302,5,94.0,2976,62.5210084033613,2.48,4.4,50.1,50.2,98.8,0.5,0.0,0.0,0.0,0.0,0.7,2.1,4.3,26.2,69.5,30738.0,2.9,1,0.336021505376344
33001965598,NH,Belknap County,,,4,84.2,3567,321.351351351351,2.19,5.0,49.1,53.1,95.2,1.1,0.5,0.5,0.0,0.5,2.2,3.7,7.8,41.0,51.2,28201.0,11.8,0,0
33001965600,NH,Belknap County,,,6,94.9,3744,65.4545454545455,2.66,4.2,46.0,50.1,94.2,0.2,0.3,2.6,0.0,0.3,2.4,1.9,3.1,30.8,66.1,33750.0,9.6,0,0
33001965700,NH,Belknap County,,,5,87.0,4631,110.261904761905,2.75,6.2,41.8,49.2,99.0,0.0,0.0,0.3,0.0,0.0,0.6,0.7,5.9,33.1,61.1,32091.0,5.1,0,0
33001965800,NH,Belknap County,,,5,88.2,7281,238.72131147541,2.67,4.5,43.8,46.3,98.8,0.0,0.0,0.1,0.0,0.0,1.1,3.1,15.0,34.8,50.2,30080.0,8.6,0,0
33001965900,NH,Belknap County,43.5301621846154,-71.4660605846154,4,88.9,4004,2669.33333333333,2.27,7.4,43.1,45.3,97.1,0.0,0.0,0.0,0.0,0.0,2.8,2.5,14.0,38.3,47.7,21009.0,19.2,13,3.24675324675325
33001966000,NH,Belknap County,43.53037645,-71.4724042,4,80.6,5281,754.428571428571,2.49,11.4,36.2,51.5,97.3,0.0,0.2,1.0,0.0,0.6,1.0,0.0,15.5,34.1,50.4,24073.0,21.5,2,0.378716152243893
33001966100,NH,Belknap County,,,4,90.6,3789,592.03125,2.13,5.7,50.1,47.7,96.4,0.0,0.0,1.8,0.0,0.0,1.8,1.5,6.2,29.1,64.8,34726.0,7.7,0,0
33001966200,NH,Belknap County,,,4,89.7,3097,607.254901960784,2.39,3.2,47.2,47.9,94.6,3.1,0.3,0.9,0.0,0.0,1.1,0.0,9.9,28.2,62.0,28137.0,15.4,0,0
33001966401,NH,Belknap County,43.581696,-71.38949,6,92.1,1288,252.549019607843,2.11,1.1,57.5,51.2,98.5,0.0,0.7,0.0,0.0,0.0,0.8,3.0,3.6,23.5,72.9,37258.0,4.3,1,0.77639751552795
33001966402,NH,Belknap County,43.5346522466667,-71.4300814783334,4,91.0,5815,172.041420118343,2.28,2.2,49.8,46.1,97.1,0.0,0.4,2.4,0.0,0.0,0.1,0.0,7.1,27.4,65.5,30802.0,8.5,6,1.03181427343078
33001966500,NH,Belknap County,,,6,89.0,5285,84.0222575516693,2.54,4.3,45.8,53.1,94.4,1.4,1.1,1.9,0.0,0.6,0.5,0.7,4.6,26.8,68.6,36278.0,5.8,0,0
