tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
32001950100,NV,Churchill County,,,4,88.9,2416,805.333333333333,2.55,12.9,45.5,53.2,89.2,1.5,1.0,2.6,0.3,4.4,1.0,9.4,10.1,30.8,59.1,24643.0,10.0,0,0
32001950301,NV,Churchill County,,,4,78.4,3889,2287.64705882353,2.25,18.8,32.8,49.1,75.3,2.3,5.7,4.9,0.0,1.4,10.4,10.6,10.2,36.3,53.5,18179.0,32.2,0,0
32001950302,NV,Churchill County,39.47345416,-118.7819242,4,83.1,5039,2290.45454545455,2.31,12.4,36.5,51.1,83.3,6.5,1.2,2.1,0.8,2.3,3.9,16.7,11.2,39.4,49.4,25347.0,18.9,1,0.198452073824171
32001950400,NV,Churchill County,,,10,97.9,794,60.1515151515152,3.05,14.6,24.2,48.1,72.3,13.0,0.0,5.0,0.0,3.4,6.3,16.9,1.1,23.7,75.2,25743.0,3.2,0,0
32001950500,NV,Churchill County,39.488953,-118.75821,5,77.9,1696,11.5217391304348,2.58,14.8,34.8,47.3,48.5,0.1,42.2,1.2,0.8,3.2,4.1,7.0,12.0,35.4,52.6,19872.0,30.7,1,0.589622641509434
32001950600,NV,Churchill County,,,4,87.1,4610,6.5828930458375,2.64,5.7,45.6,53.6,82.0,0.3,1.5,3.6,0.0,8.6,4.1,19.4,13.8,28.6,57.6,27449.0,11.7,0,0
32001950700,NV,Churchill County,,,4,84.8,5704,14.712406499871,2.64,9.5,45.5,50.2,92.0,0.0,1.6,0.2,0.0,3.4,2.7,8.7,8.5,31.3,60.3,26536.0,6.9,0,0
32003000101,NV,Clark County,36.1794165,-115.199995,1,71.3,7306,5218.57142857143,3.89,8.8,33.7,51.1,56.4,8.7,1.4,2.6,3.2,25.0,2.6,60.1,34.0,28.2,37.8,22154.0,17.6,2,0.273747604708459
32003000103,NV,Clark County,36.1601214285714,-115.239252857143,1,66.1,5843,11686.0,3.17,12.8,29.6,50.9,49.5,10.6,3.1,2.1,0.0,31.4,3.2,62.1,39.3,32.8,27.9,19995.0,20.8,7,1.19801471846654
32003000105,NV,Clark County,36.161641975,-115.198766275,1,73.4,3944,4930.0,3.51,9.6,35.7,53.1,59.9,1.7,2.5,1.6,0.0,22.9,11.4,53.9,35.1,28.1,36.8,26134.0,13.5,4,1.01419878296146
32003000106,NV,Clark County,36.1670738420833,-115.223508175,1,77.0,4617,9234.0,2.34,18.0,44.6,53.6,63.6,11.0,1.8,4.7,4.5,12.0,2.4,37.6,30.0,32.6,37.4,17367.0,31.8,48,10.3963612735543
32003000107,NV,Clark County,,,1,77.9,3553,7106.0,2.69,6.5,38.4,54.2,58.4,13.5,0.0,10.5,2.7,13.9,0.9,43.1,31.7,26.2,42.2,19715.0,17.3,0,0
32003000108,NV,Clark County,,,1,68.7,3891,9727.5,3.59,15.8,31.5,52.7,57.7,10.0,0.8,0.7,0.4,30.3,0.2,64.7,42.3,28.8,28.8,22894.0,22.0,0,0
32003000109,NV,Clark County,36.1805339,-115.2207826,1,73.9,4052,10130.0,3.28,14.6,36.5,53.2,54.6,9.8,1.6,1.7,0.2,28.1,4.0,55.4,37.5,27.9,34.8,17997.0,20.2,1,0.246791707798618
32003000201,NV,Clark County,36.1797939733333,-115.169708066667,1,74.3,4205,5256.25,2.76,7.6,36.4,52.1,27.3,36.7,0.0,5.9,0.0,21.5,8.5,36.9,19.9,40.9,39.2,19700.0,31.3,3,0.713436385255648
32003000203,NV,Clark County,36.1620401442105,-115.167298123684,1,69.5,4065,5081.25,2.68,17.9,37.0,50.0,53.8,18.1,0.4,8.4,0.5,15.1,3.7,38.7,22.6,33.1,44.2,19006.0,36.1,38,9.34809348093481
