county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
24001,6.25,18.75,97.92,77.08,60.42,43.75,89.58,93.75,43.75,10.42,60.42,18.75,89.58,64.58,60.42,10.42,18.75
24003,81.25,56.25,43.75,64.58,35.42,56.25,64.58,60.42,22.92,43.75,97.92,43.75,6.25,85.42,64.58,6.25,85.42
24005,72.92,64.58,60.42,39.58,85.42,68.75,56.25,14.58,77.08,64.58,52.08,10.42,47.92,97.92,97.92,56.25,6.25
24009,60.42,22.92,18.75,85.42,14.58,89.58,43.75,97.92,39.58,47.92,31.25,31.25,39.58,22.92,89.58,85.42,27.08
24011,18.75,72.92,39.58,14.58,10.42,72.92,6.25,18.75,81.25,39.58,18.75,85.42,35.42,18.75,85.42,2.08,39.58
24013,64.58,2.08,72.92,81.25,52.08,60.42,22.92,27.08,18.75,60.42,43.75,77.08,68.75,43.75,31.25,97.92,56.25
24015,47.92,35.42,56.25,56.25,31.25,85.42,14.58,6.25,10.42,22.92,2.08,27.08,18.75,68.75,47.92,47.92,52.08
24017,89.58,77.08,31.25,97.92,97.92,6.25,18.75,68.75,72.92,18.75,10.42,81.25,64.58,47.92,72.92,39.58,68.75
24019,10.42,68.75,6.25,22.92,68.75,77.08,85.42,89.58,56.25,35.42,22.92,97.92,81.25,93.75,39.58,35.42,47.92
24021,85.42,43.75,81.25,60.42,56.25,39.58,35.42,39.58,47.92,14.58,85.42,52.08,31.25,14.58,10.42,22.92,2.08
24023,22.92,10.42,93.75,27.08,77.08,22.92,10.42,77.08,93.75,93.75,39.58,47.92,52.08,31.25,27.08,43.75,77.08
24025,68.75,14.58,47.92,68.75,64.58,93.75,60.42,22.92,6.25,27.08,64.58,22.92,85.42,39.58,18.75,18.75,97.92
24027,97.92,60.42,68.75,43.75,39.58,64.58,97.92,43.75,85.42,97.92,6.25,39.58,43.75,52.08,43.75,14.58,72.92
24029,35.42,31.25,35.42,10.42,81.25,27.08,52.08,2.08,35.42,72.92,56.25,72.92,77.08,72.92,14.58,72.92,10.42
24031,93.75,89.58,85.42,2.08,18.75,18.75,77.08,56.25,68.75,6.25,27.08,93.75,56.25,27.08,52.08,89.58,43.75
24033,77.08,97.92,77.08,31.25,47.92,31.25,2.08,81.25,2.08,89.58,68.75,14.58,72.92,77.08,35.42,27.08,64.58
24035,52.08,6.25,27.08,52.08,22.92,52.08,27.08,31.25,14.58,85.42,72.92,60.42,97.92,6.25,81.25,52.08,14.58
24037,56.25,52.08,22.92,89.58,6.25,35.42,31.25,72.92,89.58,68.75,93.75,89.58,10.42,81.25,6.25,64.58,22.92
24039,2.08,85.42,52.08,93.75,2.08,2.08,93.75,10.42,27.08,77.08,47.92,35.42,60.42,35.42,68.75,68.75,60.42
24041,43.75,27.08,10.42,6.25,89.58,10.42,72.92,52.08,60.42,56.25,89.58,68.75,14.58,10.42,93.75,31.25,89.58
24043,27.08,47.92,89.58,47.92,43.75,47.92,47.92,64.58,31.25,52.08,35.42,56.25,22.92,89.58,77.08,93.75,93.75
24045,39.58,81.25,14.58,35.42,27.08,81.25,39.58,35.42,97.92,2.08,81.25,6.25,93.75,56.25,56.25,77.08,81.25
24047,31.25,39.58,2.08,18.75,72.92,14.58,68.75,85.42,52.08,31.25,14.58,2.08,27.08,60.42,2.08,60.42,35.42
24510,14.58,93.75,64.58,72.92,93.75,97.92,81.25,47.92,64.58,81.25,77.08,64.58,2.08,2.08,22.92,81.25,31.25
