tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
42001030101,PA,Adams County,40.026485,-77.081276,2,94.1,2587,122.60663507109,2.74,5.5,44.5,48.8,94.7,0.7,0.0,0.0,0.0,3.8,0.8,3.8,8.9,39.8,51.3,32487.0,5.4,1,0.386548125241593
42001030102,PA,Adams County,,,2,91.7,5813,221.026615969582,2.7,5.9,42.3,51.0,98.7,0.0,0.0,0.4,0.0,0.9,0.0,6.5,8.7,46.7,44.6,31394.0,3.4,0,0
42001030200,PA,Adams County,,,2,86.7,5309,113.440170940171,2.74,7.7,41.5,50.7,88.6,0.5,0.0,0.6,0.0,8.6,1.7,17.1,19.6,45.5,34.9,25553.0,16.1,0,0
42001030300,PA,Adams County,39.98696,-77.2511,2,87.2,4229,97.8935185185185,2.87,5.9,38.8,54.3,91.4,1.9,0.0,1.3,0.0,4.8,0.5,8.0,13.3,49.9,36.7,29099.0,8.6,1,0.236462520690471
42001030400,PA,Adams County,,,2,88.4,5857,85.0072568940493,2.47,4.5,47.4,51.0,94.5,0.4,0.4,0.0,0.0,4.5,0.3,6.5,9.7,45.0,45.3,30449.0,10.8,0,0
42001030500,PA,Adams County,,,2,85.5,3779,153.617886178862,2.61,3.9,46.1,51.1,88.1,0.4,0.1,0.2,0.0,10.1,1.1,16.8,17.0,41.0,42.1,26199.0,12.0,0,0
42001030600,PA,Adams County,39.84394,-77.1870166666667,1,95.2,4932,143.790087463557,2.56,8.0,45.3,51.2,91.1,1.2,0.1,1.9,0.0,2.4,3.3,7.4,17.3,39.9,42.7,26569.0,11.2,9,1.82481751824818
42001030700,PA,Adams County,,,2,93.0,6457,205.636942675159,2.66,6.3,40.9,46.5,89.9,1.5,0.0,0.4,0.0,6.2,2.1,9.0,11.7,47.5,40.8,30762.0,12.9,0,0
42001030800,PA,Adams County,39.88286761,-77.03423501,2,95.1,7168,318.577777777778,2.57,4.6,45.3,47.6,95.0,0.6,0.1,0.4,0.0,2.7,1.1,4.9,15.4,44.5,40.2,29930.0,7.5,1,0.139508928571429
42001030900,PA,Adams County,39.86820788,-77.05065731,1,91.6,7808,773.069306930693,2.65,3.8,43.3,47.6,88.8,2.6,0.1,0.3,0.0,4.6,3.6,8.6,12.7,51.4,35.9,25632.0,12.4,2,0.256147540983607
42001031000,PA,Adams County,,,1,93.3,1892,610.322580645161,2.76,5.1,42.5,51.0,99.2,0.3,0.0,0.0,0.0,0.0,0.5,1.2,12.7,46.4,40.8,27484.0,13.4,0,0
42001031101,PA,Adams County,,,1,90.0,4959,4132.5,2.3,8.2,40.3,47.5,93.6,0.9,0.0,1.2,0.0,2.6,1.8,2.9,10.7,52.7,36.5,24028.0,6.8,0,0
42001031102,PA,Adams County,,,1,97.2,3350,500.0,2.51,3.6,45.4,49.7,93.4,0.0,0.0,0.5,0.0,2.0,4.1,3.5,11.9,35.8,52.4,33750.0,1.0,0,0
42001031201,PA,Adams County,39.814922,-77.20034,2,96.9,3681,141.576923076923,2.35,6.8,50.1,52.3,93.0,2.0,0.0,0.2,0.0,2.5,2.3,2.9,8.9,28.0,63.2,33149.0,1.6,1,0.271665308340125
42001031202,PA,Adams County,,,3,95.8,2708,248.440366972477,2.69,3.3,45.4,52.1,98.8,0.0,0.0,0.0,0.0,0.0,1.2,0.6,10.1,42.2,47.7,29857.0,4.0,0,0
42001031203,PA,Adams County,,,3,93.8,3157,180.4,2.73,6.6,47.3,50.1,99.2,0.0,0.0,0.0,0.0,0.0,0.8,1.8,10.8,43.2,46.0,29451.0,3.5,0,0
42001031300,PA,Adams County,,,3,95.1,4449,2966.0,2.4,5.9,38.0,45.2,95.8,0.8,0.0,0.0,0.0,0.2,3.1,0.7,11.2,38.0,50.7,28861.0,9.4,0,0
42001031401,PA,Adams County,39.873863,-77.24566,1,95.2,4192,367.719298245614,2.48,3.4,50.5,49.1,87.2,4.2,0.0,0.5,0.0,6.3,1.7,8.8,11.6,33.2,55.2,31250.0,13.7,1,0.238549618320611
