tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
25001010100,MA,Barnstable County,42.0577652,-70.1842308,7,94.8,2962,305.360824742268,1.64,8.9,57.0,53.8,85.0,3.0,0.3,3.0,0.0,1.5,7.2,5.5,6.7,18.9,74.4,28544.0,13.2,5,1.68804861580014
25001010206,MA,Barnstable County,41.93009537,-70.011431605,10,97.1,3168,160.0,2.01,11.6,58.3,44.7,92.8,2.5,0.0,1.8,0.0,0.0,2.9,0.3,3.4,20.7,75.9,25737.0,6.6,2,0.631313131313131
25001010208,MA,Barnstable County,,,10,96.0,1589,75.6666666666667,1.94,4.6,57.9,52.0,98.4,0.7,0.6,0.0,0.0,0.0,0.4,1.9,5.6,20.2,74.2,34130.0,10.8,0,0
25001010304,MA,Barnstable County,41.823270275,-69.99656105,1,98.3,2107,296.760563380282,1.94,7.1,61.0,44.9,98.3,0.0,0.0,1.7,0.0,0.0,0.0,1.1,2.9,17.6,79.5,30782.0,4.3,4,1.8984337921215
25001010306,MA,Barnstable County,41.8526294,-69.985954,1,96.0,2817,408.260869565217,2.12,9.4,56.4,47.6,93.6,2.5,0.0,0.7,0.0,1.5,1.7,1.9,4.2,24.8,71.1,27023.0,6.9,1,0.35498757543486
25001010400,MA,Barnstable County,41.7954775,-69.99162,1,96.6,3081,513.5,1.99,4.2,58.4,42.5,94.3,5.1,0.0,0.6,0.0,0.0,0.0,2.5,1.7,20.6,77.7,28903.0,5.6,2,0.649139889646219
25001010500,MA,Barnstable County,41.783964025,-69.97962805,1,96.3,2766,341.481481481482,2.03,2.2,62.7,46.1,97.8,0.3,0.0,0.8,0.0,1.1,0.0,1.1,2.6,14.0,83.4,28844.0,9.9,4,1.44613159797542
25001010600,MA,Barnstable County,41.688859088,-69.97262944,1,97.8,3238,568.070175438597,2.15,7.4,60.1,48.4,91.9,6.8,0.0,0.6,0.0,0.0,0.6,6.1,2.8,17.2,80.0,30069.0,11.0,5,1.54416306361952
25001010700,MA,Barnstable County,41.6758750666667,-70.0262492333333,1,93.1,2904,276.571428571429,2.16,5.6,57.4,47.7,94.8,2.2,0.0,0.8,0.0,0.0,2.3,0.2,4.3,21.5,74.3,31828.0,14.4,3,1.03305785123967
25001010800,MA,Barnstable County,41.76175488,-70.0812587,1,94.6,4860,445.871559633028,2.14,7.1,55.9,47.6,98.2,0.7,0.0,0.0,0.0,0.0,1.1,0.4,1.4,16.6,82.0,36839.0,5.9,1,0.205761316872428
25001010900,MA,Barnstable County,41.774956,-70.015399,1,98.4,5019,418.25,2.32,2.5,52.7,47.7,95.8,1.2,0.0,1.1,0.6,0.1,1.2,2.8,1.5,25.2,73.4,34202.0,3.9,6,1.19545726240287
25001011002,MA,Barnstable County,41.6893067955,-70.101930788,1,95.6,4192,505.060240963855,2.35,6.3,49.3,48.9,96.9,0.3,0.0,0.0,0.0,1.0,1.8,2.1,5.7,22.8,71.4,30130.0,6.4,20,4.77099236641221
25001011100,MA,Barnstable County,,,1,98.6,4525,611.486486486487,2.14,4.3,52.6,46.2,95.6,0.3,0.3,3.5,0.3,0.0,0.0,1.7,7.0,18.5,74.6,37764.0,5.5,0,0
25001011200,MA,Barnstable County,41.67025022,-70.06400024,1,96.1,3450,663.461538461538,2.08,5.4,58.2,46.2,93.2,4.7,0.0,0.0,0.0,0.7,1.4,1.7,3.1,20.3,76.5,37340.0,10.9,3,0.869565217391304
25001011300,MA,Barnstable County,41.7439335,-70.1897025,1,93.7,2804,560.8,2.2,8.3,61.8,50.1,96.3,0.0,1.1,0.5,0.0,2.1,0.0,4.9,3.4,22.4,74.2,31990.0,5.2,2,0.713266761768902
25001011400,MA,Barnstable County,41.722126,-70.16688,1,93.0,3148,533.559322033898,2.03,6.0,64.4,45.8,97.0,0.0,0.0,0.0,0.0,2.6,0.4,3.7,3.9,19.5,76.6,30628.0,13.8,1,0.317662007623888
25001011500,MA,Barnstable County,,,1,95.9,3912,909.767441860465,2.03,10.0,54.4,43.3,89.6,5.9,0.0,2.3,0.0,0.7,1.5,0.3,7.9,33.4,58.7,28622.0,11.4,0,0
25001011600,MA,Barnstable County,41.662666,-70.12045,1,96.0,2313,963.75,1.78,6.9,54.1,45.2,90.0,7.2,0.0,0.0,0.0,0.5,2.2,5.8,1.7,37.3,61.0,30673.0,7.9,1,0.432338953739732
25001011700,MA,Barnstable County,,,1,95.3,1890,675.0,2.0,7.8,56.1,50.2,96.3,0.3,0.0,0.5,0.0,0.0,2.9,4.3,2.9,23.7,73.4,29804.0,11.6,0,0
25001011801,MA,Barnstable County,41.71494158,-70.215116925,1,99.5,2439,696.857142857143,1.84,3.9,67.6,41.5,91.6,0.5,0.0,7.9,0.0,0.0,0.0,0.9,2.0,14.9,83.0,34015.0,4.9,2,0.820008200082001
25001011802,MA,Barnstable County,41.70113115,-70.2325254,1,97.7,4028,760.0,2.29,4.0,51.6,44.1,94.1,1.5,0.0,1.0,0.0,0.1,3.2,0.9,3.9,27.0,69.1,31167.0,7.1,2,0.496524329692155
25001012001,MA,Barnstable County,41.684403855,-70.2083868975,1,96.0,5767,1441.75,2.12,7.6,52.7,41.5,97.7,0.1,0.0,0.6,0.0,0.3,1.4,0.2,4.9,27.5,67.5,31445.0,6.9,24,4.16160915554014
25001012002,MA,Barnstable County,41.65745286,-70.20595689,1,95.2,2743,1246.81818181818,2.03,12.7,50.8,46.7,86.2,1.0,0.0,7.2,0.0,4.2,1.5,4.9,9.0,35.5,55.4,26044.0,17.1,1,0.364564345607
