county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
42001,67.91,21.64,26.12,88.81,32.09,18.66,76.87,51.49,75.37,90.30,18.66,72.39,14.18,38.06,20.15,57.46,97.76
42003,76.87,12.69,97.76,14.18,11.19,36.57,57.46,88.81,55.97,5.22,81.34,6.72,5.22,30.60,41.04,67.91,29.10
42005,6.72,35.07,55.97,23.13,58.96,11.19,41.04,70.90,69.40,78.36,70.90,45.52,94.78,33.58,33.58,54.48,11.19
42007,42.54,14.18,87.31,32.09,42.54,20.15,52.99,96.27,41.04,67.91,17.16,41.04,9.70,48.51,23.13,41.04,58.96
42009,14.18,69.40,18.66,64.93,27.61,12.69,85.82,15.67,45.52,17.16,60.45,91.79,33.58,88.81,75.37,84.33,42.54
42011,93.28,96.27,11.19,91.79,96.27,63.43,99.25,57.46,38.06,3.73,29.10,61.94,85.82,73.88,52.99,17.16,73.88
42013,24.63,26.12,54.48,24.63,21.64,39.55,51.49,23.13,81.34,82.84,35.07,75.37,3.73,69.40,97.76,60.45,57.46
42015,30.60,32.09,27.61,58.96,69.40,90.30,6.72,36.57,61.94,30.60,3.73,38.06,73.88,91.79,87.31,63.43,84.33
42017,85.82,2.24,69.40,82.84,67.91,42.54,21.64,29.10,39.55,48.51,72.39,85.82,90.30,67.91,36.57,3.73,79.85
42019,47.01,5.22,93.28,55.97,54.48,60.45,87.31,90.30,12.69,51.49,36.57,17.16,52.99,64.93,9.70,15.67,35.07
42021,33.58,47.01,76.87,11.19,60.45,6.72,73.88,27.61,78.36,73.88,85.82,18.66,26.12,21.64,47.01,44.03,78.36
42023,0.75,39.55,79.85,72.39,72.39,44.03,29.10,61.94,97.76,12.69,27.61,73.88,39.55,93.28,2.24,94.78,52.99
42025,58.96,41.04,29.10,54.48,87.31,27.61,38.06,6.72,44.03,61.94,55.97,29.10,44.03,29.10,64.93,39.55,9.70
42027,82.84,27.61,96.27,5.22,0.75,99.25,93.28,2.24,21.64,85.82,96.27,97.76,58.96,72.39,79.85,88.81,51.49
42029,90.30,3.73,63.43,87.31,41.04,54.48,39.55,60.45,27.61,42.54,91.79,36.57,67.91,99.25,12.69,23.13,21.64
42031,15.67,79.85,41.04,3.73,35.07,78.36,66.42,50.00,64.93,63.43,75.37,20.15,64.93,78.36,32.09,75.37,36.57
42033,36.57,91.79,38.06,33.58,61.94,33.58,58.96,47.01,30.60,76.87,76.87,78.36,96.27,14.18,35.07,29.10,20.15
