tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
41001950100,OR,Baker County,,,8,80.9,3110,3110,2.41,5.6,50.6,46.1,95.3,0.7,1.3,0.3,0.2,1.4,0.7,6.9,11.5,29.2,59.3,25987.0,17.8,0,0
41001950200,OR,Baker County,44.77456422,-117.8298835,7,96.0,3127,406.103896103896,2.27,8.9,48.0,49.4,94.6,0.8,1.5,1.6,0.0,0.3,1.2,4.1,5.7,32.8,61.5,25092.0,9.5,2,0.639590661976335
41001950300,OR,Baker County,,,7,89.8,2553,3.77718597425655,2.13,13.3,46.1,50.2,96.2,0.0,1.9,0.6,0.4,0.1,0.9,1.1,13.2,30.8,56.1,21639.0,17.6,0,0
41001950400,OR,Baker County,44.77922,-117.82187,7,89.4,2666,1269.52380952381,2.07,11.5,48.3,47.4,93.9,0.0,0.0,1.0,1.0,0.8,3.3,0.8,7.0,35.6,57.3,21808.0,14.2,1,0.375093773443361
41001950500,OR,Baker County,,,7,89.3,2787,14.4031007751938,2.19,6.1,42.7,60.0,91.4,0.5,3.2,0.7,0.0,0.2,4.0,6.5,10.4,28.4,61.1,22980.0,14.1,0,0
41001950600,OR,Baker County,,,10,92.3,1787,1787,2.07,7.6,58.7,52.2,96.2,0.2,0.9,0.2,0.0,0.0,2.5,2.2,10.5,33.6,56.0,22267.0,19.2,0,0
41003000100,OR,Benton County,,,1,88.9,8291,2368.85714285714,2.51,6.5,31.3,51.5,91.3,0.5,0.2,4.6,0.0,2.3,1.1,13.0,7.4,15.8,76.7,23152.0,21.8,0,0
41003000202,OR,Benton County,,,1,94.8,4819,909.245283018868,2.19,8.8,45.9,48.8,82.1,3.1,0.0,9.5,0.0,1.2,4.0,2.3,2.3,9.0,88.7,33502.0,11.2,0,0
41003000400,OR,Benton County,44.59097525,-123.27660825,1,92.8,7596,2170.28571428571,2.33,8.4,43.5,47.1,86.5,0.0,1.4,9.6,0.0,0.2,2.4,3.8,1.4,8.4,90.2,40439.0,12.6,4,0.526592943654555
41003000500,OR,Benton County,44.6013359361539,-123.250371521538,1,94.6,3334,456.712328767123,2.36,4.0,54.8,51.9,91.3,0.4,0.5,4.6,0.0,1.9,1.2,2.5,7.2,11.6,81.1,38284.0,12.6,65,19.496100779844
41003000600,OR,Benton County,44.6125098073077,-123.215390296154,1,85.4,4136,393.904761904762,1.96,6.7,40.7,44.2,84.9,4.4,0.0,2.9,3.9,0.3,3.7,11.6,7.3,19.5,73.3,19275.0,25.0,26,6.2862669245648
41003000900,OR,Benton County,,,1,95.9,5347,1407.10526315789,2.35,9.5,38.7,54.0,87.4,0.8,0.7,7.4,0.6,0.3,2.7,3.6,0.7,5.1,94.2,33774.0,19.3,0,0
41003001001,OR,Benton County,44.579645,-123.261057,1,85.2,4212,6017.14285714286,2.44,8.1,27.8,46.8,81.4,4.0,0.5,5.7,0.0,2.8,5.5,22.3,10.0,19.5,70.6,18721.0,28.5,2,0.474833808167142
41003001002,OR,Benton County,44.578613,-123.27627,1,89.1,3239,5398.33333333333,2.44,9.2,31.4,58.4,84.6,0.1,1.2,9.4,0.0,0.9,3.8,4.4,2.9,7.8,89.3,22184.0,28.0,1,0.308737264587836
41003001101,OR,Benton County,44.5730465633333,-123.2811993,1,93.1,3896,12986.6666666667,2.39,11.7,21.1,56.9,79.2,0.9,0.5,13.1,0.1,0.4,5.8,6.3,6.2,3.2,90.6,7402.0,66.6,6,1.54004106776181
41003001102,OR,Benton County,44.569482355,-123.26714648,1,88.0,4873,8121.66666666667,2.28,8.1,22.7,54.2,84.8,0.1,0.1,10.7,0.5,0.9,3.0,7.9,1.3,21.1,77.6,10839.0,53.7,10,2.05212394828648
41003010100,OR,Benton County,44.64861018,-123.127980166667,1,97.3,8774,445.380710659899,2.69,7.1,44.9,49.9,94.9,0.1,0.4,1.6,0.0,0.4,2.5,4.4,3.8,12.5,83.7,39380.0,2.9,3,0.341919307043538
41003010200,OR,Benton County,,,2,92.4,4515,24.028738690793,2.78,4.2,46.6,49.8,92.0,1.1,1.2,1.4,0.1,0.6,3.6,2.2,7.1,18.0,74.9,27256.0,9.7,0,0
41003010300,OR,Benton County,,,2,91.5,3398,14.0065952184666,2.54,7.2,49.2,49.7,95.0,0.0,0.3,1.1,0.0,1.1,2.6,3.6,4.6,22.8,72.6,30329.0,9.9,0,0
41003010400,OR,Benton County,,,10,91.6,4032,24.4215626892792,2.7,10.1,43.0,45.8,89.6,1.7,1.8,0.0,0.1,5.4,1.4,13.3,13.5,29.9,56.7,27577.0,11.9,0,0
41003010600,OR,Benton County,44.562793287,-123.26242508,1,94.2,5171,5745.55555555556,1.8,8.9,20.9,52.8,79.8,0.3,0.8,12.7,0.5,0.6,5.2,6.9,3.2,15.2,81.7,7552.0,50.1,10,1.93386192225875
41003010702,OR,Benton County,44.56460429,-123.2804188,1,92.5,3697,2640.71428571429,2.27,9.7,20.1,44.4,77.1,1.1,0.6,10.9,0.3,2.8,7.1,9.6,7.1,6.8,86.1,8091.0,39.2,2,0.540979172301866
41003010800,OR,Benton County,44.54004715,-123.3573322,1,91.5,3600,1090.90909090909,2.62,8.4,37.3,48.4,92.0,0.2,1.2,1.2,0.0,1.2,4.2,5.2,7.7,25.2,67.1,26879.0,23.5,1,0.277777777777778
41003010900,OR,Benton County,44.558704,-123.312584,1,96.5,4525,236.910994764398,2.36,5.8,39.7,54.0,85.9,0.4,0.5,9.4,0.2,0.2,3.3,2.4,1.5,8.2,90.3,36223.0,15.6,1,0.220994475138122
