tract,state,county,avg_lat,avg_long,primary_ruca,perc_insured,total_pop,pop_density,avg_household_size,unemployment_rate,median_age,male,white_race,black_race,native_race,asian_race,hawaii_pacific_race,other_race,multiple_races,hispanic_latino,ed_less_than_hs,ed_hs_grad,ed_college_plus,median_income,below_poverty,prov_count,prov_density
37065020600,NC,Edgecombe County,,,1,84.5,2928,54.4237918215613,2.73,17.7,42.3,44.3,27.2,66.3,0.0,0.2,0.0,3.6,2.6,4.8,24.2,40.0,35.8,16310.0,30.2,0,0
37065020700,NC,Edgecombe County,,,2,88.1,2118,24.8591549295775,2.81,7.5,38.4,46.6,37.2,55.3,0.0,0.0,0.0,1.2,6.3,1.3,22.3,40.0,37.8,23326.0,27.2,0,0
37065020800,NC,Edgecombe County,,,6,88.6,3438,25.4289940828402,2.61,13.5,48.0,51.1,47.5,52.4,0.0,0.0,0.0,0.0,0.1,0.0,26.2,35.5,38.2,21493.0,16.6,0,0
37065020900,NC,Edgecombe County,,,4,89.6,2954,440.89552238806,2.7,15.1,41.5,41.4,6.6,92.8,0.0,0.0,0.0,0.0,0.6,0.0,24.3,41.9,33.8,16119.0,34.7,0,0
37065021000,NC,Edgecombe County,35.898117625,-77.53419416,4,79.5,3120,821.052631578947,2.34,13.5,46.2,41.5,33.9,61.6,1.2,0.0,0.0,0.0,3.3,0.0,20.4,21.9,57.7,21366.0,23.4,2,0.641025641025641
37065021100,NC,Edgecombe County,,,4,78.1,3971,251.329113924051,2.54,7.6,38.0,51.0,48.5,36.2,0.0,0.0,0.0,14.8,0.5,24.7,31.9,23.3,44.9,21844.0,19.8,0,0
37065021200,NC,Edgecombe County,,,4,91.8,5165,717.361111111111,2.23,9.6,47.3,48.0,53.0,39.9,0.3,0.0,0.8,3.7,2.2,5.5,23.1,31.6,45.3,20880.0,10.5,0,0
37065021300,NC,Edgecombe County,,,5,86.1,4593,69.5909090909091,2.53,10.5,41.1,46.5,60.6,30.2,3.2,0.0,0.0,3.6,2.3,8.4,20.3,36.7,43.0,21961.0,13.1,0,0
37065021400,NC,Edgecombe County,,,2,85.1,3739,88.6018957345972,2.61,7.2,38.8,47.8,79.4,20.3,0.3,0.0,0.0,0.0,0.0,0.7,21.5,44.5,33.9,19882.0,26.3,0,0
37065021500,NC,Edgecombe County,,,2,80.5,3290,134.285714285714,2.41,9.7,43.4,50.8,61.2,38.8,0.0,0.0,0.0,0.0,0.0,6.1,22.6,40.7,36.8,18245.0,28.8,0,0
37065021600,NC,Edgecombe County,,,5,85.5,3186,69.2608695652174,2.85,9.8,37.2,48.6,73.0,18.9,0.0,0.4,0.0,2.2,5.5,2.5,19.2,38.8,41.9,26903.0,10.4,0,0
37067000100,NC,Forsyth County,36.09638085,-80.2509874583333,1,85.9,2087,3478.33333333333,1.26,7.1,35.1,64.9,61.1,32.4,0.2,4.7,0.0,0.2,1.3,3.2,14.8,17.8,67.3,30726.0,22.5,12,5.74988021082894
37067000200,NC,Forsyth County,36.103855,-80.26041,1,67.5,1113,1855.0,1.55,28.4,42.0,72.1,53.8,44.7,1.4,0.1,0.0,0.0,0.0,9.2,21.9,25.9,52.3,12431.0,62.5,1,0.898472596585804
37067000301,NC,Forsyth County,,,1,82.1,2051,6836.66666666667,2.44,27.3,33.8,49.4,5.4,93.0,0.6,0.0,0.0,0.0,1.0,4.2,22.3,31.6,46.0,12876.0,48.2,0,0
37067000302,NC,Forsyth County,,,1,83.1,1565,3130.0,2.23,23.1,37.4,51.6,15.5,81.3,0.0,0.0,0.0,2.7,0.4,18.7,33.6,21.8,44.6,14875.0,47.5,0,0
37067000400,NC,Forsyth County,,,1,72.4,3580,4475.0,3.17,15.2,32.1,50.1,10.4,73.0,0.0,0.0,3.2,8.3,5.2,17.3,21.9,44.3,33.8,18333.0,23.7,0,0
37067000500,NC,Forsyth County,,,1,80.0,2467,4111.66666666667,2.56,22.8,30.4,42.6,7.0,86.5,0.0,0.0,0.3,6.0,0.2,13.6,28.9,28.7,42.3,13005.0,46.2,0,0
37067000600,NC,Forsyth County,,,1,79.8,1974,3948.0,2.12,26.7,44.1,47.2,9.6,83.5,0.3,0.0,0.0,5.2,1.4,13.3,26.8,40.8,32.5,12546.0,51.1,0,0
37067000700,NC,Forsyth County,36.102726,-80.23327,1,77.2,1673,2390.0,1.96,21.6,39.8,49.9,6.9,91.2,0.0,0.0,0.0,1.7,0.2,2.6,21.7,45.5,32.8,12905.0,55.9,12,7.17274357441722
37067000801,NC,Forsyth County,,,1,86.5,3122,3902.5,3.55,22.1,19.9,38.9,17.8,69.6,0.4,1.8,0.0,8.7,1.6,13.2,50.5,12.4,37.1,3910.0,75.5,0,0
37067000802,NC,Forsyth County,,,1,80.4,2363,2953.75,2.67,14.8,20.9,40.5,31.6,59.5,0.0,2.3,0.0,4.5,2.1,20.9,36.5,30.5,33.0,7145.0,60.7,0,0
37067000900,NC,Forsyth County,36.0885611333333,-80.2487959333333,1,81.6,3554,2961.66666666667,1.9,13.4,31.6,44.8,65.2,23.2,0.4,3.4,0.0,4.6,3.2,12.5,15.6,19.7,64.6,15907.0,36.0,3,0.84411930219471
37067001000,NC,Forsyth County,36.08434013,-80.269183485,1,79.5,4505,4095.45454545455,2.4,11.5,30.5,49.3,72.5,19.2,0.0,2.4,0.0,4.2,1.7,26.2,16.6,21.9,61.5,21726.0,35.2,2,0.443951165371809
37067001100,NC,Forsyth County,36.0961239714286,-80.2628119571429,1,87.5,2270,3783.33333333333,1.74,6.8,35.4,50.0,73.7,24.6,0.4,0.4,0.0,0.9,0.0,4.7,7.9,14.7,77.3,24632.0,24.8,7,3.08370044052863
37067001200,NC,Forsyth County,36.1095135,-80.2704,1,96.0,2141,1529.28571428571,2.12,2.9,49.3,43.3,87.9,8.5,0.2,0.7,0.0,0.1,2.6,2.1,4.5,11.8,83.7,40597.0,4.1,2,0.934142923867352
37067001300,NC,Forsyth County,36.1328310666667,-80.2828093666667,1,94.5,5075,3171.875,2.39,6.8,20.7,48.7,72.3,17.7,0.3,7.6,0.0,0.4,1.8,5.2,5.9,11.6,82.6,3777.0,31.2,3,0.591133004926108
37067001400,NC,Forsyth County,,,1,74.4,3810,1313.79310344828,2.9,15.3,31.4,47.9,30.2,59.3,0.7,1.1,0.0,7.4,1.4,26.7,20.2,30.5,49.3,16075.0,40.4,0,0
37067001500,NC,Forsyth County,,,1,76.6,4180,1441.37931034483,3.11,12.8,30.5,54.3,34.2,48.8,0.0,0.0,0.0,14.7,2.3,31.1,26.3,38.7,35.1,16157.0,36.2,0,0
37067001601,NC,Forsyth County,,,1,83.3,3717,1548.75,2.86,17.0,41.6,40.8,4.0,92.4,0.0,0.5,0.0,2.4,0.8,3.0,15.5,29.8,54.6,18841.0,34.2,0,0
37067001602,NC,Forsyth County,,,1,76.0,3495,2330.0,2.87,13.4,23.9,49.3,24.0,72.8,0.0,0.0,0.0,1.8,1.4,15.9,34.2,33.2,32.6,15781.0,54.1,0,0
37067001700,NC,Forsyth County,36.111728,-80.19861425,1,85.3,5479,1611.47058823529,2.71,12.3,29.9,46.2,22.9,69.2,0.0,0.4,0.0,5.6,2.0,12.0,21.5,25.2,53.2,19759.0,36.5,1,0.182515057492243
37067001800,NC,Forsyth County,,,1,76.3,4362,2295.78947368421,2.81,29.3,34.9,49.2,27.4,65.5,0.0,0.0,0.0,5.5,1.6,25.6,24.4,35.7,39.9,15176.0,45.4,0,0
37067001901,NC,Forsyth County,,,1,72.2,1731,2885.0,3.29,10.7,27.0,43.3,52.7,32.9,0.0,0.8,0.0,12.9,0.7,42.7,41.0,23.1,35.9,15154.0,58.5,0,0
37067001902,NC,Forsyth County,,,1,83.6,1663,1847.77777777778,2.2,4.8,37.4,50.1,77.5,21.1,0.0,0.0,0.0,1.4,0.0,11.9,11.3,19.5,69.3,23537.0,29.8,0,0
37067002001,NC,Forsyth County,,,1,79.3,2637,2397.27272727273,2.69,15.5,33.9,44.5,42.1,38.9,0.1,2.3,0.0,13.4,3.2,31.7,23.4,32.0,44.5,15590.0,40.6,0,0
37067002002,NC,Forsyth County,,,1,77.4,3241,2493.07692307692,2.53,5.9,33.4,43.7,60.7,29.8,0.0,0.0,0.0,5.7,3.8,36.3,23.0,32.8,44.2,17877.0,31.8,0,0
37067002100,NC,Forsyth County,36.0738888772727,-80.2982155681818,1,89.3,2094,2617.5,1.92,10.2,37.9,44.6,87.4,9.3,0.0,1.4,0.0,0.3,1.7,2.3,7.5,18.7,73.7,31415.0,12.3,22,10.5062082139446
37067002200,NC,Forsyth County,36.0825231098361,-80.2931492770492,1,94.3,4027,2368.82352941176,2.16,5.0,35.0,47.2,83.8,10.8,0.0,4.5,0.0,0.2,0.8,10.1,6.3,16.1,77.7,29729.0,10.4,61,15.147752669481
37067002501,NC,Forsyth County,,,1,98.5,2539,2308.18181818182,2.39,5.1,47.5,46.5,94.4,2.1,0.0,1.9,0.0,0.0,1.6,1.7,1.2,3.6,95.3,54214.0,3.1,0,0
37067002502,NC,Forsyth County,,,1,99.7,3012,1673.33333333333,2.4,3.9,47.3,48.3,93.0,1.8,0.0,1.4,0.0,1.3,2.5,0.8,1.2,5.7,93.1,52962.0,2.8,0,0
37067002601,NC,Forsyth County,36.1220087857143,-80.304527,1,98.0,2873,1512.10526315789,2.32,2.2,47.6,44.6,92.2,7.1,0.0,0.7,0.0,0.0,0.0,0.5,0.6,8.8,90.6,37887.0,13.7,7,2.43647754959972
37067002603,NC,Forsyth County,36.134262084,-80.31695792,1,92.8,6204,1723.33333333333,2.14,4.8,44.9,49.6,72.6,16.4,0.3,2.8,0.0,2.2,5.7,10.8,6.3,13.9,79.8,35973.0,8.0,5,0.805931656995487
37067002604,NC,Forsyth County,36.135284,-80.34866,1,92.9,5820,1531.57894736842,2.7,5.9,44.3,47.9,74.3,17.1,0.0,2.5,0.0,4.6,1.5,10.7,8.7,16.1,75.2,38041.0,9.7,1,0.171821305841924
37067002701,NC,Forsyth County,36.1464984571429,-80.3015509714286,1,67.0,6486,2948.18181818182,2.55,11.8,30.7,44.9,54.9,39.5,0.0,0.6,0.0,0.9,4.1,35.2,27.6,29.2,43.1,20130.0,38.5,7,1.07924761023743
37067002702,NC,Forsyth County,,,1,82.7,6524,2836.52173913043,2.44,16.1,29.1,43.2,41.7,55.6,0.0,0.9,0.0,0.6,1.2,17.4,17.9,21.8,60.2,22247.0,33.0,0,0
37067002703,NC,Forsyth County,36.1487642533333,-80.2717752377778,1,80.0,6801,3579.47368421053,2.04,13.4,28.2,46.3,54.4,37.9,0.1,1.7,0.0,5.4,0.5,23.3,13.9,21.3,64.9,18742.0,30.4,9,1.32333480370534
37067002801,NC,Forsyth County,,,1,89.5,3946,191.553398058252,2.38,2.2,47.5,48.4,87.7,9.0,0.9,1.6,0.0,0.2,0.6,1.2,7.5,37.5,55.1,30778.0,6.6,0,0
37067002804,NC,Forsyth County,,,1,85.8,4067,830.0,2.85,10.7,35.5,45.0,69.0,26.3,0.1,0.0,0.0,4.5,0.1,27.8,17.2,31.7,51.1,21447.0,22.8,0,0
37067002806,NC,Forsyth County,36.1814092,-80.282743,1,73.2,3257,930.571428571429,2.21,4.2,36.2,49.1,49.9,40.9,0.0,1.5,0.0,3.4,4.3,14.8,20.8,34.6,44.5,18540.0,14.9,1,0.307031010132023
37067002807,NC,Forsyth County,,,1,82.9,5429,476.228070175439,2.52,7.3,41.4,55.0,77.6,16.1,0.6,0.0,0.0,5.1,0.5,23.1,14.8,35.8,49.5,31540.0,9.5,0,0
37067002808,NC,Forsyth County,,,1,92.4,3388,445.789473684211,2.37,6.0,43.1,44.7,85.4,11.6,0.3,1.9,0.0,0.0,0.8,3.3,9.3,28.1,62.7,29621.0,10.6,0,0
37067002809,NC,Forsyth County,,,1,92.1,2235,275.925925925926,2.37,7.1,52.0,49.6,80.3,15.7,0.0,1.0,0.0,1.3,1.7,3.9,6.9,28.0,65.0,32372.0,8.0,0,0
37067002901,NC,Forsyth County,,,1,87.6,4689,314.697986577181,2.57,9.9,43.6,50.6,64.8,30.6,0.0,1.2,0.0,1.5,2.0,10.8,17.1,33.0,50.0,25903.0,16.1,0,0
37067002903,NC,Forsyth County,,,1,78.4,3722,775.416666666667,2.56,6.7,45.0,47.2,76.5,22.1,0.0,0.0,0.0,0.8,0.6,20.6,21.6,41.0,37.5,19699.0,24.7,0,0
37067002904,NC,Forsyth County,,,2,82.9,2145,153.214285714286,2.36,8.8,48.6,51.5,96.1,2.0,0.8,0.0,0.0,0.2,0.8,4.6,17.3,40.2,42.6,27485.0,14.6,0,0
37067003002,NC,Forsyth County,,,1,91.2,4379,695.079365079365,2.71,7.1,39.5,46.2,45.1,52.7,1.1,0.2,0.0,0.7,0.1,3.1,12.6,34.8,52.6,25667.0,21.0,0,0
37067003003,NC,Forsyth County,,,1,88.2,3044,490.967741935484,2.34,7.1,43.1,46.2,76.2,21.9,0.0,1.0,0.0,0.0,0.9,1.5,10.4,34.4,55.3,32840.0,10.6,0,0
37067003004,NC,Forsyth County,36.1123129333333,-80.0915528666667,1,95.6,3626,1133.125,2.37,3.9,46.0,45.9,87.9,10.3,0.3,0.0,0.0,0.3,1.2,1.7,7.1,23.7,69.2,30148.0,12.7,3,0.827357970215113
37067003103,NC,Forsyth County,,,1,90.1,5610,397.872340425532,2.71,6.1,43.2,49.3,92.3,6.3,0.0,1.4,0.0,0.0,0.0,9.7,9.9,22.2,67.9,39743.0,4.6,0,0
37067003105,NC,Forsyth County,,,1,87.2,3983,497.875,2.9,14.0,39.6,47.4,77.1,17.9,0.0,0.2,0.0,4.2,0.7,5.4,8.2,31.9,59.9,26338.0,11.8,0,0
37067003106,NC,Forsyth County,,,2,90.7,2776,125.045045045045,2.42,5.5,46.4,48.0,93.9,4.3,0.0,0.4,0.0,1.4,0.0,1.7,10.5,37.4,52.2,32596.0,6.5,0,0
37067003107,NC,Forsyth County,,,1,90.3,4275,678.571428571429,2.5,4.7,43.6,50.3,85.5,9.8,0.7,1.2,0.0,1.2,1.7,6.0,11.8,26.2,62.0,25063.0,16.4,0,0
37067003108,NC,Forsyth County,,,1,78.5,4031,1300.32258064516,2.73,11.8,41.0,45.0,79.0,9.3,2.0,1.6,0.0,6.7,1.4,33.3,21.6,39.5,38.9,22464.0,23.2,0,0
37067003201,NC,Forsyth County,36.121510145,-80.078086045,1,85.7,4604,1705.18518518519,2.31,3.5,45.6,48.5,77.2,13.9,0.0,2.1,0.0,5.7,1.1,9.2,9.8,23.8,66.4,32060.0,12.9,2,0.434404865334492
37067003202,NC,Forsyth County,36.1158364,-80.0714613,1,83.3,3931,1123.14285714286,2.42,8.2,37.5,49.5,89.2,5.4,0.0,0.8,0.0,4.5,0.0,22.8,15.8,32.1,52.1,25357.0,28.1,2,0.508776392775375
37067003307,NC,Forsyth County,,,1,88.9,3647,1302.5,2.32,6.4,41.5,44.9,76.3,14.6,0.0,4.2,2.9,0.9,1.1,4.4,6.2,32.4,61.4,30835.0,10.3,0,0
37067003308,NC,Forsyth County,,,1,95.4,8107,1501.2962962963,2.68,4.4,38.3,50.1,81.3,14.7,0.0,1.3,0.0,1.2,1.4,8.2,4.3,26.6,69.0,36679.0,2.9,0,0
37067003309,NC,Forsyth County,,,1,86.2,5401,1019.05660377358,2.88,13.2,33.7,48.5,44.0,44.0,0.0,7.9,0.0,3.7,0.4,16.3,13.2,35.6,51.2,24707.0,27.0,0,0
37067003310,NC,Forsyth County,,,1,86.6,4566,1630.71428571429,2.89,7.1,33.0,45.9,59.8,30.2,0.0,0.9,0.0,1.9,7.2,10.2,7.1,27.8,65.1,30186.0,18.5,0,0
37067003311,NC,Forsyth County,,,1,93.2,1859,845.0,2.67,3.1,40.8,43.6,72.7,22.9,0.9,1.2,0.0,1.9,0.4,6.4,6.9,21.6,71.5,37259.0,3.8,0,0
37067003312,NC,Forsyth County,36.0792566,-80.1053817,1,92.6,2770,346.25,2.33,4.1,43.8,45.6,88.0,9.9,0.0,0.8,0.0,0.0,1.3,0.0,5.4,31.3,63.3,31762.0,7.4,1,0.36101083032491
37067003313,NC,Forsyth County,,,1,91.3,1548,281.454545454545,2.37,5.5,46.9,44.2,91.0,5.3,2.1,0.5,0.0,1.1,0.0,7.0,10.5,42.6,46.8,22806.0,22.0,0,0
37067003314,NC,Forsyth County,,,1,86.8,3227,750.46511627907,2.21,4.8,40.9,47.7,87.7,6.9,1.1,1.7,0.0,1.4,1.2,4.9,6.9,31.6,61.5,31931.0,13.1,0,0
37067003315,NC,Forsyth County,36.0932736142857,-80.0442022428571,1,89.7,3641,846.744186046512,2.11,7.0,39.5,47.2,84.0,13.5,0.1,0.3,0.0,0.0,2.1,7.3,12.7,30.6,56.7,26995.0,13.4,7,1.92254875034331
37067003402,NC,Forsyth County,,,1,84.7,2361,295.125,2.54,7.4,46.4,53.3,89.0,4.5,0.3,0.5,0.0,5.3,0.3,10.5,19.7,32.8,47.5,24158.0,19.8,0,0
37067003403,NC,Forsyth County,,,1,76.5,3218,1109.65517241379,2.93,14.7,25.3,43.6,50.5,32.5,0.0,0.0,0.0,16.2,0.8,37.1,27.0,30.8,42.3,15941.0,37.5,0,0
37067003404,NC,Forsyth County,,,1,76.6,4003,2223.88888888889,2.86,10.2,30.9,52.2,39.5,39.9,0.0,0.0,1.7,16.5,2.3,30.5,36.1,26.9,36.9,16280.0,46.6,0,0
37067003500,NC,Forsyth County,36.04202,-80.2189,1,81.7,6041,943.90625,2.69,7.2,33.7,45.6,50.5,36.4,0.7,0.0,0.0,8.3,4.1,29.4,17.0,28.8,54.2,23818.0,27.0,1,0.16553550736633
37067003600,NC,Forsyth County,,,1,85.1,6851,1087.46031746032,2.73,7.9,36.4,46.6,68.6,20.9,0.0,1.2,0.0,5.9,3.4,26.1,19.9,27.9,52.2,27807.0,25.6,0,0
37067003701,NC,Forsyth County,36.0697,-80.274915,1,83.3,4854,2311.42857142857,1.99,8.6,30.2,44.4,53.5,39.5,0.0,0.4,0.0,0.3,6.3,16.6,16.7,26.6,56.7,24769.0,29.8,2,0.412031314379893
37067003702,NC,Forsyth County,36.03665,-80.26862,1,82.6,4507,2146.19047619048,2.26,8.1,38.4,44.4,64.4,28.8,0.0,1.6,0.0,4.5,0.7,11.5,7.8,28.4,63.8,26099.0,12.1,1,0.221877080097626
37067003703,NC,Forsyth County,,,1,91.0,6870,1431.25,2.59,8.2,34.8,45.0,57.3,34.8,0.0,0.7,0.0,4.8,2.3,7.9,6.1,20.8,73.2,32914.0,7.6,0,0
37067003803,NC,Forsyth County,36.042694,-80.294586,1,90.2,4955,825.833333333333,2.15,4.8,44.4,47.8,79.8,18.0,0.4,0.8,0.0,0.0,0.9,4.2,5.3,23.0,71.7,30318.0,7.4,1,0.201816347124117
37067003804,NC,Forsyth County,36.05918035,-80.3010539,1,88.6,4430,726.229508196721,1.88,7.7,43.0,40.7,59.8,32.5,0.0,7.4,0.0,0.3,0.0,4.5,11.4,22.2,66.4,29481.0,12.1,28,6.32054176072235
37067003805,NC,Forsyth County,36.0629342313402,-80.3197460791753,1,80.5,6317,2256.07142857143,2.41,13.5,34.9,46.9,51.7,38.6,0.0,5.2,0.0,3.0,1.6,17.7,15.5,20.7,63.8,27422.0,23.3,97,15.3553902168751
37067003806,NC,Forsyth County,,,1,91.3,3383,1208.21428571429,2.67,5.1,37.9,47.8,73.6,17.3,0.0,2.7,0.0,2.7,3.7,13.0,8.1,27.5,64.4,31858.0,13.6,0,0
37067003903,NC,Forsyth County,36.0695782142857,-80.3368914285714,1,79.5,4520,3228.57142857143,2.15,8.0,30.9,49.6,49.9,36.9,0.0,5.5,0.0,0.8,6.9,15.4,14.3,27.1,58.6,19343.0,30.7,14,3.09734513274336
37067003904,NC,Forsyth County,,,1,92.2,6484,1907.05882352941,2.12,8.1,39.7,43.5,70.6,15.8,0.0,5.6,0.0,0.8,7.2,9.3,5.1,22.0,72.8,31566.0,10.4,0,0
37067003905,NC,Forsyth County,,,1,89.5,3418,3107.27272727273,1.84,7.5,35.3,42.4,70.9,14.3,0.2,4.1,0.0,2.8,7.6,5.2,4.7,19.1,76.2,26267.0,17.5,0,0
37067003906,NC,Forsyth County,36.087654,-80.33374,1,93.9,3628,2134.11764705882,2.63,3.3,47.4,51.1,93.0,1.4,0.0,3.6,0.0,0.6,1.4,2.0,3.4,7.6,88.9,44040.0,7.4,1,0.275633958103638
37067003908,NC,Forsyth County,36.11323545,-80.33246225,1,99.4,2996,1426.66666666667,2.57,1.2,48.3,46.4,97.3,0.0,0.0,2.0,0.0,0.4,0.3,1.4,2.3,11.0,86.6,51713.0,3.5,2,0.667556742323098
37067003909,NC,Forsyth County,36.1017024,-80.3448282,1,96.3,4379,2575.88235294118,2.26,2.8,45.6,47.3,83.5,6.2,0.5,2.8,0.0,3.3,3.7,10.2,2.5,13.6,83.9,34679.0,7.2,2,0.456725279744234
37067004005,NC,Forsyth County,36.02258776,-80.38663094,1,98.3,5018,965.0,2.52,4.0,48.9,47.3,91.0,6.5,0.2,2.2,0.0,0.0,0.2,3.4,3.6,13.9,82.4,39598.0,4.8,5,0.996412913511359
37067004007,NC,Forsyth County,,,1,97.1,7818,341.397379912664,2.81,4.9,47.3,47.9,87.9,5.2,0.0,5.5,0.0,0.2,1.1,3.4,4.0,17.8,78.2,38936.0,3.2,0,0
37067004009,NC,Forsyth County,,,1,96.3,4113,447.065217391304,2.57,6.2,46.0,50.7,93.7,2.8,0.0,1.5,0.0,0.3,1.7,1.7,4.0,24.2,71.9,36841.0,4.8,0,0
37067004010,NC,Forsyth County,,,1,92.7,3373,717.659574468085,2.32,4.0,44.0,43.5,84.1,3.9,0.7,5.6,0.0,1.6,4.0,2.3,3.4,15.5,81.2,45274.0,3.8,0,0
37067004011,NC,Forsyth County,36.09621509,-80.4215404166667,1,93.6,5684,1353.33333333333,2.51,5.7,43.9,49.2,87.9,8.3,0.3,1.1,0.0,0.0,2.4,4.3,3.9,23.3,72.8,38256.0,7.8,3,0.527797325826882
37067004012,NC,Forsyth County,36.042656,-80.38708,1,92.6,5627,1563.05555555556,2.7,4.4,36.4,47.5,71.9,11.6,0.0,10.7,0.7,0.7,4.4,10.5,7.4,18.5,74.1,30565.0,11.8,1,0.177714590367869
37067004013,NC,Forsyth County,36.03927,-80.386284,1,88.6,3247,1546.19047619048,2.42,1.2,37.1,51.2,87.0,0.7,0.0,4.9,0.0,4.8,2.6,18.8,11.4,20.7,67.8,28750.0,16.9,1,0.307976593778873
37067004014,NC,Forsyth County,36.00931,-80.37708,1,92.2,2736,1052.30769230769,2.18,3.0,48.0,51.6,92.0,2.8,0.8,1.5,0.0,0.0,2.9,2.2,2.2,22.1,75.7,34311.0,9.4,1,0.365497076023392
37067004015,NC,Forsyth County,35.99258,-80.35141,1,95.3,4325,720.833333333333,2.57,9.5,36.8,50.0,86.6,10.1,0.9,1.6,0.0,0.9,0.0,4.9,7.3,23.8,68.8,27793.0,5.1,1,0.23121387283237
37067004102,NC,Forsyth County,,,1,90.6,3410,225.827814569536,2.38,3.4,47.0,48.5,88.8,6.2,0.4,0.7,0.0,0.0,3.8,0.6,10.9,28.4,60.8,30839.0,11.6,0,0
37067004103,NC,Forsyth County,,,1,92.0,4214,780.37037037037,2.7,3.2,40.1,49.2,80.9,13.4,0.0,3.9,0.0,0.3,1.5,1.4,4.3,20.1,75.5,34002.0,9.4,0,0
37067004104,NC,Forsyth County,,,1,93.9,3773,650.51724137931,2.66,6.4,43.6,47.5,84.2,9.2,1.2,2.9,0.0,2.0,0.6,3.2,4.2,18.9,76.9,30096.0,6.7,0,0
37069060100,NC,Franklin County,,,9,79.5,4779,55.5697674418605,2.6,7.1,43.6,48.1,52.5,42.8,3.6,0.0,0.0,0.0,1.1,7.8,23.7,34.2,42.0,18603.0,21.6,0,0
37069060200,NC,Franklin County,,,8,85.7,3400,47.2222222222222,2.47,9.0,45.7,52.1,69.7,17.1,2.0,0.0,0.0,10.4,0.7,15.8,22.7,30.7,46.7,19375.0,25.1,0,0
37069060301,NC,Franklin County,36.103630105,-78.266690605,7,91.8,5774,139.468599033816,2.34,11.7,40.2,49.2,48.4,49.0,0.0,0.3,0.0,0.6,1.7,3.9,17.1,27.5,55.4,20143.0,23.8,2,0.346380325597506
37069060302,NC,Franklin County,,,7,87.9,2436,110.727272727273,2.12,17.2,45.9,48.2,34.5,61.0,0.8,0.0,0.0,0.0,3.7,3.7,28.5,24.3,47.2,15938.0,34.6,0,0
37069060401,NC,Franklin County,,,2,88.5,2695,129.567307692308,2.68,9.8,44.6,46.4,65.7,18.6,2.4,0.0,0.0,9.5,3.9,12.9,22.2,33.9,43.9,21155.0,25.6,0,0
37069060402,NC,Franklin County,,,2,79.2,4801,134.481792717087,2.45,10.0,42.5,45.6,53.9,38.8,3.7,0.0,0.0,2.5,1.0,13.0,23.4,34.4,42.1,23208.0,24.5,0,0
37069060501,NC,Franklin County,36.070103,-78.51101,1,90.9,6927,382.707182320442,2.85,6.4,37.7,51.5,70.8,22.1,0.2,1.3,0.0,1.5,4.1,6.3,11.8,23.3,64.9,32255.0,5.3,1,0.14436263894904
37069060502,NC,Franklin County,36.01015951,-78.44619608,2,94.7,8698,285.180327868852,2.8,4.8,36.2,46.9,80.1,12.7,0.0,0.5,0.0,3.2,3.6,4.0,3.8,23.1,73.2,31411.0,10.9,2,0.229937916762474
37069060600,NC,Franklin County,,,2,82.4,8857,157.878787878788,2.7,9.4,37.9,50.0,80.0,9.9,1.2,1.3,0.0,2.2,5.3,6.0,15.5,30.8,53.7,29375.0,15.8,0,0
37069060700,NC,Franklin County,,,2,84.6,5745,100.966608084359,2.54,7.0,46.1,50.1,69.9,28.3,0.0,0.0,0.0,0.0,1.8,4.0,9.9,38.8,51.3,24326.0,14.7,0,0
37069060801,NC,Franklin County,,,2,80.7,3931,166.56779661017,2.53,9.6,41.8,57.5,62.8,30.7,4.4,0.0,0.0,1.4,0.7,15.6,27.3,37.7,35.0,20506.0,9.0,0,0
37069060802,NC,Franklin County,,,2,81.9,4946,172.937062937063,2.48,6.6,42.9,50.6,82.9,11.6,0.3,0.0,0.0,4.7,0.5,12.2,19.4,28.5,52.1,27559.0,9.0,0,0
37071030101,NC,Gaston County,,,2,89.0,3568,237.866666666667,2.58,7.2,42.5,52.2,89.5,3.5,0.0,2.4,0.0,2.7,1.9,2.9,15.0,20.9,64.1,30997.0,11.9,0,0
37071030102,NC,Gaston County,,,1,86.8,3613,694.807692307692,2.61,13.8,39.7,51.8,72.0,24.5,0.7,0.0,0.0,1.4,1.4,2.3,12.0,30.5,57.5,26603.0,8.5,0,0
37071030203,NC,Gaston County,,,1,84.4,2313,248.709677419355,2.56,12.0,44.6,48.9,93.7,3.8,1.6,0.0,0.0,0.6,0.3,0.3,14.3,36.9,48.8,23555.0,17.3,0,0
37071030204,NC,Gaston County,,,1,93.2,3202,337.052631578947,2.61,4.5,39.4,49.6,84.7,13.0,1.0,1.1,0.0,0.0,0.2,4.4,14.3,22.0,63.6,30950.0,7.2,0,0
37071030205,NC,Gaston County,,,1,91.7,4022,522.337662337662,2.82,6.5,40.5,50.3,96.5,1.5,0.0,0.3,0.0,0.0,1.7,0.0,12.8,40.6,46.5,24375.0,10.9,0,0
37071030301,NC,Gaston County,,,2,89.4,2853,219.461538461538,2.79,7.5,43.5,44.7,93.8,2.6,0.7,0.0,0.0,2.3,0.6,3.4,25.1,31.4,43.5,23030.0,20.6,0,0
37071030302,NC,Gaston County,,,1,91.2,2953,307.604166666667,2.81,12.8,36.9,45.8,96.5,1.4,0.2,0.0,0.0,0.0,2.0,0.5,19.4,31.0,49.6,21227.0,25.7,0,0
