tract,state,county,avg_lat,avg_long,primary_ruca,perc_insured,total_pop,pop_density,avg_household_size,unemployment_rate,median_age,male,white_race,black_race,native_race,asian_race,hawaii_pacific_race,other_race,multiple_races,hispanic_latino,ed_less_than_hs,ed_hs_grad,ed_college_plus,median_income,below_poverty,prov_count,prov_density
37109071102,NC,Lincoln County,35.44486849,-81.01296412,1,92.0,5297,389.485294117647,2.66,7.0,41.7,48.2,95.1,1.4,0.3,1.2,0.2,0.0,1.7,1.3,11.4,24.4,64.2,34844.0,2.8,1,0.188786105342647
37109071201,NC,Lincoln County,,,1,90.6,1892,822.608695652174,2.44,2.0,47.2,46.1,96.0,1.2,0.0,1.0,0.0,0.0,1.8,3.1,4.0,29.4,66.7,33798.0,4.3,0,0
37109071202,NC,Lincoln County,,,1,93.1,3506,1252.14285714286,2.45,4.7,48.7,46.2,96.7,0.6,0.0,0.0,0.0,0.0,2.7,4.1,6.2,22.9,71.0,38542.0,8.3,0,0
37109071203,NC,Lincoln County,35.53424201,-80.96183344,1,96.9,4246,758.214285714286,2.64,5.5,45.1,51.4,97.7,0.1,0.2,0.0,0.0,0.6,1.4,2.7,4.6,19.6,75.8,45267.0,4.0,1,0.23551577955723
37111970100,NC,McDowell County,,,10,86.5,5214,42.5285481239804,2.49,5.6,41.2,51.6,96.1,0.2,0.0,1.2,0.0,1.9,0.5,9.0,13.3,38.1,48.6,20232.0,17.1,0,0
37111970200,NC,McDowell County,,,5,94.2,4879,200.781893004115,2.59,12.0,44.5,48.3,94.0,3.6,0.4,0.9,0.0,0.2,0.9,5.4,15.3,36.8,47.9,22806.0,19.4,0,0
37111970300,NC,McDowell County,,,4,82.9,3229,609.245283018868,2.56,10.7,45.2,51.6,74.8,8.3,5.0,1.3,0.4,10.0,0.2,10.6,23.1,30.1,46.8,21342.0,15.9,0,0
37111970400,NC,McDowell County,,,4,77.3,3186,2124.0,2.78,18.7,36.9,51.6,84.9,2.6,0.0,0.0,0.0,10.2,2.3,21.3,23.8,44.6,31.5,17394.0,31.1,0,0
37111970500,NC,McDowell County,,,4,87.9,4411,544.567901234568,2.28,5.9,38.0,48.2,83.3,8.0,0.4,0.7,0.0,6.0,1.6,8.1,16.9,33.4,49.6,19666.0,21.2,0,0
37111970600,NC,McDowell County,,,4,88.2,3725,256.896551724138,2.54,6.3,42.0,48.5,88.9,4.7,0.0,3.1,0.0,1.6,1.7,3.1,14.8,28.9,56.2,23152.0,10.0,0,0
37111970700,NC,McDowell County,,,2,82.8,4696,60.2824133504493,2.49,12.0,44.2,49.7,93.7,1.6,0.1,0.0,0.0,4.2,0.3,5.6,20.0,28.0,52.1,19855.0,23.5,0,0
37111970800,NC,McDowell County,,,2,86.8,3824,77.5659229208925,2.43,6.0,48.6,51.0,97.6,0.8,0.1,0.0,0.0,0.0,1.5,0.0,15.0,38.6,46.3,19393.0,22.3,0,0
37111970901,NC,McDowell County,35.6489871,-81.8767673,5,83.2,6906,87.9745222929936,2.48,9.4,42.1,53.2,93.1,5.7,0.4,0.3,0.0,0.1,0.5,0.6,19.0,35.8,45.3,21574.0,19.2,1,0.144801621778164
37111970902,NC,McDowell County,,,3,85.6,4943,84.4957264957265,2.44,13.1,43.8,50.2,95.1,4.8,0.1,0.0,0.0,0.0,0.0,1.7,17.3,37.2,45.4,18612.0,21.9,0,0
37113970100,NC,Macon County,,,8,84.1,2640,57.516339869281,2.14,1.7,55.0,49.9,96.6,0.0,2.0,0.0,0.0,1.4,0.0,4.0,16.5,26.1,57.3,22006.0,22.1,0,0
37113970200,NC,Macon County,,,8,79.3,3506,20.4193360512522,2.27,5.4,51.1,49.4,95.7,1.4,0.0,0.1,0.0,1.6,1.2,1.6,7.1,36.1,56.7,22329.0,14.0,0,0
37113970301,NC,Macon County,35.17930884,-83.366769055,7,79.0,4064,597.647058823529,2.32,2.5,39.7,49.1,82.2,4.9,0.4,0.0,0.0,11.9,0.6,19.8,17.9,35.1,47.0,20087.0,36.5,2,0.492125984251969
37113970302,NC,Macon County,35.18276103,-83.42105897,7,85.5,4264,286.174496644295,2.33,8.8,45.3,45.5,92.7,1.1,0.2,0.7,0.0,1.8,3.6,6.1,13.6,26.0,60.3,22200.0,22.9,1,0.234521575984991
37113970400,NC,Macon County,,,8,80.5,3836,78.2857142857143,2.19,6.7,48.6,46.4,91.6,0.2,2.1,4.0,0.0,1.7,0.4,3.3,14.3,32.7,53.1,19244.0,18.6,0,0
37113970501,NC,Macon County,,,10,89.4,1412,47.0666666666667,1.84,1.6,62.1,44.0,97.5,0.3,0.0,0.0,0.0,1.8,0.4,0.9,6.0,17.6,76.5,30548.0,9.3,0,0
37113970502,NC,Macon County,,,10,83.8,2214,58.1102362204724,2.08,4.3,57.5,49.9,97.7,0.6,0.0,0.8,0.0,0.0,0.9,3.1,9.0,13.8,77.2,26226.0,8.9,0,0
37113970600,NC,Macon County,35.07601764,-83.34807687,8,82.9,5705,81.2678062678063,2.19,11.3,48.4,50.7,92.5,0.0,0.0,0.8,0.0,6.3,0.3,7.2,8.8,40.8,50.4,23908.0,12.7,2,0.35056967572305
37113970700,NC,Macon County,,,8,81.1,6350,71.4285714285714,2.25,3.8,45.4,48.0,93.5,1.1,0.0,0.0,0.0,3.0,2.3,6.3,13.9,28.9,57.2,24098.0,14.8,0,0
37115010100,NC,Madison County,,,2,84.2,2886,24.3544303797468,2.33,7.8,47.8,51.1,97.7,0.3,0.0,1.7,0.0,0.1,0.1,1.1,22.9,34.9,42.1,19828.0,14.8,0,0
37115010200,NC,Madison County,,,2,85.4,2321,18.406026962728,2.27,14.6,47.2,42.6,97.2,0.7,1.0,1.0,0.0,0.0,0.0,3.1,34.0,34.2,31.8,15319.0,21.8,0,0
37115010400,NC,Madison County,35.859154,-82.72283,2,86.7,1521,28.3768656716418,2.19,7.8,47.9,45.7,94.5,0.0,0.0,1.2,0.0,0.5,3.7,0.0,21.4,37.7,40.9,20466.0,11.0,1,0.657462195923734
37115010500,NC,Madison County,35.827976,-82.62882,2,86.5,4637,72.7943485086342,2.4,4.2,45.1,52.6,95.8,1.1,0.0,0.1,0.0,0.6,2.4,1.9,16.7,30.7,52.6,23240.0,15.2,1,0.215656674574078
37115010600,NC,Madison County,,,1,91.4,6437,145.633484162896,2.33,8.4,40.4,50.7,93.8,5.0,0.2,0.1,0.0,0.3,0.6,1.6,11.0,22.6,66.5,18945.0,15.1,0,0
37115010700,NC,Madison County,,,2,89.9,3328,76.6820276497696,2.72,4.3,39.5,47.6,99.6,0.2,0.0,0.0,0.0,0.0,0.2,6.3,11.6,35.1,53.3,22263.0,21.7,0,0
37117970100,NC,Martin County,,,8,89.6,4428,31.2050739957717,2.62,8.2,45.3,49.0,71.1,25.3,0.1,0.0,0.2,0.9,2.4,5.1,14.1,30.8,55.0,24578.0,24.2,0,0
37117970200,NC,Martin County,,,7,84.3,3721,186.984924623116,2.17,6.8,49.0,43.5,41.5,54.6,0.5,1.0,2.3,0.1,0.0,2.8,11.7,37.8,50.4,22666.0,16.1,0,0
37117970300,NC,Martin County,35.85978335,-77.06146838,7,83.8,4023,203.181818181818,2.57,15.8,42.3,43.3,41.8,55.9,0.0,0.0,0.0,0.2,2.1,3.7,11.4,37.1,51.5,21888.0,13.2,1,0.248570718369376
37117970400,NC,Martin County,36.00050501,-77.39836491,3,90.7,2533,18.7352071005917,2.46,22.2,49.7,49.0,37.4,58.0,2.3,0.0,0.0,1.3,1.0,2.7,27.9,37.1,35.0,14833.0,20.1,1,0.394788787998421
37117970500,NC,Martin County,,,8,81.0,5730,56.2315996074583,2.61,17.5,44.4,48.5,75.9,23.8,0.0,0.0,0.0,0.0,0.2,2.3,13.5,39.0,47.5,24194.0,24.6,0,0
37117970600,NC,Martin County,,,2,84.5,3075,72.5235849056604,2.4,9.1,48.6,45.4,33.9,62.6,0.0,0.0,0.0,2.7,0.8,4.7,26.1,34.2,39.6,18384.0,20.4,0,0
37119000100,NC,Mecklenburg County,35.22964795875,-80.84139112,1,95.2,4931,7044.28571428571,1.55,4.0,31.4,59.7,77.3,10.2,0.4,5.9,0.0,1.4,4.8,8.1,1.0,5.6,93.4,64432.0,9.2,8,1.62238896775502
37119000300,NC,Mecklenburg County,35.2113545642857,-80.8401720857143,1,97.0,645,2150.0,1.34,6.1,45.7,52.9,68.7,23.3,2.9,3.7,0.0,0.6,0.8,0.6,10.8,12.6,76.6,28889.0,32.7,14,21.7054263565891
37119000400,NC,Mecklenburg County,35.22033,-80.856155,1,94.7,2640,5280.0,1.5,1.7,30.0,56.1,76.4,15.4,0.5,4.3,0.0,0.0,3.4,3.0,4.8,1.4,93.8,62401.0,14.2,1,0.378787878787879
37119000500,NC,Mecklenburg County,,,1,89.0,4982,6227.5,1.67,6.4,30.0,56.5,64.7,25.7,0.7,3.0,0.0,0.3,5.6,7.7,10.2,6.7,83.1,42248.0,13.1,0,0
37119000600,NC,Mecklenburg County,35.219532,-80.833916,1,91.9,2872,7180.0,1.77,5.1,29.6,47.7,55.8,39.7,0.0,0.3,0.0,0.3,3.9,3.2,8.7,9.7,81.5,41433.0,18.5,1,0.348189415041783
37119000700,NC,Mecklenburg County,,,1,91.8,813,1626.0,2.26,12.1,35.8,35.3,47.7,49.9,0.0,1.5,0.0,0.5,0.4,5.7,11.8,20.1,68.2,32356.0,6.5,0,0
37119000800,NC,Mecklenburg County,,,1,76.1,2892,5784.0,3.08,22.5,27.8,46.4,13.3,68.1,0.6,0.6,13.8,1.2,2.5,0.8,20.5,33.8,45.7,16499.0,31.4,0,0
37119000900,NC,Mecklenburg County,,,1,79.4,1768,4420.0,2.47,19.2,35.8,41.5,24.7,72.0,0.0,1.9,0.0,1.4,0.0,3.7,22.2,24.3,53.4,19702.0,30.2,0,0
37119001000,NC,Mecklenburg County,,,1,91.3,2563,4271.66666666667,2.15,7.4,33.3,53.1,87.7,8.1,0.9,1.8,0.0,0.0,1.5,0.7,4.3,3.1,92.6,52056.0,8.4,0,0
37119001100,NC,Mecklenburg County,35.2184704,-80.80895885,1,92.2,2269,3241.42857142857,2.43,2.0,35.1,51.6,86.4,7.4,0.7,0.8,0.0,0.7,4.0,2.3,3.6,13.8,82.6,47229.0,5.8,2,0.881445570736007
37119001200,NC,Mecklenburg County,,,1,75.0,5262,3288.75,2.32,3.7,37.5,56.1,59.8,20.5,1.5,9.2,0.0,2.0,7.0,15.8,24.1,8.7,67.2,24293.0,18.2,0,0
37119001300,NC,Mecklenburg County,,,1,79.3,3779,3779.0,2.16,8.9,37.9,50.9,48.1,40.8,0.0,4.3,0.0,1.2,5.6,8.1,21.9,21.6,56.6,20243.0,32.4,0,0
37119001400,NC,Mecklenburg County,,,1,83.8,2571,3213.75,2.03,8.8,34.8,51.9,69.9,21.9,0.0,4.4,0.0,1.2,2.7,11.4,11.7,15.4,72.9,41878.0,15.7,0,0
37119001504,NC,Mecklenburg County,35.2451746,-80.7557734,1,74.9,7461,5329.28571428571,3.14,20.2,30.0,47.0,18.6,57.7,0.0,0.5,0.0,19.8,3.3,29.6,27.7,28.3,43.9,18667.0,34.5,1,0.134030290845731
37119001505,NC,Mecklenburg County,35.273518,-80.7456025,1,77.9,3563,1781.5,2.85,6.1,34.2,47.5,41.0,38.0,0.0,2.9,0.0,14.5,3.6,27.0,27.4,14.7,57.9,28209.0,17.5,2,0.561324726354196
37119001507,NC,Mecklenburg County,,,1,66.4,4169,5211.25,3.03,16.7,29.6,50.4,20.3,58.8,0.8,0.0,0.0,19.2,0.9,40.1,33.1,26.3,40.6,19846.0,31.5,0,0
37119001508,NC,Mecklenburg County,,,1,80.0,6208,2821.81818181818,2.77,10.9,35.2,47.2,40.6,43.4,0.3,2.2,3.3,6.0,4.2,21.6,18.4,22.6,59.0,27776.0,12.4,0,0
37119001509,NC,Mecklenburg County,,,1,81.2,3217,2297.85714285714,2.74,12.2,37.7,41.0,13.3,68.4,0.0,1.9,0.0,12.2,4.1,23.0,19.1,30.2,50.7,22162.0,17.5,0,0
37119001510,NC,Mecklenburg County,,,1,88.3,2935,4192.85714285714,2.39,10.8,40.6,45.8,19.1,72.2,0.0,6.6,0.0,1.1,1.1,11.1,17.9,30.2,51.9,21435.0,17.5,0,0
37119001603,NC,Mecklenburg County,,,1,73.2,4424,4424.0,2.26,8.0,36.9,48.1,53.6,29.3,0.2,7.7,0.0,5.9,3.3,22.4,23.0,32.5,44.4,21644.0,27.7,0,0
37119001605,NC,Mecklenburg County,,,1,65.7,1911,4777.5,2.35,11.3,32.9,61.7,30.9,26.6,3.7,7.5,0.0,20.4,10.9,34.6,24.5,24.7,50.8,20463.0,30.4,0,0
37119001606,NC,Mecklenburg County,,,1,63.6,4489,5611.25,2.8,8.6,35.2,54.8,42.5,27.0,0.0,11.2,0.0,18.3,1.0,33.2,30.6,26.2,43.2,22097.0,29.0,0,0
37119001607,NC,Mecklenburg County,,,1,70.4,2836,4051.42857142857,2.33,10.0,32.1,46.0,43.5,41.1,1.3,2.9,0.6,7.2,3.4,37.1,24.7,28.6,46.7,21998.0,21.2,0,0
37119001608,NC,Mecklenburg County,35.234188,-80.75278,1,67.8,3968,4960.0,2.57,12.5,34.1,50.9,27.4,41.2,0.6,1.6,0.0,26.5,2.7,40.4,33.1,22.2,44.7,21446.0,26.6,1,0.252016129032258
37119001609,NC,Mecklenburg County,,,1,69.7,3134,3917.5,2.49,12.5,31.7,51.1,34.2,45.0,0.0,6.8,0.0,10.7,3.3,28.4,22.5,30.9,46.7,24444.0,21.8,0,0
37119001701,NC,Mecklenburg County,35.215813,-80.78322,1,75.8,4277,7128.33333333333,2.58,8.0,29.2,55.6,40.3,29.1,0.0,15.9,0.0,8.3,6.5,15.1,26.7,15.7,57.6,22725.0,31.7,1,0.233808744447042
37119001702,NC,Mecklenburg County,,,1,64.5,5505,3932.14285714286,2.67,12.0,29.9,53.5,44.3,24.1,0.0,13.6,0.0,14.6,3.3,29.9,40.1,24.7,35.2,18615.0,30.0,0,0
37119001801,NC,Mecklenburg County,35.2038475,-80.800115,1,78.9,1347,1683.75,2.13,5.6,34.3,44.5,65.0,24.0,0.4,1.0,0.0,5.6,4.0,12.3,7.4,21.3,71.2,25964.0,14.3,4,2.96956198960653
37119001802,NC,Mecklenburg County,,,1,74.7,3024,3024.0,1.99,6.7,34.0,51.5,53.7,31.4,0.0,10.8,0.0,3.1,1.0,3.9,7.2,23.8,68.9,31127.0,19.1,0,0
37119001910,NC,Mecklenburg County,,,1,66.7,5802,5802.0,3.25,15.9,29.8,53.8,39.4,41.2,0.0,7.0,0.0,12.2,0.2,41.8,33.2,28.7,38.1,19563.0,32.0,0,0
37119001911,NC,Mecklenburg County,,,1,79.2,6139,5115.83333333333,2.91,5.1,37.3,48.8,39.0,42.2,0.8,2.0,0.0,14.2,1.9,21.3,15.2,29.6,55.2,26972.0,12.4,0,0
37119001912,NC,Mecklenburg County,35.2061988,-80.729614,1,73.2,7064,5433.84615384615,2.9,11.3,29.6,51.2,33.8,41.3,0.0,10.6,0.0,12.5,1.8,39.7,32.3,25.5,42.1,20464.0,35.0,1,0.141562853907135
37119001914,NC,Mecklenburg County,35.18858,-80.77068,1,61.1,3740,2671.42857142857,2.93,9.9,33.5,52.0,38.6,24.0,0.0,4.9,0.0,29.0,3.6,37.1,24.0,21.7,54.3,19922.0,28.3,2,0.53475935828877
37119001915,NC,Mecklenburg County,35.160732,-80.73741,1,74.7,6452,5865.45454545455,2.21,9.7,29.1,44.0,40.3,48.9,0.3,3.4,0.0,3.6,3.5,21.4,13.9,18.1,68.0,25839.0,30.1,1,0.154990700557967
37119001916,NC,Mecklenburg County,,,1,86.8,3695,2639.28571428571,2.46,8.2,38.1,45.8,37.2,44.2,0.0,1.9,0.0,14.9,1.9,21.6,10.1,21.8,68.1,30864.0,12.9,0,0
37119001917,NC,Mecklenburg County,,,1,75.0,4547,3031.33333333333,3.21,4.7,33.3,47.7,52.2,25.1,0.9,0.0,0.0,17.6,4.2,32.7,19.9,37.1,43.1,21909.0,29.8,0,0
37119001918,NC,Mecklenburg County,35.20059485,-80.74367235,1,73.0,4208,5260.0,2.38,6.7,29.9,42.8,32.8,54.5,0.0,0.5,0.0,9.2,3.1,18.5,19.4,21.4,59.2,22490.0,22.4,4,0.950570342205323
37119001919,NC,Mecklenburg County,,,1,80.4,4326,5407.5,2.86,7.3,31.4,49.4,35.9,38.0,0.2,8.2,0.0,14.1,3.5,24.2,20.8,23.8,55.4,24094.0,23.7,0,0
37119001920,NC,Mecklenburg County,35.18274,-80.742905,1,73.5,4923,4923.0,3.63,17.1,28.6,45.8,32.7,47.6,1.2,8.3,0.0,6.6,3.7,26.0,11.6,32.3,56.0,21219.0,28.0,1,0.203128173877717
37119001921,NC,Mecklenburg County,,,1,80.3,2410,2410.0,3.11,17.3,35.2,48.0,44.4,33.2,0.0,4.2,0.0,11.2,6.8,25.1,10.9,28.6,60.4,26714.0,13.6,0,0
37119001922,NC,Mecklenburg County,,,1,78.8,4855,3236.66666666667,3.08,11.3,36.1,44.7,20.5,54.1,0.9,4.4,0.0,15.6,4.6,20.0,12.8,31.9,55.2,21916.0,21.4,0,0
37119001923,NC,Mecklenburg County,,,1,68.3,4454,5567.5,3.26,9.1,27.6,51.5,23.8,53.0,0.1,1.7,0.0,20.5,0.9,26.6,12.4,35.8,51.8,22748.0,34.5,0,0
37119002002,NC,Mecklenburg County,35.1733001063158,-80.8023636531579,1,89.2,6565,2984.09090909091,2.38,9.7,38.2,44.0,79.2,10.6,0.0,8.1,0.0,1.6,0.5,4.1,4.5,6.3,89.1,44528.0,8.6,19,2.89413556740289
37119002003,NC,Mecklenburg County,35.1586350333333,-80.7602618833333,1,90.7,5736,2390.0,2.34,8.1,44.2,43.9,83.0,11.2,0.1,3.0,0.0,0.0,2.7,5.0,8.4,16.7,75.0,37539.0,14.8,6,1.04602510460251
37119002004,NC,Mecklenburg County,,,1,93.3,4854,2696.66666666667,2.24,5.3,40.7,44.0,73.3,22.1,0.0,1.5,0.6,2.1,0.4,11.4,2.3,11.2,86.5,30520.0,6.2,0,0
37119002100,NC,Mecklenburg County,,,1,81.3,2795,4658.33333333333,1.92,10.4,37.3,42.3,70.9,26.2,0.0,0.0,0.0,2.3,0.5,11.9,6.2,23.8,70.0,24357.0,21.8,0,0
37119002200,NC,Mecklenburg County,35.1848934333333,-80.80580431,1,95.2,4997,2939.41176470588,2.32,3.2,39.5,46.5,94.1,2.0,0.0,1.7,0.0,1.7,0.4,2.4,1.2,7.0,91.7,53294.0,7.7,30,6.00360216129678
37119002300,NC,Mecklenburg County,35.1918478972727,-80.8034733781817,1,85.9,2938,4197.14285714286,2.76,24.9,23.6,37.6,7.1,89.9,0.4,0.6,0.0,0.0,2.0,3.0,29.2,30.1,40.7,12705.0,59.2,110,37.4404356705242
37119002400,NC,Mecklenburg County,35.209550230625,-80.8219318358333,1,88.2,3096,5160.0,2.05,3.6,32.5,49.2,93.5,2.3,0.8,1.4,0.0,0.5,1.6,0.9,1.4,12.1,86.5,39951.0,13.2,48,15.5038759689922
37119002500,NC,Mecklenburg County,35.2164450064516,-80.8249400903226,1,93.7,1812,3020.0,1.73,3.3,30.8,51.1,84.1,8.1,0.0,2.6,0.0,0.5,4.7,4.0,1.3,7.1,91.6,50410.0,8.4,31,17.1081677704194
37119002600,NC,Mecklenburg County,35.211801375,-80.830295,1,92.6,905,3016.66666666667,1.95,7.9,33.2,39.9,57.9,28.6,0.0,9.4,0.0,0.0,4.1,5.0,7.1,11.0,81.9,33462.0,24.0,4,4.41988950276243
37119002701,NC,Mecklenburg County,35.199568535,-80.834873445,1,96.0,2230,3716.66666666667,1.99,2.2,49.4,44.7,95.5,3.0,0.0,0.7,0.0,0.7,0.0,3.2,3.9,4.5,91.5,50221.0,6.3,20,8.96860986547085
37119002702,NC,Mecklenburg County,35.185867,-80.84311,1,98.5,5931,4562.30769230769,2.45,3.4,35.5,47.2,94.2,3.3,0.0,0.3,0.0,1.1,1.0,1.8,0.7,3.2,96.1,53490.0,4.3,1,0.16860563142809
37119002800,NC,Mecklenburg County,,,1,97.9,3849,3499.09090909091,2.74,3.5,42.1,48.2,94.9,1.2,0.0,1.3,0.0,0.0,2.6,0.5,1.3,1.3,97.3,75052.0,3.3,0,0
37119002903,NC,Mecklenburg County,35.1481019182609,-80.8276535904348,1,96.8,3739,2336.875,2.0,1.4,43.9,47.3,89.8,5.5,0.0,2.7,0.0,0.4,1.6,2.6,0.6,1.7,97.7,52178.0,6.0,23,6.15137737362931
37119002904,NC,Mecklenburg County,35.1534,-80.80423,1,96.7,6686,2785.83333333333,2.47,5.5,38.7,46.6,85.2,9.0,1.0,3.4,0.0,0.4,1.0,4.7,2.4,6.1,91.5,48427.0,7.7,1,0.149566257852229
37119002905,NC,Mecklenburg County,,,1,94.5,3140,2242.85714285714,2.44,2.9,43.9,50.0,91.9,2.9,0.0,1.6,0.0,0.3,3.3,4.0,0.0,1.7,98.4,94750.0,1.4,0,0
37119002906,NC,Mecklenburg County,35.1510678714286,-80.8379480428571,1,97.8,4531,3020.66666666667,2.23,5.9,39.4,46.5,89.5,4.1,0.0,2.8,0.0,0.2,3.5,1.1,2.3,4.3,93.4,48731.0,11.5,7,1.54491282277643
37119003006,NC,Mecklenburg County,35.139427875,-80.8320583,1,92.7,4445,3704.16666666667,2.32,6.5,37.6,45.4,88.7,3.1,0.0,6.5,0.0,0.0,1.8,1.9,1.0,6.4,92.6,43724.0,4.9,8,1.79977502812148
37119003007,NC,Mecklenburg County,35.12995,-80.8110225,1,92.4,7422,2120.57142857143,2.83,1.3,41.2,48.6,81.3,16.7,0.0,0.9,0.0,0.3,0.8,3.0,2.2,8.1,89.7,49583.0,5.0,2,0.269469145782808
37119003008,NC,Mecklenburg County,35.089256392,-80.842133888,1,87.6,5528,2764.0,2.26,5.5,43.7,43.5,74.5,6.0,1.9,13.8,0.0,2.0,1.8,8.1,6.6,16.0,77.3,35915.0,3.8,5,0.904486251808972
37119003011,NC,Mecklenburg County,35.1481202714286,-80.8408334,1,93.2,6497,3248.5,2.25,2.5,42.7,45.0,93.6,1.3,0.0,1.9,0.0,0.5,2.8,7.1,1.7,9.7,88.5,45808.0,5.5,28,4.30968139141142
37119003012,NC,Mecklenburg County,,,1,87.0,4685,2755.88235294118,2.55,5.4,41.5,54.1,91.2,1.7,0.0,5.3,0.0,0.5,1.3,18.4,7.9,6.4,85.8,36425.0,4.2,0,0
37119003013,NC,Mecklenburg County,35.109833,-80.803444,1,92.5,5268,2195.0,2.5,3.5,40.5,48.1,88.1,6.8,0.0,4.8,0.0,0.0,0.3,5.8,4.5,9.4,86.2,43701.0,5.0,1,0.189825360668185
37119003015,NC,Mecklenburg County,,,1,95.5,4533,2518.33333333333,2.54,8.4,45.0,49.0,88.3,2.5,0.1,6.0,0.0,0.3,2.8,6.4,1.8,9.9,88.3,51351.0,5.7,0,0
37119003016,NC,Mecklenburg County,35.114082,-80.77851,1,93.0,4788,3990.0,2.44,2.8,36.4,47.1,82.0,7.7,0.0,7.0,0.0,0.9,2.5,4.8,2.7,6.1,91.1,40077.0,4.4,1,0.208855472013367
37119003017,NC,Mecklenburg County,,,1,94.9,3581,2754.61538461538,2.61,7.7,45.7,49.3,86.5,10.0,0.0,2.8,0.0,0.5,0.3,2.7,2.3,9.4,88.2,46773.0,11.3,0,0
37119003018,NC,Mecklenburg County,35.10109372,-80.78180904,1,97.1,2831,4044.28571428571,2.49,4.6,37.3,45.0,77.5,12.2,0.0,7.8,0.0,2.2,0.3,7.4,0.7,14.2,85.1,46036.0,5.5,5,1.76616036736136
37119003102,NC,Mecklenburg County,,,1,78.2,4910,3273.33333333333,2.31,4.0,31.8,46.6,67.0,6.9,0.0,13.3,0.0,9.2,3.7,18.9,12.2,12.1,75.8,31377.0,16.3,0,0
37119003103,NC,Mecklenburg County,35.16779188,-80.84912312,1,89.2,4562,3041.33333333333,2.1,7.7,34.1,47.3,81.4,8.5,0.7,4.3,0.0,3.4,1.8,9.6,4.9,11.4,83.6,42654.0,12.9,5,1.09601052170101
37119003105,NC,Mecklenburg County,35.12901166,-80.8554992,1,98.0,3652,2809.23076923077,2.22,1.4,46.3,43.8,94.5,4.0,0.0,0.1,0.0,0.3,1.1,4.4,2.4,11.2,86.4,47444.0,1.1,2,0.547645125958379
37119003106,NC,Mecklenburg County,,,1,80.1,3419,3798.88888888889,2.63,5.5,32.3,47.8,74.1,10.5,0.2,2.6,0.0,6.1,6.6,34.8,11.7,18.2,70.2,31402.0,25.9,0,0
37119003108,NC,Mecklenburg County,,,1,75.1,3406,5676.66666666667,2.32,8.8,30.0,47.0,54.7,31.5,1.3,1.7,0.0,6.4,4.4,37.3,23.6,26.7,49.7,21450.0,34.8,0,0
37119003109,NC,Mecklenburg County,35.11843585,-80.87339575,1,60.3,4298,14326.6666666667,2.58,9.8,28.3,50.5,45.5,35.8,0.0,7.5,0.0,7.4,3.8,42.6,27.2,18.4,54.3,21881.0,27.7,2,0.465332712889716
37119003201,NC,Mecklenburg County,35.188553,-80.874886,1,84.1,2461,3515.71428571429,2.36,7.2,31.4,49.9,73.5,12.8,0.4,4.8,0.0,7.6,0.9,39.9,14.6,20.7,64.7,30911.0,22.5,1,0.406338886631451
37119003203,NC,Mecklenburg County,,,1,80.2,2698,6745.0,1.94,5.3,33.1,43.4,70.0,16.6,0.4,4.2,0.0,6.3,2.5,28.2,7.1,14.1,78.7,33165.0,27.5,0,0
37119003204,NC,Mecklenburg County,35.1859288,-80.8581923882353,1,89.0,3585,3983.33333333333,2.05,4.4,37.7,46.8,76.3,10.5,0.5,6.6,0.0,1.6,4.4,3.8,9.1,9.4,81.6,45765.0,12.0,17,4.74198047419805
37119003300,NC,Mecklenburg County,35.190056,-80.85502,1,91.2,3024,3780.0,1.82,4.4,33.0,49.9,81.0,12.3,0.0,1.7,0.0,0.0,5.0,8.0,2.9,9.8,87.3,36212.0,17.0,1,0.330687830687831
37119003400,NC,Mecklenburg County,35.2040296985714,-80.8493686471429,1,99.1,5021,4564.54545454545,2.17,0.1,35.0,45.3,92.1,0.5,0.1,1.1,0.0,1.7,4.6,2.3,2.7,4.1,93.3,61848.0,5.0,14,2.78828918542123
37119003500,NC,Mecklenburg County,35.20561725,-80.84219861,1,99.0,2483,3547.14285714286,1.98,0.6,36.8,45.1,91.0,2.5,0.0,4.0,0.0,0.6,1.9,2.9,1.0,6.0,93.1,61492.0,1.5,16,6.44381796214257
37119003600,NC,Mecklenburg County,,,1,81.4,4141,3764.54545454545,2.71,13.2,30.6,48.4,27.0,65.2,0.0,1.4,0.0,5.8,0.6,9.8,23.6,23.9,52.5,21545.0,32.1,0,0
37119003700,NC,Mecklenburg County,,,1,84.1,3186,3186.0,1.92,11.5,29.2,42.8,29.8,68.4,0.0,0.9,0.0,0.5,0.4,0.8,17.8,14.7,67.5,24677.0,45.5,0,0
37119003802,NC,Mecklenburg County,35.197784,-80.88613,1,85.9,3729,1434.23076923077,2.74,14.3,43.2,42.5,10.4,86.9,0.0,0.6,0.0,1.7,0.3,7.6,26.4,28.0,45.6,18164.0,38.0,1,0.26816840976133
37119003805,NC,Mecklenburg County,,,1,93.4,2293,716.5625,2.27,4.1,28.7,60.4,26.3,18.2,0.2,48.0,0.0,3.3,4.1,4.4,3.1,6.3,90.5,51360.0,17.1,0,0
37119003806,NC,Mecklenburg County,35.1642269,-80.8921427,1,77.3,9592,2906.66666666667,2.65,13.1,31.8,48.7,37.2,36.4,0.7,7.5,0.0,16.7,1.6,29.3,19.1,22.5,58.4,25970.0,15.9,1,0.104253544620517
