tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
1001020100,23.47,44.34,56.60,67.93,23.81,42.04,52.00,27.56,39.57,17.42,72.79,42.21,37.27,34.03,56.52,59.24,45.44,51.75,73.47
1001020200,67.16,58.39,36.24,35.73,39.05,24.83,93.65,24.74,52.17,32.50,64.78,11.12,59.33,83.52,76.11,74.66,65.97,19.29,70.83
1001020300,27.98,63.50,70.23,60.86,45.19,68.70,37.27,51.58,18.02,22.79,49.36,26.45,67.08,84.63,73.30,90.84,31.30,14.10,98.00
1001020400,29.60,53.62,80.96,60.78,59.50,81.39,48.68,26.02,13.50,12.56,55.24,89.48,27.56,68.61,57.28,98.85,20.40,6.86,98.25
1001020500,10.86,81.98,33.26,52.34,45.36,38.20,66.82,66.57,49.45,13.67,44.76,19.55,23.81,67.76,25.34,66.40,88.63,12.73,80.96
1001020600,35.73,46.55,79.68,75.17,19.80,49.53,38.63,24.15,38.54,14.10,75.09,56.69,19.12,60.86,18.02,96.21,83.18,52.00,38.71
1001020700,58.13,51.24,53.53,63.33,30.03,76.62,2.77,83.35,65.72,4.13,88.88,77.56,83.69,15.80,8.48,92.80,35.56,26.45,73.38
1001020801,13.76,36.93,38.80,82.24,37.10,93.23,70.14,65.03,15.63,35.90,29.68,89.99,77.64,54.47,56.01,4.13,17.16,72.87,10.95
1001020802,20.49,46.12,50.47,72.87,18.53,28.24,58.73,55.24,60.01,28.07,52.34,25.09,80.11,52.09,26.96,29.26,88.37,17.93,21.34
1001020900,25.43,32.24,51.75,78.41,17.08,48.76,74.23,47.06,65.55,22.44,56.86,50.81,72.96,33.52,79.43,89.14,92.55,6.60,58.99
1001021000,44.42,13.59,51.92,78.92,20.14,58.65,83.09,28.66,49.11,38.37,78.49,4.30,36.33,79.86,65.37,52.68,50.21,62.31,62.65
1001021100,66.57,34.45,25.94,52.68,31.30,33.26,64.78,19.80,24.66,55.15,71.25,3.79,37.18,21.25,43.82,47.74,38.12,42.29,29.77
1003010100,49.45,0.38,40.16,93.14,93.14,40.33,91.61,69.89,32.75,60.35,9.24,10.86,19.21,93.74,43.48,54.73,69.38,76.87,70.49
1003010200,52.43,13.25,36.84,92.63,70.91,4.47,16.48,69.21,73.72,19.12,14.10,25.85,31.98,56.60,62.56,10.43,84.54,7.88,89.99
1003010300,29.43,30.71,24.91,94.68,64.44,34.03,19.12,24.40,35.05,25.85,54.22,62.39,70.32,54.64,79.60,89.05,33.26,65.89,34.97
1003010400,32.33,30.37,57.62,93.74,55.75,11.37,34.97,23.47,53.11,16.14,60.69,80.71,85.39,68.87,33.09,53.96,9.75,10.26,33.35
1003010500,34.71,30.54,32.16,91.35,84.28,6.26,52.68,54.56,68.61,15.46,9.84,39.05,28.58,51.66,61.63,45.36,43.40,73.30,64.69
1003010600,78.75,41.70,24.83,95.95,24.57,2.68,80.28,46.98,75.09,45.02,2.68,1.06,38.20,35.90,6.01,42.72,56.18,49.19,32.33
1003010701,7.11,54.30,34.97,91.78,78.07,18.27,62.22,2.94,21.59,18.95,42.89,72.70,82.07,17.93,28.15,9.16,13.25,97.15,73.89
1003010703,5.41,68.36,59.84,96.98,50.98,11.97,45.53,16.74,26.79,27.81,35.56,44.85,91.44,38.46,11.20,21.68,81.39,88.20,84.63
1003010704,16.82,73.13,32.07,98.59,27.47,39.14,15.63,14.44,41.44,10.01,26.96,87.86,33.09,72.27,83.69,33.77,12.31,89.22,32.24
1003010705,21.08,74.91,27.81,89.99,79.60,18.95,58.82,18.27,58.30,4.64,33.09,38.37,93.74,36.67,54.13,72.53,25.60,66.57,64.35
1003010800,33.26,58.73,11.88,91.01,75.09,24.57,43.65,6.94,33.43,12.05,60.60,82.58,55.92,27.64,97.66,23.04,44.51,99.62,54.90
1003010903,67.08,21.42,80.54,97.15,62.99,43.40,90.25,7.45,40.76,11.88,95.02,43.57,33.86,39.65,12.90,72.79,18.78,94.34,9.75
1003010904,43.06,19.29,74.15,95.27,87.52,74.06,46.21,51.24,10.86,9.58,75.77,38.88,39.31,43.48,73.89,27.47,10.60,50.81,58.90
1003010905,58.99,37.27,88.97,90.84,93.74,22.70,31.73,15.20,14.10,6.09,75.68,59.92,21.25,2.34,5.83,54.13,77.21,35.65,82.24
1003010906,39.74,37.52,89.91,98.76,51.66,35.05,3.53,36.58,20.06,7.45,61.97,20.74,36.41,66.14,60.95,73.81,41.70,61.54,2.51
1003011000,49.79,4.98,75.60,96.47,98.94,97.66,96.89,75.77,4.98,10.95,29.17,50.72,43.40,27.04,96.81,7.62,2.26,63.07,11.97
1003011101,8.65,60.86,40.42,90.76,82.16,30.54,5.24,18.02,9.75,18.44,52.00,68.61,96.38,92.63,36.58,29.60,43.74,80.37,60.43
1003011102,16.06,49.36,20.40,94.59,67.84,29.77,7.11,35.14,31.64,8.22,61.29,63.42,71.17,35.65,88.29,24.49,55.15,96.89,96.29
1003011201,16.99,71.93,25.85,89.91,87.78,8.65,66.14,29.86,45.53,17.84,79.51,61.29,55.41,18.53,90.25,3.02,8.56,96.47,15.72
1003011202,19.46,59.24,8.82,91.61,80.62,65.80,1.66,22.19,8.39,18.36,65.46,90.59,56.18,70.57,67.50,61.63,14.95,98.42,75.85
1003011300,19.89,45.53,23.47,88.54,87.95,31.05,5.41,22.70,17.93,5.75,66.65,60.09,68.78,21.34,63.42,6.43,9.41,67.33,10.35
1003011401,32.24,20.91,44.68,88.29,91.52,6.69,47.74,10.78,20.14,16.82,34.28,83.69,41.10,21.76,93.74,47.66,10.95,13.84,37.27
1003011403,21.17,43.48,46.04,80.03,97.66,23.72,10.78,34.11,5.66,8.48,32.67,85.73,85.05,21.93,62.05,59.50,18.53,87.10,4.90
1003011405,8.73,38.29,6.77,59.41,96.72,16.14,58.90,1.41,3.62,19.29,72.19,95.78,92.80,90.76,88.20,12.56,14.35,82.67,34.63
1003011406,31.30,76.87,90.93,94.25,96.98,0.38,47.23,96.72,38.37,77.30,99.53,16.23,29.00,6.26,69.38,54.47,98.34,99.11,85.22
1003011407,41.10,36.58,10.86,67.25,99.62,4.30,37.01,43.23,24.91,34.71,90.59,99.11,79.86,31.39,95.53,23.98,14.52,59.24,97.15
1003011408,40.08,21.51,3.02,78.66,99.11,22.36,0.55,36.50,7.62,49.19,75.60,99.96,66.65,23.47,97.57,79.34,86.16,96.29,40.08
1003011501,32.58,40.59,35.73,80.28,95.53,6.09,35.48,29.51,23.89,16.99,55.32,75.43,81.22,41.27,95.61,31.81,27.98,48.17,62.14
1003011502,44.34,47.49,40.76,87.78,95.87,56.18,29.09,67.67,13.84,8.30,25.60,80.54,95.61,37.52,85.31,42.21,57.03,60.78,93.65
1003011601,45.27,28.75,83.18,96.12,79.43,13.76,56.69,41.10,43.31,2.60,26.53,64.86,36.07,6.18,87.69,7.20,5.24,33.26,2.09
1003011602,16.91,28.92,18.87,69.55,96.81,21.85,52.43,3.53,3.19,12.31,96.12,87.61,43.48,20.83,97.74,11.88,22.79,67.50,24.23
1005950100,76.02,25.26,57.45,36.58,25.43,15.63,48.08,93.48,8.48,58.48,13.67,93.57,74.06,76.70,90.33,16.40,97.40,25.26,75.60
1005950200,90.42,1.92,72.36,41.35,12.90,0.55,99.11,46.47,51.49,77.81,11.20,81.73,60.09,94.76,8.05,88.63,87.69,95.02,53.36
1005950300,85.48,6.94,74.57,43.65,26.62,1.41,67.08,92.72,22.79,50.98,7.62,4.13,17.33,89.48,14.44,13.50,94.08,77.73,77.90
1005950400,70.40,1.66,84.28,29.34,51.41,0.21,98.17,48.85,25.17,40.25,2.09,19.80,29.26,83.94,58.73,76.19,66.48,69.46,69.72
1005950500,57.45,24.06,73.81,46.21,27.30,1.83,57.03,95.87,13.42,51.32,21.08,54.56,25.85,71.68,64.01,71.68,22.36,75.17,98.68
1005950600,82.41,34.03,91.18,51.32,15.03,5.24,43.31,91.27,16.40,9.07,13.33,20.83,24.83,9.67,22.87,47.23,11.63,27.98,97.74
1005950700,81.22,29.86,31.56,55.24,2.68,14.61,17.33,96.81,15.29,33.86,24.40,16.99,9.75,36.58,13.25,15.63,44.85,98.59,32.84
1005950800,49.28,38.46,32.84,16.48,29.00,5.49,73.30,87.61,4.90,32.67,2.85,32.07,55.75,41.18,80.62,88.88,57.79,20.74,9.50
1005950900,82.92,47.32,69.38,33.69,11.46,2.77,87.27,93.23,18.44,55.32,4.81,80.96,85.31,71.42,12.14,89.91,7.79,20.06,94.68
1007010001,37.95,17.08,70.74,81.56,22.79,33.69,66.91,14.69,84.20,60.86,81.64,71.85,69.38,88.20,41.70,92.63,62.48,77.64,87.44
1007010002,46.21,37.18,85.22,90.59,7.20,61.37,20.32,46.64,92.29,21.17,63.84,57.62,63.67,37.86,81.81,29.17,88.54,40.59,6.69
1007010003,29.26,22.10,26.70,77.47,35.39,79.09,41.18,39.65,56.69,53.96,68.27,54.98,73.98,78.66,98.08,37.27,86.93,6.18,31.47
1007010004,53.71,14.18,62.56,75.09,21.68,17.42,96.47,0.55,68.70,77.04,58.90,1.24,65.12,88.97,51.24,84.63,53.28,52.94,56.69
1009050101,44.51,29.60,96.98,54.47,53.88,18.36,20.14,46.04,34.03,63.42,3.19,58.65,61.29,69.55,49.87,35.05,10.26,64.35,1.66
1009050102,33.94,26.02,95.10,39.65,57.79,39.82,2.00,62.99,21.85,67.93,4.73,50.47,61.03,91.78,34.54,27.39,1.66,40.33,2.00
1009050200,29.09,37.44,94.68,33.43,47.66,63.16,8.65,30.62,36.41,41.10,57.54,20.40,90.67,87.86,43.57,46.29,24.40,6.26,0.72
1009050300,56.35,5.15,95.95,35.31,76.62,34.71,23.81,73.30,35.56,67.84,4.22,45.10,27.21,90.59,57.96,22.27,2.51,42.97,16.82
1009050400,48.42,4.73,87.78,27.73,71.51,16.99,18.95,82.50,81.22,43.31,6.35,29.34,1.49,12.14,27.47,5.92,30.20,90.67,18.19
1009050500,47.15,17.67,89.31,62.05,24.06,62.14,31.05,42.38,79.77,50.21,68.87,55.32,51.75,86.41,72.10,33.09,42.55,88.97,13.16
1009050601,25.94,12.99,67.93,72.02,17.76,59.07,77.30,15.46,90.25,39.82,72.53,34.03,31.30,64.61,79.77,31.13,74.49,25.34,80.03
1009050602,13.59,38.03,52.94,72.10,13.67,78.75,10.60,55.41,77.73,46.72,57.71,53.11,47.57,39.48,34.11,64.95,93.40,13.76,37.10
1009050700,29.17,15.03,80.62,60.26,24.49,58.99,70.23,23.38,77.56,49.02,82.84,51.32,31.47,72.70,68.02,34.71,65.63,79.17,20.40
1011952100,92.46,29.68,15.46,35.48,0.98,22.27,81.98,65.12,5.49,95.36,93.82,7.88,71.68,99.02,17.33,34.97,45.02,88.71,36.58
1011952200,84.45,31.05,62.05,64.61,1.41,9.84,96.12,30.71,12.14,81.13,89.57,6.52,9.58,26.11,20.74,41.87,80.96,75.94,14.78
1011952500,87.44,24.91,40.25,74.23,8.73,65.72,98.00,61.37,23.47,71.00,67.67,95.44,76.19,41.70,9.67,75.51,66.14,99.53,84.03
1013952700,52.60,32.50,12.73,44.34,70.32,11.54,12.22,92.12,31.22,37.69,23.47,1.75,50.98,50.04,92.21,56.86,29.68,29.17,55.66
1013952800,41.95,47.91,9.41,39.57,77.47,18.70,12.73,81.90,19.38,23.30,5.58,19.38,14.27,33.18,69.72,12.99,64.52,54.98,87.52
1013952900,71.17,35.39,87.95,87.35,43.06,0.47,56.01,94.51,40.08,96.12,8.05,11.97,16.23,80.96,13.67,35.82,32.50,48.25,5.41
1013953000,51.83,47.06,84.03,78.24,81.22,0.64,52.77,94.68,30.62,97.15,44.93,30.62,24.57,42.72,36.84,24.06,99.53,7.11,72.70
1013953100,90.16,40.84,9.24,80.54,14.61,17.16,16.99,91.87,53.45,72.53,9.07,49.36,72.44,61.54,56.60,33.26,73.04,21.68,74.23
1013953200,63.07,18.44,21.68,52.17,65.80,10.26,11.37,86.75,22.87,44.93,12.39,18.19,40.84,62.39,55.32,60.52,79.86,15.46,71.76
1013953300,31.05,27.64,28.32,68.78,52.34,24.66,51.24,33.43,47.49,10.78,79.68,67.67,75.94,45.70,87.18,30.79,70.40,52.09,66.23
1013953400,83.86,4.81,28.15,73.64,68.61,2.00,84.88,60.43,39.48,75.09,5.15,61.80,9.33,22.70,89.31,52.09,50.30,71.00,34.71
1013953500,74.74,25.17,18.10,67.67,49.11,56.52,6.52,71.00,24.74,24.66,97.74,74.23,59.58,64.44,74.91,43.74,55.58,51.15,66.82
1015000200,79.77,51.32,36.16,2.00,48.42,33.94,97.15,15.12,56.77,36.07,63.50,85.90,51.15,10.26,93.48,4.22,52.77,26.70,55.32
1015000300,95.53,68.87,26.53,1.83,37.95,81.98,59.67,65.72,47.57,57.03,64.10,90.25,81.30,97.49,8.99,51.83,3.88,21.00,3.36
1015000400,88.71,56.09,14.61,11.29,6.60,83.43,17.59,86.50,50.38,79.94,83.35,65.55,97.06,95.19,23.64,18.53,38.71,56.35,65.12
1015000500,97.06,65.12,37.95,0.98,47.06,88.20,8.73,73.72,7.28,80.54,88.46,4.81,66.48,95.95,37.27,4.64,22.87,7.28,90.25
1015000600,98.25,56.01,42.29,7.54,16.91,57.54,86.84,73.04,85.39,53.79,88.29,95.95,91.35,20.74,2.68,4.81,84.97,70.23,99.53
1015000700,73.81,73.64,56.01,18.19,35.90,45.78,80.54,95.36,82.67,59.16,94.17,96.04,85.73,0.64,62.14,50.89,4.05,2.77,98.08
1015000800,84.03,48.08,23.55,2.43,48.59,85.82,13.42,77.64,39.05,37.44,97.06,90.16,52.26,30.03,20.49,85.56,29.77,99.19,96.38
1015000900,21.59,64.18,13.42,3.45,48.68,75.00,17.67,87.78,28.15,35.82,69.29,15.89,91.10,77.81,98.85,25.00,28.75,91.70,74.57
1015001000,25.68,70.14,54.56,16.14,31.64,41.78,65.55,84.20,45.78,71.85,76.02,86.33,80.79,43.82,59.75,97.15,14.44,40.67,32.67
1015001100,47.66,56.94,89.99,14.44,40.50,73.64,7.71,52.00,10.95,32.33,62.05,94.85,91.52,21.59,41.52,96.81,52.85,14.69,6.94
1015001201,74.06,49.62,87.35,6.26,61.88,26.53,90.67,34.45,38.71,70.83,96.72,94.59,43.23,55.32,65.63,70.23,82.84,79.00,15.37
1015001202,26.53,56.69,87.69,37.18,20.91,41.52,41.87,75.68,29.77,79.86,91.27,52.34,70.49,81.98,48.08,92.89,11.88,42.89,72.36
1015001300,67.84,13.16,80.45,40.59,9.33,78.07,37.44,56.01,80.03,12.82,99.28,78.32,7.62,94.25,31.22,70.83,35.73,80.79,49.28
1015001400,61.80,10.09,52.34,3.88,40.93,46.12,89.31,18.95,47.74,56.35,97.15,55.41,74.32,96.55,29.17,72.36,64.27,73.38,22.53
1015001500,27.64,37.69,77.04,54.81,1.75,51.92,70.57,53.71,80.20,24.06,60.35,60.43,94.17,88.88,30.37,62.22,11.54,16.06,78.07
1015001600,78.32,24.40,92.12,49.79,50.38,98.59,93.48,85.56,30.03,32.75,84.80,83.94,80.54,90.16,12.22,38.63,8.90,54.56,14.86
1015001700,35.22,48.42,63.50,21.93,10.18,61.20,72.61,43.57,42.72,53.36,57.79,58.48,79.09,89.22,62.73,97.23,31.73,35.82,92.46
1015001800,28.92,52.94,74.32,26.53,19.55,65.37,46.04,75.94,56.01,36.16,78.66,88.88,73.81,26.87,43.99,84.97,27.13,47.66,89.74
1015002000,15.12,27.98,48.85,23.64,11.03,71.51,57.62,70.32,53.53,22.61,57.45,32.58,70.91,73.72,64.10,33.60,88.97,31.22,51.58
1015002101,75.34,81.56,59.50,6.86,22.10,42.72,90.16,94.25,98.94,2.09,38.71,29.00,99.36,3.53,74.49,15.97,71.68,98.51,46.81
1015002102,13.16,61.80,32.58,20.14,10.43,69.21,35.65,81.13,67.50,16.40,40.76,75.94,93.23,15.37,91.61,67.25,49.70,85.31,91.18
1015002103,52.94,63.07,66.23,29.26,12.22,63.84,47.32,88.37,78.83,30.28,79.34,92.89,75.09,17.08,75.94,53.53,6.26,76.96,45.19
1015002200,32.92,27.81,65.29,12.56,26.70,70.66,34.54,84.71,56.52,25.51,94.51,43.23,31.22,40.59,50.47,30.03,61.88,22.19,20.14
1015002300,58.05,30.20,62.82,5.75,30.28,67.50,35.14,75.85,68.87,16.65,82.41,72.02,83.52,51.49,57.45,29.09,14.86,35.56,65.29
1015002400,19.97,23.21,61.03,28.49,5.49,46.81,79.17,47.32,77.81,22.19,62.73,41.78,53.71,59.16,33.43,63.67,87.61,50.98,48.25
1015002501,21.42,30.79,52.43,33.52,16.31,80.45,49.79,67.25,58.48,26.36,60.95,79.43,50.72,42.21,48.94,46.47,77.04,49.02,11.88
1015002502,33.52,9.75,67.67,16.65,26.79,67.42,72.79,46.81,60.52,26.11,90.42,43.40,21.51,55.24,26.19,51.41,56.52,87.18,68.36
1015002600,37.10,8.48,61.80,33.26,13.33,57.03,60.01,38.88,71.42,40.93,91.52,84.88,34.63,78.49,36.16,78.32,79.26,51.66,45.95
1017953800,68.95,3.88,38.37,11.20,34.97,52.00,19.55,94.59,23.38,45.53,70.74,31.30,21.68,97.32,44.08,9.50,53.45,89.82,48.76
1017953900,69.04,35.90,15.89,6.94,20.06,31.81,52.26,82.67,15.72,53.45,41.10,84.54,65.46,31.05,66.57,30.45,71.93,45.70,52.17
