county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
8001,85.16,94.53,82.03,14.84,39.84,24.22,69.53,69.53,53.91,19.53,61.72,94.53,88.28,30.47,33.59,46.09,5.47
8003,94.53,53.91,92.97,61.72,77.34,55.47,77.34,0.78,80.47,97.66,52.34,5.47,8.59,25.78,71.09,88.28,55.47
8005,57.03,99.22,86.72,96.09,28.91,7.03,16.41,92.97,86.72,64.84,92.97,49.22,72.66,42.97,11.72,92.97,78.91
8007,50.78,14.84,96.09,75.78,14.84,28.91,33.59,91.41,27.34,61.72,71.09,50.78,86.72,7.03,47.66,11.72,24.22
8009,60.16,13.28,22.66,60.16,83.59,11.72,92.97,80.47,39.84,92.97,99.22,77.34,27.34,38.28,83.59,25.78,72.66
8011,96.09,50.78,2.34,99.22,0.78,57.03,21.09,42.97,19.53,89.84,24.22,82.03,42.97,21.09,94.53,89.84,17.97
8013,24.22,89.84,69.53,67.97,85.16,44.53,39.84,16.41,74.22,88.28,5.47,88.28,14.84,28.91,10.16,13.28,67.97
8014,5.47,96.09,80.47,77.34,91.41,21.09,36.72,19.53,50.78,74.22,10.16,99.22,85.16,16.41,25.78,28.91,74.22
8015,28.91,19.53,19.53,53.91,25.78,42.97,46.09,53.91,61.72,50.78,66.41,78.91,41.41,53.91,14.84,47.66,0.78
8017,53.91,58.59,33.59,22.66,72.66,75.78,64.84,96.09,8.59,96.09,47.66,85.16,97.66,49.22,61.72,57.03,82.03
8019,3.91,42.97,24.22,72.66,47.66,38.28,53.91,49.22,42.97,30.47,21.09,16.41,25.78,88.28,88.28,44.53,35.16
8021,92.97,28.91,89.84,19.53,71.09,63.28,50.78,11.72,21.09,44.53,80.47,32.03,74.22,36.72,16.41,99.22,19.53
8023,97.66,17.97,55.47,13.28,74.22,0.78,2.34,2.34,36.72,17.97,25.78,97.66,2.34,80.47,42.97,74.22,80.47
8025,99.22,78.91,39.84,86.72,99.22,99.22,0.78,94.53,49.22,0.78,55.47,57.03,22.66,57.03,46.09,19.53,83.59
8027,49.22,8.59,49.22,78.91,66.41,36.72,5.47,99.22,83.59,67.97,82.03,33.59,3.91,85.16,57.03,33.59,21.09
8029,64.84,16.41,53.91,33.59,52.34,71.09,27.34,71.09,97.66,39.84,41.41,86.72,91.41,44.53,36.72,41.41,60.16
8031,75.78,97.66,78.91,85.16,13.28,2.34,35.16,63.28,92.97,75.78,64.84,3.91,36.72,97.66,96.09,71.09,33.59
8033,42.97,10.16,25.78,55.47,44.53,89.84,52.34,3.91,88.28,57.03,97.66,91.41,52.34,2.34,91.41,75.78,91.41
8035,0.78,92.97,75.78,69.53,92.97,61.72,42.97,14.84,5.47,32.03,86.72,92.97,57.03,66.41,99.22,85.16,77.34
