tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
50001960100,VT,Addison County,,,2,96.3,3854,47.2883435582822,2.61,3.8,42.3,50.3,96.5,0.4,0.3,0.9,0.0,0.6,1.3,1.1,7.2,24.7,68.1,34986.0,7.0,0,0
50001960200,VT,Addison County,,,2,94.2,2750,58.0168776371308,2.38,5.3,44.1,51.0,98.3,0.2,0.1,0.0,0.0,0.0,1.4,0.7,6.3,29.9,63.8,32473.0,4.0,0,0
50001960300,VT,Addison County,,,2,96.3,2631,1096.25,2.17,7.6,44.5,43.8,94.6,1.7,1.0,1.4,0.0,0.2,1.1,0.6,5.9,33.1,61.0,27577.0,11.5,0,0
50001960400,VT,Addison County,44.090258825,-73.208134675,10,94.1,5004,40.2574416733709,2.43,4.3,45.6,50.9,98.4,0.1,0.5,0.1,0.0,0.0,0.9,3.2,7.1,32.7,60.3,32150.0,5.3,4,0.799360511590727
50001960500,VT,Addison County,44.13548195,-73.08125495,2,91.7,3907,94.144578313253,2.52,3.1,44.4,53.0,97.7,1.1,0.0,0.8,0.0,0.0,0.4,1.7,9.3,41.4,49.4,26014.0,7.1,2,0.511901714870745
50001960600,VT,Addison County,,,10,93.6,2623,12.845249755142,2.26,5.6,48.2,53.2,96.9,0.0,0.7,0.8,0.0,0.6,1.1,0.2,7.5,24.7,67.8,30833.0,9.9,0,0
50001960700,VT,Addison County,44.01641123,-73.135922436,7,97.1,3916,144.50184501845,2.13,6.0,48.6,45.5,89.6,3.2,0.0,4.5,0.0,0.3,2.5,1.0,8.5,26.5,65.1,26403.0,13.9,5,1.27681307456588
50001960800,VT,Addison County,44.01401676375,-73.169884665,7,97.0,4625,395.299145299145,2.09,6.2,21.4,46.5,85.4,1.8,0.0,7.4,0.0,1.1,4.3,5.4,5.6,32.0,62.4,6868.0,16.4,16,3.45945945945946
50001960900,VT,Addison County,43.941313,-73.2136875,10,93.0,5270,29.875283446712,2.45,3.6,46.0,50.4,95.4,1.4,0.3,1.0,0.0,0.4,1.4,2.4,7.6,34.6,57.8,29636.0,8.4,2,0.379506641366224
50001961000,VT,Addison County,43.902799,-73.1080107,10,94.7,2346,47.2032193158954,2.43,6.5,47.2,51.8,97.2,0.5,0.5,0.5,0.0,0.0,1.4,1.8,9.0,39.2,51.9,29783.0,7.3,1,0.426257459505541
50003970200,VT,Bennington County,43.28195,-73.045876,10,98.6,2055,42.9916317991632,2.2,1.7,52.8,49.4,99.3,0.0,0.0,0.6,0.0,0.0,0.1,1.7,2.6,18.2,79.1,34563.0,4.1,1,0.48661800486618
50003970300,VT,Bennington County,,,10,95.2,1000,11.5340253748558,2.12,5.9,53.4,49.8,96.5,0.5,0.0,0.8,0.0,0.4,1.8,1.8,8.5,30.2,61.3,26923.0,9.5,0,0
50003970400,VT,Bennington County,43.1749558571429,-73.0543850714286,10,97.6,4331,102.874109263658,2.19,5.3,47.0,45.6,98.6,0.1,0.2,0.3,0.0,0.0,0.7,1.1,10.0,26.7,63.3,23806.0,5.7,7,1.61625490648811
50003970500,VT,Bennington County,,,10,97.4,1040,11.5684093437152,1.94,2.9,56.3,49.2,98.8,0.5,0.0,0.1,0.0,0.0,0.6,2.5,4.9,29.0,66.1,34792.0,5.9,0,0
50003970600,VT,Bennington County,42.88118188,-73.14155139,6,95.1,3057,13.0362473347548,2.2,4.0,51.6,49.5,98.3,0.1,0.0,0.1,0.0,0.0,1.5,0.7,11.4,31.6,57.1,28368.0,10.8,1,0.327118089630357
50003970700,VT,Bennington County,43.0804705333333,-73.1909091333333,10,92.2,2572,60.9478672985782,2.28,7.1,48.9,48.3,97.3,0.1,0.0,0.3,0.0,0.8,1.4,2.4,5.4,27.8,66.8,30952.0,8.9,3,1.16640746500778
50003970800,VT,Bennington County,,,5,96.6,3533,81.9721577726218,2.45,2.0,43.3,52.1,99.2,0.0,0.0,0.1,0.0,0.0,0.7,1.6,5.1,32.2,62.6,33610.0,12.5,0,0
50003970900,VT,Bennington County,42.8999852333333,-73.1893388333333,4,95.6,1996,207.916666666667,2.3,4.5,43.6,50.4,96.4,0.4,0.2,0.0,0.0,1.0,2.0,1.0,12.8,44.5,42.7,25745.0,17.7,3,1.50300601202405
50003971000,VT,Bennington County,,,4,92.8,3825,173.863636363636,2.31,6.2,40.5,45.5,89.5,2.6,0.0,1.3,0.0,1.3,5.2,3.7,7.8,19.2,73.0,21476.0,9.4,0,0
50003971100,VT,Bennington County,42.872884,-73.2052113333333,4,93.7,4773,536.292134831461,2.38,2.6,43.6,49.8,95.2,1.0,0.1,1.4,0.0,0.0,2.2,3.5,6.4,34.3,59.3,24526.0,21.4,9,1.88560653676933
50003971200,VT,Bennington County,42.8822474578947,-73.1996065368421,4,94.2,4843,2848.82352941176,2.11,12.5,44.3,50.7,95.1,1.2,0.2,0.7,0.3,0.5,2.0,0.7,15.6,33.0,51.5,19224.0,27.2,19,3.92318810654553
50003971300,VT,Bennington County,,,5,96.5,3478,74.7956989247312,2.6,5.3,43.1,47.9,93.8,0.0,0.0,0.2,0.0,0.0,6.0,0.0,16.0,34.1,49.9,25712.0,10.0,0,0
50005957000,VT,Caledonia County,,,10,94.5,4370,22.0707070707071,2.54,6.3,44.3,49.9,96.4,1.2,0.6,0.2,0.0,0.2,1.4,1.2,10.9,39.2,49.9,26140.0,12.1,0,0
50005957100,VT,Caledonia County,,,8,94.2,1968,33.7564322469983,2.47,6.9,45.4,51.1,95.9,0.5,0.2,0.7,0.0,0.1,2.6,1.3,8.7,30.7,60.6,26942.0,11.3,0,0
50005957200,VT,Caledonia County,,,7,94.6,2631,154.764705882353,2.33,7.0,41.5,49.5,99.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7.1,41.6,51.3,22052.0,16.2,0,0
50005957300,VT,Caledonia County,,,7,93.5,3280,146.428571428571,2.43,11.4,27.8,50.5,93.8,2.7,0.0,0.5,0.0,0.0,2.9,0.7,11.3,37.0,51.7,18075.0,25.8,0,0
50005957400,VT,Caledonia County,44.42039816,-72.01982466,7,96.2,3495,190.983606557377,2.04,5.9,46.4,51.6,95.0,0.4,0.0,2.7,0.0,0.0,1.9,2.0,8.7,33.0,58.3,22002.0,17.4,5,1.43061516452074
50005957500,VT,Caledonia County,44.4369671644444,-71.99835528,7,95.5,3956,219.777777777778,2.7,11.7,44.6,51.3,99.3,0.0,0.0,0.3,0.0,0.0,0.3,4.6,10.9,39.0,50.2,22135.0,10.0,9,2.27502527805865
50005957600,VT,Caledonia County,44.3994376,-72.1286838,8,96.5,2191,36.0955518945634,2.41,2.9,50.5,45.0,98.4,0.8,0.0,0.4,0.0,0.0,0.4,1.0,5.8,30.8,63.3,28953.0,7.1,1,0.456412596987677
50005957700,VT,Caledonia County,44.50814668,-72.36563806,10,90.7,2933,75.9844559585492,2.47,1.7,46.2,48.6,93.5,0.6,2.1,1.4,0.0,0.0,2.3,0.0,11.4,38.8,49.7,21758.0,10.3,5,1.70473917490624
50005957800,VT,Caledonia County,,,10,94.6,2789,20.372534696859,2.54,2.8,45.7,49.2,96.6,0.7,0.8,0.0,0.0,0.2,1.7,0.8,8.0,35.6,56.5,26392.0,8.3,0,0
50005957900,VT,Caledonia County,44.40512794,-71.98762854,8,96.2,3246,40.272952853598,2.68,3.7,45.0,50.0,96.3,1.3,0.0,0.4,0.0,0.2,1.9,0.8,8.9,34.3,56.9,29472.0,5.6,1,0.308071472581639
50007000100,VT,Chittenden County,,,1,96.9,4393,3379.23076923077,2.51,3.9,40.8,47.4,83.5,7.6,0.0,4.4,0.0,1.0,3.5,4.8,9.2,30.4,60.4,30727.0,19.5,0,0
50007000200,VT,Chittenden County,44.494465096,-73.238854524,1,97.5,5369,2334.34782608696,2.19,3.2,49.3,45.9,89.8,3.0,0.7,2.7,0.0,0.0,3.7,0.5,5.2,26.0,68.8,33582.0,11.9,5,0.931272117712796
50007000300,VT,Chittenden County,44.490051,-73.2060473,1,94.4,3617,1644.09090909091,2.62,8.7,30.2,47.9,62.6,12.6,0.3,21.3,0.0,0.6,2.6,0.0,25.6,18.7,55.6,20703.0,16.7,1,0.276472214542438
50007000400,VT,Chittenden County,,,1,90.7,3380,16900.0,2.12,8.5,28.8,53.5,75.4,7.0,1.0,13.9,0.0,0.5,2.2,0.9,19.1,14.4,66.4,16656.0,34.4,0,0
50007000500,VT,Chittenden County,44.479203852,-73.209050924,1,94.1,4610,23050.0,2.34,10.5,22.5,50.6,90.8,6.4,0.2,1.5,0.2,0.1,0.9,1.9,11.3,18.1,70.5,10389.0,53.5,5,1.08459869848156
50007000600,VT,Chittenden County,44.4816364583333,-73.1985925291667,1,95.1,5127,5696.66666666667,2.08,5.2,24.5,54.7,88.4,4.3,0.1,5.9,0.0,0.4,1.0,2.8,15.6,10.2,74.2,16789.0,27.0,24,4.68110005851375
50007000800,VT,Chittenden County,44.4632485,-73.2091175,1,93.0,2653,5306.0,2.26,7.0,32.9,47.0,90.6,1.7,0.0,6.3,0.0,0.5,1.1,3.5,3.4,12.8,83.8,30015.0,21.4,2,0.753863550697324
