tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
28001000100,61.51,87.58,99.47,81.63,0.23,98.25,45.05,2.36,39.10,2.67,82.85,65.32,96.11,70.66,0.84,0.08,0.23,8.77,36.97
28001000200,77.36,48.70,16.39,17.30,5.41,97.64,71.42,12.88,34.83,25.69,35.14,40.62,20.50,28.28,41.84,97.03,25.38,15.62,40.93
28001000300,85.75,78.89,8.77,58.46,12.27,90.17,52.36,17.45,34.68,8.77,85.29,77.97,94.59,42.76,40.47,93.98,64.10,93.98,43.37
28001000400,96.27,80.11,6.63,34.07,31.63,75.53,63.19,59.07,55.41,4.65,17.30,88.64,49.62,65.47,59.53,40.78,60.90,3.43,57.39
28001000500,73.55,86.81,96.57,31.94,0.99,62.88,61.20,0.69,17.15,0.69,78.58,90.78,35.14,72.33,1.30,1.91,9.38,34.38,58.00
28001000600,68.52,65.32,4.34,57.70,44.13,72.18,37.88,6.17,9.38,9.83,9.68,86.05,63.34,78.28,50.53,84.83,14.56,90.17,69.89
28001000700,24.31,60.14,5.56,2.21,10.90,74.16,93.22,0.99,52.06,4.50,30.56,79.95,97.03,79.80,0.53,97.33,25.69,72.79,52.67
28001000800,67.61,46.42,7.24,40.32,14.56,98.40,55.26,11.51,10.14,16.08,52.97,87.42,33.77,55.72,37.88,58.92,78.12,13.03,85.90
28001000900,13.03,65.78,45.81,5.72,2.36,74.01,90.32,1.14,58.16,8.31,15.78,93.06,76.14,42.45,25.38,14.71,18.22,7.09,88.95
28003950100,15.93,9.07,62.12,53.89,70.66,5.11,47.94,59.38,80.87,82.70,53.43,68.83,20.05,56.63,8.61,69.59,59.98,29.95,67.91
28003950200,35.59,26.14,61.36,20.05,73.70,2.06,53.89,12.27,84.22,93.83,22.33,8.00,29.34,44.74,4.65,90.47,56.33,43.52,90.93
28003950300,40.02,48.09,97.79,41.23,9.22,3.58,72.03,47.64,90.62,72.64,62.42,46.72,10.29,71.88,2.52,3.12,44.13,63.19,93.67
28003950400,27.06,2.82,69.28,43.83,77.06,8.61,68.22,20.35,65.47,95.81,53.73,83.46,23.86,72.94,77.06,66.23,8.92,52.06,26.45
28003950500,61.81,36.20,84.68,70.20,59.22,7.39,38.95,85.59,90.17,65.93,27.06,19.74,5.87,81.78,9.22,52.52,84.83,36.97,88.49
28003950600,35.44,8.77,86.97,68.22,64.56,9.53,38.34,78.12,61.20,92.76,53.12,61.66,60.14,92.91,15.78,59.68,40.93,38.03,67.61
28003950700,23.40,6.48,76.30,69.44,54.95,11.97,36.51,60.14,76.45,84.98,77.82,85.14,21.72,57.39,33.16,57.85,22.18,28.28,17.30
28005950100,53.89,12.73,25.53,14.10,26.75,94.13,68.98,16.54,14.71,33.61,66.23,87.58,97.79,98.25,65.78,83.92,7.70,65.32,62.73
28005950200,76.14,17.91,47.48,21.11,33.77,95.66,48.40,19.74,7.39,41.23,19.59,94.74,62.42,75.84,61.66,36.97,79.80,56.02,47.33
28005950300,62.12,23.70,47.79,15.62,18.37,99.16,65.62,33.46,26.30,28.73,40.78,90.17,22.64,5.11,11.66,81.33,45.35,14.25,43.22
28007060100,48.55,6.78,67.76,68.98,32.24,65.17,48.70,91.08,51.30,69.89,23.25,40.47,88.03,20.05,60.14,33.77,22.03,21.27,70.35
28007060200,29.80,10.29,30.87,45.50,50.99,28.43,66.54,18.67,27.36,20.50,40.47,72.94,64.86,27.36,47.64,62.58,49.16,44.44,41.08
28007060300,80.87,11.36,77.52,8.92,30.11,40.93,88.19,21.42,25.23,55.72,52.82,28.58,75.08,39.10,74.16,94.89,63.03,96.11,57.24
28007060400,26.60,11.05,65.78,47.03,21.72,46.42,65.32,78.28,77.36,12.27,56.33,51.91,81.02,28.89,67.00,95.50,33.00,94.74,30.72
28007060500,62.42,34.22,21.57,74.16,67.15,19.89,68.06,45.20,20.81,12.12,88.19,88.03,57.85,32.24,85.59,64.56,45.81,75.23,89.10
28007060600,78.43,42.00,26.75,54.95,75.53,12.12,63.03,14.25,9.22,10.59,58.92,26.91,93.37,93.06,34.83,42.76,65.32,83.77,85.14
28009950100,64.71,25.38,63.19,42.00,36.36,27.21,53.73,22.33,76.91,98.70,63.19,11.05,9.22,68.52,46.42,58.16,34.53,40.78,63.34
28009950200,55.11,15.17,78.43,72.64,36.66,38.03,20.66,68.22,66.69,98.55,69.28,61.51,54.65,98.70,2.82,75.84,62.73,50.53,9.98
28011950100,97.94,38.49,42.15,90.78,11.51,56.63,63.64,63.95,17.30,52.97,32.70,50.08,21.88,73.55,59.68,24.47,97.33,98.55,36.05
28011950200,93.37,32.39,9.98,26.60,12.58,43.37,94.28,15.02,11.97,52.21,68.83,42.61,47.33,93.83,65.93,83.46,64.86,75.08,30.41
28011950300,87.58,51.45,17.15,73.86,21.88,51.45,85.59,14.71,31.63,36.20,37.42,24.47,5.56,34.07,23.70,74.92,78.28,63.64,57.55
28011950400,94.59,37.73,38.80,37.58,11.97,59.38,74.77,25.53,30.56,69.13,5.41,24.62,22.79,81.63,64.56,75.23,74.47,92.00,49.47
28011950500,72.48,57.24,84.38,67.45,1.75,49.01,58.46,21.57,60.59,37.42,14.10,47.18,24.47,91.08,47.03,41.54,95.96,30.87,92.61
28011950600,12.42,74.16,8.61,61.36,42.91,8.16,92.45,33.16,18.67,8.92,1.45,95.66,7.24,81.33,65.47,93.06,30.11,53.89,24.16
28011950701,91.54,58.00,11.05,60.59,25.38,33.61,83.77,32.39,22.33,58.46,80.56,78.58,59.22,79.19,81.48,88.95,40.32,81.94,47.18
28011950702,93.67,67.00,24.62,52.82,17.61,64.56,75.08,83.16,90.47,84.68,12.88,73.25,77.36,24.31,7.85,49.77,75.38,96.27,27.06
28013950100,35.75,4.80,89.71,46.27,19.59,18.83,75.23,40.02,58.92,34.07,24.01,50.99,94.89,38.64,45.66,61.51,58.77,82.39,73.09
28013950200,73.70,16.69,73.55,8.46,60.29,1.75,90.93,9.07,47.94,14.71,13.95,45.05,61.36,23.55,4.34,69.74,94.44,6.48,82.24
28013950300,50.53,2.06,42.76,32.85,44.59,14.71,84.22,18.52,35.59,30.56,82.24,79.65,76.30,34.22,84.83,85.29,8.61,52.82,86.51
28013950400,60.75,25.99,96.42,87.12,17.15,17.45,22.18,18.98,48.09,27.21,78.28,76.91,57.09,33.46,29.50,56.78,92.61,73.55,98.86
28013950500,77.06,15.32,69.44,38.34,59.83,6.63,70.81,23.40,36.20,25.84,58.61,58.77,66.54,77.82,79.34,60.59,73.70,13.34,91.54
28015950100,20.20,14.71,45.05,23.86,25.08,50.99,86.97,18.22,39.41,82.09,45.96,77.52,54.80,48.09,15.32,78.89,69.59,55.56,27.36
28015950200,62.88,13.95,45.50,81.33,20.81,82.39,33.31,73.25,30.11,85.59,83.61,49.77,88.64,55.11,10.59,89.25,8.77,43.22,80.41
28017950100,83.16,8.16,49.47,79.95,81.48,7.70,52.21,32.24,8.16,37.27,87.58,16.54,75.99,14.41,73.09,73.55,56.94,87.42,76.30
28017950200,62.27,3.58,83.31,49.31,50.53,22.79,53.28,61.05,51.91,67.61,57.39,84.38,47.03,32.70,35.44,25.38,88.19,10.90,59.83
28017950300,67.15,57.85,98.09,92.30,4.80,13.03,53.43,65.17,34.22,22.64,91.84,40.93,52.67,39.86,83.31,25.99,61.66,45.05,0.38
28017950400,56.33,4.50,54.34,33.00,48.25,22.03,79.95,68.83,61.81,56.02,64.56,41.23,63.64,26.45,76.14,18.52,36.81,22.94,78.89
28019950100,49.62,0.69,75.53,26.75,62.73,29.65,58.92,29.50,27.21,73.25,12.27,70.35,84.07,13.03,33.77,79.50,19.74,45.50,32.70
28019950200,52.06,22.94,29.80,56.02,64.41,31.94,56.78,62.12,44.59,35.90,73.25,32.85,69.59,90.62,8.92,61.05,28.43,33.77,63.95
28019950300,63.03,26.60,32.09,24.62,45.05,38.49,81.33,91.39,64.56,59.83,43.98,5.56,95.50,95.50,16.23,68.22,24.16,12.73,27.67
28021950100,82.09,64.10,9.68,63.19,28.58,74.31,89.25,81.33,2.67,15.78,25.38,15.17,78.28,93.67,69.59,85.14,7.24,4.95,20.20
28021950200,86.81,71.88,7.55,52.06,39.41,56.33,72.33,24.16,38.34,0.38,48.70,85.90,6.17,44.13,39.10,69.89,97.64,67.15,83.16
28021950300,92.76,60.59,26.91,83.77,24.92,92.30,35.44,72.48,12.42,12.88,18.67,17.00,49.92,78.43,69.74,80.72,31.78,87.58,20.66
28023950100,22.18,9.68,49.77,14.56,74.77,40.78,50.99,55.11,64.71,43.83,86.36,43.83,64.25,62.12,87.42,21.27,9.83,14.71,79.04
28023950200,41.08,17.76,66.08,23.40,75.08,45.05,25.38,56.17,53.73,65.02,33.16,15.78,62.73,60.44,95.81,21.11,18.67,36.66,14.56
28023950300,67.91,21.27,19.89,31.33,80.41,33.31,60.90,65.32,30.72,4.19,99.16,44.13,45.05,52.97,84.38,29.95,15.78,18.98,56.94
28023950400,42.76,24.77,46.42,20.50,90.17,35.29,55.87,31.33,24.01,36.05,87.12,23.40,77.21,77.52,13.03,55.41,45.05,77.52,37.42
28025950100,53.12,17.61,55.87,64.56,61.66,16.69,54.04,46.57,50.99,27.82,73.55,9.68,67.76,17.91,45.96,84.22,81.63,52.36,7.70
28025950200,74.92,4.19,68.37,35.29,49.62,32.39,67.45,74.31,45.96,77.21,43.67,7.09,82.85,11.51,70.81,60.44,11.20,27.36,27.82
28025950300,80.11,51.60,29.95,76.75,80.72,15.93,42.00,87.88,74.62,48.86,76.91,12.58,74.62,0.99,34.22,25.53,72.94,32.70,27.97
28025950400,81.63,36.66,39.56,28.73,93.22,2.52,75.84,45.96,43.52,62.88,58.77,21.57,88.19,38.34,78.28,21.88,39.41,75.38,31.33
28025950500,30.11,24.16,40.78,20.66,61.05,21.11,96.57,61.36,25.38,65.32,95.50,10.29,54.95,18.67,44.74,68.06,58.92,49.77,14.71
28027950100,95.81,43.06,17.30,49.92,22.03,33.77,82.09,30.87,22.79,81.63,4.19,0.84,44.89,91.54,75.84,26.75,75.99,94.13,39.56
28027950200,61.97,41.39,17.00,45.81,15.78,26.75,93.67,26.91,20.35,46.72,8.92,37.88,49.47,93.98,86.51,88.19,15.17,52.21,16.39
28027950300,75.84,47.48,11.66,80.87,15.62,49.31,70.66,72.33,43.83,57.70,9.38,8.61,55.56,95.66,39.71,36.05,54.65,69.13,40.17
28027950400,46.11,47.03,9.07,69.13,4.65,61.97,72.94,30.41,79.04,80.72,42.91,49.92,31.02,2.97,18.98,87.58,38.19,87.12,61.81
28027950500,85.14,81.17,9.38,97.79,37.58,22.48,47.03,38.64,22.48,57.24,23.55,33.92,78.12,49.77,14.41,23.55,8.31,68.67,31.78
28027950600,97.03,37.88,56.94,25.08,1.60,61.81,91.69,87.12,93.67,89.71,64.71,83.31,13.34,30.41,99.01,1.60,21.88,65.02,15.93
28027950700,96.88,78.73,2.06,74.47,40.78,15.47,77.67,73.70,70.66,47.33,21.42,33.77,97.94,94.59,62.27,37.73,13.19,8.92,59.38
28029950100,91.69,55.26,71.88,83.31,55.56,56.02,16.08,16.08,4.19,26.75,21.27,34.38,89.41,54.95,51.14,58.77,83.61,95.50,88.80
28029950200,52.21,44.13,80.72,19.74,18.22,82.70,27.67,6.33,50.69,58.16,68.98,69.13,27.97,84.38,45.05,81.48,50.84,41.39,41.39
28029950300,73.25,36.81,30.11,22.03,21.11,96.11,51.91,56.78,42.30,70.96,17.76,30.11,51.91,87.27,52.06,31.78,46.27,38.34,68.37
28029950400,83.31,67.76,79.19,76.14,27.82,84.98,45.50,36.51,3.58,41.39,28.43,8.31,77.82,1.30,7.70,77.67,43.37,21.88,38.64
28029950500,41.69,20.35,52.52,82.85,39.25,68.06,44.74,42.30,7.55,6.17,6.94,59.07,90.02,7.55,83.00,18.22,14.25,82.09,86.66
28029950600,53.58,45.20,16.69,61.97,21.27,95.20,37.42,65.93,45.50,20.35,89.41,93.83,11.97,82.85,27.82,45.96,49.01,84.68,54.50
