tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
29001950100,MO,Adair County,,,5,86.6,3757,14.8205128205128,2.83,4.5,42.8,48.5,98.0,0.0,0.0,0.1,0.0,0.0,1.8,0.1,10.6,38.4,51.0,24388.0,13.6,0,0
29001950200,MO,Adair County,,,5,91.1,2790,10.3028064992614,2.48,6.3,45.2,50.6,93.2,0.0,0.1,0.4,2.4,1.7,2.3,4.2,16.3,38.9,44.8,22260.0,14.1,0,0
29001950300,MO,Adair County,40.19505407,-92.5842582566667,4,85.8,3316,409.382716049383,2.29,6.3,24.4,51.4,92.2,2.5,0.6,2.3,0.0,0.3,2.1,1.9,12.2,40.4,47.4,12295.0,43.1,3,0.904704463208685
29001950400,MO,Adair County,40.20469,-92.57412,4,93.8,3950,519.736842105263,2.25,7.7,38.4,48.6,88.6,2.5,0.0,4.0,0.7,0.0,4.2,1.7,5.8,29.1,65.2,26519.0,16.2,1,0.253164556962025
29001950500,MO,Adair County,40.18432240875,-92.58522858125,4,93.4,7001,263.195488721805,2.24,5.3,31.6,45.3,92.8,3.1,0.4,2.6,0.0,0.4,0.7,2.6,8.4,33.3,58.3,23192.0,24.0,8,1.1426939008713
29001950900,MO,Adair County,,,4,90.8,2444,4888.0,2.79,9.0,22.5,50.0,94.8,2.3,0.0,0.0,0.0,0.0,2.9,6.3,12.1,32.0,55.9,9296.0,55.0,0,0
29001951000,MO,Adair County,,,4,96.6,2289,7630.0,1.4,13.2,19.5,34.5,87.1,4.8,0.4,3.9,0.0,0.2,3.5,2.1,18.4,8.2,73.5,2735.0,77.1,0,0
29003010100,MO,Andrew County,,,2,93.4,5698,86.3333333333333,2.53,3.7,42.3,50.7,91.9,3.6,0.0,0.5,0.7,0.4,2.8,4.1,7.0,32.1,60.9,35564.0,6.2,0,0
29003010200,MO,Andrew County,,,2,92.9,6592,169.025641025641,2.47,4.9,39.1,47.7,99.3,0.4,0.0,0.3,0.0,0.0,0.0,1.8,8.7,41.3,50.1,24918.0,11.2,0,0
29003010300,MO,Andrew County,,,2,89.4,2044,16.5238480194018,2.59,6.5,42.2,51.2,95.1,1.5,2.2,0.4,0.0,0.0,0.8,0.5,16.2,42.9,40.9,24858.0,10.7,0,0
29003010400,MO,Andrew County,,,2,93.3,3013,14.7696078431373,2.48,3.4,46.1,49.8,98.3,0.0,0.6,0.5,0.0,0.0,0.5,0.9,10.8,41.1,48.1,24429.0,9.5,0,0
29005950100,MO,Atchison County,,,10,87.8,3019,10.4211253020366,2.08,4.2,48.0,50.0,97.8,0.9,0.1,0.4,0.0,0.0,0.8,0.9,10.9,42.0,47.1,24618.0,16.3,0,0
29005950200,MO,Atchison County,,,10,89.4,2361,9.16537267080745,2.15,3.4,46.4,48.6,97.8,0.0,0.5,0.3,0.0,0.0,1.3,1.6,8.7,40.2,51.2,24715.0,6.5,0,0
29007950100,MO,Audrain County,39.306816,-91.49764,7,85.8,4462,354.126984126984,2.46,12.9,38.6,32.8,80.0,12.8,0.4,0.8,0.0,0.3,5.7,0.9,22.5,47.7,29.7,13042.0,19.8,1,0.224114746750336
29007950200,MO,Audrain County,,,5,91.3,4654,11.4970355731225,2.49,4.7,48.0,48.7,95.0,0.8,0.0,0.0,0.1,0.1,4.0,1.7,15.1,47.8,37.2,23047.0,11.8,0,0
29007950300,MO,Audrain County,,,5,79.6,3746,15.8728813559322,3.42,6.0,37.4,51.3,95.4,2.6,0.0,0.0,0.0,1.0,1.1,2.4,13.5,38.7,47.7,28517.0,19.4,0,0
29007950400,MO,Audrain County,39.17131538,-91.88000709,4,89.2,3022,243.709677419355,2.68,6.0,31.8,51.8,92.5,1.4,1.4,0.0,0.0,0.2,4.6,4.6,15.3,41.1,43.6,22189.0,21.8,2,0.661813368630046
29007950500,MO,Audrain County,39.1851684963636,-91.8853021581818,4,84.3,3342,388.604651162791,2.36,12.0,43.5,48.5,87.8,9.6,0.0,0.3,0.0,0.0,2.3,4.6,10.2,51.8,37.9,23361.0,19.2,11,3.29144225014961
29007950600,MO,Audrain County,,,4,85.8,2866,434.242424242424,2.31,5.4,40.8,40.1,84.5,9.7,0.0,0.0,0.0,0.2,5.5,0.2,14.5,45.2,40.3,25605.0,14.3,0,0
