tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
19001960100,18.43,25.36,53.59,54.93,40.09,20.74,36.92,59.06,72.81,89.36,64.78,9.31,56.87,78.53,11.98,38.14,14.17,72.69,41.06
19001960200,1.64,29.50,42.15,58.58,9.79,14.66,41.42,92.52,79.01,58.58,84.12,5.78,82.30,87.41,70.01,54.20,21.23,32.18,89.11
19001960300,36.56,6.75,74.27,57.36,79.74,9.31,5.66,71.35,70.99,75.97,87.29,81.93,86.80,48.11,47.14,64.17,25.61,16.48,58.70
19003950100,14.42,20.74,39.11,50.91,48.72,7.73,18.19,84.12,77.07,79.87,96.53,79.38,90.45,55.78,22.57,19.89,24.15,13.20,68.31
19003950200,34.73,12.96,79.62,56.87,52.98,5.29,15.39,86.92,86.92,80.23,61.74,20.13,64.66,74.88,50.30,60.52,68.80,40.69,56.51
19005960100,4.81,15.51,81.45,79.26,11.98,97.99,45.80,77.80,13.69,29.50,20.38,85.71,90.33,79.01,29.38,10.77,8.94,66.73,50.91
19005960200,8.58,24.76,77.55,80.96,4.81,97.63,68.55,40.94,6.75,55.41,39.23,38.38,65.15,65.63,20.26,56.02,42.64,58.94,69.04
19005960300,47.63,7.12,89.96,74.64,67.46,95.19,12.35,39.48,13.20,16.12,28.53,88.75,59.31,19.77,14.66,62.83,96.90,19.89,82.06
19005960400,27.31,3.59,64.78,64.78,2.98,95.44,52.13,78.77,7.85,9.18,83.88,89.96,94.83,49.09,67.82,68.55,93.61,31.69,52.98
19005960500,86.92,2.86,5.78,62.47,45.19,96.90,10.89,23.18,0.91,67.82,18.43,88.99,9.67,98.72,56.63,86.19,26.82,98.72,0.91
19007950100,45.56,35.22,77.68,7.60,59.79,14.05,39.48,68.43,63.08,96.29,14.66,55.17,55.66,80.23,44.10,27.80,65.75,51.40,58.21
19007950200,26.70,10.52,83.03,23.91,9.91,5.54,37.04,96.29,62.71,26.09,71.96,77.55,87.29,61.37,83.52,3.95,91.55,33.15,29.74
19007950300,63.44,34.98,94.34,61.25,88.26,4.08,3.10,90.45,47.99,83.52,36.19,54.08,15.63,58.09,55.41,20.13,84.12,37.29,25.00
19007950400,69.04,22.81,88.38,10.04,41.55,3.95,43.49,60.64,56.75,78.65,57.97,95.19,44.46,58.58,81.45,66.73,96.78,21.23,19.77
19007950500,66.12,5.05,52.25,3.35,13.81,7.00,44.83,81.93,51.52,70.50,70.50,76.09,88.02,24.76,41.42,81.93,90.82,90.09,74.27
19009070100,8.21,19.16,41.67,67.09,8.21,24.27,69.53,75.49,81.08,65.51,79.99,21.11,84.49,77.07,60.16,14.78,87.04,49.94,60.64
19009070200,42.03,2.13,79.26,86.19,97.63,20.62,18.55,88.14,59.06,77.92,79.74,8.70,81.08,28.77,64.05,88.38,66.48,26.22,86.19
19009070300,36.07,2.74,74.88,61.50,45.68,16.00,17.94,73.30,80.96,55.90,81.33,48.36,83.15,39.36,17.34,72.08,22.93,53.71,67.46
