tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
18001030100,20.07,24.33,62.88,29.93,95.77,71.01,60.09,69.47,64.88,64.68,30.33,7.09,65.28,49.30,59.42,53.23,36.12,36.98,30.26
18001030200,46.24,26.53,26.40,45.24,97.30,62.82,71.54,9.35,16.54,41.51,41.11,0.97,29.13,35.05,25.53,70.21,32.39,32.39,60.62
18001030300,39.11,32.39,61.62,55.69,93.51,42.64,79.79,60.42,33.26,53.36,26.40,3.70,17.94,31.32,14.55,65.61,21.14,8.49,83.79
18001030400,31.79,16.81,84.79,46.64,88.65,23.54,64.68,82.46,59.09,65.48,23.14,13.81,27.26,62.55,84.92,45.24,19.34,5.69,91.05
18001030500,86.12,0.30,99.23,57.89,93.11,0.03,0.10,99.70,93.18,97.10,21.60,99.77,64.88,77.33,99.30,43.91,7.42,76.66,62.15
18001030600,43.84,16.88,49.23,67.48,97.37,21.54,50.97,43.64,46.90,84.12,9.49,12.28,45.44,45.64,67.94,45.64,21.80,52.76,57.76
18001030700,80.06,0.63,96.57,79.79,97.04,5.09,6.23,69.87,79.19,53.56,33.79,99.30,18.48,25.87,97.37,67.74,83.85,1.50,59.89
18003000100,53.10,76.60,63.42,55.56,97.10,52.16,46.04,28.99,0.97,53.96,23.00,48.30,14.68,71.94,26.20,30.26,79.39,89.25,88.91
18003000300,52.56,86.92,70.67,51.03,94.24,33.32,43.91,72.60,0.57,51.63,7.22,76.66,93.31,82.79,32.06,15.61,76.93,65.08,29.19
18003000400,49.97,61.62,51.70,80.19,91.91,45.97,93.71,87.32,3.96,33.85,30.46,93.38,6.42,10.69,43.18,39.58,70.61,85.19,37.25
18003000500,85.05,82.79,92.04,97.70,99.57,89.25,74.13,4.76,95.37,43.64,98.77,14.28,78.13,61.62,16.01,58.02,64.81,1.10,0.70
18003000600,84.79,27.40,76.60,88.38,83.72,46.97,91.98,79.33,0.77,9.35,30.66,98.70,68.94,49.70,86.12,8.89,1.23,67.41,12.75
18003000701,72.94,46.84,74.33,83.99,86.78,46.44,83.32,85.79,2.30,35.32,40.98,93.64,87.52,92.38,88.45,8.56,5.63,14.75,48.97
18003000704,67.48,60.15,82.46,92.11,95.11,88.52,90.71,35.79,31.92,26.00,61.02,84.12,1.96,20.01,0.63,26.00,3.63,54.76,92.64
18003000800,64.08,60.29,42.84,45.57,95.84,81.06,51.03,52.63,2.90,32.19,43.58,78.73,81.19,58.02,11.09,31.39,88.98,40.71,11.28
18003000900,86.65,20.81,83.79,79.99,86.12,61.42,62.88,77.33,1.50,23.74,44.51,98.64,25.27,79.79,86.58,4.03,9.15,87.85,31.86
