county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
25001,1.10,39.70,80.86,13.06,20.51,25.89,89.80,91.52,3.64,17.58,93.87,26.81,84.45,83.12,9.88,58.93,84.26
25003,15.29,30.19,74.84,23.50,33.88,41.04,95.08,39.74,8.42,12.33,87.99,16.73,38.24,40.21,14.85,66.15,85.06
25005,37.38,64.53,73.60,7.53,27.42,85.73,96.71,39.29,13.92,4.66,49.44,15.04,22.74,66.18,1.42,45.85,95.15
25007,9.05,68.48,81.62,19.68,3.58,87.19,58.23,96.16,9.79,21.69,75.76,58.77,95.53,98.14,21.47,57.18,96.80
25009,27.26,85.03,82.92,4.82,23.98,72.80,95.88,52.05,7.11,2.37,81.62,13.06,67.01,73.73,23.44,34.23,97.31
25011,5.68,44.10,76.34,21.85,45.31,57.30,89.23,46.61,13.77,16.02,91.65,17.39,60.49,75.80,20.61,69.33,77.45
25013,53.58,74.11,74.78,7.65,22.74,70.61,96.01,11.57,8.45,1.29,82.00,4.63,62.94,50.59,52.98,44.35,88.84
25015,17.84,66.98,91.93,20.70,4.25,58.96,95.50,4.06,64.50,31.37,95.24,23.47,74.90,9.21,24.81,91.45,22.20
25017,5.97,93.68,96.77,2.53,80.86,64.34,99.09,65.39,53.39,40.79,66.53,44.32,13.99,90.34,43.71,52.85,14.08
25019,8.99,87.73,80.51,10.84,91.52,99.16,32.70,86.97,6.70,14.40,93.01,47.66,46.64,99.22,89.77,4.47,92.92
25021,2.72,91.52,97.44,2.88,66.44,59.31,98.87,79.81,25.06,47.76,51.61,47.50,15.36,92.06,38.53,53.20,6.83
25023,14.37,72.71,87.51,11.03,25.48,94.76,78.31,78.72,2.94,11.66,50.49,32.64,81.65,85.50,14.15,20.00,91.55
25025,64.97,92.09,95.34,1.61,86.49,31.87,99.06,8.45,72.99,0.30,90.47,7.94,14.47,52.05,2.78,1.29,93.71
25027,22.77,81.40,84.71,7.56,59.95,85.22,96.32,38.40,17.68,13.35,71.18,17.23,60.87,71.34,32.48,37.54,69.11
