county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
31001,84.41,29.57,71.51,51.08,81.18,15.59,67.20,66.13,40.32,5.91,13.44,76.88,14.52,75.81,39.25,59.68,79.03
31003,42.47,60.75,41.40,56.45,57.53,85.48,23.12,83.33,60.75,17.74,61.83,48.92,85.48,43.55,95.16,19.89,30.65
31005,17.74,73.66,86.56,73.66,4.84,27.42,75.81,96.24,17.74,16.67,83.33,29.57,45.70,33.87,69.35,8.06,96.24
31007,67.20,83.33,81.18,81.18,0.54,0.54,45.70,84.41,0.54,95.16,33.87,97.31,98.39,45.70,14.52,42.47,74.73
31009,34.95,87.63,75.81,89.78,87.63,87.63,98.39,1.61,97.31,40.32,99.46,98.39,33.87,44.62,10.22,32.80,65.05
31011,12.37,39.25,46.77,34.95,48.92,84.41,46.77,75.81,24.19,30.65,67.20,19.89,75.81,11.29,19.89,43.55,40.32
31013,74.73,53.23,74.73,72.58,5.91,71.51,96.24,9.14,68.28,96.24,1.61,95.16,1.61,42.47,26.34,93.01,25.27
31015,11.29,88.71,32.80,80.11,75.81,97.31,16.67,52.15,25.27,47.85,87.63,77.96,84.41,54.30,28.49,44.62,53.23
31017,13.44,93.01,25.27,83.33,40.32,61.83,3.76,29.57,95.16,67.20,75.81,67.20,4.84,28.49,29.57,23.12,5.91
31019,80.11,28.49,94.09,75.81,67.20,22.04,71.51,94.09,96.24,9.14,20.97,59.68,54.30,23.12,33.87,77.96,77.96
31021,57.53,56.45,38.17,25.27,61.83,74.73,4.84,67.20,16.67,12.37,73.66,34.95,60.75,24.19,96.24,56.45,13.44
31023,61.83,26.34,55.38,10.22,58.60,59.68,42.47,25.27,12.37,42.47,43.55,82.26,8.06,63.98,59.68,12.37,47.85
31025,53.23,5.91,93.01,5.91,39.25,57.53,63.98,41.40,34.95,51.08,72.58,73.66,90.86,27.42,44.62,61.83,63.98
31027,27.42,41.40,62.90,32.80,37.10,98.39,32.80,71.51,54.30,55.38,32.80,85.48,44.62,15.59,71.51,25.27,9.14
31029,71.51,44.62,13.44,63.98,3.76,11.29,95.16,20.97,88.71,61.83,94.09,5.91,71.51,83.33,18.82,45.70,31.72
31031,48.92,63.98,50.00,82.26,9.14,83.33,34.95,39.25,20.97,27.42,41.40,0.54,2.69,98.39,27.42,5.91,94.09
31033,31.72,19.89,89.78,87.63,6.99,26.34,73.66,5.91,82.26,82.26,3.76,28.49,11.29,85.48,22.04,51.08,33.87
31035,72.58,30.65,33.87,20.97,65.05,45.70,85.48,31.72,63.98,28.49,79.03,40.32,62.90,50.00,47.85,68.28,43.55
31037,97.31,1.61,0.54,36.02,2.69,88.71,90.86,88.71,81.18,84.41,57.53,38.17,93.01,99.46,13.44,0.54,57.53
31039,79.03,45.70,8.06,24.19,47.85,89.78,29.57,61.83,73.66,33.87,45.70,71.51,38.17,40.32,81.18,62.90,46.77
31041,43.55,54.30,61.83,69.35,54.30,42.47,40.32,50.00,56.45,15.59,71.51,33.87,32.80,51.08,60.75,14.52,23.12
31043,98.39,10.22,2.69,84.41,22.04,63.98,0.54,3.76,18.82,4.84,12.37,66.13,46.77,6.99,62.90,97.31,99.46
31045,77.96,94.09,80.11,99.46,46.77,53.23,50.00,97.31,91.94,6.99,56.45,15.59,3.76,53.23,8.06,16.67,97.31
31047,96.24,9.14,1.61,62.90,34.95,36.02,72.58,89.78,46.77,97.31,86.56,13.44,58.60,8.06,36.02,11.29,6.99
31049,60.75,84.41,37.10,65.05,14.52,9.14,76.88,26.34,10.22,54.30,77.96,58.60,29.57,81.18,80.11,27.42,90.86
31051,83.33,42.47,31.72,28.49,17.74,95.16,37.10,79.03,57.53,50.00,63.98,94.09,50.00,30.65,82.26,76.88,76.88
31053,87.63,43.55,30.65,31.72,29.57,54.30,17.74,76.88,61.83,10.22,85.48,80.11,6.99,69.35,67.20,31.72,14.52
31055,95.16,2.69,96.24,98.39,98.39,24.19,1.61,18.82,4.84,99.46,97.31,30.65,42.47,34.95,70.43,3.76,22.04
31057,28.49,59.68,29.57,45.70,43.55,3.76,94.09,12.37,13.44,80.11,59.68,16.67,23.12,72.58,90.86,82.26,39.25
31059,37.10,46.77,40.32,14.52,79.03,38.17,38.17,23.12,37.10,76.88,74.73,26.34,40.32,52.15,37.10,83.33,41.40
31061,16.67,61.83,26.34,15.59,86.56,19.89,41.40,48.92,53.23,87.63,6.99,47.85,73.66,67.20,65.05,34.95,66.13
31063,10.22,67.20,67.20,52.15,62.90,23.12,83.33,53.23,66.13,56.45,70.43,36.02,57.53,62.90,17.74,48.92,86.56
31065,54.30,85.48,19.89,39.25,76.88,1.61,28.49,80.11,77.96,73.66,14.52,25.27,34.95,36.02,97.31,28.49,59.68
31067,56.45,31.72,45.70,4.84,80.11,32.80,25.27,56.45,47.85,38.17,18.82,24.19,43.55,38.17,93.01,24.19,54.30
31069,15.59,80.11,65.05,94.09,24.19,16.67,15.59,17.74,38.17,18.82,30.65,45.70,96.24,87.63,48.92,46.77,3.76
31071,5.91,69.35,39.25,54.30,50.00,68.28,30.65,68.28,3.76,23.12,68.28,42.47,48.92,95.16,61.83,89.78,48.92
31073,20.97,37.10,76.88,12.37,8.06,6.99,52.15,13.44,5.91,48.92,58.60,37.10,59.68,46.77,46.77,4.84,51.08
31075,25.27,97.31,22.04,85.48,93.01,58.60,89.78,95.16,11.29,25.27,16.67,99.46,97.31,74.73,5.91,20.97,70.43
31077,18.82,36.02,56.45,37.10,42.47,72.58,33.87,45.70,32.80,44.62,44.62,31.72,70.43,3.76,20.97,37.10,27.42
31079,94.09,16.67,6.99,57.53,32.80,30.65,70.43,60.75,76.88,45.70,76.88,91.94,65.05,25.27,52.15,84.41,18.82
31081,36.02,12.37,84.41,22.04,44.62,55.38,57.53,47.85,70.43,85.48,38.17,20.97,77.96,39.25,31.72,53.23,60.75
31083,39.25,77.96,16.67,44.62,96.24,40.32,84.41,11.29,87.63,89.78,29.57,52.15,79.03,68.28,56.45,87.63,88.71
31085,47.85,70.43,15.59,79.03,94.09,56.45,99.46,8.06,28.49,8.06,98.39,18.82,91.94,91.94,99.46,80.11,67.20
31087,38.17,91.94,14.52,50.00,83.33,5.91,69.35,34.95,84.41,75.81,82.26,69.35,47.85,10.22,41.40,2.69,44.62
31089,19.89,48.92,47.85,59.68,25.27,91.94,19.89,57.53,52.15,26.34,39.25,32.80,28.49,57.53,53.23,70.43,4.84
