% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.0,1.62,42.0577652,-70.1842308,15.4,3.6,36.9,24.6,13.6,3.4,21.5,0.0,3.4,61.1,51.8,26744.0,3.3,0.0,0.0,5,1.67000668002672,2994,25001010100,13.0,93.1
0.0,1.74,41.93009537,-70.011431605,10.3,0.1,35.5,26.4,16.5,3.0,18.6,0.0,0.1,43.6,60.1,42003.0,2.3,0.0,0.6,2,0.699790062981106,2858,25001010206,6.1,97.1
0.9,2.05,,,9.4,0.0,24.1,24.3,24.4,4.9,22.3,0.0,0.6,50.4,53.0,30591.0,0.0,1.6,0.0,0,0,1903,25001010208,10.5,97.5
0.9,2.05,41.823270275,-69.99656105,6.0,0.6,25.8,24.9,19.5,2.1,27.7,0.0,1.0,52.2,57.6,30727.0,0.3,0.7,0.0,4,1.67014613778706,2395,25001010304,12.5,97.5
1.7,2.05,41.8526294,-69.985954,7.8,0.3,18.8,17.3,31.2,3.0,29.7,0.0,3.6,46.6,56.0,23313.0,0.0,0.0,0.0,1,0.382262996941896,2616,25001010306,9.0,98.0
0.6,2.03,41.7954775,-69.99162,6.8,0.0,26.9,17.6,23.6,3.7,28.1,0.0,1.7,44.5,58.7,27636.0,0.8,0.0,0.9,2,0.654450261780105,3056,25001010400,2.7,97.7
2.1,2.0,41.783964025,-69.97962805,2.8,0.2,40.1,24.9,14.3,0.3,20.4,0.0,0.0,46.6,64.2,39952.0,0.1,0.0,0.0,4,1.3840830449827,2890,25001010500,7.3,97.6
0.8,1.96,41.688859088,-69.97262944,6.9,8.3,32.9,20.5,15.2,4.5,26.9,0.0,0.8,46.4,56.8,34656.0,0.1,0.0,0.5,5,1.54559505409583,3235,25001010600,5.6,90.3
0.7,2.06,41.6758750666667,-70.0262492333333,9.1,1.2,30.6,19.9,19.9,1.5,28.0,0.0,1.8,49.6,56.9,34227.0,1.5,0.0,0.5,3,1.01971447994562,2942,25001010700,7.0,96.0
0.4,2.07,41.76175488,-70.0812587,8.9,1.0,34.8,17.8,19.2,2.2,26.0,0.0,0.6,45.9,56.2,31047.0,0.5,0.3,0.0,1,0.201369311316955,4966,25001010800,3.6,97.8
0.0,2.29,41.774956,-70.015399,13.0,1.3,22.4,19.9,21.5,4.7,31.5,0.0,4.1,49.6,48.5,36339.0,2.8,0.0,0.3,6,1.22774708410068,4887,25001010900,9.4,95.6
0.0,2.16,41.6893067955,-70.101930788,12.5,2.6,21.2,11.7,32.2,8.6,26.4,0.0,4.5,47.2,48.7,27884.0,1.0,0.0,5.8,20,4.54338936846888,4402,25001011002,13.4,90.6
1.4,2.24,,,4.1,0.0,21.1,16.6,30.1,3.9,28.3,0.0,1.4,42.8,50.7,31882.0,1.8,0.0,0.3,0,0,4199,25001011100,7.0,96.5
6.1,2.07,41.67025022,-70.06400024,6.8,0.2,28.5,19.7,20.2,2.3,29.4,0.0,1.1,47.9,58.7,30376.0,1.6,0.0,0.0,3,0.820120284308365,3658,25001011200,5.8,92.1
0.0,2.03,41.7439335,-70.1897025,3.6,0.0,29.8,17.9,25.3,0.4,26.6,0.0,0.0,47.9,57.7,27078.0,0.0,0.0,0.0,2,0.761904761904762,2625,25001011300,11.8,100.0
0.0,2.03,41.722126,-70.16688,9.6,4.8,37.1,13.8,17.2,4.4,27.6,0.0,0.0,46.4,60.5,30313.0,2.8,0.0,0.0,1,0.338868180277872,2951,25001011400,5.4,92.3
0.2,2.16,,,15.4,9.2,13.9,11.1,30.2,7.5,37.2,0.0,1.0,50.6,46.4,28004.0,1.3,1.4,0.4,0,0,3730,25001011500,5.3,87.5
0.2,2.25,41.662666,-70.12045,22.6,0.2,15.2,14.1,27.6,9.4,33.8,0.0,1.9,41.9,43.0,28255.0,2.3,0.0,0.2,1,0.311817898347365,3207,25001011600,9.7,97.0
