tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
40001376600,OK,Adair County,,,5,74.1,2461,30.9949622166247,2.56,7.2,45.4,50.2,62.5,0.0,25.0,0.8,0.0,2.6,9.1,4.4,21.2,41.7,37.1,20108.0,23.0,0,0
40001376700,OK,Adair County,,,5,76.2,5176,37.1305595408895,2.68,4.1,38.3,46.6,51.7,0.8,34.6,0.7,0.3,0.8,11.2,4.6,20.0,42.3,37.7,18584.0,30.5,0,0
40001376800,OK,Adair County,35.69480171,-94.75747921,9,73.8,4724,25.6599674090168,2.8,4.3,39.8,51.9,39.5,0.5,50.1,0.4,0.0,1.0,8.6,4.1,20.3,39.5,40.3,20942.0,24.1,1,0.211685012701101
40001376900,OK,Adair County,35.812699795,-94.641035235,7,71.2,4630,300.649350649351,2.78,7.5,32.0,48.1,33.6,0.0,49.0,1.0,0.2,1.8,14.3,12.2,21.9,41.9,36.2,17584.0,37.5,2,0.431965442764579
40001377000,OK,Adair County,,,9,72.1,5170,33.3118556701031,3.09,7.3,34.7,51.6,38.4,0.3,50.5,0.2,0.0,0.8,9.7,5.0,19.8,48.6,31.6,18523.0,32.1,0,0
40003955600,OK,Alfalfa County,,,10,86.0,1485,3.51146843225349,2.41,3.6,42.2,56.0,83.2,0.0,1.1,0.0,0.0,1.4,14.3,3.6,9.3,41.9,48.9,29023.0,10.8,0,0
40003955700,OK,Alfalfa County,,,10,88.8,1359,11.8173913043478,2.16,6.1,47.5,49.8,83.7,0.0,0.2,0.0,0.0,1.1,14.9,3.3,8.4,25.3,66.3,25972.0,15.5,0,0
40003956000,OK,Alfalfa County,,,5,88.0,2940,8.94977168949772,2.42,3.0,43.4,66.8,68.9,4.3,2.2,0.0,0.0,2.5,22.1,6.5,13.8,45.6,40.6,16279.0,11.6,0,0
40005587600,OK,Atoka County,,,10,81.3,1792,4.92578339747114,2.46,4.7,40.0,61.1,67.3,6.8,16.5,0.0,0.0,0.8,8.7,2.6,18.9,41.8,39.3,21708.0,10.3,0,0
40005587700,OK,Atoka County,34.38830839,-96.13302495,10,75.2,3856,61.2063492063492,2.22,14.5,41.1,46.3,72.6,5.5,12.5,2.0,0.0,2.4,4.9,4.3,21.5,35.6,42.9,17624.0,32.3,2,0.518672199170125
40005587800,OK,Atoka County,,,10,81.7,3505,13.9308426073132,2.41,7.8,42.8,47.4,75.7,0.1,15.3,0.0,0.0,0.2,8.6,3.2,13.9,42.6,43.4,21794.0,19.2,0,0
40005587900,OK,Atoka County,,,10,80.6,4694,15.7993941433861,2.45,6.3,39.3,58.0,74.9,4.2,12.3,0.2,0.3,0.7,7.5,3.2,18.5,42.4,39.1,19532.0,18.2,0,0
40007951600,OK,Beaver County,,,5,82.9,2469,3.24526813880126,2.77,4.4,40.1,48.1,78.4,0.0,0.5,0.0,0.0,20.5,0.6,25.6,16.5,40.2,43.3,25216.0,10.1,0,0
40007951700,OK,Beaver County,,,10,87.9,1332,1332,2.44,0.3,41.4,53.2,95.2,0.0,0.4,0.0,0.0,4.1,0.4,6.4,10.1,30.4,59.6,32019.0,12.8,0,0
40007951800,OK,Beaver County,,,10,88.8,1678,223.733333333333,2.46,3.3,42.1,48.3,77.5,0.5,0.6,0.0,0.0,20.4,1.0,28.2,19.9,40.7,39.4,27944.0,8.0,0,0
40009966100,OK,Beckham County,35.4195113,-99.39975939,4,83.8,8563,206.33734939759,3.16,4.2,31.8,50.8,84.3,2.5,0.6,0.1,0.0,3.9,8.6,17.9,17.4,38.0,44.6,26717.0,18.2,1,0.116781501810113
40009966200,OK,Beckham County,,,4,89.9,6325,44.2927170868347,2.76,2.8,35.4,50.5,86.1,0.8,1.6,2.5,0.2,1.5,7.4,8.6,10.3,41.8,47.9,24992.0,4.2,0,0
40009966500,OK,Beckham County,,,10,75.9,2205,5.83333333333333,3.03,2.3,37.8,47.3,93.5,0.0,0.0,0.0,0.0,0.5,5.9,8.1,16.5,40.8,42.6,18139.0,26.5,0,0
40009966800,OK,Beckham County,,,7,85.0,6197,18.2533136966127,2.59,2.7,37.2,60.6,77.4,8.9,1.8,0.5,0.1,4.8,6.5,15.6,17.5,39.9,42.7,20981.0,13.6,0,0
40011958600,OK,Blaine County,36.11058619,-98.31697213,10,88.2,1446,9.89733059548255,2.26,1.6,40.6,47.8,90.2,0.3,2.9,0.0,0.0,2.1,4.5,8.3,15.3,26.0,58.7,23732.0,11.4,1,0.691562932226833
