county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
12001,20.15,52.99,94.78,54.48,96.27,8.21,3.73,99.25,11.19,32.09,41.04,84.33,69.40,48.51,0.75,63.43,14.18
12003,55.97,38.06,63.43,91.79,15.67,23.13,90.30,93.28,99.25,39.55,32.09,52.99,99.25,38.06,14.18,75.37,60.45
12005,41.04,36.57,70.90,90.30,90.30,48.51,8.21,24.63,51.49,52.99,82.84,67.91,50.00,55.97,36.57,67.91,21.64
12007,67.91,27.61,58.96,55.97,12.69,36.57,94.78,72.39,60.45,88.81,47.01,8.21,47.01,26.12,12.69,3.73,6.72
12009,15.67,63.43,44.03,24.63,84.33,38.06,78.36,81.34,33.58,57.46,61.94,69.40,32.09,75.37,52.99,36.57,63.43
12011,48.51,94.78,91.79,17.16,30.60,85.82,79.85,38.06,27.61,66.42,87.31,38.06,85.82,47.01,33.58,88.81,90.30
12013,76.87,23.13,36.57,88.81,72.39,66.42,60.45,8.21,52.99,29.10,97.76,3.73,48.51,93.28,44.03,52.99,61.94
12015,17.16,54.48,2.24,8.21,54.48,54.48,52.99,18.66,17.16,41.04,76.87,39.55,91.79,42.54,48.51,50.00,58.96
12017,42.54,39.55,3.73,11.19,93.28,9.70,27.61,44.03,18.66,18.66,29.10,17.16,51.49,6.72,66.42,87.31,9.70
12019,9.70,57.46,73.88,85.82,67.91,18.66,96.27,39.55,66.42,44.03,54.48,9.70,36.57,35.07,67.91,73.88,64.93
12021,33.58,93.28,21.64,48.51,14.18,87.31,30.60,30.60,58.96,67.91,35.07,35.07,35.07,51.49,8.21,51.49,30.60
12023,58.96,29.10,67.91,36.57,48.51,12.69,81.34,26.12,47.01,73.88,48.51,88.81,41.04,87.31,69.40,66.42,84.33
12027,94.78,85.82,35.07,52.99,0.75,63.43,6.72,94.78,39.55,72.39,20.15,47.01,27.61,5.22,27.61,97.76,79.85
12029,66.42,24.63,6.72,64.93,11.19,69.40,2.24,97.76,91.79,11.19,91.79,30.60,44.03,69.40,63.43,21.64,78.36
12031,27.61,50.00,96.27,33.58,85.82,45.52,75.37,88.81,54.48,60.45,85.82,5.22,15.67,12.69,57.46,94.78,39.55
12033,29.10,15.67,90.30,82.84,88.81,60.45,5.22,5.22,23.13,21.64,72.39,48.51,90.30,64.93,47.01,39.55,70.90
12035,18.66,69.40,48.51,41.04,39.55,27.61,63.43,54.48,90.30,20.15,96.27,76.87,12.69,2.24,2.24,84.33,93.28
12037,69.40,17.16,26.12,67.91,24.63,84.33,18.66,64.93,9.70,90.30,50.00,41.04,9.70,41.04,75.37,64.93,20.15
12039,78.36,11.19,99.25,0.75,21.64,94.78,17.16,3.73,97.76,93.28,78.36,23.13,82.84,3.73,51.49,14.18,11.19
12041,64.93,35.07,12.69,61.94,23.13,11.19,21.64,84.33,55.97,97.76,44.03,82.84,21.64,85.82,87.31,72.39,35.07
12043,97.76,76.87,8.21,70.90,99.25,99.25,93.28,70.90,73.88,70.90,60.45,90.30,75.37,11.19,54.48,76.87,32.09
12045,61.94,12.69,47.01,72.39,20.15,81.34,57.46,23.13,6.72,9.70,88.81,91.79,60.45,58.96,18.66,9.70,3.73
