% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.5,2.5,,,7.9,1.7,8.5,2.1,45.3,12.0,32.0,0.0,1.4,50.3,45.1,21243.0,0.5,0.3,0.8,0,0,3532,24001000100,9.8,96.2
1.4,2.46,,,17.4,23.8,5.2,3.4,53.5,13.4,24.5,0.3,7.5,69.5,38.2,19086.0,2.3,0.4,2.3,0,0,4609,24001000200,8.1,69.6
0.0,2.6,,,25.9,6.2,5.5,3.6,42.1,16.2,32.5,0.0,0.9,51.8,39.8,18466.0,2.5,0.4,0.0,0,0,2900,24001000300,11.3,90.9
0.5,2.3,39.6537676,-78.7587199,15.9,2.7,12.5,6.8,36.8,12.2,31.7,0.0,0.0,45.7,43.5,23099.0,0.0,0.0,0.0,1,0.338066260987153,2958,24001000400,9.2,96.8
0.7,2.41,39.6544666125,-78.7356488875,28.2,6.4,2.2,8.9,42.1,18.3,28.4,0.0,1.0,55.0,40.9,16282.0,1.2,0.4,0.1,8,3.12866640594447,2557,24001000500,17.8,91.2
0.2,2.29,39.64109036,-78.75515112,12.2,1.8,8.2,8.5,43.4,12.4,27.5,0.0,0.8,42.7,45.6,23115.0,1.4,0.1,5.9,5,1.56396621832968,3197,24001000600,5.8,90.6
0.0,2.27,,,14.4,3.0,4.9,2.4,56.3,15.4,21.0,0.0,0.0,44.8,43.5,19727.0,2.2,0.0,0.0,0,0,3734,24001000700,11.3,94.7
4.9,2.24,,,20.3,12.3,2.5,1.7,59.6,11.8,24.4,0.0,0.4,54.9,37.0,19304.0,0.9,0.7,0.0,0,0,1950,24001000800,8.5,81.1
0.0,1.87,39.653285792,-78.762963031,18.7,7.8,11.3,3.0,41.1,13.3,31.3,0.0,0.4,45.2,43.4,16817.0,1.6,0.0,0.0,10,4.41891294741494,2263,24001001000,18.2,90.6
0.3,1.93,39.6508887666667,-78.7708390666667,25.7,3.8,6.1,14.9,29.7,9.4,39.9,0.0,3.9,48.9,37.9,21280.0,3.5,0.4,1.8,3,1.65562913907285,1812,24001001100,12.5,90.2
0.9,2.35,39.6486542444444,-78.7980633111111,10.7,5.9,20.6,16.2,24.1,6.0,33.0,0.0,1.0,50.0,44.6,25857.0,2.4,0.0,0.5,9,2.77178934400986,3247,24001001200,7.0,90.3
0.1,2.49,,,12.2,40.6,4.4,3.0,42.7,26.5,23.4,0.0,3.2,78.7,38.7,18244.0,4.7,0.5,0.1,0,0,4796,24001001300,6.4,54.0
1.6,2.45,,,4.5,2.1,13.5,8.2,34.0,8.7,35.7,0.2,0.3,48.0,46.0,26728.0,0.5,0.0,0.2,0,0,3980,24001001401,3.8,95.4
1.0,2.28,,,11.7,0.0,20.5,3.9,34.1,9.7,31.8,0.0,0.1,51.8,45.8,22104.0,0.1,0.0,0.0,0,0,1514,24001001402,0.9,98.9
