% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.0,2.71,,,16.0,1.7,10.1,2.1,41.7,18.3,27.8,0.0,4.7,49.3,38.8,19239.0,16.6,19.7,2.0,0,0,2955,40001376600,8.2,60.0
1.5,2.84,,,23.2,0.0,7.9,3.9,36.6,26.8,24.9,0.0,3.1,50.6,37.1,18027.0,25.9,19.7,0.4,0,0,5631,40001376700,10.3,52.5
0.1,2.77,35.69480171,-94.75747921,16.8,0.0,8.0,4.2,44.9,19.2,23.8,0.0,2.4,49.9,39.4,20161.0,15.6,43.4,0.7,1,0.20165355918532,4959,40001376800,4.5,40.1
0.0,2.68,35.812699795,-94.641035235,42.4,1.0,8.3,3.2,37.4,26.9,24.3,0.0,14.9,47.5,31.4,16359.0,11.9,39.9,3.4,2,0.490436488474743,4078,40001376900,8.1,43.7
1.2,3.01,,,25.1,0.0,5.2,3.5,40.1,25.5,25.7,0.0,2.9,51.5,35.3,16243.0,17.5,43.7,0.6,0,0,4883,40001377000,4.9,37.0
0.0,2.35,,,14.4,0.0,9.9,6.6,40.9,17.3,25.3,0.0,2.6,47.7,47.8,20648.0,3.1,0.2,1.9,0,0,1446,40003955600,2.5,94.8
0.0,2.22,,,8.3,0.0,22.3,8.3,26.3,9.8,33.3,0.0,3.5,53.0,46.7,25165.0,0.8,0.3,0.0,0,0,1387,40003955700,3.0,98.9
0.0,2.12,,,11.0,6.0,9.5,4.6,44.5,18.1,23.4,0.0,4.8,66.6,43.9,19084.0,10.2,2.7,4.4,0,0,2792,40003956000,6.5,76.7
0.9,2.15,,,27.5,12.8,13.5,2.9,41.5,21.8,20.4,0.2,3.2,64.7,36.7,18042.0,4.4,7.5,0.4,0,0,1955,40005587600,5.5,73.8
1.8,2.34,34.38830839,-96.13302495,30.1,5.4,14.2,3.7,39.7,18.6,23.9,0.0,5.7,47.2,34.6,17590.0,6.6,12.7,0.2,2,0.523149359142035,3823,40005587700,8.9,73.3
0.0,2.36,,,15.0,0.0,8.1,6.0,45.2,14.3,26.5,0.0,0.4,48.6,45.6,20335.0,10.1,10.1,0.4,0,0,3912,40005587800,7.0,79.4
0.1,2.5,,,21.4,2.6,8.6,4.3,44.4,23.9,18.8,0.0,3.0,55.4,39.7,17427.0,12.8,9.0,0.9,0,0,4493,40005587900,9.7,74.6
0.3,2.87,,,13.6,1.0,14.6,4.2,33.1,19.5,28.6,0.0,26.6,50.7,37.4,25514.0,3.1,1.1,7.9,0,0,2699,40007951600,7.7,86.7
0.0,2.15,,,7.9,0.0,16.9,5.5,40.1,8.8,28.7,0.0,0.8,51.5,53.2,27418.0,0.6,0.7,0.0,0,0,1138,40007951700,1.2,98.7
0.1,2.43,,,16.1,1.2,9.6,4.0,34.8,22.6,29.0,0.0,17.4,50.8,35.6,23279.0,2.3,1.1,3.9,0,0,1749,40007951800,2.2,91.3
0.3,2.61,35.4195113,-99.39975939,14.1,2.2,14.0,4.4,35.7,19.5,26.5,0.1,7.6,52.8,31.9,20136.0,3.1,3.7,0.4,1,0.141703273345614,7057,40009966100,5.8,90.3
0.1,2.95,,,17.8,2.4,9.9,4.5,42.0,15.1,28.4,0.0,10.2,53.0,38.3,25423.0,4.7,0.4,0.0,0,0,7255,40009966200,4.4,92.3
0.0,2.49,,,26.7,0.0,9.3,1.5,40.2,21.5,27.5,0.0,3.6,47.7,44.8,17148.0,6.4,1.3,0.1,0,0,1708,40009966500,1.5,92.2
0.4,2.54,,,11.6,7.7,9.2,5.0,35.6,22.2,28.0,0.1,20.1,60.0,36.2,22832.0,7.1,3.3,6.8,0,0,6252,40009966800,2.0,74.6
0.2,2.42,36.11058619,-98.31697213,5.9,1.7,11.2,8.8,35.5,10.2,34.4,0.0,2.7,48.8,40.0,24694.0,3.0,1.1,1.1,1,0.704721634954193,1419,40011958600,0.5,92.9
0.0,2.37,,,14.6,0.0,9.3,9.3,35.5,22.7,23.2,0.0,6.1,51.2,36.8,18784.0,11.6,9.5,0.0,0,0,1648,40011958700,4.6,78.9
0.0,2.25,,,8.7,0.0,22.4,0.3,32.5,7.0,37.8,0.0,8.6,48.9,38.4,23986.0,1.6,6.1,3.8,0,0,1285,40011958800,5.5,88.6
0.3,2.08,35.84764,-98.419266,21.2,14.8,9.6,3.8,37.5,22.2,26.9,0.2,16.2,61.1,39.4,18090.0,7.4,9.1,8.7,2,0.40428542551041,4947,40011958900,4.4,59.5
0.3,2.36,,,19.4,3.7,10.9,2.9,40.4,19.4,26.4,0.0,9.7,47.3,37.9,20208.0,3.3,9.8,2.4,0,0,1823,40011959000,4.2,80.6
