county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
55001,78.47,3.47,4.86,84.03,77.08,0.69,92.36,82.64,6.25,67.36,40.97,95.14,96.53,27.08,13.19,11.81,21.53
55003,74.31,15.97,90.97,79.86,25.69,36.81,45.14,36.81,40.97,0.69,56.25,9.03,24.31,89.58,45.14,14.58,39.58
55005,42.36,31.25,59.03,43.75,14.58,56.25,34.03,68.75,54.86,14.58,79.86,75.69,89.58,64.58,22.92,3.47,90.97
55007,24.31,18.75,96.53,88.19,45.14,20.14,39.58,96.53,18.75,75.69,59.03,10.42,70.14,65.97,85.42,63.19,53.47
55009,88.19,89.58,50.69,67.36,43.75,78.47,90.97,79.86,15.97,11.81,85.42,3.47,15.97,25.69,17.36,32.64,4.86
55011,13.19,42.36,40.97,20.14,32.64,31.25,13.19,56.25,78.47,68.75,92.36,45.14,38.19,9.03,72.92,35.42,74.31
55013,25.69,4.86,74.31,81.25,11.81,27.08,32.64,59.03,49.31,86.81,96.53,47.92,34.03,6.25,14.58,71.53,27.08
55015,32.64,93.75,57.64,14.58,86.81,60.42,79.86,93.75,77.08,29.86,46.53,4.86,90.97,45.14,0.69,2.08,86.81
55017,28.47,46.53,64.58,17.36,31.25,7.64,67.36,88.19,86.81,31.25,34.03,34.03,21.53,34.03,56.25,93.75,29.86
55019,95.14,27.08,0.69,0.69,6.25,99.31,74.31,97.92,3.47,46.53,0.69,50.69,35.42,81.25,78.47,28.47,63.19
55021,27.08,70.14,46.53,29.86,84.03,18.75,31.25,70.14,52.08,70.14,22.92,46.53,7.64,15.97,79.86,18.75,72.92
55023,43.75,21.53,22.92,32.64,42.36,9.03,40.97,15.97,64.58,96.53,29.86,77.08,74.31,40.97,77.08,34.03,36.81
55025,85.42,99.31,84.03,71.53,9.03,11.81,95.14,81.25,24.31,99.31,43.75,38.19,3.47,29.86,35.42,54.86,50.69
55027,47.92,53.47,10.42,31.25,88.19,6.25,71.53,46.53,85.42,27.08,63.19,35.42,25.69,90.97,49.31,46.53,56.25
55029,2.08,56.25,70.14,95.14,93.75,97.92,49.31,39.58,29.86,71.53,18.75,17.36,60.42,57.64,34.03,47.92,88.19
55031,40.97,35.42,95.14,70.14,7.64,34.03,24.31,54.86,38.19,3.47,21.53,57.64,17.36,10.42,6.25,81.25,18.75
55033,64.58,52.08,81.25,22.92,4.86,10.42,70.14,10.42,28.47,2.08,24.31,49.31,86.81,79.86,89.58,56.25,11.81
55035,75.69,74.31,92.36,34.03,2.08,46.53,81.25,14.58,21.53,42.36,20.14,53.47,67.36,97.92,47.92,45.14,59.03
55037,7.64,11.81,60.42,89.58,89.58,17.36,82.64,89.58,7.64,32.64,3.47,36.81,97.92,47.92,99.31,85.42,47.92
55039,49.31,78.47,43.75,54.86,74.31,90.97,35.42,18.75,63.19,21.53,77.08,64.58,54.86,77.08,90.97,7.64,17.36
55041,92.36,2.08,56.25,90.97,68.75,86.81,68.75,38.19,35.42,24.31,9.03,99.31,0.69,93.75,57.64,4.86,64.58
55043,63.19,47.92,32.64,7.64,24.31,2.08,60.42,0.69,50.69,77.08,4.86,2.08,27.08,35.42,70.14,21.53,79.86
55045,20.14,75.69,42.36,11.81,82.64,63.19,9.03,9.03,82.64,82.64,71.53,70.14,75.69,72.92,61.81,27.08,75.69
55047,72.92,50.69,9.03,38.19,54.86,92.36,65.97,53.47,11.81,78.47,61.81,32.64,71.53,14.58,88.19,6.25,84.03
55049,17.36,65.97,63.19,25.69,72.92,15.97,10.42,21.53,53.47,85.42,25.69,82.64,40.97,32.64,86.81,31.25,22.92
55051,6.25,9.03,78.47,96.53,29.86,65.97,50.69,67.36,9.03,79.86,17.36,14.58,43.75,20.14,92.36,74.31,71.53
55053,77.08,17.36,15.97,18.75,47.92,3.47,75.69,95.14,68.75,57.64,47.92,29.86,2.08,46.53,81.25,64.58,32.64
55055,65.97,79.86,25.69,35.42,79.86,43.75,17.36,22.92,14.58,35.42,82.64,24.31,32.64,67.36,42.36,53.47,31.25
55057,70.14,10.42,6.25,28.47,56.25,4.86,84.03,45.14,79.86,53.47,39.58,60.42,50.69,99.31,3.47,59.03,96.53
55059,96.53,85.42,11.81,92.36,67.36,25.69,6.25,20.14,2.08,6.25,52.08,71.53,64.58,22.92,24.31,96.53,99.31
55061,22.92,60.42,34.03,52.08,97.92,57.64,72.92,40.97,88.19,7.64,10.42,15.97,56.25,0.69,7.64,40.97,25.69
55063,71.53,84.03,93.75,45.14,3.47,35.42,89.58,2.08,22.92,81.25,35.42,79.86,92.36,61.81,38.19,0.69,24.31
55065,54.86,57.64,13.19,4.86,57.64,45.14,22.92,29.86,46.53,92.36,49.31,18.75,57.64,56.25,84.03,24.31,40.97
55067,57.64,13.19,45.14,82.64,50.69,77.08,63.19,11.81,47.92,34.03,13.19,81.25,42.36,7.64,4.86,86.81,43.75
55069,9.03,38.19,54.86,64.58,59.03,84.03,42.36,42.36,95.14,25.69,57.64,68.75,14.58,92.36,68.75,25.69,82.64
55071,45.14,68.75,36.81,72.92,81.25,88.19,96.53,13.19,84.03,49.31,74.31,59.03,59.03,50.69,59.03,65.97,81.25
55073,68.75,77.08,68.75,39.58,15.97,67.36,99.31,78.47,74.31,52.08,86.81,97.92,84.03,52.08,40.97,90.97,52.08
55075,34.03,28.47,52.08,85.42,70.14,85.42,77.08,7.64,59.03,20.14,14.58,39.58,53.47,3.47,52.08,36.81,45.14
55077,50.69,29.86,17.36,60.42,71.53,61.81,56.25,31.25,39.58,72.92,72.92,93.75,77.08,60.42,36.81,22.92,7.64
55078,99.31,0.69,99.31,2.08,99.31,40.97,57.64,49.31,81.25,74.31,78.47,43.75,82.64,31.25,50.69,60.42,70.14
55079,97.92,96.53,3.47,99.31,0.69,29.86,3.47,92.36,99.31,64.58,7.64,31.25,93.75,17.36,82.64,10.42,54.86
55081,84.03,54.86,35.42,21.53,34.03,42.36,28.47,52.08,17.36,39.58,32.64,86.81,11.81,2.08,18.75,15.97,10.42
55083,21.53,45.14,31.25,49.31,90.97,64.58,78.47,61.81,93.75,9.03,27.08,54.86,52.08,11.81,27.08,29.86,15.97
55085,10.42,39.58,71.53,78.47,63.19,72.92,61.81,77.08,56.25,50.69,28.47,25.69,99.31,96.53,15.97,67.36,20.14
55087,52.08,86.81,72.92,36.81,64.58,53.47,93.75,64.58,75.69,22.92,53.47,27.08,39.58,49.31,71.53,82.64,0.69
55089,4.86,95.14,88.19,59.03,95.14,68.75,36.81,75.69,42.36,90.97,6.25,52.08,81.25,88.19,9.03,42.36,35.42
55091,36.81,32.64,49.31,13.19,21.53,50.69,25.69,50.69,67.36,63.19,70.14,74.31,95.14,4.86,11.81,79.86,65.97
55093,29.86,67.36,89.58,6.25,10.42,22.92,4.86,34.03,70.14,13.19,54.86,11.81,88.19,54.86,54.86,75.69,57.64
55095,18.75,34.03,75.69,40.97,20.14,32.64,11.81,85.42,32.64,15.97,75.69,89.58,85.42,18.75,97.92,43.75,67.36
55097,67.36,64.58,79.86,57.64,22.92,14.58,88.19,4.86,20.14,10.42,15.97,40.97,29.86,39.58,39.58,52.08,60.42
55099,3.47,24.31,47.92,77.08,28.47,95.14,54.86,43.75,97.92,84.03,95.14,7.64,28.47,43.75,10.42,57.64,85.42
55101,93.75,88.19,7.64,93.75,78.47,24.31,2.08,63.19,60.42,17.36,65.97,72.92,31.25,95.14,74.31,99.31,6.25
55103,39.58,43.75,27.08,24.31,39.58,59.03,29.86,6.25,92.36,95.14,64.58,56.25,13.19,82.64,53.47,92.36,34.03
55105,90.97,71.53,20.14,74.31,49.31,52.08,7.64,3.47,4.86,38.19,81.25,90.97,22.92,36.81,29.86,17.36,2.08
55107,53.47,7.64,29.86,50.69,13.19,93.75,43.75,32.64,89.58,56.25,67.36,67.36,68.75,84.03,2.08,95.14,68.75
55109,0.69,82.64,97.92,9.03,46.53,13.19,0.69,99.31,45.14,4.86,36.81,96.53,18.75,53.47,31.25,49.31,95.14
55111,60.42,63.19,39.58,27.08,61.81,49.31,14.58,27.08,25.69,54.86,68.75,63.19,49.31,85.42,75.69,78.47,61.81
55113,82.64,6.25,86.81,86.81,36.81,39.58,38.19,74.31,34.03,88.19,88.19,42.36,9.03,78.47,63.19,9.03,38.19
55115,56.25,36.81,53.47,46.53,85.42,89.58,52.08,25.69,96.53,36.81,60.42,20.14,72.92,63.19,95.14,72.92,14.58
55117,79.86,90.97,38.19,65.97,53.47,70.14,97.92,65.97,43.75,65.97,97.92,85.42,45.14,21.53,96.53,88.19,78.47
55119,46.53,20.14,18.75,15.97,35.42,81.25,64.58,71.53,90.97,18.75,38.19,61.81,6.25,28.47,60.42,70.14,89.58
55121,61.81,61.81,21.53,10.42,27.08,74.31,20.14,90.97,31.25,28.47,99.31,6.25,46.53,71.53,65.97,50.69,3.47
55123,86.81,40.97,24.31,3.47,17.36,96.53,27.08,47.92,27.08,97.92,2.08,65.97,65.97,42.36,21.53,97.92,9.03
55125,38.19,14.58,85.42,97.92,52.08,79.86,47.92,60.42,10.42,89.58,42.36,28.47,10.42,70.14,25.69,39.58,13.19
55127,89.58,81.25,14.58,61.81,60.42,38.19,21.53,28.47,0.69,47.92,90.97,0.69,63.19,24.31,28.47,61.81,97.92
55129,14.58,25.69,77.08,75.69,18.75,82.64,15.97,57.64,65.97,60.42,89.58,78.47,78.47,59.03,32.64,77.08,77.08
55131,11.81,92.36,65.97,42.36,96.53,54.86,18.75,72.92,61.81,59.03,11.81,84.03,20.14,68.75,46.53,13.19,42.36
55133,15.97,97.92,82.64,53.47,92.36,47.92,46.53,86.81,36.81,93.75,50.69,88.19,36.81,74.31,43.75,84.03,46.53
55135,31.25,49.31,28.47,47.92,75.69,71.53,53.47,35.42,71.53,40.97,45.14,21.53,47.92,13.19,67.36,68.75,49.31
55137,81.25,22.92,2.08,63.19,65.97,21.53,85.42,84.03,13.19,61.81,93.75,22.92,79.86,86.81,20.14,38.19,28.47
55139,59.03,72.92,61.81,56.25,40.97,28.47,86.81,24.31,72.92,45.14,31.25,13.19,4.86,75.69,64.58,89.58,93.75
55141,35.42,59.03,67.36,68.75,38.19,75.69,59.03,17.36,57.64,43.75,84.03,92.36,61.81,38.19,93.75,20.14,92.36
