tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
53001950100,43.25,2.87,67.83,82.38,5.09,88.26,93.87,35.08,98.93,80.71,98.10,66.17,60.01,74.27,12.15,89.99,54.05,55.92,29.81
53001950200,55.85,1.90,69.08,67.42,4.19,70.88,61.46,48.16,98.37,94.43,99.13,85.01,65.41,22.26,48.03,88.82,77.53,75.73,48.37
53001950300,99.27,24.76,0.59,59.45,5.85,93.87,83.97,91.52,13.19,75.38,55.57,69.22,7.65,76.84,73.58,25.66,75.03,9.45,10.42
53001950400,98.30,35.08,1.70,28.70,2.53,92.07,42.28,93.59,35.77,72.47,86.25,20.60,5.64,1.84,70.88,41.93,30.99,55.37,86.67
53001950500,98.51,47.82,0.31,71.36,1.21,93.66,74.76,94.01,56.06,69.84,66.10,73.16,2.32,0.66,1.42,3.91,95.88,99.48,67.21
53003960100,25.73,11.32,25.10,14.23,27.18,66.45,13.75,11.39,98.86,74.97,2.46,67.14,75.45,46.92,63.47,51.42,16.79,38.47,46.09
53003960200,16.38,7.86,39.09,15.13,23.79,51.28,19.08,8.41,98.58,82.86,0.87,93.25,54.81,12.08,24.76,33.07,23.44,80.16,84.80
53003960300,78.43,5.92,79.40,1.77,56.75,78.98,19.01,15.96,87.50,85.56,2.25,53.01,56.48,61.88,48.93,97.75,92.69,0.31,40.75
53003960400,72.13,5.64,77.11,1.49,52.32,54.54,3.08,12.22,75.66,96.02,5.30,94.77,70.60,87.78,62.50,63.68,45.12,2.94,68.39
53003960500,64.51,11.53,58.34,1.28,34.31,82.79,7.31,25.52,92.14,55.02,16.03,65.41,91.10,92.83,82.44,82.51,48.37,9.59,59.04
53003960600,59.31,6.96,40.48,4.54,32.44,71.30,12.36,10.70,93.66,58.21,6.13,63.68,95.39,95.46,68.59,80.99,48.30,47.06,73.72
53005010100,5.23,43.11,20.53,26.97,67.83,73.44,53.84,40.62,96.71,87.98,5.71,79.40,24.55,28.50,72.82,6.82,44.22,45.05,47.20
53005010201,20.12,44.63,17.90,22.13,74.41,63.05,9.87,17.28,88.68,89.09,33.69,72.75,13.40,67.76,76.42,18.32,58.83,26.28,80.02
53005010202,70.81,48.51,56.68,4.74,48.93,87.71,74.83,80.57,94.36,62.78,8.07,2.94,4.67,84.04,52.39,17.35,61.67,93.73,46.02
53005010300,64.79,30.92,29.26,8.21,80.64,57.65,8.14,15.41,83.90,57.31,56.54,82.31,54.54,70.81,9.11,88.26,31.96,76.70,44.15
53005010400,55.30,44.08,51.56,3.43,87.43,88.54,53.50,61.53,87.78,70.05,41.72,46.36,40.41,71.92,2.67,66.24,13.33,70.19,27.11
53005010500,76.56,53.43,12.22,6.41,84.04,90.34,5.92,25.24,81.27,56.41,90.34,9.25,42.83,37.43,98.30,20.88,1.56,83.55,24.76
