county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
53001,98.72,73.08,24.36,52.56,29.49,16.67,34.62,73.08,85.90,37.18,29.49,34.62,1.28,8.97,32.05,1.28,3.85
53003,26.92,19.23,3.85,83.33,55.13,1.28,96.15,3.85,80.77,44.87,37.18,8.97,80.77,39.74,57.69,83.33,50.00
53005,70.51,78.21,26.92,80.77,50.00,65.38,75.64,44.87,11.54,39.74,85.90,16.67,60.26,1.28,34.62,8.97,96.15
53007,83.33,52.56,11.54,14.10,34.62,60.26,14.10,16.67,44.87,73.08,6.41,42.31,26.92,98.72,19.23,50.00,52.56
53009,21.79,24.36,75.64,3.85,67.95,26.92,21.79,57.69,57.69,70.51,73.08,50.00,29.49,57.69,62.82,21.79,55.13
53011,39.74,83.33,16.67,57.69,88.46,57.69,83.33,52.56,1.28,16.67,50.00,37.18,70.51,52.56,91.03,52.56,1.28
53013,24.36,16.67,19.23,85.90,65.38,37.18,91.03,14.10,93.59,3.85,93.59,75.64,37.18,47.44,6.41,73.08,42.31
53015,47.44,32.05,34.62,60.26,96.15,24.36,57.69,32.05,29.49,32.05,8.97,83.33,42.31,3.85,14.10,34.62,39.74
53017,88.46,75.64,29.49,29.49,6.41,62.82,42.31,55.13,32.05,34.62,78.21,98.72,98.72,29.49,26.92,70.51,57.69
53019,80.77,1.28,98.72,37.18,14.10,55.13,98.72,88.46,6.41,24.36,70.51,65.38,11.54,60.26,67.95,37.18,24.36
53021,96.15,88.46,37.18,70.51,57.69,88.46,55.13,50.00,62.82,55.13,83.33,52.56,3.85,80.77,93.59,42.31,62.82
53023,11.54,34.62,1.28,88.46,11.54,75.64,80.77,60.26,42.31,60.26,52.56,44.87,85.90,96.15,96.15,3.85,85.90
53025,91.03,70.51,52.56,42.31,62.82,32.05,44.87,8.97,65.38,8.97,88.46,70.51,93.59,37.18,78.21,93.59,19.23
53027,73.08,14.10,88.46,19.23,98.72,85.90,19.23,42.31,50.00,26.92,57.69,3.85,91.03,93.59,21.79,11.54,32.05
53029,6.41,80.77,65.38,21.79,42.31,67.95,29.49,19.23,60.26,75.64,80.77,73.08,19.23,83.33,1.28,26.92,70.51
53031,3.85,44.87,50.00,6.41,39.74,39.74,16.67,67.95,78.21,29.49,96.15,85.90,8.97,67.95,70.51,78.21,37.18
53033,19.23,98.72,91.03,67.95,37.18,42.31,88.46,91.03,98.72,6.41,14.10,26.92,73.08,70.51,24.36,75.64,29.49
53035,16.67,85.90,67.95,47.44,52.56,93.59,26.92,47.44,3.85,47.44,75.64,60.26,65.38,32.05,8.97,91.03,88.46
53037,55.13,47.44,55.13,93.59,47.44,34.62,8.97,70.51,19.23,96.15,11.54,11.54,88.46,16.67,16.67,80.77,21.79
53039,60.26,37.18,6.41,73.08,60.26,78.21,85.90,96.15,21.79,80.77,26.92,80.77,6.41,65.38,50.00,98.72,16.67
53041,62.82,26.92,42.31,55.13,91.03,50.00,37.18,29.49,70.51,50.00,24.36,62.82,67.95,62.82,42.31,65.38,14.10
53043,29.49,29.49,14.10,78.21,1.28,98.72,47.44,75.64,73.08,83.33,3.85,67.95,52.56,21.79,37.18,62.82,47.44
53045,78.21,39.74,85.90,11.54,93.59,91.03,32.05,39.74,83.33,67.95,60.26,32.05,78.21,11.54,98.72,85.90,67.95
53047,85.90,6.41,93.59,8.97,8.97,19.23,78.21,85.90,55.13,91.03,62.82,6.41,96.15,44.87,11.54,47.44,44.87
53049,44.87,11.54,44.87,34.62,83.33,52.56,24.36,98.72,91.03,14.10,34.62,88.46,83.33,24.36,73.08,16.67,60.26
53051,57.69,3.85,83.33,75.64,16.67,96.15,39.74,11.54,96.15,21.79,32.05,29.49,14.10,6.41,52.56,67.95,83.33
53053,50.00,93.59,80.77,50.00,80.77,47.44,93.59,34.62,88.46,98.72,55.13,96.15,62.82,42.31,83.33,29.49,65.38
53055,1.28,57.69,21.79,1.28,3.85,8.97,6.41,65.38,75.64,85.90,91.03,1.28,24.36,26.92,88.46,88.46,34.62
53057,67.95,67.95,60.26,16.67,26.92,29.49,11.54,21.79,26.92,62.82,39.74,57.69,32.05,14.10,44.87,6.41,91.03
53059,34.62,42.31,32.05,65.38,85.90,80.77,62.82,78.21,16.67,65.38,44.87,14.10,34.62,34.62,29.49,60.26,11.54
53061,37.18,96.15,70.51,26.92,32.05,73.08,50.00,37.18,24.36,1.28,1.28,47.44,75.64,73.08,80.77,44.87,73.08
53063,32.05,60.26,57.69,91.03,19.23,44.87,60.26,6.41,34.62,93.59,47.44,39.74,39.74,55.13,60.26,24.36,6.41
53065,52.56,8.97,73.08,62.82,21.79,70.51,73.08,1.28,67.95,52.56,19.23,78.21,50.00,50.00,75.64,39.74,75.64
53067,14.10,91.03,62.82,39.74,78.21,14.10,70.51,26.92,14.10,57.69,65.38,21.79,21.79,19.23,47.44,19.23,78.21
53069,8.97,21.79,8.97,24.36,73.08,21.79,65.38,93.59,47.44,11.54,42.31,91.03,55.13,75.64,55.13,14.10,93.59
53071,75.64,65.38,39.74,96.15,44.87,83.33,52.56,83.33,52.56,78.21,98.72,19.23,57.69,91.03,3.85,32.05,26.92
53073,42.31,62.82,78.21,44.87,24.36,11.54,3.85,24.36,8.97,42.31,21.79,93.59,44.87,85.90,65.38,55.13,8.97
53075,65.38,55.13,96.15,98.72,70.51,3.85,1.28,80.77,39.74,19.23,67.95,55.13,47.44,78.21,85.90,57.69,80.77
53077,93.59,50.00,47.44,32.05,75.64,6.41,67.95,62.82,37.18,88.46,16.67,24.36,16.67,88.46,39.74,96.15,98.72
