tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
26001000100,MI,Alcona County,,,10,92.9,1799,35.4133858267717,1.98,10.8,62.7,50.4,98.2,0.0,0.0,0.6,0.2,0.2,0.8,0.2,10.8,31.3,57.8,25833.0,12.3,0,0
26001970100,MI,Alcona County,44.78627,-83.29775,10,93.3,2306,29.2268694550063,2.03,5.9,58.6,47.6,97.0,0.8,0.1,0.7,0.0,0.5,0.8,1.0,8.1,34.2,57.8,23081.0,12.6,1,0.433651344319167
26001970400,MI,Alcona County,,,10,89.6,2858,17.3422330097087,2.26,12.1,50.9,50.1,96.7,0.2,0.9,0.1,0.0,0.0,2.1,1.0,13.9,46.6,39.5,18583.0,19.4,0,0
26001970500,MI,Alcona County,,,10,89.2,2018,5.73458368854788,1.96,11.8,59.5,53.6,97.1,0.0,0.9,0.6,0.0,0.0,1.3,3.8,13.3,48.8,37.8,19497.0,16.9,0,0
26001970600,MI,Alcona County,,,10,91.4,1480,52.2968197879859,2.11,10.6,57.5,51.4,98.5,0.1,0.3,0.0,0.0,0.0,1.1,0.9,10.5,37.9,51.5,20556.0,10.4,0,0
26001990000,MI,Alcona County,,,99,,0,,,,,,,,,,,,,,,,0,,,0,0
26003000100,MI,Alger County,46.413914,-86.66266,7,88.9,3767,10.0748863332442,2.55,3.6,49.6,49.6,90.5,0.1,3.0,0.7,0.0,0.0,5.7,1.3,9.1,43.2,47.7,19450.0,12.7,1,0.265463233342182
26003000200,MI,Alger County,,,5,90.3,2759,12.5295186194369,2.35,9.7,51.7,50.6,89.8,1.0,4.6,0.0,0.0,0.0,4.6,1.6,9.7,38.0,52.3,25601.0,15.4,0,0
26003000300,MI,Alger County,,,7,91.4,2870,8.94080996884735,2.36,12.4,45.4,66.3,74.8,22.9,0.4,0.0,0.0,0.3,1.6,1.2,13.5,51.8,34.7,22126.0,10.4,0,0
26003990000,MI,Alger County,,,99,,0,,,,,,,,,,,,,,,,0,,,0,0
