county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
30001,56.25,24.11,99.11,41.96,88.39,74.11,93.75,8.04,74.11,72.32,0.89,63.39,47.32,54.46,59.82,95.54,11.61
30003,99.11,6.25,22.32,75.89,70.54,93.75,99.11,90.18,40.18,86.61,38.39,81.25,58.04,38.39,88.39,34.82,24.11
30005,93.75,40.18,29.46,27.68,66.96,18.75,24.11,84.82,47.32,41.96,6.25,2.68,20.54,16.96,58.04,56.25,33.04
30007,20.54,50.89,70.54,11.61,47.32,34.82,74.11,54.46,97.32,95.54,74.11,61.61,52.68,4.46,24.11,86.61,79.46
30009,15.18,31.25,40.18,59.82,95.54,52.68,95.54,50.89,36.61,18.75,56.25,52.68,70.54,25.89,47.32,43.75,16.96
30011,29.46,63.39,6.25,90.18,63.39,33.04,97.32,20.54,66.96,36.61,33.04,45.54,29.46,33.04,16.96,2.68,58.04
30013,63.39,15.18,77.68,70.54,18.75,79.46,8.04,47.32,61.61,61.61,75.89,34.82,15.18,49.11,49.11,72.32,90.18
30015,84.82,52.68,38.39,34.82,54.46,24.11,27.68,34.82,68.75,0.89,41.96,54.46,83.04,88.39,20.54,45.54,29.46
30017,34.82,22.32,33.04,47.32,31.25,81.25,52.68,15.18,56.25,22.32,63.39,20.54,13.39,36.61,79.46,47.32,41.96
30019,0.89,45.54,2.68,22.32,59.82,68.75,2.68,29.46,18.75,56.25,11.61,79.46,54.46,11.61,68.75,99.11,4.46
30021,31.25,33.04,27.68,43.75,8.04,72.32,33.04,66.96,33.04,25.89,31.25,4.46,16.96,93.75,56.25,40.18,25.89
30023,59.82,81.25,83.04,83.04,24.11,45.54,68.75,68.75,15.18,4.46,36.61,41.96,27.68,90.18,13.39,93.75,97.32
30025,6.25,9.82,31.25,36.61,15.18,88.39,45.54,88.39,99.11,88.39,52.68,16.96,4.46,52.68,66.96,65.18,65.18
30027,33.04,65.18,56.25,18.75,61.61,43.75,38.39,31.25,93.75,47.32,15.18,29.46,59.82,20.54,6.25,18.75,66.96
30029,61.61,34.82,68.75,20.54,84.82,20.54,4.46,65.18,54.46,58.04,86.61,74.11,66.96,83.04,86.61,4.46,47.32
30031,40.18,0.89,90.18,4.46,86.61,70.54,59.82,45.54,77.68,13.39,49.11,8.04,9.82,77.68,84.82,8.04,61.61
30033,22.32,72.32,4.46,65.18,40.18,15.18,41.96,9.82,90.18,29.46,84.82,97.32,11.61,45.54,90.18,79.46,40.18
30035,97.32,58.04,58.04,40.18,25.89,0.89,29.46,52.68,95.54,8.04,25.89,90.18,61.61,24.11,27.68,52.68,2.68
30037,43.75,4.46,75.89,99.11,4.46,83.04,0.89,93.75,84.82,38.39,59.82,38.39,90.18,22.32,41.96,20.54,22.32
30039,54.46,83.04,63.39,84.82,75.89,22.32,70.54,83.04,13.39,66.96,90.18,24.11,68.75,31.25,61.61,58.04,43.75
30041,88.39,36.61,52.68,8.04,36.61,59.82,9.82,16.96,22.32,16.96,65.18,25.89,74.11,86.61,63.39,70.54,27.68
30043,9.82,16.96,43.75,16.96,90.18,38.39,61.61,95.54,16.96,84.82,99.11,36.61,88.39,40.18,15.18,33.04,31.25
30045,8.04,66.96,36.61,38.39,56.25,11.61,43.75,86.61,25.89,20.54,58.04,49.11,84.82,59.82,22.32,61.61,0.89
30047,90.18,41.96,74.11,58.04,74.11,31.25,25.89,59.82,9.82,27.68,24.11,84.82,65.18,18.75,9.82,81.25,95.54
30049,27.68,8.04,65.18,13.39,72.32,54.46,20.54,56.25,38.39,54.46,91.96,47.32,75.89,79.46,2.68,31.25,9.82
